raw_seq,line_no,channel,coin,local_ts,event_ts,bid_topn_px,bid_topn_ticks,bid_topn_qtys,bid_topn_n,ask_topn_px,ask_topn_ticks,ask_topn_qtys,ask_topn_n,session_id,connection_attempt,recovery_crossed
113,114,l2Book,BTC,1780044713000793647,1780044712714000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,0.78814|0.01677|0.00347|0.68008|0.00017,11|4|3|4|1,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,14.96026|1.23836|1.01973|2.30986|2.86098,39|4|2|3|5,hl-66959ecb09e941cab61b020ac1e06419,1,false
114,115,l2Book,BTC,1780044713592641504,1780044713247000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,1.12753|0.01677|0.00017|0.36876|0.85502,12|4|1|6|3,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,15.31993|2.17732|1.02232|2.30986|2.95898,42|5|3|3|6,hl-66959ecb09e941cab61b020ac1e06419,1,false
115,116,l2Book,BTC,1780044714881415515,1780044713785000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,1.12753|0.01677|0.00017|0.62922|0.90551,12|4|1|8|3,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,13.53869|3.53486|1.02232|2.30986|3.00646,40|6|3|3|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
116,117,l2Book,BTC,1780044714881896647,1780044714324000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,1.12753|0.01677|0.00017|0.41383|0.90551,12|4|1|7|3,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,13.53869|3.53486|1.02232|2.14694|3.00646,40|6|3|3|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
117,118,l2Book,BTC,1780044715198653662,1780044714834000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,1.12753|0.01677|0.00017|0.41383|0.90551,12|4|1|7|3,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,13.53869|3.53486|1.02232|2.14694|2.95898,40|6|3|3|6,hl-66959ecb09e941cab61b020ac1e06419,1,false
119,120,l2Book,BTC,1780044715768747238,1780044715375000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,1.12753|0.01677|0.00017|0.36876|0.90551,12|4|1|6|3,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,12.60324|3.53486|1.02232|3.50585|2.95898,40|6|3|4|6,hl-66959ecb09e941cab61b020ac1e06419,1,false
122,123,l2Book,BTC,1780044716254565443,1780044715925000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,1.04253|0.06184|0.00017|0.36876|0.90551,5|5|1|6|3,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,13.96218|3.53486|1.02232|2.19442|2.95898,41|6|3|4|6,hl-66959ecb09e941cab61b020ac1e06419,1,false
123,124,l2Book,BTC,1780044716772404546,1780044716462000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,3.21984|0.06234|0.00017|0.36876|0.90551,7|6|1|6|3,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,13.96218|3.53486|1.02232|2.14694|3.00646,41|6|3|3|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
124,125,l2Book,BTC,1780044717274462530,1780044716982000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,4.49928|0.06184|0.00017|0.36876|0.90551,13|5|1|6|3,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,14.41916|3.53486|1.02232|2.14694|3.00646,44|6|3|3|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
126,127,l2Book,BTC,1780044717771693946,1780044717539000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,3.99192|0.06184|0.00017|0.36876|0.90551,9|5|1|6|3,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,13.66901|3.53486|1.02232|2.14694|3.00646,41|6|3|3|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
127,128,l2Book,BTC,1780044718425341997,1780044718085000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,4.52993|0.06184|0.00017|0.36876|0.90551,13|5|1|6|3,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,13.66901|3.53486|1.02232|2.46547|2.95898,41|6|3|4|6,hl-66959ecb09e941cab61b020ac1e06419,1,false
129,130,l2Book,BTC,1780044718954485060,1780044718633000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,2.53041|0.06184|0.00017|0.36876|0.90551,7|5|1|6|3,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,13.66898|3.53486|1.02232|2.46547|2.95898,41|6|3|4|6,hl-66959ecb09e941cab61b020ac1e06419,1,false
130,131,l2Book,BTC,1780044719880756580,1780044719189000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,3.76625|0.36234|0.67966|0.37926|0.22601,9|7|2|6|2,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,10.97531|2.17732|1.70177|1.78601|3.00119,35|5|4|3|6,hl-66959ecb09e941cab61b020ac1e06419,1,false
131,132,l2Book,BTC,1780044720090673851,1780044719724000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,3.76425|0.92456|0.00017|0.74825|0.22601,8|9|1|6|2,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,10.97531|2.85677|1.02232|1.78601|3.01477,35|6|3|3|7,hl-66959ecb09e941cab61b020ac1e06419,1,false
133,134,l2Book,BTC,1780044720662700928,1780044720269000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,13.13156|0.74298|6.24216|1.70362|0.16943,35|7|3|5|3,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,0.12695|0.00047|0.0031|0.3187|0.00037,3|2|4|2|2,hl-66959ecb09e941cab61b020ac1e06419,1,false
134,135,l2Book,BTC,1780044721132493571,1780044720770000000,73661.0|73660.0|73659.0|73658.0|73657.0,736610|736600|736590|736580|736570,15.17623|3.32321|5.6867|0.35484|0.79852,40|11|6|6|3,73662.0|73663.0|73664.0|73665.0|73666.0,736620|736630|736640|736650|736660,0.00695|0.00017|0.0029|0.00017|0.00037,2|1|3|1|2,hl-66959ecb09e941cab61b020ac1e06419,1,false
138,139,l2Book,BTC,1780044721677189418,1780044721303000000,73664.0|73663.0|73662.0|73661.0|73660.0,736640|736630|736620|736610|736600,0.2596|18.17863|15.49731|15.67966|17.93541,2|136|130|46|13,73665.0|73666.0|73667.0|73668.0|73669.0,736650|736660|736670|736680|736690,0.00017|0.00037|0.00038|0.00037|0.00358,1|2|2|2|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
139,140,l2Book,BTC,1780044722158728794,1780044721807000000,73664.0|73663.0|73662.0|73661.0|73660.0,736640|736630|736620|736610|736600,39.76429|10.60654|6.63832|4.24385|17.83503,209|34|28|21|10,73665.0|73666.0|73667.0|73668.0|73669.0,736650|736660|736670|736680|736690,0.00017|0.00037|0.00038|0.00051|0.00358,1|2|2|3|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
140,141,l2Book,BTC,1780044722668607241,1780044722334000000,73664.0|73663.0|73662.0|73661.0|73660.0,736640|736630|736620|736610|736600,32.64577|13.22656|2.22062|3.96892|17.90756,108|17|10|17|10,73665.0|73666.0|73667.0|73668.0|73669.0,736650|736660|736670|736680|736690,0.00017|0.00051|0.00038|0.00051|0.00358,1|3|2|3|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
142,143,l2Book,BTC,1780044723187112331,1780044722873000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,11.05094|9.96294|11.13807|6.7838|9.66037,81|70|86|67|70,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,1.02003|0.32189|0.48591|1.51876|1.41858,4|5|3|6|5,hl-66959ecb09e941cab61b020ac1e06419,1,false
143,144,l2Book,BTC,1780044723721263219,1780044723414000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,13.39369|1.47053|5.11954|0.45283|2.67405,59|6|4|2|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,3.09901|0.22303|0.49948|1.51869|1.56858,8|5|4|6|6,hl-66959ecb09e941cab61b020ac1e06419,1,false
144,145,l2Book,BTC,1780044725038531611,1780044723948000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,12.26094|2.53752|4.02833|0.45283|1.33527,49|7|4|2|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,3.09901|0.22303|0.00923|1.03382|0.17731,8|5|4|4|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
145,146,l2Book,BTC,1780044725038821982,1780044724475000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,12.25894|3.27077|3.06927|0.45283|1.39527,48|8|6|2|5,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,3.09901|0.22303|0.00923|1.03382|0.17731,8|5|4|4|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
147,148,l2Book,BTC,1780044725476832585,1780044725012000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,12.26094|2.20378|2.98927|1.47191|2.71407,49|7|2|3|4,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,3.23338|0.22303|0.00923|1.03403|0.17731,7|5|4|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
149,150,l2Book,BTC,1780044725896555752,1780044725573000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,11.65868|2.20378|1.63065|2.83068|2.67407,48|7|2|4|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,3.24033|0.22303|0.62827|1.03403|0.17731,9|5|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
150,151,l2Book,BTC,1780044726419263654,1780044726107000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,11.65868|2.20378|1.63065|2.83089|2.67407,48|7|2|5|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,3.09782|0.22303|0.62827|1.03403|0.17731,7|5|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
151,152,l2Book,BTC,1780044726966204305,1780044726634000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,11.65668|2.20378|1.63065|2.83089|2.67407,47|7|2|5|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.63872|0.22303|0.62827|1.03403|0.17731,9|5|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
152,153,l2Book,BTC,1780044727483096765,1780044727180000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,11.65668|2.20378|1.63065|2.83089|2.67407,47|7|2|5|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.21503|0.22303|0.62827|1.03403|0.17731,8|5|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
153,154,l2Book,BTC,1780044728023534201,1780044727744000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,11.65871|2.20378|1.63065|2.83089|2.67407,48|7|2|5|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.21503|0.22303|0.62827|1.03403|0.17731,8|5|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
156,157,l2Book,BTC,1780044728604478885,1780044728291000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,10.1324|2.63062|1.63065|2.83089|2.67407,46|8|2|5|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.21503|0.22303|0.62827|1.03403|0.17731,8|5|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
157,158,l2Book,BTC,1780044729519801839,1780044728827000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,10.1304|2.63062|0.00014|4.46141|2.67407,45|8|1|6|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.21503|0.22303|0.01182|1.03403|0.17731,8|5|5|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
158,159,l2Book,BTC,1780044730066966728,1780044729339000000,73673.0|73672.0|73670.0|73669.0|73668.0,736730|736720|736700|736690|736680,10.1304|2.63062|4.46141|2.67407|1.57102,45|8|6|2|5,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.21503|0.22303|0.01182|1.03403|0.17731,8|5|5|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
159,160,l2Book,BTC,1780044730301265603,1780044729878000000,73673.0|73672.0|73670.0|73669.0|73668.0,736730|736720|736700|736690|736680,10.1324|2.63062|4.46141|2.67407|1.57102,46|8|6|2|5,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.21503|0.22303|0.68036|1.03403|0.17731,8|5|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
161,162,l2Book,BTC,1780044730697834791,1780044730418000000,73673.0|73672.0|73670.0|73669.0|73668.0,736730|736720|736700|736690|736680,10.13224|2.63062|4.46155|2.67407|1.57102,46|8|7|2|5,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.21465|0.22303|0.68036|1.03403|0.17731,8|5|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
162,163,l2Book,BTC,1780044731240271742,1780044730953000000,73673.0|73672.0|73670.0|73669.0|73668.0,736730|736720|736700|736690|736680,10.12821|2.63062|4.46154|2.67407|1.57102,44|8|7|2|5,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.21465|0.22303|0.65565|1.03403|0.17731,8|5|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
164,165,l2Book,BTC,1780044731794951968,1780044731489000000,73673.0|73672.0|73670.0|73669.0|73668.0,736730|736720|736700|736690|736680,10.12795|2.63062|4.46154|2.67407|1.57102,45|8|7|2|5,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.21465|0.22303|0.65565|1.03403|0.17731,8|5|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
166,167,l2Book,BTC,1780044732404690472,1780044732078000000,73673.0|73672.0|73670.0|73669.0|73668.0,736730|736720|736700|736690|736680,8.68317|2.63062|4.46154|2.67407|1.57102,40|8|7|2|5,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.35038|0.18031|0.65565|1.03403|0.17731,9|4|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
168,169,l2Book,BTC,1780044732874880078,1780044732562000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,8.68071|2.63062|2.98924|1.47225|2.67407,40|8|2|5|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.21465|0.18031|0.65565|1.03403|0.17731,8|4|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
169,170,l2Book,BTC,1780044733349239357,1780044733089000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,8.68071|2.63062|1.63049|2.83102|2.67407,40|8|1|6|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.21465|0.18031|0.65565|1.03403|0.17731,8|4|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
170,171,l2Book,BTC,1780044733956688093,1780044733638000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,8.68071|2.63062|1.63063|2.83102|2.67407,40|8|2|6|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.21465|0.18031|0.65565|1.03403|0.17731,8|4|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
171,172,l2Book,BTC,1780044734971011631,1780044734143000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,8.67868|2.63062|0.00014|4.4614|2.67407,39|8|1|6|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.22143|0.18031|0.65565|1.03403|0.17731,9|4|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
172,173,l2Book,BTC,1780044734974753405,1780044734677000000,73673.0|73672.0|73670.0|73669.0|73668.0,736730|736720|736700|736690|736680,8.67868|2.63062|4.4614|2.67407|1.57102,39|8|6|2|5,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.09254|0.18031|0.65565|1.03403|0.17731,7|4|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
173,174,l2Book,BTC,1780044735523336324,1780044735202000000,73673.0|73672.0|73670.0|73669.0|73668.0,736730|736720|736700|736690|736680,8.67868|2.63062|4.46154|2.67407|1.57102,39|8|7|2|5,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.09254|0.18031|0.65565|1.03403|0.17731,7|4|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
174,175,l2Book,BTC,1780044736046929161,1780044735765000000,73673.0|73672.0|73670.0|73669.0|73668.0,736730|736720|736700|736690|736680,8.68071|2.63062|4.46154|2.67407|1.57102,40|8|7|2|5,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.09662|0.18031|0.65565|1.03403|0.17731,8|4|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
176,177,l2Book,BTC,1780044736597517436,1780044736292000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,8.68071|2.63062|1.6305|2.83102|2.67407,40|8|1|6|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.09562|0.18031|0.01182|1.03403|0.17731,8|4|5|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
177,178,l2Book,BTC,1780044737187282443,1780044736842000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,8.68071|2.63062|1.63063|2.83102|2.67407,40|8|2|6|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.09154|0.18031|0.64392|1.03403|0.17731,7|4|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
178,179,l2Book,BTC,1780044737708201280,1780044737388000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,8.68071|2.63062|0.00014|4.4614|2.67407,40|8|1|6|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.09154|0.18031|0.01182|1.03403|0.17731,7|4|5|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
180,181,l2Book,BTC,1780044738216741791,1780044737922000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,8.68071|2.63062|1.6305|2.83088|2.67407,40|8|1|5|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.22721|0.18031|0.01182|1.03403|0.17731,9|4|5|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
181,182,l2Book,BTC,1780044738760736191,1780044738457000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,8.68071|2.63062|0.00014|4.46154|1.3588,40|8|1|7|1,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.23399|0.18031|0.01182|1.03403|0.17731,10|4|5|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
182,183,l2Book,BTC,1780044740136023955,1780044738983000000,73673.0|73672.0|73670.0|73669.0|73668.0,736730|736720|736700|736690|736680,8.67868|2.63062|3.44233|2.37787|1.33861,39|8|5|2|3,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.24077|0.18031|0.01182|1.03403|0.17731,11|4|5|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
184,185,l2Book,BTC,1780044740136508056,1780044739527000000,73673.0|73672.0|73670.0|73669.0|73668.0,736730|736720|736700|736690|736680,8.67852|2.63062|2.08356|2.37787|1.33861,39|8|4|2|3,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,2.22721|0.18031|0.71716|1.03403|0.85663,9|4|6|5|5,hl-66959ecb09e941cab61b020ac1e06419,1,false
185,186,l2Book,BTC,1780044740427275953,1780044740064000000,73673.0|73672.0|73670.0|73669.0|73668.0,736730|736720|736700|736690|736680,8.67852|2.20378|2.0837|3.73665|1.33861,39|7|5|3|3,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,0.92414|0.18031|0.71716|1.03403|0.17731,8|4|6|5|4,hl-66959ecb09e941cab61b020ac1e06419,1,false
187,188,l2Book,BTC,1780044740928306664,1780044740626000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,8.67852|2.20378|1.35876|2.0837|2.37788,39|7|1|5|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,1.06462|0.18031|0.01182|1.78781|1.56179,10|4|5|6|5,hl-66959ecb09e941cab61b020ac1e06419,1,false
189,190,l2Book,BTC,1780044741545401148,1780044741163000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,7.28819|2.20378|2.37796|2.0837|1.3588,28|7|3|5|1,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,0.91957|0.85896|0.01182|1.58504|1.56179,8|5|5|6|5,hl-66959ecb09e941cab61b020ac1e06419,1,false
190,191,l2Book,BTC,1780044742101042508,1780044741725000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,12.22414|2.47991|3.39742|3.24285|0.0888,43|7|4|5|1,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,0.07422|0.67896|0.01082|0.00746|0.00017,2|3|4|4|1,hl-66959ecb09e941cab61b020ac1e06419,1,false
192,193,l2Book,BTC,1780044742567723034,1780044742256000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,12.08766|2.77513|2.37835|3.39796|1.10787,42|8|3|6|2,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,0.07422|0.67896|0.01082|0.00746|0.00017,2|3|4|4|1,hl-66959ecb09e941cab61b020ac1e06419,1,false
193,194,l2Book,BTC,1780044743227227769,1780044742805000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,12.08766|2.77513|2.37835|3.39796|2.75595,42|8|3|6|3,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,0.07422|0.67896|0.01082|0.00068|0.00017,2|3|4|3|1,hl-66959ecb09e941cab61b020ac1e06419,1,false
194,195,l2Book,BTC,1780044743682124261,1780044743358000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,9.70989|5.15292|2.37835|0.95215|2.75595,40|10|3|5|3,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,0.07422|0.67896|0.01082|0.00068|0.00017,2|3|4|3|1,hl-66959ecb09e941cab61b020ac1e06419,1,false
195,196,l2Book,BTC,1780044744737533893,1780044743893000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,9.70989|5.15292|2.37835|0.95215|2.75595,40|10|3|5|3,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,0.07422|0.67896|0.01082|0.00068|0.00017,2|3|4|3|1,hl-66959ecb09e941cab61b020ac1e06419,1,false
196,197,l2Book,BTC,1780044745233142102,1780044744468000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,8.07942|2.77513|5.02794|0.95215|3.09568,39|8|5|5|3,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,0.07422|0.67896|0.01082|0.00746|0.00017,2|3|4|4|1,hl-66959ecb09e941cab61b020ac1e06419,1,false
197,198,l2Book,BTC,1780044745426196972,1780044744993000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,7.98042|5.23526|2.37837|1.97122|3.09568,38|8|3|6|3,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,1.4389|0.67896|0.01082|0.00746|0.00017,10|3|4|4|1,hl-66959ecb09e941cab61b020ac1e06419,1,false
200,201,l2Book,BTC,1780044745830002227,1780044745534000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,7.72123|5.23526|2.37837|1.97122|3.09568,35|8|3|6|3,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,0.9864|0.67896|0.01082|0.00746|0.00017,6|3|4|4|1,hl-66959ecb09e941cab61b020ac1e06419,1,false
201,202,l2Book,BTC,1780044746396181691,1780044746070000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,7.72123|5.23575|2.37837|1.97122|3.09568,35|9|3|6|3,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,0.9864|0.67896|0.01082|0.00068|0.00017,6|3|4|3|1,hl-66959ecb09e941cab61b020ac1e06419,1,false
202,203,l2Book,BTC,1780044746942370943,1780044746619000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,7.72123|5.23575|2.37837|1.97122|3.09568,35|9|3|6|3,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,0.9864|0.67896|0.01082|0.00068|0.00017,6|3|4|3|1,hl-66959ecb09e941cab61b020ac1e06419,1,false
204,205,l2Book,BTC,1780044747467397736,1780044747161000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,7.6795|5.23576|1.01961|2.31093|3.09568,33|9|2|6|3,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,0.4456|1.08615|0.00823|0.00746|0.00017,4|4|3|4|1,hl-66959ecb09e941cab61b020ac1e06419,1,false
206,207,l2Book,BTC,1780044748001161781,1780044747682000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,7.37948|3.12836|1.01961|0.95215|4.7262,31|8|2|5|4,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,0.58571|1.08615|0.01082|0.00746|0.00017,5|4|4|4|1,hl-66959ecb09e941cab61b020ac1e06419,1,false
207,208,l2Book,BTC,1780044748527960500,1780044748215000000,73673.0|73672.0|73671.0|73670.0|73669.0,736730|736720|736710|736700|736690,6.40748|3.12836|1.01961|0.95215|4.7262,26|8|2|5|4,73674.0|73675.0|73676.0|73677.0|73678.0,736740|736750|736760|736770|736780,0.58571|1.08615|0.01082|0.00068|0.38355,5|4|4|3|2,hl-66959ecb09e941cab61b020ac1e06419,1,false
