exposure_id,side,quote_px,reference_mid_px,distance_ticks,start_exchange_time_ms,end_exchange_time_ms,duration_seconds,arrival_count,arrival_volume_btc,arrival_rate_per_second,pre_trade_side_depth_btc,max_sweep_depth_penetration,arrival_evidence_source,resting_confirmed,source,inference_scope
0722T066:12:sell:0.5,sell,65877,65876.5,0.5,1784713730000,1784713735000,5,3,0.01084,0.6,2.08139,0.00319018,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:12:sell:2.5,sell,65879,65876.5,2.5,1784713730000,1784713735000,5,0,0,0,2.08139,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:12:sell:5.5,sell,65882,65876.5,5.5,1784713730000,1784713735000,5,0,0,0,2.08139,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:12:sell:10.5,sell,65887,65876.5,10.5,1784713730000,1784713735000,5,0,0,0,2.08139,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:13:buy:0.5,buy,65876,65876.5,0.5,1784713735000,1784713740000,5,3,0.03211,0.6,7.72732,0.00331292,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:13:buy:2.5,buy,65874,65876.5,2.5,1784713735000,1784713740000,5,0,0,0,7.72732,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:13:buy:5.5,buy,65871,65876.5,5.5,1784713735000,1784713740000,5,0,0,0,7.72732,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:13:buy:10.5,buy,65866,65876.5,10.5,1784713735000,1784713740000,5,0,0,0,7.72732,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:13:sell:0.5,sell,65877,65876.5,0.5,1784713735000,1784713740000,5,3,0.01422,0.6,1.53909,0.00387892,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:13:sell:2.5,sell,65879,65876.5,2.5,1784713735000,1784713740000,5,0,0,0,1.53909,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:13:sell:5.5,sell,65882,65876.5,5.5,1784713735000,1784713740000,5,0,0,0,1.53909,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:13:sell:10.5,sell,65887,65876.5,10.5,1784713735000,1784713740000,5,0,0,0,1.53909,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:14:buy:0.5,buy,65876,65876.5,0.5,1784713740000,1784713745000,5,6,0.01701,1.2,7.66404,0.00097338,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:14:buy:2.5,buy,65874,65876.5,2.5,1784713740000,1784713745000,5,0,0,0,7.66404,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:14:buy:5.5,buy,65871,65876.5,5.5,1784713740000,1784713745000,5,0,0,0,7.66404,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:14:buy:10.5,buy,65866,65876.5,10.5,1784713740000,1784713745000,5,0,0,0,7.66404,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:14:sell:0.5,sell,65877,65876.5,0.5,1784713740000,1784713745000,5,2,0.02511,0.4,4.34327,0.00406376,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:14:sell:2.5,sell,65879,65876.5,2.5,1784713740000,1784713745000,5,0,0,0,4.34327,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:14:sell:5.5,sell,65882,65876.5,5.5,1784713740000,1784713745000,5,0,0,0,4.34327,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:14:sell:10.5,sell,65887,65876.5,10.5,1784713740000,1784713745000,5,0,0,0,4.34327,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:15:buy:0.5,buy,65876,65876.5,0.5,1784713745000,1784713750000,5,4,0.01536,0.8,0.03819,0.17412935,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:15:buy:2.5,buy,65874,65876.5,2.5,1784713745000,1784713750000,5,0,0,0,0.03819,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:15:buy:5.5,buy,65871,65876.5,5.5,1784713745000,1784713750000,5,0,0,0,0.03819,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:15:buy:10.5,buy,65866,65876.5,10.5,1784713745000,1784713750000,5,0,0,0,0.03819,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:15:sell:0.5,sell,65877,65876.5,0.5,1784713745000,1784713750000,5,7,0.14924,1.4,25.8981,0.00257355,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:15:sell:2.5,sell,65879,65876.5,2.5,1784713745000,1784713750000,5,0,0,0,25.8981,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:15:sell:5.5,sell,65882,65876.5,5.5,1784713745000,1784713750000,5,0,0,0,25.8981,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:15:sell:10.5,sell,65887,65876.5,10.5,1784713745000,1784713750000,5,0,0,0,25.8981,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:16:buy:0.5,buy,65876,65876.5,0.5,1784713750000,1784713755000,5,8,0.09024,1.6,0.02208,2.24682971,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:16:buy:2.5,buy,65874,65876.5,2.5,1784713750000,1784713755000,5,3,0.068,0.6,0.02208,2.24682971,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:16:buy:5.5,buy,65871,65876.5,5.5,1784713750000,1784713755000,5,0,0,0,0.02208,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:16:buy:10.5,buy,65866,65876.5,10.5,1784713750000,1784713755000,5,0,0,0,0.02208,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:16:sell:0.5,sell,65877,65876.5,0.5,1784713750000,1784713755000,5,5,0.1365,1,25.90235,0.00416063,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:16:sell:2.5,sell,65879,65876.5,2.5,1784713750000,1784713755000,5,0,0,0,25.90235,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:16:sell:5.5,sell,65882,65876.5,5.5,1784713750000,1784713755000,5,0,0,0,25.90235,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:16:sell:10.5,sell,65887,65876.5,10.5,1784713750000,1784713755000,5,0,0,0,25.90235,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:17:buy:0.5,buy,65870,65870.5,0.5,1784713755000,1784713760000,5,4,0.01168,0.8,3.67634,0.00194487,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:17:buy:2.5,buy,65868,65870.5,2.5,1784713755000,1784713760000,5,0,0,0,3.67634,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:17:buy:5.5,buy,65865,65870.5,5.5,1784713755000,1784713760000,5,0,0,0,3.67634,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:17:buy:10.5,buy,65860,65870.5,10.5,1784713755000,1784713760000,5,0,0,0,3.67634,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:17:sell:0.5,sell,65871,65870.5,0.5,1784713755000,1784713760000,5,33,5.56785,6.6,10.12785,0.07598947,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:17:sell:2.5,sell,65873,65870.5,2.5,1784713755000,1784713760000,5,0,0,0,10.12785,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:17:sell:5.5,sell,65876,65870.5,5.5,1784713755000,1784713760000,5,0,0,0,10.12785,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:17:sell:10.5,sell,65881,65870.5,10.5,1784713755000,1784713760000,5,0,0,0,10.12785,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:18:buy:0.5,buy,65870,65870.5,0.5,1784713760000,1784713765000,5,3,0.03278,0.6,6.47114,0.00300102,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:18:buy:2.5,buy,65868,65870.5,2.5,1784713760000,1784713765000,5,0,0,0,6.47114,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:18:buy:5.5,buy,65865,65870.5,5.5,1784713760000,1784713765000,5,0,0,0,6.47114,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:18:buy:10.5,buy,65860,65870.5,10.5,1784713760000,1784713765000,5,0,0,0,6.47114,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:18:sell:0.5,sell,65871,65870.5,0.5,1784713760000,1784713765000,5,4,0.01308,0.8,4.20581,0.00126729,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:18:sell:2.5,sell,65873,65870.5,2.5,1784713760000,1784713765000,5,0,0,0,4.20581,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:18:sell:5.5,sell,65876,65870.5,5.5,1784713760000,1784713765000,5,0,0,0,4.20581,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:18:sell:10.5,sell,65881,65870.5,10.5,1784713760000,1784713765000,5,0,0,0,4.20581,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:19:buy:0.5,buy,65870,65870.5,0.5,1784713765000,1784713770000,5,5,0.03837,1,7.41176,0.00345532,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:19:buy:2.5,buy,65868,65870.5,2.5,1784713765000,1784713770000,5,0,0,0,7.41176,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:19:buy:5.5,buy,65865,65870.5,5.5,1784713765000,1784713770000,5,0,0,0,7.41176,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:19:buy:10.5,buy,65860,65870.5,10.5,1784713765000,1784713770000,5,0,0,0,7.41176,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:19:sell:0.5,sell,65871,65870.5,0.5,1784713765000,1784713770000,5,3,0.03787,0.6,1.42804,0.02357777,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:19:sell:2.5,sell,65873,65870.5,2.5,1784713765000,1784713770000,5,0,0,0,1.42804,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:19:sell:5.5,sell,65876,65870.5,5.5,1784713765000,1784713770000,5,0,0,0,1.42804,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:19:sell:10.5,sell,65881,65870.5,10.5,1784713765000,1784713770000,5,0,0,0,1.42804,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:20:buy:0.5,buy,65870,65870.5,0.5,1784713770000,1784713775000,5,5,0.16036,1,7.37339,0.01925573,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:20:buy:2.5,buy,65868,65870.5,2.5,1784713770000,1784713775000,5,0,0,0,7.37339,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:20:buy:5.5,buy,65865,65870.5,5.5,1784713770000,1784713775000,5,0,0,0,7.37339,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:20:buy:10.5,buy,65860,65870.5,10.5,1784713770000,1784713775000,5,0,0,0,7.37339,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:20:sell:0.5,sell,65871,65870.5,0.5,1784713770000,1784713775000,5,11,0.21727,2.2,1.14656,0.05077798,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:20:sell:2.5,sell,65873,65870.5,2.5,1784713770000,1784713775000,5,0,0,0,1.14656,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:20:sell:5.5,sell,65876,65870.5,5.5,1784713770000,1784713775000,5,0,0,0,1.14656,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:20:sell:10.5,sell,65881,65870.5,10.5,1784713770000,1784713775000,5,0,0,0,1.14656,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:21:buy:0.5,buy,65870,65870.5,0.5,1784713775000,1784713780000,5,1,0.002,0.2,5.24687,0.00038118,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:21:buy:2.5,buy,65868,65870.5,2.5,1784713775000,1784713780000,5,0,0,0,5.24687,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:21:buy:5.5,buy,65865,65870.5,5.5,1784713775000,1784713780000,5,0,0,0,5.24687,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:21:buy:10.5,buy,65860,65870.5,10.5,1784713775000,1784713780000,5,0,0,0,5.24687,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:21:sell:0.5,sell,65871,65870.5,0.5,1784713775000,1784713780000,5,4,0.01099,0.8,1.67256,0.00309705,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:21:sell:2.5,sell,65873,65870.5,2.5,1784713775000,1784713780000,5,0,0,0,1.67256,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:21:sell:5.5,sell,65876,65870.5,5.5,1784713775000,1784713780000,5,0,0,0,1.67256,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:21:sell:10.5,sell,65881,65870.5,10.5,1784713775000,1784713780000,5,0,0,0,1.67256,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:22:buy:0.5,buy,65871,65871.5,0.5,1784713780000,1784713785000,5,0,0,0,21.84661,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:22:buy:2.5,buy,65869,65871.5,2.5,1784713780000,1784713785000,5,0,0,0,21.84661,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:22:buy:5.5,buy,65866,65871.5,5.5,1784713780000,1784713785000,5,0,0,0,21.84661,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:22:buy:10.5,buy,65861,65871.5,10.5,1784713780000,1784713785000,5,0,0,0,21.84661,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:22:sell:0.5,sell,65872,65871.5,0.5,1784713780000,1784713785000,5,14,0.22903,2.8,0.04572,1,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:22:sell:2.5,sell,65874,65871.5,2.5,1784713780000,1784713785000,5,12,0.18315,2.4,0.04572,0.81692913,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:22:sell:5.5,sell,65877,65871.5,5.5,1784713780000,1784713785000,5,0,0,0,0.04572,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:22:sell:10.5,sell,65882,65871.5,10.5,1784713780000,1784713785000,5,0,0,0,0.04572,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:23:buy:0.5,buy,65874,65874.5,0.5,1784713785000,1784713790000,5,4,0.01152,0.8,123.7589,5.301e-05,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:23:buy:2.5,buy,65872,65874.5,2.5,1784713785000,1784713790000,5,0,0,0,123.7589,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:23:buy:5.5,buy,65869,65874.5,5.5,1784713785000,1784713790000,5,0,0,0,123.7589,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:23:buy:10.5,buy,65864,65874.5,10.5,1784713785000,1784713790000,5,0,0,0,123.7589,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:23:sell:0.5,sell,65875,65874.5,0.5,1784713785000,1784713790000,5,8,0.10586,1.6,3.2015,0.01782602,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:23:sell:2.5,sell,65877,65874.5,2.5,1784713785000,1784713790000,5,0,0,0,3.2015,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:23:sell:5.5,sell,65880,65874.5,5.5,1784713785000,1784713790000,5,0,0,0,3.2015,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:23:sell:10.5,sell,65885,65874.5,10.5,1784713785000,1784713790000,5,0,0,0,3.2015,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:24:buy:0.5,buy,65874,65874.5,0.5,1784713790000,1784713795000,5,1,0.00733,0.2,112.46823,6.517e-05,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:24:buy:2.5,buy,65872,65874.5,2.5,1784713790000,1784713795000,5,0,0,0,112.46823,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:24:buy:5.5,buy,65869,65874.5,5.5,1784713790000,1784713795000,5,0,0,0,112.46823,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:24:buy:10.5,buy,65864,65874.5,10.5,1784713790000,1784713795000,5,0,0,0,112.46823,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:24:sell:0.5,sell,65875,65874.5,0.5,1784713790000,1784713795000,5,20,1.26819,4,18.98653,0.02477283,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:24:sell:2.5,sell,65877,65874.5,2.5,1784713790000,1784713795000,5,0,0,0,18.98653,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:24:sell:5.5,sell,65880,65874.5,5.5,1784713790000,1784713795000,5,0,0,0,18.98653,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:24:sell:10.5,sell,65885,65874.5,10.5,1784713790000,1784713795000,5,0,0,0,18.98653,,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
0722T066:25:buy:0.5,buy,65874,65874.5,0.5,1784713795000,1784713800000,5,4,0.03641,0.8,115.3087,0.00022201,pre_trade_l2_directional_at_or_through_trade_and_exposure_interval,False,public_multi_distance_counterfactual_non_resting_seed,hypothetical_quote_intent_public_observation_not_resting_proof
