bucket_start_exchange_time_ms,bucket_end_exchange_time_ms,book_observation_count,trade_observation_count,book_state_dedup_count,trade_event_dedup_count,mid_px,mid_return,realized_volatility,return_count,spread_ticks,bid_depth_btc,ask_depth_btc,total_depth_btc,liquidity_depth_btc,trade_volume_btc,buy_aggressor_volume_btc,sell_aggressor_volume_btc,trade_imbalance,toxicity,buy_adverse_volume_btc,sell_adverse_volume_btc,buy_sweep_depth_penetration,sell_sweep_depth_penetration,buy_trade_count,sell_trade_count,accepted_event_count,inference_scope
1784713771000,1784713772000,2,5,0,0,65870.5,0,0.00019356,103,1,5.24687,2.20595,7.45282,2.20595,0.15956,0.01334,0.14622,-0.83279017,0.83279017,0.14622,0.01334,0.00299644,0.01966106,2,3,7,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713772000,1784713773000,2,0,0,0,65870.5,0,0.00019356,104,1,5.24687,2.42844,7.67531,2.42844,0,0,0,,,0,0,0,0,0,0,2,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713773000,1784713774000,2,9,0,0,65870.5,0,0.00019356,105,1,7.22044,1.63612,8.85656,1.63612,0.20393,0.20393,0,1,1,0,0.20393,0.00624649,0,9,0,11,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713774000,1784713775000,1,1,0,0,65870.5,0,0.00019356,106,1,5.24687,1.67256,6.91943,1.67256,0.00741,0,0.00741,-1,1,0.00741,0,0,0.00141227,0,1,2,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713775000,1784713776000,2,0,0,0,65870.5,0,0.00019356,107,1,7.21303,2.77373,9.98676,2.77373,0,0,0,,,0,0,0,0,0,0,2,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713776000,1784713777000,2,3,0,0,65871.5,1.518e-05,0.00019415,108,1,20.74313,0.05687,20.8,0.05687,0.00521,0,0.00521,-1,1,0.00521,0,0,0.00010654,0,3,5,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713777000,1784713778000,2,3,0,0,65871.5,0,0.00019415,109,1,20.92413,0.0683,20.99243,0.0683,0.03918,0.00564,0.03354,-0.71209801,0.71209801,0.03354,0.00564,0.04699854,0,2,1,5,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713778000,1784713779000,2,0,0,0,65871.5,0,0.00019415,110,1,21.7411,0.09313,21.83423,0.09313,0,0,0,,,0,0,0,0,0,0,2,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713779000,1784713780000,2,2,0,0,65871.5,0,0.00019415,111,1,21.84661,0.04572,21.89233,0.04572,0.00535,0.00535,0,1,1,0,0.00535,0.05572289,0,2,0,4,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713780000,1784713781000,2,7,0,0,65874.5,4.554e-05,0.00019942,112,1,15.20291,2.59629,17.7992,2.59629,0.15686,0.15168,0.00518,0.93395384,0.93395384,0.00518,0.15168,0,0.00044474,6,1,9,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713781000,1784713782000,1,0,0,0,65874.5,0,0.00019942,113,1,14.3267,3.54562,17.87232,3.54562,0,0,0,,,0,0,0,0,0,0,1,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713782000,1784713783000,2,7,0,0,65874.5,0,0.00019942,114,1,124.9295,3.49633,128.42583,3.49633,0.07717,0.07717,0,1,1,0,0.07717,0.00801984,0,7,0,9,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713783000,1784713784000,2,2,0,0,65874.5,0,0.00019942,115,1,123.76283,0.79034,124.55317,0.79034,0.00036,0.00018,0.00018,0,0,0.00018,0.00018,0,1.45e-06,1,1,4,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713784000,1784713785000,2,1,0,0,65874.5,0,0.00019942,116,1,123.7589,3.2015,126.9604,3.2015,0.00375,0,0.00375,-1,1,0.00375,0,0,3.03e-05,0,1,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713785000,1784713786000,2,2,0,0,65874.5,0,0.00019942,117,1,123.75847,3.96087,127.71934,3.96087,0.0006,0.00017,0.00043,-0.43333333,0.43333333,0.00043,0.00017,0,0,1,1,4,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713786000,1784713787000,2,1,0,0,65874.5,0,0.00019942,118,1,123.75191,0.00139,123.7533,0.00139,0.00656,0,0.00656,-1,1,0.00656,0,0,0,0,1,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713787000,1784713788000,1,3,0,0,65874.5,0,0.00019942,119,1,123.75191,0.75955,124.51146,0.75955,0.00777,0.00777,0,1,1,0,0.00777,0.00159305,0,3,0,4,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713788000,1784713789000,2,1,0,0,65874.5,0,0.00019942,120,1,111.91899,12.51809,124.43708,12.51809,0.00051,0,0.00051,-1,1,0.00051,0,0,4.07e-06,0,1,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713789000,1784713790000,2,5,0,0,65874.5,0,0.00019942,121,1,112.46823,18.98653,131.45476,18.98653,0.10194,0.09792,0.00402,0.92113008,0.92113008,0.00402,0.09792,0.00300582,3.592e-05,4,1,7,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713790000,1784713791000,2,3,0,0,65874.5,0,0.00019942,122,1,117.47123,7.53778,125.00901,7.53778,0.03002,0.03002,0,1,1,0,0.03002,0.00411003,0,3,0,5,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713791000,1784713792000,2,1,0,0,65874.5,0,0.00019942,123,1,115.31603,10.65598,125.97201,10.65598,0.00313,0.00313,0,1,1,0,0.00313,0.00029365,0,1,0,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713792000,1784713793000,1,13,0,0,65874.5,0,0.00019942,124,1,115.3087,10.65599,125.96469,10.65599,1.20194,1.19461,0.00733,0.98780305,0.98780305,0.00733,1.19461,0.04413949,0,12,1,14,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713793000,1784713794000,2,1,0,0,65874.5,0,0.00019942,125,1,115.46051,10.17866,125.63917,10.17866,0.00733,0.00733,0,1,1,0,0.00733,0.0007534,0,1,0,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713794000,1784713795000,2,3,0,0,65874.5,0,0.00019942,126,1,115.3087,9.90479,125.21349,9.90479,0.0331,0.0331,0,1,1,0,0.0331,0.00200408,0,3,0,5,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713795000,1784713796000,2,1,0,0,65874.5,0,0.00019942,127,1,115.3087,10.46804,125.77674,10.46804,0.00618,0.00618,0,1,1,0,0.00618,0.00060342,0,1,0,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713796000,1784713797000,2,2,0,0,65874.5,0,0.00019942,128,1,115.30252,9.92464,125.22716,9.92464,0.24382,0.23764,0.00618,0.94930687,0.94930687,0.00618,0.23764,0.02318937,5.36e-05,1,1,4,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713797000,1784713798000,1,2,0,0,65874.5,0,0.00019942,129,1,115.30198,10.16767,125.46965,10.16767,0.0012,0.00066,0.00054,0.1,0.1,0.00054,0.00066,6.491e-05,0,1,1,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713798000,1784713799000,2,1,0,0,65874.5,0,0.00019942,130,1,115.30198,10.37595,125.67793,10.37595,0.00409,0.00409,0,1,1,0,0.00409,0.00040225,0,1,0,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713799000,1784713800000,2,3,0,0,65874.5,0,0.00019942,131,1,114.81688,10.4649,125.28178,10.4649,0.03283,0.00314,0.02969,-0.80871154,0.80871154,0.02969,0.00314,0.00029996,3.562e-05,1,2,5,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713800000,1784713801000,2,1,0,0,65874.5,0,0.00019942,132,1,112.41734,12.94195,125.35929,12.94195,0.00759,0,0.00759,-1,1,0.00759,0,0,0,0,1,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713801000,1784713802000,2,7,0,0,65874.5,0,0.00019942,133,1,114.6911,11.22364,125.91474,11.22364,0.43281,0.4295,0.00331,0.9847046,0.9847046,0.00331,0.4295,0.00031822,0,6,1,9,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713802000,1784713803000,2,1,0,0,65874.5,0,0.00019942,134,1,114.96127,4.16903,119.1303,4.16903,0.00398,0,0.00398,-1,1,0.00398,0,0,3.462e-05,0,1,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713803000,1784713804000,2,0,0,0,65874.5,0,0.00019942,135,1,115.41668,4.47927,119.89595,4.47927,0,0,0,,,0,0,0,0,0,0,2,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713804000,1784713805000,2,2,0,0,65874.5,0,0.00019942,136,1,115.4112,6.50088,121.91208,6.50088,0.00579,0.00031,0.00548,-0.89291883,0.89291883,0.00548,0.00031,0,4.748e-05,1,1,4,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713805000,1784713806000,1,21,0,0,65874.5,0,0.00019942,137,1,115.4112,2.77215,118.18335,2.77215,1.91341,1.91341,0,1,1,0,1.91341,0,0,21,0,22,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713806000,1784713807000,2,9,0,0,65874.5,0,0.00019942,138,1,115.40919,5.4554,120.86459,5.4554,0.61469,0.61269,0.002,0.99349265,0.99349265,0.002,0.61269,0,0,8,1,11,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713807000,1784713808000,2,1,0,0,65874.5,0,0.00019942,139,1,115.40919,7.64184,123.05103,7.64184,0.00069,0.00069,0,1,1,0,0.00069,0.0001247,0,1,0,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713808000,1784713809000,2,2,0,0,65874.5,0,0.00019942,140,1,114.79504,9.11671,123.91175,9.11671,0.0076,0.00067,0.00693,-0.82368421,0.82368421,0.00693,0.00067,8.559e-05,0,1,1,4,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713809000,1784713810000,2,6,0,0,65874.5,0,0.00019942,141,1,114.79504,8.55619,123.35123,8.55619,0.96305,0.96305,0,1,1,0,0.96305,0.07911958,0,6,0,8,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713810000,1784713811000,2,3,0,0,65874.5,0,0.00019942,142,1,114.94685,8.74188,123.68873,8.74188,0.09712,0.09712,0,1,1,0,0.09712,0,0,3,0,5,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713811000,1784713812000,2,2,0,0,65874.5,0,0.00019942,143,1,114.64218,9.0937,123.73588,9.0937,0.15834,0.00548,0.15286,-0.93078186,0.93078186,0.15286,0.00548,0,0.00132633,1,1,4,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713812000,1784713813000,1,2,0,0,65874.5,0,0.00019942,144,1,114.6367,9.52684,124.16354,9.52684,0.0177,0.01222,0.00548,0.38079096,0.38079096,0.00548,0.01222,0,0,1,1,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713813000,1784713814000,2,6,0,0,65874.5,0,0.00019942,145,1,114.6367,8.72232,123.35902,8.72232,0.76465,0.76465,0,1,1,0,0.76465,0.05599249,0,6,0,8,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713814000,1784713815000,2,2,0,0,65874.5,0,0.00019942,146,1,114.6367,6.76759,121.40429,6.76759,0.0054,0.0054,0,1,1,0,0.0054,0.00077132,0,2,0,4,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713815000,1784713816000,2,3,0,0,65874.5,0,0.00019942,147,1,115.24329,3.08397,118.32726,3.08397,0.00602,0.00017,0.00585,-0.94352159,0.94352159,0.00585,0.00017,0,4.53e-05,1,2,5,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713816000,1784713817000,2,0,0,0,65874.5,0,0.00019942,148,1,115.23807,1.57556,116.81363,1.57556,0,0,0,,,0,0,0,0,0,0,2,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713817000,1784713818000,2,2,0,0,65874.5,0,0.00019942,149,1,115.23293,3.7023,118.93523,3.7023,0.00514,0,0.00514,-1,1,0.00514,0,0,3.697e-05,0,2,4,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713818000,1784713819000,2,2,0,0,65874.5,0,0.00019942,150,1,115.23118,7.64614,122.87732,7.64614,0.00175,0,0.00175,-1,1,0.00175,0,0,0,0,2,4,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713819000,1784713820000,1,5,0,0,65874.5,0,0.00019942,151,1,114.89254,5.80709,120.69963,5.80709,0.35479,0.01615,0.33864,-0.90896023,0.90896023,0.33864,0.01615,0.0020475,0.00188028,3,2,6,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713820000,1784713821000,2,1,0,0,65874.5,0,0.00019942,152,1,114.74073,9.13765,123.87838,9.13765,0.00018,0.00018,0,1,1,0,0.00018,1.97e-05,0,1,0,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713821000,1784713822000,2,15,0,0,65874.5,0,0.00019942,153,1,108.71869,29.08348,137.80217,29.08348,3.86362,0.00589,3.85773,-0.99695105,0.99695105,3.85773,0.00589,0.0006063,0.00942819,1,14,17,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713822000,1784713823000,2,8,0,0,65874.5,0,0.00019942,154,1,106.29902,31.72307,138.02209,31.72307,3.92522,0,3.92522,-1,1,3.92522,0,0,0.01629159,0,8,10,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713823000,1784713824000,2,10,0,0,65874.5,0,0.00019942,155,1,97.18428,34.44866,131.63294,34.44866,7.02717,0.0088,7.01837,-0.99749544,0.99749544,7.01837,0.0088,0.00021208,0.01781955,2,8,12,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713824000,1784713825000,1,2,1,0,65874.5,0,0.00019942,156,1,96.81895,31.26857,128.08752,31.26857,0.00679,0.00605,0.00074,0.7820324,0.7820324,0.00074,0.00605,0.00019349,7.64e-06,1,1,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713825000,1784713826000,2,3,0,0,65874.5,0,0.00019942,157,1,96.44832,31.67436,128.12268,31.67436,0.37626,0.00563,0.37063,-0.97007389,0.97007389,0.37063,0.00563,0.00017775,0.00378006,1,2,5,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713826000,1784713827000,1,17,0,0,65874.5,0,0.00019942,158,1,96.44832,31.94388,128.3922,31.94388,2.17973,1.08597,1.09376,-0.00357384,0.00357384,1.09376,1.08597,0,0.00378016,14,3,18,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713827000,1784713828000,2,4,0,0,65874.5,0,0.00019942,159,1,94.95264,31.61221,126.56485,31.61221,0.40796,0.0048,0.40316,-0.97646828,0.97646828,0.40316,0.0048,0.00015182,0.00420926,1,3,6,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713828000,1784713829000,2,3,0,0,65874.5,0,0.00019942,160,1,92.85629,30.33439,123.19068,30.33439,2.09991,0,2.09991,-1,1,2.09991,0,0,0.01824055,0,3,5,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713829000,1784713830000,2,1,0,0,65874.5,0,0.00019942,161,1,92.82588,31.82529,124.65117,31.82529,0.02561,0,0.02561,-1,1,0.02561,0,0,0,0,1,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713830000,1784713831000,2,1,0,0,65874.5,0,0.00019942,162,1,92.82096,31.82529,124.64625,31.82529,0.00492,0,0.00492,-1,1,0.00492,0,0,5.3e-05,0,1,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713831000,1784713832000,2,6,0,0,65868.5,-9.108e-05,0.00021924,163,1,0.02143,10.55958,10.58101,0.02143,0.00872,0.00492,0.0038,0.12844037,0.12844037,0.0038,0.00492,0.00036859,1,1,5,8,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713832000,1784713833000,2,12,0,0,65867.5,-1.518e-05,0.00021976,164,1,0.12674,28.83845,28.96519,0.12674,0.84979,0.82726,0.02253,0.94697514,0.94697514,0.02253,0.82726,0.00622454,0.98885976,6,6,14,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713833000,1784713834000,1,1,0,0,65867.5,0,0.00021976,165,1,0.02674,28.98618,29.01292,0.02674,0.00517,0.00517,0,1,1,0,0.00517,0.00017836,0,1,0,2,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713834000,1784713835000,2,6,0,0,65861.5,-9.109e-05,0.00023789,166,1,1.6288,16.06807,17.69687,1.6288,0.01342,0,0.01342,-1,1,0.01342,0,0,10.94117647,0,6,8,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713835000,1784713836000,2,0,0,0,65861.5,0,0.00023789,167,1,1.41054,14.37609,15.78663,1.41054,0,0,0,,,0,0,0,0,0,0,2,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713836000,1784713837000,2,2,0,0,65861.5,0,0.00023789,168,1,1.56035,17.79091,19.35126,1.56035,0.0085,0.0065,0.002,0.52941176,0.52941176,0.002,0.0065,0.00037501,0,1,1,4,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713837000,1784713838000,2,1,0,0,65861.5,0,0.00023789,169,1,1.25023,17.07404,18.32427,1.25023,0.0065,0,0.0065,-1,1,0.0065,0,0,0.00416573,0,1,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713838000,1784713839000,2,9,0,0,65861.5,0,0.00023789,170,1,0.15394,18.14198,18.29592,0.15394,1.69386,0,1.69386,-1,1,1.69386,0,0,0.37375067,0,9,11,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713839000,1784713840000,2,3,0,0,65861.5,0,0.00023789,171,1,1.10731,19.84362,20.95093,1.10731,0.06496,0,0.06496,-1,1,0.06496,0,0,0.0228237,0,3,5,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713840000,1784713841000,1,5,0,0,65861.5,0,0.00023789,172,1,1.10731,19.69709,20.8044,1.10731,0.15339,0.15339,0,1,1,0,0.15339,0.00034827,0,5,0,6,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713841000,1784713842000,2,0,0,0,65861.5,0,0.00023789,173,1,1.25912,19.87923,21.13835,1.25912,0,0,0,,,0,0,0,0,0,0,2,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713842000,1784713843000,2,2,0,0,65861.5,0,0.00023789,174,1,0.88495,20.23316,21.11811,0.88495,0.01358,0.00966,0.00392,0.42268041,0.42268041,0.00392,0.00966,0.00046027,0.00442963,1,1,4,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713843000,1784713844000,2,3,0,0,65861.5,0,0.00023789,175,1,0.88042,20.98123,21.86165,0.88042,0.00096,0.00035,0.00061,-0.27083333,0.27083333,0.00061,0.00035,8.58e-06,0.00069237,2,1,5,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713844000,1784713845000,2,2,0,0,65861.5,0,0.00023789,176,1,0.88042,19.61723,20.49765,0.88042,0.00409,0.00409,0,1,1,0,0.00409,0,0,2,0,4,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713845000,1784713846000,2,2,0,0,65861.5,0,0.00023789,177,1,1.47125,20.23319,21.70444,1.47125,0.0012,0,0.0012,-1,1,0.0012,0,0,0,0,2,4,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713846000,1784713847000,2,1,0,0,65861.5,0,0.00023789,178,1,1.03125,19.36117,20.39242,1.03125,0.00728,0.00728,0,1,1,0,0.00728,0,0,1,0,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713847000,1784713848000,1,3,0,0,65861.5,0,0.00023789,179,1,1.02351,20.96712,21.99063,1.02351,0.01186,0.00412,0.00774,-0.30522766,0.30522766,0.00774,0.00412,0.0001965,0,1,2,4,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713848000,1784713849000,2,1,0,0,65861.5,0,0.00023789,180,1,0.56629,21.08854,21.65483,0.56629,0.00051,0,0.00051,-1,1,0.00051,0,0,0.00049853,0,1,3,public_event_time_bucket_estimate_not_fill_or_pnl_proof
1784713849000,1784713850000,1,0,0,0,65861.5,0,0.00023789,181,1,0.56629,21.58854,22.15483,0.56629,0,0,0,,,0,0,0,0,0,0,1,public_event_time_bucket_estimate_not_fill_or_pnl_proof
