row_id,sample_id,observed_regime,decision_id,action,block_reason,signal_status,signal_score,signal_abs_z,side,fair_mid_px,quote_px,edge_ticks,required_edge_ticks,quote_type,time_in_force,post_only,source_age_bucket,basis_bucket,warning_bucket,order_endpoint_called,private_endpoint_called,credential_read
696,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:696,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
697,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:697,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
698,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:698,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
699,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:699,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
700,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:700,would_submit,,pass,-1.07289181,1.07289181,sell,60019.07084328,60020,9.29156724,1.5,touch,Alo,True,binance_source_age_low,basis_high,False,False,False,False
701,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:701,would_submit,,pass,-1.08456973,1.08456973,sell,60019.06617211,60020,9.33827892,1.5,touch,Alo,True,binance_source_age_mid,basis_high,False,False,False,False
702,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:702,would_submit,,pass,-1.12258264,1.12258264,sell,60019.05096694,60020,9.49033056,1.5,touch,Alo,True,binance_source_age_high,basis_high,False,False,False,False
703,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:703,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_mid,False,False,False,False
704,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:704,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
705,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:705,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
706,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:706,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
707,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:707,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
708,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:708,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
709,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:709,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
710,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:710,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
711,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:711,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
712,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:712,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
713,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:713,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
714,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:714,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
715,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:715,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
716,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:716,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
717,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:717,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
718,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:718,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_mid,False,False,False,False
719,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:719,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_mid,False,False,False,False
720,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:720,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_mid,False,False,False,False
721,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:721,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_mid,False,False,False,False
722,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:722,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_mid,False,False,False,False
723,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:723,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_mid,False,False,False,False
724,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:724,would_submit,,pass,-1.01593643,1.01593643,sell,60016.09362543,60017,9.06374572,1.5,touch,Alo,True,binance_source_age_high,basis_high,False,False,False,False
725,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:725,would_submit,,pass,-1.01204113,1.01204113,sell,60016.09518355,60017,9.04816452,1.5,touch,Alo,True,binance_source_age_mid,basis_high,False,False,False,False
726,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:726,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_low,False,False,False,False
727,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:727,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_low,False,False,False,False
728,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:728,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_low,False,False,False,False
729,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:729,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_mid,False,False,False,False
730,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:730,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_mid,False,False,False,False
731,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:731,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
732,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:732,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
733,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:733,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
734,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:734,would_submit,,pass,-1.01192563,1.01192563,sell,59995.09522975,59996,9.04770252,1.5,touch,Alo,True,binance_source_age_high,basis_high,False,False,False,False
735,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:735,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
736,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:736,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
737,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:737,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
738,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:738,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
739,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:739,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
740,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:740,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
741,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:741,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
742,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:742,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
743,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:743,would_submit,,pass,1.00724251,1.00724251,buy,60014.902897,60014,9.02897004,1.5,touch,Alo,True,binance_source_age_low,basis_high,False,False,False,False
744,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:744,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
745,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:745,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
746,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:746,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
747,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:747,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
748,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:748,would_submit,,pass,-1.00821992,1.00821992,sell,60020.09671203,60021,9.03287968,1.5,touch,Alo,True,binance_source_age_high,basis_high,False,False,False,False
749,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:749,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
750,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:750,would_submit,,pass,-1.0130528,1.0130528,sell,60020.09477888,60021,9.0522112,1.5,touch,Alo,True,binance_source_age_high,basis_high,False,False,False,False
751,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:751,would_submit,,pass,-1.10985472,1.10985472,sell,60020.05605811,60021,9.43941888,1.5,touch,Alo,True,binance_source_age_mid,basis_high,False,False,False,False
752,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:752,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
753,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:753,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
754,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:754,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
755,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:755,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
756,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:756,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
757,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:757,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
758,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:758,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
759,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:759,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
760,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:760,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
761,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:761,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
762,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:762,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_low,False,False,False,False
763,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:763,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_low,False,False,False,False
764,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:764,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_mid,False,False,False,False
765,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:765,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_mid,False,False,False,False
766,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:766,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_mid,False,False,False,False
767,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:767,would_submit,,pass,-1.10313349,1.10313349,sell,60021.0587466,60022,9.41253396,1.5,touch,Alo,True,binance_source_age_low,basis_mid,False,False,False,False
768,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:768,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_low,False,False,False,False
769,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:769,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_low,False,False,False,False
770,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:770,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_low,False,False,False,False
771,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:771,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
772,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:772,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
773,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:773,would_submit,,pass,-1.12375083,1.12375083,sell,60008.05049967,60009,9.49500332,1.5,touch,Alo,True,binance_source_age_mid,basis_high,False,False,False,False
774,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:774,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
775,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:775,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
776,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:776,would_submit,,pass,4.26399809,4.26399809,buy,60018.20559924,60016,22.05599236,1.5,touch,Alo,True,binance_source_age_high,basis_high,False,False,False,False
777,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:777,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
778,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:778,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
779,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:779,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_mid,False,False,False,False
780,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:780,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_mid,False,False,False,False
781,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:781,would_submit,,pass,-1.13962031,1.13962031,sell,60016.04415188,60017,9.55848124,1.5,touch,Alo,True,binance_source_age_high,basis_low,False,False,False,False
782,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:782,would_submit,,pass,-3.29191875,3.29191875,sell,60015.1832325,60017,18.167675,1.5,touch,Alo,True,binance_source_age_high,basis_low,False,False,False,False
783,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:783,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_low,False,False,False,False
784,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:784,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_low,False,False,False,False
785,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:785,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_low,False,False,False,False
786,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:786,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_low,False,False,False,False
787,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:787,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_low,False,False,False,False
788,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:788,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_mid,False,False,False,False
789,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:789,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
790,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:790,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
791,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:791,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
792,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:792,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_mid,False,False,False,False
793,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:793,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
794,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:794,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
795,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:795,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
796,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:796,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
797,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:797,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
798,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:798,would_submit,,pass,7.89824722,7.89824722,buy,59993.65929889,59990,36.59298888,1.5,touch,Alo,True,binance_source_age_high,basis_high,False,False,False,False
799,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:799,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
800,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:800,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
801,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:801,would_submit,,pass,-1.11975343,1.11975343,sell,59990.05209863,59991,9.47901372,1.5,touch,Alo,True,binance_source_age_low,basis_high,False,False,False,False
802,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:802,would_submit,,pass,-1.0678933,1.0678933,sell,59990.07284268,59991,9.2715732,1.5,touch,Alo,True,binance_source_age_high,basis_high,False,False,False,False
803,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:803,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
804,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:804,would_submit,,pass,-1.04924656,1.04924656,sell,59990.08030138,59991,9.19698624,1.5,touch,Alo,True,binance_source_age_high,basis_high,False,False,False,False
805,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:805,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
806,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:806,would_submit,,pass,-1.0520647,1.0520647,sell,59990.07917412,59991,9.2082588,1.5,touch,Alo,True,binance_source_age_low,basis_high,False,False,False,False
807,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:807,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
808,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:808,would_submit,,pass,-1.03749464,1.03749464,sell,59990.08500214,59991,9.14997856,1.5,touch,Alo,True,binance_source_age_high,basis_high,False,False,False,False
809,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:809,would_submit,,pass,-1.12224351,1.12224351,sell,59979.0511026,59980,9.48897404,1.5,touch,Alo,True,binance_source_age_low,basis_high,False,False,False,False
810,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:810,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
811,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:811,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
812,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:812,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
813,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:813,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
814,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:814,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
815,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:815,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
816,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:816,would_submit,,pass,1.00490474,1.00490474,buy,59979.9019619,59979,9.01961896,1.5,touch,Alo,True,binance_source_age_high,basis_high,False,False,False,False
817,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:817,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
818,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:818,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
819,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:819,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
820,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:820,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
821,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:821,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
822,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:822,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_mid,basis_high,False,False,False,False
823,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:823,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_low,basis_high,False,False,False,False
824,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:824,block,signal_below_threshold,block,,,,,,,,,,,binance_source_age_high,basis_high,False,False,False,False
