view_seq,view_ts,coin,session_id,connection_attempt,mid_px,spread_ticks,top1_imbalance,top3_imbalance,top5_imbalance,top1_microprice_px,top3_microprice_px,top5_microprice_px,microprice_minus_mid_ticks,bid_depth_top5_qty,ask_depth_top5_qty,bid_depth_top5_notional,ask_depth_top5_notional,book_pressure_bucket,spread_bucket,join_age_bucket,l2book_cadence_bucket,recovery_context,trade_pressure_status,trade_pressure_qty,trade_pressure_count,trade_pressure_bucket,feature_row_quality
75,1780044715146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73661.5,10,-0.84624123,-0.88103433,-0.80836135,73661.07687939,73661.05948284,73661.09581933,-4.04180674,2.46381,23.24927,181481.82777,1712611.7729,strong_ask,wide,warm,slow,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
76,1780044715646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73661.5,10,-0.84624123,-0.88103433,-0.80800683,73661.07687939,73661.05948284,73661.09599659,-4.04003413,2.46381,23.20179,181481.82777,1709114.11122,strong_ask,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
77,1780044716146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73661.5,10,-0.83576595,-0.87495473,-0.81425734,73661.08211703,73661.06252264,73661.09287133,-4.0712867,2.41874,23.62525,178162.06171,1740311.09847,strong_ask,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
78,1780044716646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73661.5,10,-0.86103963,-0.8874291,-0.81737684,73661.06948018,73661.05628545,73661.09131158,-4.08688421,2.37881,23.67276,175220.73291,1743806.8458,strong_ask,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
79,1780044717146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73661.5,10,-0.62520821,-0.69889059,-0.6771718,73661.18739589,73661.1505547,73661.1614141,-3.38585899,4.55662,23.67276,335640.39482,1743806.89328,strong_ask,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
80,1780044717646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73661.5,10,-0.52434979,-0.61242572,-0.61051216,73661.23782511,73661.19378714,73661.19474392,-3.0525608,5.83556,24.12974,429848.39466,1777468.95404,strong_ask,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
81,1780044718146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73661.5,10,-0.54793774,-0.63609442,-0.62879762,73661.22603113,73661.18195279,73661.18560119,-3.1439881,5.3282,23.37959,392475.7497,1722211.40474,strong_ask,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
82,1780044718646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73661.5,10,-0.5021765,-0.59751829,-0.60251788,73661.24891175,73661.20124086,73661.19874106,-3.01258942,5.86621,23.65064,432106.10431,1742178.25551,strong_ask,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
83,1780044719146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73661.5,10,-0.68759194,-0.75095131,-0.71896298,73661.15620403,73661.12452434,73661.14051851,-3.5948149,3.86669,23.65061,284819.46159,1742176.04565,strong_ask,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
84,1780044719646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73661.5,10,-0.68759194,-0.75095131,-0.71896298,73661.15620403,73661.12452434,73661.14051851,-3.5948149,3.86669,23.65061,284819.46159,1742176.04565,strong_ask,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
85,1780044720146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73661.5,10,-0.4892317,-0.52014646,-0.55263875,73661.25538415,73661.23992677,73661.22368062,-2.76319375,5.66324,19.65518,417155.84795,1447862.18768,strong_ask,wide,fresh,slow,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
86,1780044720646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73661.5,10,-0.4892317,-0.52014646,-0.55263875,73661.25538415,73661.23992677,73661.22368062,-2.76319375,5.66324,19.65518,417155.84795,1447862.18768,strong_ask,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
87,1780044721146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73661.5,10,0.99908451,0.99917177,0.99916687,73661.99954226,73661.99958588,73661.99958343,4.99583433,25.3395,0.01056,1866513.95429,777.87868,strong_bid,wide,fresh,slow,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
88,1780044721646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73661.5,10,0.99908451,0.99917177,0.99916687,73661.99954226,73661.99958588,73661.99958343,4.99583433,25.3395,0.01056,1866513.95429,777.87868,strong_bid,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
89,1780044722146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73664.5,10,0.99869115,0.99994578,0.99985582,73664.99934557,73664.99997289,73664.99992791,4.99927911,67.55061,0.00487,4975880.18117,358.76511,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
90,1780044722646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73664.5,10,0.99999145,0.99996773,0.99987331,73664.99999572,73664.99998386,73664.99993666,4.99936657,79.08803,0.00501,5825832.68707,369.07863,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
91,1780044723146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73664.5,10,0.99998959,0.99995592,0.9998528,73664.99999479,73664.99997796,73664.9999264,4.99926402,69.96943,0.00515,5154126.88672,379.39187,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
92,1780044723646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.83099453,0.89241661,0.82139975,73673.91549726,73673.9462083,73673.91069987,4.10699873,48.59612,4.76517,3580130.7168,351080.65889,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
93,1780044724146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.62419616,0.67893509,0.53971211,73673.81209808,73673.83946755,73673.76985606,2.69856057,23.11064,6.90879,1702606.41642,509010.24684,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
94,1780044724646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.62419616,0.67893509,0.53971211,73673.81209808,73673.83946755,73673.76985606,2.69856057,23.11064,6.90879,1702606.41642,509010.24684,strong_bid,wide,stale,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
95,1780044725146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.59642921,0.69619407,0.63645502,73673.79821461,73673.84809703,73673.81822751,3.1822751,20.44708,4.5424,1506381.37596,334660.82979,strong_bid,wide,fresh,slow,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
96,1780044725646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.58263673,0.668671,0.64456519,73673.79131837,73673.8343355,73673.8222826,3.22282597,21.63997,4.67698,1594258.05548,344575.87734,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
97,1780044726146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.56502747,0.58216142,0.59674505,73673.78251374,73673.79108071,73673.79837252,2.98372523,20.99786,5.30297,1546950.68638,390696.30268,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
98,1780044726646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.58014163,0.59375853,0.60544725,73673.79007082,73673.79687927,73673.80272362,3.02723624,20.99807,5.16046,1546966.15708,380197.02094,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
99,1780044727146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.6308295,0.63226425,0.63409882,73673.81541475,73673.81613213,73673.81704941,3.17049409,20.99607,4.70136,1546818.81108,346373.28754,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
100,1780044727646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.68064067,0.66953093,0.66149292,73673.84032034,73673.83476546,73673.83074646,3.30746459,20.99607,4.27767,1546818.81108,315158.35048,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
101,1780044728146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.6806874,0.66956707,0.6615201,73673.8403437,73673.83478354,73673.83076005,3.30760052,20.9981,4.27767,1546968.36727,315158.35048,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
102,1780044728646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.64121603,0.64875945,0.64612699,73673.82060801,73673.82437973,73673.8230635,3.23063496,19.89863,4.27767,1465966.68712,315158.35048,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
103,1780044729146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.64121603,0.64875945,0.64612699,73673.82060801,73673.82437973,73673.8230635,3.23063496,19.89863,4.27767,1465966.68712,315158.35048,strong_bid,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
104,1780044729646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.6411579,0.67788133,0.68917211,73673.82057895,73673.83894066,73673.84458605,3.44586053,19.89664,3.66122,1465818.44731,269740.78028,strong_bid,wide,fresh,slow,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
105,1780044730146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.6411579,0.75093113,0.70860298,73673.82057895,73673.87546557,73673.85430149,3.54301489,21.46752,3.66122,1581542.03473,269740.78028,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
106,1780044730646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.64121603,0.69341366,0.66435032,73673.82060801,73673.84670683,73673.83217516,3.32175161,21.46952,4.32976,1581689.38073,318996.13332,strong_bid,wide,warm,fast,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
107,1780044731146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.64126189,0.69344499,0.66437458,73673.82063094,73673.84672249,73673.83218729,3.32187289,21.4695,4.32938,1581687.90685,318968.1372,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
108,1780044731646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.64114476,0.69544396,0.66591787,73673.82057238,73673.84772198,73673.83295893,3.32958933,21.46546,4.30467,1581390.26796,317147.60324,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
109,1780044732146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.6411372,0.69544006,0.6659145,73673.8205686,73673.84772003,73673.83295725,3.32957248,21.4652,4.30467,1581371.11298,317147.60324,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
110,1780044732646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.57395761,0.66391779,0.63980162,73673.78697881,73673.83195889,73673.81990081,3.19900811,20.02042,4.39768,1474929.83604,323999.97926,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
111,1780044733146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.59346915,0.64836858,0.62464397,73673.79673457,73673.82418429,73673.81232199,3.12321986,18.44689,4.26195,1359014.00484,314000.20724,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
112,1780044733646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.59346915,0.61849325,0.6246443,73673.79673457,73673.80924662,73673.81232215,3.12322151,18.44691,4.26195,1359014.11949,314000.20724,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
113,1780044734146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.59346915,0.61849659,0.62464662,73673.79673457,73673.80924829,73673.81232331,3.12323308,18.44705,4.26195,1359024.43343,314000.20724,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
114,1780044734646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.59346915,0.61849659,0.62464662,73673.79673457,73673.80924829,73673.81232331,3.12323308,18.44705,4.26195,1359024.43343,314000.20724,strong_bid,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
115,1780044735146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.6114572,0.68677804,0.65723601,73673.8057286,73673.84338902,73673.82861801,3.28618007,20.01579,4.13984,1474588.73047,305003.8751,strong_bid,wide,fresh,slow,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
116,1780044735646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.6114572,0.68678039,0.657238,73673.8057286,73673.84339019,73673.828619,3.28619001,20.01593,4.13984,1474599.04427,305003.8751,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
117,1780044736146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.61092033,0.68644646,0.65698696,73673.80546016,73673.84322323,73673.82849348,3.28493478,20.01796,4.14392,1474748.60046,305304.46502,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
118,1780044736646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.61106982,0.69956493,0.68111834,73673.80553491,73673.84978246,73673.84055917,3.40559172,18.44692,3.49909,1359014.8562,257795.97194,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
119,1780044737146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.61106982,0.69956493,0.68111834,73673.80553491,73673.84978246,73673.84055917,3.40559172,18.44692,3.49909,1359014.8562,257795.97194,strong_bid,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
120,1780044737646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.61168001,0.63225884,0.63435096,73673.80584001,73673.81612942,73673.81717548,3.17175479,18.44705,4.12711,1359024.43343,304065.98162,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
121,1780044738146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.61168001,0.66404612,0.68143123,73673.80584001,73673.83202306,73673.84071562,3.40715616,18.44694,3.49501,1359014.69924,257495.38202,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
122,1780044738646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.59163434,0.68500576,0.67109622,73673.79581717,73673.84250288,73673.83554811,3.35548111,18.44678,3.63068,1359004.5424,267490.7336,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
123,1780044739146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.59064564,0.64679103,0.64972674,73673.79532282,73673.82339552,73673.82486337,3.24863368,17.13181,3.63746,1262130.38741,267990.24332,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
124,1780044739646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.59064564,0.64679103,0.64972674,73673.79532282,73673.82339552,73673.82486337,3.24863368,17.13181,3.63746,1262130.38741,267990.24332,strong_bid,wide,stale,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
125,1780044740146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.59155233,0.62164944,0.5466261,73673.79577617,73673.81082472,73673.77331305,2.73313048,17.10918,5.01534,1260459.53231,369508.3024,strong_bid,wide,fresh,slow,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
126,1780044740646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.80752417,0.75363024,0.71216477,73673.90376208,73673.87681512,73673.85608239,3.56082387,18.04126,3.03295,1329123.65345,223454.98426,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
127,1780044741146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.78146265,0.81378461,0.56766135,73673.89073132,73673.9068923,73673.78383067,2.83830674,16.70264,4.60635,1230512.9128,339380.04444,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
128,1780044741646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.77592668,0.73787507,0.51236789,73673.88796334,73673.86893753,73673.75618395,2.56183946,15.31243,4.93718,1128094.00939,363753.6842,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
129,1780044742146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.9879301,0.91900546,0.93049865,73673.99396505,73673.95950273,73673.96524933,4.65249327,21.43312,0.77163,1579022.89126,56849.79228,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
130,1780044742646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.98779465,0.91513534,0.93146732,73673.99389733,73673.95756767,73673.96573366,4.6573366,21.74697,0.77163,1602142.36362,56849.79228,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
131,1780044743146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.98779465,0.91513534,0.93146732,73673.99389733,73673.95756767,73673.96573366,4.6573366,21.74697,0.77163,1602142.36362,56849.79228,strong_bid,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
132,1780044743646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.98779465,0.91513534,0.93668434,73673.99389733,73673.95756767,73673.96834217,4.6834217,23.39505,0.76485,1723554.76914,56350.26222,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
133,1780044744146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.98482846,0.91513544,0.92955272,73673.99241423,73673.95756772,73673.96477636,4.6477636,20.94926,0.76485,1543371.04211,56350.26222,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
134,1780044744646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.98482846,0.91513544,0.92955272,73673.99241423,73673.95756772,73673.96477636,4.6477636,20.94926,0.76485,1543371.04211,56350.26222,strong_bid,wide,stale,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
135,1780044745146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.98482846,0.91513544,0.92955272,73673.99241423,73673.95756772,73673.96477636,4.6477636,20.94926,0.76485,1543371.04211,56350.26222,strong_bid,wide,warm,slow,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
136,1780044745646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.69447901,0.75977967,0.81258186,73673.8472395,73673.87988984,73673.90629093,4.06290931,20.66095,2.13631,1522125.88097,157391.2266,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
137,1780044746146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.77344007,0.80293033,0.84751944,73673.88672004,73673.90146517,73673.92375972,4.23759722,20.40176,1.68381,1503030.5761,124053.7416,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
138,1780044746646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.77344007,0.80293601,0.84809016,73673.88672004,73673.901468,73673.92404508,4.24045078,20.40225,1.67703,1503066.67538,123554.21154,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
139,1780044747146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.77344007,0.80293601,0.84809016,73673.88672004,73673.901468,73673.92404508,4.24045078,20.40225,1.67703,1503066.67538,123554.21154,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
140,1780044747646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.8903152,0.80096996,0.851826,73673.9451576,73673.90048498,73673.925913,4.25913001,19.34148,1.54761,1424918.26555,114019.74481,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
141,1780044748146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.85293257,0.74524399,0.82109439,73673.92646629,73673.872622,73673.9105472,4.10547197,17.2058,1.69031,1267575.97457,124533.02979,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
142,1780044748646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.83249132,0.72501028,0.77411696,73673.91624566,73673.86250514,73673.88705848,3.8705848,16.2338,2.06691,1195965.81857,152280.17137,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
143,1780044749146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.83249132,0.78438062,0.73717181,73673.91624566,73673.89219031,73673.8685859,3.68585903,14.87502,2.25054,1095865.85475,165809.90988,strong_bid,wide,fresh,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
144,1780044749646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.83249132,0.78438062,0.73717181,73673.91624566,73673.89219031,73673.8685859,3.68585903,14.87502,2.25054,1095865.85475,165809.90988,strong_bid,wide,warm,repeat_same_book,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
145,1780044750146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.80720254,0.63232239,0.75162551,73673.90360127,73673.8161612,73673.87581276,3.75812755,15.31652,2.17183,1128387.04913,160009.49053,strong_bid,wide,fresh,slow,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
146,1780044750646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.82161642,0.70338798,0.693907,73673.91080821,73673.85169399,73673.8469535,3.46953501,12.81815,2.31627,944336.5934,170652.75564,strong_bid,wide,warm,fast,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
147,1780044751146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.84524023,0.72951702,0.7631506,73673.92262012,73673.86475851,73673.8815753,3.81575301,15.07894,2.0256,1110889.62505,149236.53319,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
148,1780044751646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.93036636,0.85132524,0.83183042,73673.96518318,73673.92566262,73673.91591521,4.15915212,15.38602,1.4125,1133512.31471,104067.24632,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
149,1780044752146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.89508,0.83539006,0.89150008,73673.94754,73673.91769503,73673.94575004,4.45750041,17.80208,1.02116,1311502.21066,75233.64516,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
150,1780044752646155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.47542171,0.60357324,0.7270712,73673.73771085,73673.80178662,73673.8635356,3.635356,17.80208,2.81326,1311502.21066,207264.82056,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
151,1780044753146155111,BTC,hl-66959ecb09e941cab61b020ac1e06419,1,73673.5,10,0.47538524,0.60278477,0.72648664,73673.73769262,73673.80139239,73673.86324332,3.63243321,17.80208,2.82024,1311502.21066,207779.07864,strong_bid,wide,warm,regular,recovery_present,unverified_side_semantics,,,disabled_unverified_side_semantics,research_ready_without_trade_pressure
