schema_version,task_id,pair_sequence,start_sample_sequence,end_sample_sequence,actual_horizon_us,start_mid_price,end_mid_price,abs_mid_move_bps
skhynix_c6in_latency_v2,0822T002,321,321,322,473174,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,322,322,323,539537,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,323,323,324,482889,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,324,324,325,618652,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,325,325,326,581192,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,326,326,327,608353,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,327,327,328,786859,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,328,328,329,422359,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,329,329,330,670792,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,330,330,331,542745,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,331,331,332,614665,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,332,332,333,483074,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,333,333,334,602441,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,334,334,335,502659,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,335,335,336,538523,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,336,336,337,767560,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,337,337,338,314071,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,338,338,339,530412,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,339,339,340,571394,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,340,340,341,492726,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,341,341,342,536070,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,342,342,343,533531,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,343,343,344,542732,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,344,344,345,604375,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,345,345,346,502175,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,346,346,347,568072,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,347,347,348,464679,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,348,348,349,574161,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,349,349,350,554698,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,350,350,351,523093,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,351,351,352,544826,1245.2,1245.4,1.606167683906565
skhynix_c6in_latency_v2,0822T002,352,352,353,570950,1245.4,1245.3,0.8029548739371801
skhynix_c6in_latency_v2,0822T002,353,353,354,603422,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,354,354,355,478897,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,355,355,356,576718,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,356,356,357,517590,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,357,357,358,572300,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,358,358,359,511633,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,359,359,360,558926,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,360,360,361,544792,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,361,361,362,542802,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,362,362,363,523874,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,363,363,364,557801,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,364,364,365,698037,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,365,365,366,485307,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,366,366,367,706015,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,367,367,368,408389,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,368,368,369,563381,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,369,369,370,529227,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,370,370,371,547506,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,371,371,372,490016,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,372,372,373,560489,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,373,373,374,691816,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,374,374,375,379592,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,375,375,376,537663,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,376,376,377,575050,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,377,377,378,534105,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,378,378,379,623204,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,379,379,380,526651,1245.3,1245.25,0.4015096763828357
skhynix_c6in_latency_v2,0822T002,380,380,381,459011,1245.25,1245.35,0.8030515960643168
skhynix_c6in_latency_v2,0822T002,381,381,382,503973,1245.35,1245.3,0.40149355602806064
skhynix_c6in_latency_v2,0822T002,382,382,383,789621,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,383,383,384,437820,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,384,384,385,508609,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,385,385,386,551659,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,386,386,387,508771,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,387,387,388,669350,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,388,388,389,573250,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,389,389,390,563742,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,390,390,391,554727,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,391,391,392,761562,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,392,392,393,318917,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,393,393,394,566543,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,394,394,395,488857,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,395,395,396,529511,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,396,396,397,542128,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,397,397,398,638537,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,398,398,399,452546,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,399,399,400,528978,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,400,400,401,506271,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,401,401,402,572145,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,402,402,403,524047,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,403,403,404,545673,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,404,404,405,521925,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,405,405,406,549446,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,406,406,407,534383,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,407,407,408,638869,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,408,408,409,649779,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,409,409,410,450137,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,410,410,411,651895,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,411,411,412,451387,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,412,412,413,512442,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,413,413,414,584140,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,414,414,415,506881,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,415,415,416,516456,1245.3,1245.3,0.0
skhynix_c6in_latency_v2,0822T002,416,416,417,592607,1245.3,1245.15,1.2045290291485071
skhynix_c6in_latency_v2,0822T002,417,417,418,546443,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,418,418,419,473245,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,419,419,420,697367,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,420,420,421,431565,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,421,421,422,524897,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,422,422,423,550410,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,423,423,424,537627,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,424,424,425,504399,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,425,425,426,543001,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,426,426,427,590446,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,427,427,428,543212,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,428,428,429,784176,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,429,429,430,321609,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,430,430,431,488370,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,431,431,432,554752,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,432,432,433,577676,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,433,433,434,506913,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,434,434,435,517598,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,435,435,436,538588,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,436,436,437,617607,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,437,437,438,577503,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,438,438,439,535453,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,439,439,440,528799,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,440,440,441,533174,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,441,441,442,547479,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,442,442,443,523706,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,443,443,444,621425,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,444,444,445,452061,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,445,445,446,515156,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,446,446,447,556598,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,447,447,448,677247,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,448,448,449,313104,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,449,449,450,556622,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,450,450,451,554762,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,451,451,452,534782,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,452,452,453,532747,1245.15,1245.15,0.0
skhynix_c6in_latency_v2,0822T002,453,453,454,495091,1245.15,1245.25,0.8031160904301412
skhynix_c6in_latency_v2,0822T002,454,454,455,585479,1245.25,1245.2,0.4015257980321584
skhynix_c6in_latency_v2,0822T002,455,455,456,537483,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,456,456,457,765825,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,457,457,458,385848,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,458,458,459,506474,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,459,459,460,518386,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,460,460,461,600131,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,461,461,462,539276,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,462,462,463,530247,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,463,463,464,485332,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,464,464,465,536206,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,465,465,466,581225,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,466,466,467,505699,1245.2,1245.2,0.0
skhynix_c6in_latency_v2,0822T002,467,467,468,562315,1245.2,1245.25,0.40154192097618474
skhynix_c6in_latency_v2,0822T002,468,468,469,549866,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,469,469,470,490585,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,470,470,471,526957,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,471,471,472,620468,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,472,472,473,421730,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,473,473,474,552253,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,474,474,475,494803,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,475,475,476,863387,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,476,476,478,821110,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,477,477,478,582937,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,478,478,479,473802,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,479,479,480,543184,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,480,480,481,505499,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,481,481,482,570945,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,482,482,483,564882,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,483,483,484,484470,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,484,484,485,661895,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,485,485,486,456261,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,486,486,487,538480,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,487,487,488,564617,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,488,488,489,521788,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,489,489,490,549228,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,490,490,491,526829,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,491,491,492,517920,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,492,492,493,522445,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,493,493,494,577479,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,494,494,495,530559,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,495,495,496,541603,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,496,496,497,520980,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,497,497,498,651303,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,498,498,499,479291,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,499,499,500,563857,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,500,500,501,517677,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,501,501,502,483788,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,502,502,503,552032,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,503,503,504,895885,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,504,504,506,793461,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,505,505,506,585469,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,506,506,507,528975,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,507,507,508,603690,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,508,508,509,570338,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,509,509,510,473047,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,510,510,511,601607,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,511,511,512,460960,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,512,512,513,506205,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,513,513,514,564381,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,514,514,515,623053,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,515,515,516,522439,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,516,516,517,531818,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,517,517,518,589043,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,518,518,519,582518,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,519,519,520,517466,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,520,520,521,567331,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,521,521,522,471467,1245.25,1245.2,0.4015257980321584
skhynix_c6in_latency_v2,0822T002,522,522,523,544536,1245.2,1245.25,0.40154192097618474
skhynix_c6in_latency_v2,0822T002,523,523,524,625267,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,524,524,525,558345,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,525,525,526,518297,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,526,526,527,515477,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,527,527,528,586969,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,528,528,529,498037,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,529,529,530,523151,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,530,530,531,623303,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,531,531,532,563508,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,532,532,533,468582,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,533,533,534,532926,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,534,534,535,503007,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,535,535,536,586357,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,536,536,537,531949,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,537,537,538,543853,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,538,538,539,542821,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,539,539,540,576102,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,540,540,541,689266,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,541,541,542,421305,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,542,542,543,446538,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,543,543,544,599989,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,544,544,545,503961,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,545,545,546,541157,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,546,546,547,528508,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,547,547,548,564908,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,548,548,549,481217,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,549,549,550,546456,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,550,550,551,521765,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,551,551,552,553578,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,552,552,553,502152,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,553,553,554,561452,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,554,554,555,547164,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,555,555,556,552122,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,556,556,557,635174,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,557,557,558,488944,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,558,558,559,486381,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,559,559,560,553652,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,560,560,561,525214,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,561,561,562,546930,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,562,562,563,536916,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,563,563,564,522865,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,564,564,565,530346,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,565,565,566,530050,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,566,566,567,547959,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,567,567,568,597831,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,568,568,569,813727,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,569,569,570,315765,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,570,570,571,478189,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,571,571,572,473294,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,572,572,573,578037,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,573,573,574,508288,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,574,574,575,522943,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,575,575,576,602985,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,576,576,577,536479,1245.25,1245.25,0.0
skhynix_c6in_latency_v2,0822T002,577,577,578,569623,1245.25,1245.05,1.6061031921304596
skhynix_c6in_latency_v2,0822T002,578,578,579,506421,1245.05,1245.1,0.4015902975780453
skhynix_c6in_latency_v2,0822T002,579,579,580,610873,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,580,580,581,536582,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,581,581,582,514482,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,582,582,583,488698,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,583,583,584,583594,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,584,584,585,544798,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,585,585,586,561245,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,586,586,587,548047,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,587,587,588,673781,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,588,588,589,408384,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,589,589,590,527686,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,590,590,591,560964,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,591,591,592,606275,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,592,592,593,448732,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,593,593,594,593220,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,594,594,595,474592,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,595,595,596,479281,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,596,596,597,800821,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,597,597,598,429039,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,598,598,599,429255,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,599,599,600,668879,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,600,600,601,544979,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,601,601,602,449282,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,602,602,603,578806,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,603,603,604,518207,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,604,604,605,606626,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,605,605,606,676377,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,606,606,607,326265,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,607,607,608,609717,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,608,608,609,493146,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,609,609,610,581945,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,610,610,611,486088,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,611,611,612,552372,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,612,612,613,498416,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,613,613,614,518175,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,614,614,615,543892,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,615,615,616,566748,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,616,616,617,561465,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,617,617,618,563997,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,618,618,619,475022,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,619,619,620,560600,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,620,620,621,538939,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,621,621,622,571407,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,622,622,623,512567,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,623,623,624,550503,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,624,624,625,619824,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,625,625,626,466373,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,626,626,627,526745,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,627,627,628,575126,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,628,628,629,539618,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,629,629,630,497081,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,630,630,631,549084,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,631,631,632,521387,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,632,632,633,533114,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,633,633,634,714116,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,634,634,635,384015,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,635,635,636,553280,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,636,636,637,503114,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,637,637,638,587553,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,638,638,639,547138,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,639,639,640,541388,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,640,640,641,497462,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,641,641,642,611226,1245.1,1245.1,0.0
skhynix_c6in_latency_v2,0822T002,642,642,643,466214,1245.1,1245.1,0.0
