event_sequence,source_channel,source_event_exchange_time_ms,source_local_receive_ts_ns,candidate_age_seconds_at_eval,side,quote_px,bid,ask,spread_ticks,order_size_btc,same_side_top_qty_btc,same_side_top_order_count,top_depth_multiple_of_order,rolling_trade_count_last_3s,touch_trade_qty_btc,strict_trade_through_qty_btc,at_or_through_trade_qty_btc,required_depletion_qty_btc,queue_depletion_multiple,public_depletion_status,quality_bucket,dynamic_size_btc,allowed,skip_reason,freshness_source,touch_stability_ms,last_touch_change_ms,top_reset_status,top_reset_reason,fresh_touch_evidence_status,inference_scope,shadow_action,shadow_reason,fair_mid_source_status,fair_mid_source_reason,edge_gate_status,edge_gate_reason,fair_mid_px,edge_ticks,binance_source_age_ms,order_endpoint_called,private_endpoint_called,credential_read
46,l2Book,1782188712654,1782188712989034360,0.335112,buy,63938,63938,63939,1,0.005,0.65722,4,131.444,39,0,0,0,0.66222,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
47,trades,1782188713593,1782188713803180154,0.210264,buy,63938,63938,63939,1,0.005,0.65722,4,131.444,40,0.01817,0,0.01817,0.66222,0.02743801153695146628008818822,touched_quote_without_depletion,,0.00454,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
48,trades,1782188713659,1782188713886814824,0.227848,buy,63938,63938,63939,1,0.005,0.65722,4,131.444,41,0.03632,0,0.03632,0.66222,0.05484582163027392709371507958,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
49,trades,1782188713927,1782188714417979658,0.491018,buy,63938,63938,63939,1,0.005,0.65722,4,131.444,42,0.03632,0,0.03632,0.66222,0.05484582163027392709371507958,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
50,trades,1782188714063,1782188714418153873,0.355179,buy,63938,63938,63939,1,0.005,0.65722,4,131.444,4,0.03632,0,0.03632,0.66222,0.05484582163027392709371507958,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
51,trades,1782188715204,1782188715417579139,0.213621,buy,63938,63938,63939,1,0.005,0.65722,4,131.444,5,0.03983,0,0.03983,0.66222,0.06014617498716438645767267675,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
52,trades,1782188715403,1782188715672715434,0.26974,buy,63938,63938,63939,1,0.005,0.65722,4,131.444,7,0.04283,0,0.04283,0.66222,0.06467639153151520642686720425,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
53,trades,1782188716623,1782188716862848104,0.239919,buy,63938,63938,63939,1,0.005,0.65722,4,131.444,8,0.02466,0,0.02466,0.66222,0.03723837999456374014677901604,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
54,trades,1782188717161,1782188717464554555,0.303613,buy,63938,63938,63939,1,0.005,0.65722,4,131.444,6,0.00668,0,0.00668,0.66222,0.0100872821720878257980731479,touched_quote_without_depletion,,0.00167,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
55,trades,1782188718027,1782188718485139303,0.458198,buy,63938,63938,63939,1,0.005,0.65722,4,131.444,10,0.00668,0.00129,0.00797,0.66222,0.01203527528615867838482679472,strict_trade_through_seen_but_visible_top_not_depleted,,0.00199,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
56,l2Book,1782188718027,1782188718485512289,0.458548,buy,63934,63934,63938,4,0.005,0.00457,3,0.914,10,0.00017,0,0.00017,0.00957,0.0177638453500522466039707419,touched_quote_without_depletion,,4e-05,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
57,trades,1782188718177,1782188718648768583,0.471836,buy,63934,63934,63938,4,0.005,0.00457,3,0.914,25,0.00474,0.01556,0.0203,0.00957,2.121212121212121212121212121,depleted_top_plus_order_proxy,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
58,trades,1782188718613,1782188718950259721,0.337302,buy,63934,63934,63938,4,0.005,0.00457,3,0.914,23,0.00474,0.01556,0.0203,0.00957,2.121212121212121212121212121,depleted_top_plus_order_proxy,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
59,trades,1782188719021,1782188719705470865,0.684548,buy,63934,63934,63938,4,0.005,0.00457,3,0.914,26,0.00474,0.01678,0.02152,0.00957,2.248693834900731452455590387,depleted_top_plus_order_proxy,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
60,trades,1782188719430,1782188719705728920,0.275755,buy,63934,63934,63938,4,0.005,0.00457,3,0.914,27,0.00474,0.01925,0.02399,0.00957,2.50679205851619644723092999,depleted_top_plus_order_proxy,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
61,trades,1782188719658,1782188720011499071,0.353539,buy,63934,63934,63938,4,0.005,0.00457,3,0.914,27,0.00474,0.31925,0.32399,0.00957,33.85475444096133751306165099,depleted_top_plus_order_proxy,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
62,trades,1782188720477,1782188720711276175,0.234313,buy,63934,63934,63938,4,0.005,0.00457,3,0.914,27,0.00474,0.32263,0.32737,0.00957,34.20794148380355276907001045,depleted_top_plus_order_proxy,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
63,trades,1782188722035,1782188722304085848,0.269145,buy,63934,63934,63938,4,0.005,0.00457,3,0.914,5,0,0.30646,0.30646,0.00957,32.0229885057471264367816092,depleted_top_plus_order_proxy,,0.005,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
64,trades,1782188723018,1782188723295754659,0.277819,buy,63934,63934,63938,4,0.005,0.00457,3,0.914,3,0,0.00848,0.00848,0.00957,0.8861024033437826541274817137,depleted_visible_top_proxy_only,,0.00212,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
65,trades,1782188723155,1782188723376534025,0.221562,buy,63934,63934,63938,4,0.005,0.00457,3,0.914,4,0,0.00848,0.00848,0.00957,0.8861024033437826541274817137,depleted_visible_top_proxy_only,,0.00212,False,missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
66,l2Book,1782188723478,1782188723850144541,0.372216,buy,63928,63928,63929,1,0.005,9.65637,46,1931.274,3,0.0051,0,0.0051,9.66137,0.0005278754462358858008750311809,touched_quote_without_depletion,,0.00127,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
67,trades,1782188724384,1782188724753207295,0.36929,buy,63928,63928,63929,1,0.005,9.65637,46,1931.274,4,0.0051,0,0.0051,9.66137,0.0005278754462358858008750311809,touched_quote_without_depletion,,0.00127,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
68,trades,1782188725056,1782188725334477746,0.278545,buy,63928,63928,63929,1,0.005,9.65637,46,1931.274,4,0.01004,0,0.01004,9.66137,0.001039190094158488909957904521,touched_quote_without_depletion,,0.00251,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
69,trades,1782188725995,1782188726219292028,0.224371,buy,63928,63928,63929,1,0.005,9.65637,46,1931.274,5,0.01144,0,0.01144,9.66137,0.001184097079399712463139285629,touched_quote_without_depletion,,0.00286,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
70,trades,1782188726310,1782188726556665122,0.246694,buy,63928,63928,63929,1,0.005,9.65637,46,1931.274,4,0.00695,0,0.00695,9.66137,0.0007193596767332169247218562171,touched_quote_without_depletion,,0.00173,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
71,trades,1782188727422,1782188727668399652,0.246481,buy,63928,63928,63929,1,0.005,9.65637,46,1931.274,4,0.16519,0,0.16519,9.66137,0.01709798920856979910716596094,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
72,l2Book,1782188728894,1782188729149992883,0.256087,buy,63928,63928,63929,1,0.005,8.76119,44,1752.238,3,0.15964,0,0.15964,8.76619,0.01821087610467032998372154836,touched_quote_without_depletion,,0.005,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
73,trades,1782188731141,1782188731447487731,0.306564,buy,63928,63928,63929,1,0.005,8.76119,44,1752.238,1,0,0,0,8.76619,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
74,l2Book,1782188733914,1782188734260064586,0.346138,buy,63928,63928,63929,1,0.005,9.10299,49,1820.598,1,0,0,0,9.10799,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
75,trades,1782188734598,1782188734849655608,0.25172,buy,63928,63928,63929,1,0.005,9.10299,49,1820.598,1,0.0033,0,0.0033,9.10799,0.000362319238383002177209241556,touched_quote_without_depletion,,0.00082,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
76,trades,1782188736009,1782188736300919270,0.291991,buy,63928,63928,63929,1,0.005,9.10299,49,1820.598,2,0.00365,0,0.00365,9.10799,0.0004007470363933205899435550544,touched_quote_without_depletion,,0.00091,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
77,l2Book,1782188739324,1782188740075259522,0.751344,buy,63928,63928,63929,1,0.005,8.24716,51,1649.432,0,0,0,0,8.25216,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
78,trades,1782188740010,1782188740370587043,0.360642,buy,63928,63928,63929,1,0.005,8.24716,51,1649.432,1,0.00028,0,0.00028,8.25216,0.0000339305103148751357220412595,touched_quote_without_depletion,,7e-05,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
79,trades,1782188740558,1782188740771922528,0.213951,buy,63928,63928,63929,1,0.005,8.24716,51,1649.432,2,0.00028,0,0.00028,8.25216,0.0000339305103148751357220412595,touched_quote_without_depletion,,7e-05,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
80,trades,1782188740960,1782188741155327978,0.195363,buy,63928,63928,63929,1,0.005,8.24716,51,1649.432,3,0.00028,0,0.00028,8.25216,0.0000339305103148751357220412595,touched_quote_without_depletion,,7e-05,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
81,trades,1782188741029,1782188741362500628,0.333524,buy,63928,63928,63929,1,0.005,8.24716,51,1649.432,4,0.00028,0,0.00028,8.25216,0.0000339305103148751357220412595,touched_quote_without_depletion,,7e-05,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
82,trades,1782188741633,1782188741901965076,0.268987,buy,63928,63928,63929,1,0.005,8.24716,51,1649.432,5,0.00028,0,0.00028,8.25216,0.0000339305103148751357220412595,touched_quote_without_depletion,,7e-05,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
83,trades,1782188742167,1782188742416040103,0.249063,buy,63928,63928,63929,1,0.005,8.24716,51,1649.432,6,0.00028,0,0.00028,8.25216,0.0000339305103148751357220412595,touched_quote_without_depletion,,7e-05,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
84,l2Book,1782188744818,1782188745163665136,0.345763,buy,63928,63928,63929,1,0.005,8.1401,43,1628.02,1,0,0,0,8.1451,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
85,trades,1782188746853,1782188747093441584,0.240515,buy,63928,63928,63929,1,0.005,8.1401,43,1628.02,1,0,0,0,8.1451,0,not_depleted,,0.0,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
86,trades,1782188748068,1782188748437157640,0.369215,buy,63928,63928,63929,1,0.005,8.1401,43,1628.02,2,0.0013,0,0.0013,8.1451,0.0001596051613853728008250359112,touched_quote_without_depletion,,0.00032,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
87,trades,1782188748833,1782188749036198061,0.20324,buy,63928,63928,63929,1,0.005,8.1401,43,1628.02,3,0.00526,0,0.00526,8.1451,0.0006457870376054314864151453021,touched_quote_without_depletion,,0.00131,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
88,trades,1782188749033,1782188749296499212,0.263522,buy,63928,63928,63929,1,0.005,8.1401,43,1628.02,4,0.00678,0,0.00678,8.1451,0.0008324023032252519919951872905,touched_quote_without_depletion,,0.00169,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
89,trades,1782188749099,1782188749315206534,0.216226,buy,63928,63928,63929,1,0.005,8.1401,43,1628.02,5,0.00678,0,0.00678,8.1451,0.0008324023032252519919951872905,touched_quote_without_depletion,,0.00169,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
90,l2Book,1782188750209,1782188750575021820,0.366111,buy,63928,63928,63929,1,0.005,7.78977,48,1557.954,4,0.00678,0,0.00678,7.79477,0.000869813990662970171024930819,touched_quote_without_depletion,,0.00169,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
91,trades,1782188752006,1782188752272680633,0.266747,buy,63928,63928,63929,1,0.005,7.78977,48,1557.954,3,0.00191,0,0.00191,7.79477,0.0002450360947147895319554008649,touched_quote_without_depletion,,0.00047,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
92,trades,1782188752877,1782188753077703949,0.200766,buy,63928,63928,63929,1,0.005,7.78977,48,1557.954,2,0.00039,0,0.00039,7.79477,0.00005003354813548058505895619755,touched_quote_without_depletion,,9e-05,False,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,synthetic_current_event_only,,,missing,insufficient_real_bbo_history,block,event_driven_current_l2_plus_rolling_public_trades_proxy_not_exact_queue_or_fill_probability,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,block,fresh_touch_not_allowed,block,edge_signal_missing,,,,False,False,False
