event_sequence,source_channel,source_event_exchange_time_ms,fresh_touch_allowed,anti_drift_status,anti_drift_reason,fair_mid_source_status,fair_mid_source_reason,edge_gate_status,edge_gate_reason,shadow_action,shadow_reason,private_endpoint_called,order_endpoint_called,credential_read
145,trades,1782188808045,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
146,trades,1782188809049,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
147,l2Book,1782188809520,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
148,trades,1782188812041,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
149,trades,1782188813058,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
150,l2Book,1782188814925,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
151,trades,1782188815074,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
152,trades,1782188815176,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
153,trades,1782188816155,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
154,trades,1782188816356,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
155,trades,1782188818261,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
156,trades,1782188818472,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
157,l2Book,1782188820390,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
158,trades,1782188821129,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
159,trades,1782188822574,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
160,trades,1782188822706,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
161,trades,1782188822974,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
162,l2Book,1782188825818,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,False,False,False
163,trades,1782188826026,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
164,trades,1782188828482,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
165,trades,1782188829216,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,False,False,False
166,trades,1782188830402,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
167,trades,1782188831008,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
168,l2Book,1782188831209,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
169,trades,1782188833054,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
170,trades,1782188836179,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,False,False,False
171,l2Book,1782188836716,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,False,False,False
172,trades,1782188837654,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
173,trades,1782188838056,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
174,trades,1782188839010,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
175,trades,1782188841974,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
176,trades,1782188842070,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
177,l2Book,1782188842127,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
