coarsening_variant,inventory_bucket,side_class,quote_distance_bucket,fair_or_reservation_edge_bucket,latency_stale_bucket,post_only_safety_bucket,reject_throttle_churn_bucket,bucket_level,scope,sample_count,fill_sample_count,rows,fills,fill_rate,side_adjusted_markout_5000ms_mean,spread_capture_ticks_mean,fee_adjusted_spread_capture_ticks_mean,fill_after_cancel_rate,inventory_increasing_fill_rate,inventory_reducing_fill_rate,post_only_risk_rows,post_only_risk_rate,reject_throttle_churn_rows,reject_throttle_churn_rate,warning_churn_rows,warning_churn_rate,hard_reject_drop_rows,hard_reject_drop_rate,verdict,verdict_reason
identity,mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,coarsened_decision_visible_trigger,accepted_set,1,0,1,0,0.0,,,,,,,0,0.0,1,1.0,0,0.0,1,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,coarsened_decision_visible_trigger,accepted_set,5,2,6,2,0.3333333333333333,-248.49999999998545,0.5000000000291038,0.5000000000291038,0.0,0.0,0.0,0,0.0,6,1.0,0,0.0,6,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_medium,clamped,recent_reject_or_throttle,coarsened_decision_visible_trigger,accepted_set,6,0,12,0,0.0,,,,,,,0,0.0,12,1.0,0,0.0,12,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,coarsened_decision_visible_trigger,accepted_set,9,4,87,7,0.08045977011494253,-71.00000000002183,0.4999999999667385,0.4999999999667385,0.42857142857142855,0.0,0.7142857142857143,0,0.0,87,1.0,0,0.0,87,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,churn_normal,coarsened_decision_visible_trigger,accepted_set,1,0,1,0,0.0,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
identity,mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,fast_cancel_churn,coarsened_decision_visible_trigger,accepted_set,2,0,2,0,0.0,,,,,,,0,0.0,2,1.0,0,0.0,2,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,coarsened_decision_visible_trigger,accepted_set,9,8,586,47,0.08020477815699659,-120.91463414635211,2.9468085106271515,2.9468085106271515,0.5106382978723404,0.0,0.48936170212765956,0,0.0,586,1.0,0,0.0,586,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,reject_throttle_or_drop,coarsened_decision_visible_trigger,accepted_set,1,0,12,0,0.0,,,,,,,0,0.0,12,1.0,0,0.0,12,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,coarsened_decision_visible_trigger,accepted_set,1,0,1,0,0.0,,,,,,,0,0.0,1,1.0,0,0.0,1,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_weak_or_neutral,fresh_low_latency,post_only_clean,recent_reject_or_throttle,coarsened_decision_visible_trigger,accepted_set,6,1,8,1,0.125,144.4999999999709,0.5000000000291038,0.5000000000291038,1.0,0.0,0.0,0,0.0,8,1.0,0,0.0,8,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_weak_or_neutral,stale_latency_gap_crossed,missing_anchor,churn_normal,coarsened_decision_visible_trigger,accepted_set,1,0,3,0,0.0,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
identity,mild_skew,reduce_side,touch,edge_weak_or_neutral,stale_latency_gap_crossed,missing_anchor,recent_reject_or_throttle,coarsened_decision_visible_trigger,accepted_set,1,0,1,0,0.0,,,,,,,0,0.0,1,1.0,0,0.0,1,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,coarsened_decision_visible_trigger,accepted_set,2,0,2,0,0.0,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
identity,mild_skew,reduce_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,coarsened_decision_visible_trigger,accepted_set,1,0,1,0,0.0,,,,,,,0,0.0,1,1.0,0,0.0,1,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,coarsened_decision_visible_trigger,accepted_set,2,1,3,1,0.3333333333333333,,0.5000000000291038,0.5000000000291038,0.0,0.0,1.0,0,0.0,3,1.0,0,0.0,3,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,coarsened_decision_visible_trigger,accepted_set,1,0,1,0,0.0,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
identity,mild_skew,reduce_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,fast_cancel_churn,coarsened_decision_visible_trigger,accepted_set,1,0,1,0,0.0,,,,,,,0,0.0,1,1.0,0,0.0,1,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,recent_reject_or_throttle,coarsened_decision_visible_trigger,accepted_set,2,0,3,0,0.0,,,,,,,0,0.0,3,1.0,0,0.0,3,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,coarsened_decision_visible_trigger,accepted_set,1,0,1,0,0.0,,,,,,,0,0.0,1,1.0,0,0.0,1,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_weak_or_neutral,stale_latency_medium,clamped,recent_reject_or_throttle,coarsened_decision_visible_trigger,accepted_set,1,0,1,0,0.0,,,,,,,0,0.0,1,1.0,0,0.0,1,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,coarsened_decision_visible_trigger,accepted_set,2,0,3,0,0.0,,,,,,,0,0.0,3,1.0,0,0.0,3,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
identity,mild_skew,reduce_side,touch,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,coarsened_decision_visible_trigger,accepted_set,7,1,17,1,0.058823529411764705,-8.499999999912689,0.5000000000291038,0.5000000000291038,1.0,0.0,1.0,0,0.0,17,1.0,0,0.0,17,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_adverse,market_view_usable,post_only_clean,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,2,0,3,0,0.0,,,,,,,0,0.0,3,1.0,0,0.0,3,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,market_view_usable,clamped,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,6,0,33,0,0.0,,,,,,,0,0.0,33,1.0,0,0.0,33,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,market_view_usable,guarded_depth_fallback,churn_normal,coarsened_decision_visible_trigger,clean_only,2,0,2,0,0.0,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,market_view_usable,guarded_depth_fallback,fast_cancel_churn,coarsened_decision_visible_trigger,clean_only,2,0,2,0,0.0,,,,,,,0,0.0,2,1.0,0,0.0,2,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,market_view_usable,guarded_depth_fallback,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,8,4,648,6,0.009259259259259259,-26.833333333343035,44.99999999997575,44.99999999997575,0.6666666666666666,0.3333333333333333,0.0,0,0.0,648,1.0,0,0.0,648,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,coarsened_decision_visible_trigger,clean_only,5,0,12,0,0.0,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,fast_cancel_churn,coarsened_decision_visible_trigger,clean_only,7,0,56,0,0.0,,,,,,,0,0.0,56,1.0,0,0.0,56,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,8,7,3017,59,0.0195558501823003,9.970588235309526,30.71052631577722,30.71052631577722,0.6610169491525424,0.5423728813559322,0.0,0,0.0,3017,1.0,0,0.0,3017,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,reject_throttle_or_drop,coarsened_decision_visible_trigger,clean_only,1,0,15,0,0.0,,,,,,,0,0.0,15,1.0,0,0.0,15,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,churn_normal,coarsened_decision_visible_trigger,clean_only,2,0,4,0,0.0,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,fast_cancel_churn,coarsened_decision_visible_trigger,clean_only,1,0,1,0,0.0,,,,,,,0,0.0,1,1.0,0,0.0,1,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,4,0,10,0,0.0,,,,,,,0,0.0,10,1.0,0,0.0,10,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_high,guarded_depth_fallback,churn_normal,coarsened_decision_visible_trigger,clean_only,7,0,71,0,0.0,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,coarsened_decision_visible_trigger,clean_only,7,0,203,0,0.0,,,,,,,0,0.0,203,1.0,0,0.0,203,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,8,1,428,1,0.002336448598130841,-6.5000000000873115,2.5,2.5,1.0,1.0,0.0,0,0.0,428,1.0,0,0.0,428,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_high,post_only_clean,churn_normal,coarsened_decision_visible_trigger,clean_only,6,1,51,1,0.0196078431372549,-38.50000000005821,1.4999999999417923,1.4999999999417923,1.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_high,post_only_clean,fast_cancel_churn,coarsened_decision_visible_trigger,clean_only,8,0,157,0,0.0,,,,,,,0,0.0,157,1.0,0,0.0,157,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_high,post_only_clean,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,8,6,529,9,0.017013232514177693,-90.5000000000291,14.06249999996362,14.06249999996362,0.3333333333333333,0.6666666666666666,0.0,0,0.0,529,1.0,0,0.0,529,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,coarsened_decision_visible_trigger,clean_only,5,1,17,1,0.058823529411764705,-80.49999999988358,19.500000000116415,19.500000000116415,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,coarsened_decision_visible_trigger,clean_only,6,1,35,1,0.02857142857142857,,35.500000000029104,35.500000000029104,1.0,1.0,0.0,0,0.0,35,1.0,0,0.0,35,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,6,0,43,0,0.0,,,,,,,0,0.0,43,1.0,0,0.0,43,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,clamped,cancel_readd_pressure,coarsened_decision_visible_trigger,clean_only,1,0,1,0,0.0,,,,,,,0,0.0,1,1.0,0,0.0,1,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,clamped,churn_normal,coarsened_decision_visible_trigger,clean_only,1,0,1,0,0.0,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,clamped,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,5,0,20,0,0.0,,,,,,,0,0.0,20,1.0,0,0.0,20,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,guarded_depth_fallback,churn_normal,coarsened_decision_visible_trigger,clean_only,2,0,2,0,0.0,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,guarded_depth_fallback,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,7,5,80,9,0.1125,-53.35714285719275,0.5000000000109139,0.5000000000109139,0.1111111111111111,0.5555555555555556,0.0,0,0.0,80,1.0,0,0.0,80,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,post_only_clean,cancel_readd_pressure,coarsened_decision_visible_trigger,clean_only,3,0,4,0,0.0,,,,,,,0,0.0,4,1.0,0,0.0,4,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,coarsened_decision_visible_trigger,clean_only,3,0,3,0,0.0,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,post_only_clean,fast_cancel_churn,coarsened_decision_visible_trigger,clean_only,2,0,5,0,0.0,,,,,,,0,0.0,5,1.0,0,0.0,5,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,post_only_clean,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,8,8,1063,74,0.06961429915333961,-81.98214285713091,1.6249999999975746,1.6249999999975746,0.4594594594594595,0.44594594594594594,0.0,0,0.0,1063,1.0,0,0.0,1063,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,post_only_clean,reject_throttle_or_drop,coarsened_decision_visible_trigger,clean_only,1,1,21,3,0.14285714285714285,-372.5,22.5,22.5,0.6666666666666666,0.6666666666666666,0.0,0,0.0,21,1.0,0,0.0,21,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,stale_latency_high,clamped,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,3,0,4,0,0.0,,,,,,,0,0.0,4,1.0,0,0.0,4,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,stale_latency_high,guarded_depth_fallback,churn_normal,coarsened_decision_visible_trigger,clean_only,7,0,27,0,0.0,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,coarsened_decision_visible_trigger,clean_only,3,2,10,2,0.2,19.499999999970896,0.5000000000291038,0.5000000000291038,1.0,0.0,0.0,0,0.0,10,1.0,0,0.0,10,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,7,3,68,4,0.058823529411764705,-78.50000000002183,0.49999999999272404,0.49999999999272404,0.25,0.25,0.0,0,0.0,68,1.0,0,0.0,68,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,stale_latency_high,post_only_clean,churn_normal,coarsened_decision_visible_trigger,clean_only,8,2,29,2,0.06896551724137931,6.500000000014552,0.49999999995634425,0.49999999995634425,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,stale_latency_high,post_only_clean,fast_cancel_churn,coarsened_decision_visible_trigger,clean_only,5,0,11,0,0.0,,,,,,,0,0.0,11,1.0,0,0.0,11,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,stale_latency_high,post_only_clean,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,8,6,123,11,0.08943089430894309,-41.38888888892123,0.4999999999854481,0.4999999999854481,0.2727272727272727,0.5454545454545454,0.0,0,0.0,123,1.0,0,0.0,123,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,coarsened_decision_visible_trigger,clean_only,2,0,2,0,0.0,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,coarsened_decision_visible_trigger,clean_only,1,0,2,0,0.0,,,,,,,0,0.0,2,1.0,0,0.0,2,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,2,0,2,0,0.0,,,,,,,0,0.0,2,1.0,0,0.0,2,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_adverse,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,1,0,1,0,0.0,,,,,,,0,0.0,1,1.0,0,0.0,1,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,market_view_usable,clamped,fast_cancel_churn,coarsened_decision_visible_trigger,clean_only,2,0,2,0,0.0,,,,,,,0,0.0,2,1.0,0,0.0,2,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,market_view_usable,clamped,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,5,0,32,0,0.0,,,,,,,0,0.0,32,1.0,0,0.0,32,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,market_view_usable,guarded_depth_fallback,fast_cancel_churn,coarsened_decision_visible_trigger,clean_only,2,0,2,0,0.0,,,,,,,0,0.0,2,1.0,0,0.0,2,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,market_view_usable,guarded_depth_fallback,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,8,2,656,3,0.004573170731707317,-38.50000000005821,12.999999999956344,12.999999999956344,0.6666666666666666,0.3333333333333333,0.0,0,0.0,656,1.0,0,0.0,656,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,coarsened_decision_visible_trigger,clean_only,4,0,14,0,0.0,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,fast_cancel_churn,coarsened_decision_visible_trigger,clean_only,8,1,73,1,0.0136986301369863,-220.5000000000291,38.50000000005821,38.50000000005821,1.0,1.0,0.0,0,0.0,73,1.0,0,0.0,73,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,8,7,2828,35,0.012376237623762377,-24.46666666668413,34.58571428568602,34.58571428568602,0.6571428571428571,0.42857142857142855,0.0,0,0.0,2828,1.0,0,0.0,2828,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,reject_throttle_or_drop,coarsened_decision_visible_trigger,clean_only,1,0,29,0,0.0,,,,,,,0,0.0,29,1.0,0,0.0,29,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,churn_normal,coarsened_decision_visible_trigger,clean_only,1,0,1,0,0.0,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,fast_cancel_churn,coarsened_decision_visible_trigger,clean_only,5,0,14,0,0.0,,,,,,,0,0.0,14,1.0,0,0.0,14,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,4,0,12,0,0.0,,,,,,,0,0.0,12,1.0,0,0.0,12,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,guarded_depth_fallback,churn_normal,coarsened_decision_visible_trigger,clean_only,7,0,117,0,0.0,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,coarsened_decision_visible_trigger,clean_only,8,2,269,2,0.007434944237918215,-28.500000000058208,16.500000000014552,16.500000000014552,1.0,0.0,0.0,0,0.0,269,1.0,0,0.0,269,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,coarsened_decision_visible_trigger,clean_only,8,1,480,1,0.0020833333333333333,,7.500000000145519,7.500000000145519,1.0,0.0,0.0,0,0.0,480,1.0,0,0.0,480,1.0,reject_quality_negative,bucket overlaps hard reject/throttle/churn risk under stage9k_original_hard_gate
