cluster_id,capture_id,research_date,bucket_30s,start_ts_ns,end_ts_ns,member_count
2026-08-03_f1ce2c62420e:59523819,2026-08-03_f1ce2c62420e,2026-08-03,59523819,1785714571760000000,1785714599500000000,39
2026-08-03_f1ce2c62420e:59523820,2026-08-03_f1ce2c62420e,2026-08-03,59523820,1785714601500000000,1785714629760000000,90
2026-08-03_f1ce2c62420e:59523821,2026-08-03_f1ce2c62420e,2026-08-03,59523821,1785714630000000000,1785714659500000000,55
2026-08-03_f1ce2c62420e:59523822,2026-08-03_f1ce2c62420e,2026-08-03,59523822,1785714660260000000,1785714689000000000,49
2026-08-03_f1ce2c62420e:59523823,2026-08-03_f1ce2c62420e,2026-08-03,59523823,1785714690500000000,1785714719760000000,45
2026-08-03_f1ce2c62420e:59523824,2026-08-03_f1ce2c62420e,2026-08-03,59523824,1785714720260000000,1785714749760000000,77
2026-08-03_f1ce2c62420e:59523825,2026-08-03_f1ce2c62420e,2026-08-03,59523825,1785714750000000000,1785714778760000000,50
2026-08-03_f1ce2c62420e:59523826,2026-08-03_f1ce2c62420e,2026-08-03,59523826,1785714780000000000,1785714809260000000,46
2026-08-03_f1ce2c62420e:59523827,2026-08-03_f1ce2c62420e,2026-08-03,59523827,1785714810500000000,1785714839500000000,29
2026-08-03_f1ce2c62420e:59523828,2026-08-03_f1ce2c62420e,2026-08-03,59523828,1785714845260000000,1785714867760000000,18
2026-08-03_f1ce2c62420e:59523829,2026-08-03_f1ce2c62420e,2026-08-03,59523829,1785714870760000000,1785714899500000000,24
2026-08-03_f1ce2c62420e:59523830,2026-08-03_f1ce2c62420e,2026-08-03,59523830,1785714900260000000,1785714929760000000,48
2026-08-03_f1ce2c62420e:59523831,2026-08-03_f1ce2c62420e,2026-08-03,59523831,1785714930000000000,1785714959500000000,27
2026-08-03_f1ce2c62420e:59523832,2026-08-03_f1ce2c62420e,2026-08-03,59523832,1785714963000000000,1785714989760000000,68
2026-08-03_f1ce2c62420e:59523833,2026-08-03_f1ce2c62420e,2026-08-03,59523833,1785714990500000000,1785715016760000000,30
2026-08-03_f1ce2c62420e:59523834,2026-08-03_f1ce2c62420e,2026-08-03,59523834,1785715020000000000,1785715044000000000,36
2026-08-03_f1ce2c62420e:59523835,2026-08-03_f1ce2c62420e,2026-08-03,59523835,1785715050760000000,1785715079500000000,22
2026-08-03_f1ce2c62420e:59523836,2026-08-03_f1ce2c62420e,2026-08-03,59523836,1785715080000000000,1785715103260000000,30
2026-08-03_f1ce2c62420e:59523837,2026-08-03_f1ce2c62420e,2026-08-03,59523837,1785715111500000000,1785715137760000000,27
2026-08-03_f1ce2c62420e:59523838,2026-08-03_f1ce2c62420e,2026-08-03,59523838,1785715140260000000,1785715167260000000,53
2026-08-03_f1ce2c62420e:59523839,2026-08-03_f1ce2c62420e,2026-08-03,59523839,1785715171000000000,1785715199000000000,47
2026-08-03_f1ce2c62420e:59523840,2026-08-03_f1ce2c62420e,2026-08-03,59523840,1785715200260000000,1785715229760000000,119
2026-08-03_f1ce2c62420e:59523841,2026-08-03_f1ce2c62420e,2026-08-03,59523841,1785715230000000000,1785715259760000000,120
2026-08-03_f1ce2c62420e:59523842,2026-08-03_f1ce2c62420e,2026-08-03,59523842,1785715260000000000,1785715289760000000,120
2026-08-03_f1ce2c62420e:59523843,2026-08-03_f1ce2c62420e,2026-08-03,59523843,1785715290000000000,1785715319760000000,119
2026-08-03_f1ce2c62420e:59523844,2026-08-03_f1ce2c62420e,2026-08-03,59523844,1785715320000000000,1785715349760000000,120
2026-08-03_f1ce2c62420e:59523845,2026-08-03_f1ce2c62420e,2026-08-03,59523845,1785715350000000000,1785715379760000000,119
2026-08-03_f1ce2c62420e:59523846,2026-08-03_f1ce2c62420e,2026-08-03,59523846,1785715380000000000,1785715390760000000,44
2026-08-04_a6a45be8a495:59526837,2026-08-04_a6a45be8a495,2026-08-04,59526837,1785805124760000000,1785805139760000000,58
2026-08-04_a6a45be8a495:59526838,2026-08-04_a6a45be8a495,2026-08-04,59526838,1785805140000000000,1785805169760000000,102
2026-08-04_a6a45be8a495:59526839,2026-08-04_a6a45be8a495,2026-08-04,59526839,1785805170000000000,1785805199500000000,110
2026-08-04_a6a45be8a495:59526840,2026-08-04_a6a45be8a495,2026-08-04,59526840,1785805200000000000,1785805229760000000,112
2026-08-04_a6a45be8a495:59526841,2026-08-04_a6a45be8a495,2026-08-04,59526841,1785805230500000000,1785805259760000000,113
2026-08-04_a6a45be8a495:59526842,2026-08-04_a6a45be8a495,2026-08-04,59526842,1785805260000000000,1785805289760000000,110
2026-08-04_a6a45be8a495:59526843,2026-08-04_a6a45be8a495,2026-08-04,59526843,1785805290000000000,1785805319760000000,104
2026-08-04_a6a45be8a495:59526844,2026-08-04_a6a45be8a495,2026-08-04,59526844,1785805320000000000,1785805349760000000,109
2026-08-04_a6a45be8a495:59526845,2026-08-04_a6a45be8a495,2026-08-04,59526845,1785805350000000000,1785805379760000000,107
2026-08-04_a6a45be8a495:59526846,2026-08-04_a6a45be8a495,2026-08-04,59526846,1785805380000000000,1785805409760000000,99
2026-08-04_a6a45be8a495:59526847,2026-08-04_a6a45be8a495,2026-08-04,59526847,1785805410000000000,1785805439760000000,96
2026-08-04_a6a45be8a495:59526848,2026-08-04_a6a45be8a495,2026-08-04,59526848,1785805440000000000,1785805469760000000,111
2026-08-04_a6a45be8a495:59526849,2026-08-04_a6a45be8a495,2026-08-04,59526849,1785805470000000000,1785805499760000000,111
2026-08-04_a6a45be8a495:59526850,2026-08-04_a6a45be8a495,2026-08-04,59526850,1785805500000000000,1785805529760000000,113
2026-08-04_a6a45be8a495:59526851,2026-08-04_a6a45be8a495,2026-08-04,59526851,1785805530000000000,1785805559760000000,113
2026-08-04_a6a45be8a495:59526852,2026-08-04_a6a45be8a495,2026-08-04,59526852,1785805560000000000,1785805589760000000,103
2026-08-04_a6a45be8a495:59526853,2026-08-04_a6a45be8a495,2026-08-04,59526853,1785805590000000000,1785805619500000000,90
2026-08-04_a6a45be8a495:59526854,2026-08-04_a6a45be8a495,2026-08-04,59526854,1785805620260000000,1785805649500000000,88
2026-08-04_a6a45be8a495:59526855,2026-08-04_a6a45be8a495,2026-08-04,59526855,1785805650000000000,1785805679760000000,102
2026-08-04_a6a45be8a495:59526856,2026-08-04_a6a45be8a495,2026-08-04,59526856,1785805680000000000,1785805709760000000,98
2026-08-04_a6a45be8a495:59526857,2026-08-04_a6a45be8a495,2026-08-04,59526857,1785805710000000000,1785805739760000000,96
2026-08-04_a6a45be8a495:59526858,2026-08-04_a6a45be8a495,2026-08-04,59526858,1785805740500000000,1785805769760000000,101
2026-08-04_a6a45be8a495:59526859,2026-08-04_a6a45be8a495,2026-08-04,59526859,1785805770760000000,1785805799760000000,106
2026-08-04_a6a45be8a495:59526860,2026-08-04_a6a45be8a495,2026-08-04,59526860,1785805800000000000,1785805829760000000,111
2026-08-04_a6a45be8a495:59526861,2026-08-04_a6a45be8a495,2026-08-04,59526861,1785805830000000000,1785805859760000000,102
2026-08-04_a6a45be8a495:59526862,2026-08-04_a6a45be8a495,2026-08-04,59526862,1785805860000000000,1785805889500000000,92
2026-08-04_a6a45be8a495:59526863,2026-08-04_a6a45be8a495,2026-08-04,59526863,1785805891260000000,1785805919760000000,95
2026-08-04_a6a45be8a495:59526864,2026-08-04_a6a45be8a495,2026-08-04,59526864,1785805920000000000,1785805949500000000,86
2026-08-04_a6a45be8a495:59526865,2026-08-04_a6a45be8a495,2026-08-04,59526865,1785805950260000000,1785805979500000000,83
2026-08-04_a6a45be8a495:59526866,2026-08-04_a6a45be8a495,2026-08-04,59526866,1785805980000000000,1785806009760000000,88
2026-08-04_a6a45be8a495:59526867,2026-08-04_a6a45be8a495,2026-08-04,59526867,1785806010000000000,1785806039760000000,91
2026-08-04_a6a45be8a495:59526868,2026-08-04_a6a45be8a495,2026-08-04,59526868,1785806040000000000,1785806069760000000,85
2026-08-04_a6a45be8a495:59526869,2026-08-04_a6a45be8a495,2026-08-04,59526869,1785806070760000000,1785806099260000000,74
2026-08-04_a6a45be8a495:59526870,2026-08-04_a6a45be8a495,2026-08-04,59526870,1785806100500000000,1785806129760000000,90
2026-08-04_a6a45be8a495:59526871,2026-08-04_a6a45be8a495,2026-08-04,59526871,1785806130760000000,1785806159760000000,99
2026-08-04_a6a45be8a495:59526872,2026-08-04_a6a45be8a495,2026-08-04,59526872,1785806160000000000,1785806189760000000,105
2026-08-04_a6a45be8a495:59526873,2026-08-04_a6a45be8a495,2026-08-04,59526873,1785806190000000000,1785806219760000000,99
2026-08-04_a6a45be8a495:59526874,2026-08-04_a6a45be8a495,2026-08-04,59526874,1785806220260000000,1785806249760000000,81
2026-08-04_a6a45be8a495:59526875,2026-08-04_a6a45be8a495,2026-08-04,59526875,1785806250000000000,1785806279760000000,74
2026-08-04_a6a45be8a495:59526876,2026-08-04_a6a45be8a495,2026-08-04,59526876,1785806280760000000,1785806309760000000,77
2026-08-04_a6a45be8a495:59526877,2026-08-04_a6a45be8a495,2026-08-04,59526877,1785806310000000000,1785806338000000000,93
2026-08-04_a6a45be8a495:59526878,2026-08-04_a6a45be8a495,2026-08-04,59526878,1785806340500000000,1785806369760000000,72
2026-08-04_a6a45be8a495:59526879,2026-08-04_a6a45be8a495,2026-08-04,59526879,1785806370000000000,1785806399760000000,101
2026-08-04_a6a45be8a495:59526880,2026-08-04_a6a45be8a495,2026-08-04,59526880,1785806400260000000,1785806429760000000,107
2026-08-04_a6a45be8a495:59526881,2026-08-04_a6a45be8a495,2026-08-04,59526881,1785806430000000000,1785806459760000000,81
2026-08-04_a6a45be8a495:59526882,2026-08-04_a6a45be8a495,2026-08-04,59526882,1785806460000000000,1785806489760000000,99
2026-08-04_a6a45be8a495:59526883,2026-08-04_a6a45be8a495,2026-08-04,59526883,1785806490500000000,1785806519760000000,84
2026-08-04_a6a45be8a495:59526884,2026-08-04_a6a45be8a495,2026-08-04,59526884,1785806520500000000,1785806549760000000,77
2026-08-04_a6a45be8a495:59526885,2026-08-04_a6a45be8a495,2026-08-04,59526885,1785806550000000000,1785806579760000000,61
2026-08-04_a6a45be8a495:59526886,2026-08-04_a6a45be8a495,2026-08-04,59526886,1785806581000000000,1785806609760000000,57
2026-08-04_a6a45be8a495:59526887,2026-08-04_a6a45be8a495,2026-08-04,59526887,1785806610000000000,1785806639760000000,69
2026-08-04_a6a45be8a495:59526888,2026-08-04_a6a45be8a495,2026-08-04,59526888,1785806640000000000,1785806669760000000,92
2026-08-04_a6a45be8a495:59526889,2026-08-04_a6a45be8a495,2026-08-04,59526889,1785806670500000000,1785806699760000000,79
2026-08-04_a6a45be8a495:59526890,2026-08-04_a6a45be8a495,2026-08-04,59526890,1785806700000000000,1785806729760000000,77
2026-08-04_a6a45be8a495:59526891,2026-08-04_a6a45be8a495,2026-08-04,59526891,1785806731500000000,1785806759760000000,84
2026-08-04_a6a45be8a495:59526892,2026-08-04_a6a45be8a495,2026-08-04,59526892,1785806760000000000,1785806789500000000,65
2026-08-04_a6a45be8a495:59526893,2026-08-04_a6a45be8a495,2026-08-04,59526893,1785806790500000000,1785806817500000000,73
2026-08-04_a6a45be8a495:59526894,2026-08-04_a6a45be8a495,2026-08-04,59526894,1785806820760000000,1785806849760000000,62
2026-08-04_a6a45be8a495:59526895,2026-08-04_a6a45be8a495,2026-08-04,59526895,1785806850000000000,1785806879760000000,57
2026-08-04_a6a45be8a495:59526896,2026-08-04_a6a45be8a495,2026-08-04,59526896,1785806880000000000,1785806909260000000,68
2026-08-04_a6a45be8a495:59526897,2026-08-04_a6a45be8a495,2026-08-04,59526897,1785806910000000000,1785806939760000000,80
2026-08-04_a6a45be8a495:59526898,2026-08-04_a6a45be8a495,2026-08-04,59526898,1785806940000000000,1785806969760000000,89
2026-08-04_a6a45be8a495:59526899,2026-08-04_a6a45be8a495,2026-08-04,59526899,1785806970000000000,1785806999760000000,86
2026-08-04_a6a45be8a495:59526900,2026-08-04_a6a45be8a495,2026-08-04,59526900,1785807000000000000,1785807029500000000,91
2026-08-04_a6a45be8a495:59526901,2026-08-04_a6a45be8a495,2026-08-04,59526901,1785807030000000000,1785807059760000000,100
2026-08-04_a6a45be8a495:59526902,2026-08-04_a6a45be8a495,2026-08-04,59526902,1785807060000000000,1785807089760000000,102
2026-08-04_a6a45be8a495:59526903,2026-08-04_a6a45be8a495,2026-08-04,59526903,1785807090000000000,1785807119760000000,109
2026-08-04_a6a45be8a495:59526904,2026-08-04_a6a45be8a495,2026-08-04,59526904,1785807120000000000,1785807149760000000,92
2026-08-04_a6a45be8a495:59526905,2026-08-04_a6a45be8a495,2026-08-04,59526905,1785807150000000000,1785807179760000000,106
2026-08-04_a6a45be8a495:59526906,2026-08-04_a6a45be8a495,2026-08-04,59526906,1785807180000000000,1785807209760000000,104
2026-08-04_a6a45be8a495:59526907,2026-08-04_a6a45be8a495,2026-08-04,59526907,1785807210000000000,1785807239760000000,81
2026-08-04_a6a45be8a495:59526908,2026-08-04_a6a45be8a495,2026-08-04,59526908,1785807240500000000,1785807269260000000,86
2026-08-04_a6a45be8a495:59526909,2026-08-04_a6a45be8a495,2026-08-04,59526909,1785807270000000000,1785807299760000000,75
2026-08-04_a6a45be8a495:59526910,2026-08-04_a6a45be8a495,2026-08-04,59526910,1785807300000000000,1785807328260000000,87
2026-08-04_a6a45be8a495:59526911,2026-08-04_a6a45be8a495,2026-08-04,59526911,1785807330000000000,1785807359000000000,67
2026-08-04_a6a45be8a495:59526912,2026-08-04_a6a45be8a495,2026-08-04,59526912,1785807360260000000,1785807389760000000,68
2026-08-04_a6a45be8a495:59526913,2026-08-04_a6a45be8a495,2026-08-04,59526913,1785807390000000000,1785807419260000000,71
2026-08-04_a6a45be8a495:59526914,2026-08-04_a6a45be8a495,2026-08-04,59526914,1785807420500000000,1785807448500000000,81
2026-08-04_a6a45be8a495:59526915,2026-08-04_a6a45be8a495,2026-08-04,59526915,1785807450000000000,1785807479260000000,91
2026-08-04_a6a45be8a495:59526916,2026-08-04_a6a45be8a495,2026-08-04,59526916,1785807480260000000,1785807509500000000,85
2026-08-04_a6a45be8a495:59526917,2026-08-04_a6a45be8a495,2026-08-04,59526917,1785807510000000000,1785807539760000000,84
2026-08-04_a6a45be8a495:59526918,2026-08-04_a6a45be8a495,2026-08-04,59526918,1785807540500000000,1785807569760000000,84
2026-08-04_a6a45be8a495:59526919,2026-08-04_a6a45be8a495,2026-08-04,59526919,1785807570000000000,1785807599760000000,82
2026-08-04_a6a45be8a495:59526920,2026-08-04_a6a45be8a495,2026-08-04,59526920,1785807600000000000,1785807629500000000,87
2026-08-04_a6a45be8a495:59526921,2026-08-04_a6a45be8a495,2026-08-04,59526921,1785807630000000000,1785807659760000000,98
2026-08-04_a6a45be8a495:59526922,2026-08-04_a6a45be8a495,2026-08-04,59526922,1785807660000000000,1785807689760000000,94
2026-08-04_a6a45be8a495:59526923,2026-08-04_a6a45be8a495,2026-08-04,59526923,1785807690000000000,1785807719760000000,108
2026-08-04_a6a45be8a495:59526924,2026-08-04_a6a45be8a495,2026-08-04,59526924,1785807720000000000,1785807749760000000,98
2026-08-04_a6a45be8a495:59526925,2026-08-04_a6a45be8a495,2026-08-04,59526925,1785807750260000000,1785807779760000000,80
2026-08-04_a6a45be8a495:59526926,2026-08-04_a6a45be8a495,2026-08-04,59526926,1785807780000000000,1785807809260000000,81
2026-08-04_a6a45be8a495:59526927,2026-08-04_a6a45be8a495,2026-08-04,59526927,1785807810260000000,1785807839000000000,68
2026-08-04_a6a45be8a495:59526928,2026-08-04_a6a45be8a495,2026-08-04,59526928,1785807841000000000,1785807869760000000,87
2026-08-04_a6a45be8a495:59526929,2026-08-04_a6a45be8a495,2026-08-04,59526929,1785807870000000000,1785807899500000000,94
2026-08-04_a6a45be8a495:59526930,2026-08-04_a6a45be8a495,2026-08-04,59526930,1785807900760000000,1785807929760000000,97
2026-08-04_a6a45be8a495:59526931,2026-08-04_a6a45be8a495,2026-08-04,59526931,1785807930000000000,1785807959760000000,90
2026-08-04_a6a45be8a495:59526932,2026-08-04_a6a45be8a495,2026-08-04,59526932,1785807960500000000,1785807989760000000,69
2026-08-04_a6a45be8a495:59526933,2026-08-04_a6a45be8a495,2026-08-04,59526933,1785807990000000000,1785808019500000000,55
2026-08-04_a6a45be8a495:59526934,2026-08-04_a6a45be8a495,2026-08-04,59526934,1785808020000000000,1785808049760000000,79
2026-08-04_a6a45be8a495:59526935,2026-08-04_a6a45be8a495,2026-08-04,59526935,1785808050500000000,1785808079500000000,65
2026-08-04_a6a45be8a495:59526936,2026-08-04_a6a45be8a495,2026-08-04,59526936,1785808080260000000,1785808109760000000,69
2026-08-04_a6a45be8a495:59526937,2026-08-04_a6a45be8a495,2026-08-04,59526937,1785808110000000000,1785808139760000000,74
2026-08-04_a6a45be8a495:59526938,2026-08-04_a6a45be8a495,2026-08-04,59526938,1785808140000000000,1785808169760000000,72
2026-08-04_a6a45be8a495:59526939,2026-08-04_a6a45be8a495,2026-08-04,59526939,1785808170260000000,1785808199760000000,94
2026-08-04_a6a45be8a495:59526940,2026-08-04_a6a45be8a495,2026-08-04,59526940,1785808200000000000,1785808229760000000,88
2026-08-04_a6a45be8a495:59526941,2026-08-04_a6a45be8a495,2026-08-04,59526941,1785808230000000000,1785808259260000000,94
2026-08-04_a6a45be8a495:59526942,2026-08-04_a6a45be8a495,2026-08-04,59526942,1785808260000000000,1785808289500000000,85
2026-08-04_a6a45be8a495:59526943,2026-08-04_a6a45be8a495,2026-08-04,59526943,1785808291260000000,1785808319500000000,74
2026-08-04_a6a45be8a495:59526944,2026-08-04_a6a45be8a495,2026-08-04,59526944,1785808320000000000,1785808349760000000,85
2026-08-04_a6a45be8a495:59526945,2026-08-04_a6a45be8a495,2026-08-04,59526945,1785808350000000000,1785808379760000000,92
2026-08-04_a6a45be8a495:59526946,2026-08-04_a6a45be8a495,2026-08-04,59526946,1785808380000000000,1785808408760000000,90
2026-08-04_a6a45be8a495:59526947,2026-08-04_a6a45be8a495,2026-08-04,59526947,1785808410000000000,1785808438760000000,92
2026-08-04_a6a45be8a495:59526948,2026-08-04_a6a45be8a495,2026-08-04,59526948,1785808440000000000,1785808469760000000,77
2026-08-04_a6a45be8a495:59526949,2026-08-04_a6a45be8a495,2026-08-04,59526949,1785808470000000000,1785808499500000000,76
2026-08-04_a6a45be8a495:59526950,2026-08-04_a6a45be8a495,2026-08-04,59526950,1785808500760000000,1785808529760000000,72
2026-08-04_a6a45be8a495:59526951,2026-08-04_a6a45be8a495,2026-08-04,59526951,1785808530000000000,1785808559760000000,86
2026-08-04_a6a45be8a495:59526952,2026-08-04_a6a45be8a495,2026-08-04,59526952,1785808560000000000,1785808589500000000,96
2026-08-04_a6a45be8a495:59526953,2026-08-04_a6a45be8a495,2026-08-04,59526953,1785808590000000000,1785808619760000000,107
2026-08-04_a6a45be8a495:59526954,2026-08-04_a6a45be8a495,2026-08-04,59526954,1785808620000000000,1785808649760000000,101
2026-08-04_a6a45be8a495:59526955,2026-08-04_a6a45be8a495,2026-08-04,59526955,1785808650000000000,1785808679760000000,104
2026-08-04_a6a45be8a495:59526956,2026-08-04_a6a45be8a495,2026-08-04,59526956,1785808680000000000,1785808709760000000,85
2026-08-04_a6a45be8a495:59526957,2026-08-04_a6a45be8a495,2026-08-04,59526957,1785808710500000000,1785808739000000000,82
2026-08-04_a6a45be8a495:59526958,2026-08-04_a6a45be8a495,2026-08-04,59526958,1785808740000000000,1785808769760000000,96
2026-08-04_a6a45be8a495:59526959,2026-08-04_a6a45be8a495,2026-08-04,59526959,1785808770000000000,1785808799760000000,86
2026-08-04_a6a45be8a495:59526960,2026-08-04_a6a45be8a495,2026-08-04,59526960,1785808800000000000,1785808829760000000,116
2026-08-04_a6a45be8a495:59526961,2026-08-04_a6a45be8a495,2026-08-04,59526961,1785808830000000000,1785808859760000000,85
2026-08-04_a6a45be8a495:59526962,2026-08-04_a6a45be8a495,2026-08-04,59526962,1785808860000000000,1785808889000000000,88
2026-08-04_a6a45be8a495:59526963,2026-08-04_a6a45be8a495,2026-08-04,59526963,1785808890000000000,1785808919760000000,82
2026-08-04_a6a45be8a495:59526964,2026-08-04_a6a45be8a495,2026-08-04,59526964,1785808920000000000,1785808949760000000,94
2026-08-04_a6a45be8a495:59526965,2026-08-04_a6a45be8a495,2026-08-04,59526965,1785808950000000000,1785808979760000000,98
2026-08-04_a6a45be8a495:59526966,2026-08-04_a6a45be8a495,2026-08-04,59526966,1785808980000000000,1785809009760000000,96
2026-08-04_a6a45be8a495:59526967,2026-08-04_a6a45be8a495,2026-08-04,59526967,1785809010000000000,1785809039760000000,61
2026-08-04_a6a45be8a495:59526968,2026-08-04_a6a45be8a495,2026-08-04,59526968,1785809040260000000,1785809069260000000,90
2026-08-04_a6a45be8a495:59526969,2026-08-04_a6a45be8a495,2026-08-04,59526969,1785809070000000000,1785809098760000000,79
2026-08-04_a6a45be8a495:59526970,2026-08-04_a6a45be8a495,2026-08-04,59526970,1785809100260000000,1785809129760000000,103
2026-08-04_a6a45be8a495:59526971,2026-08-04_a6a45be8a495,2026-08-04,59526971,1785809130000000000,1785809159760000000,98
2026-08-04_a6a45be8a495:59526972,2026-08-04_a6a45be8a495,2026-08-04,59526972,1785809160000000000,1785809189760000000,92
2026-08-04_a6a45be8a495:59526973,2026-08-04_a6a45be8a495,2026-08-04,59526973,1785809190260000000,1785809219760000000,96
2026-08-04_a6a45be8a495:59526974,2026-08-04_a6a45be8a495,2026-08-04,59526974,1785809220000000000,1785809249500000000,90
2026-08-04_a6a45be8a495:59526975,2026-08-04_a6a45be8a495,2026-08-04,59526975,1785809250000000000,1785809279500000000,90
2026-08-04_a6a45be8a495:59526976,2026-08-04_a6a45be8a495,2026-08-04,59526976,1785809280260000000,1785809309500000000,69
2026-08-04_a6a45be8a495:59526977,2026-08-04_a6a45be8a495,2026-08-04,59526977,1785809310000000000,1785809337500000000,83
2026-08-04_a6a45be8a495:59526978,2026-08-04_a6a45be8a495,2026-08-04,59526978,1785809342000000000,1785809369760000000,71
2026-08-04_a6a45be8a495:59526979,2026-08-04_a6a45be8a495,2026-08-04,59526979,1785809370500000000,1785809399760000000,73
2026-08-04_a6a45be8a495:59526980,2026-08-04_a6a45be8a495,2026-08-04,59526980,1785809400000000000,1785809429760000000,100
2026-08-04_a6a45be8a495:59526981,2026-08-04_a6a45be8a495,2026-08-04,59526981,1785809430000000000,1785809459760000000,88
2026-08-04_a6a45be8a495:59526982,2026-08-04_a6a45be8a495,2026-08-04,59526982,1785809460000000000,1785809489760000000,72
2026-08-04_a6a45be8a495:59526983,2026-08-04_a6a45be8a495,2026-08-04,59526983,1785809490000000000,1785809518500000000,70
2026-08-04_a6a45be8a495:59526984,2026-08-04_a6a45be8a495,2026-08-04,59526984,1785809520000000000,1785809549760000000,49
2026-08-04_a6a45be8a495:59526985,2026-08-04_a6a45be8a495,2026-08-04,59526985,1785809550500000000,1785809579760000000,60
2026-08-04_a6a45be8a495:59526986,2026-08-04_a6a45be8a495,2026-08-04,59526986,1785809580000000000,1785809609760000000,74
2026-08-04_a6a45be8a495:59526987,2026-08-04_a6a45be8a495,2026-08-04,59526987,1785809610000000000,1785809639500000000,79
2026-08-04_a6a45be8a495:59526988,2026-08-04_a6a45be8a495,2026-08-04,59526988,1785809640000000000,1785809668000000000,54
2026-08-04_a6a45be8a495:59526989,2026-08-04_a6a45be8a495,2026-08-04,59526989,1785809670500000000,1785809699760000000,77
2026-08-04_a6a45be8a495:59526990,2026-08-04_a6a45be8a495,2026-08-04,59526990,1785809700000000000,1785809729500000000,100
2026-08-04_a6a45be8a495:59526991,2026-08-04_a6a45be8a495,2026-08-04,59526991,1785809730000000000,1785809759760000000,72
2026-08-04_a6a45be8a495:59526992,2026-08-04_a6a45be8a495,2026-08-04,59526992,1785809760260000000,1785809789760000000,82
2026-08-04_a6a45be8a495:59526993,2026-08-04_a6a45be8a495,2026-08-04,59526993,1785809790260000000,1785809819760000000,75
2026-08-04_a6a45be8a495:59526994,2026-08-04_a6a45be8a495,2026-08-04,59526994,1785809820000000000,1785809849760000000,95
2026-08-04_a6a45be8a495:59526995,2026-08-04_a6a45be8a495,2026-08-04,59526995,1785809850000000000,1785809877000000000,71
2026-08-04_a6a45be8a495:59526996,2026-08-04_a6a45be8a495,2026-08-04,59526996,1785809880260000000,1785809909260000000,84
2026-08-04_a6a45be8a495:59526997,2026-08-04_a6a45be8a495,2026-08-04,59526997,1785809910260000000,1785809939760000000,94
2026-08-04_a6a45be8a495:59526998,2026-08-04_a6a45be8a495,2026-08-04,59526998,1785809940000000000,1785809967500000000,64
2026-08-04_a6a45be8a495:59526999,2026-08-04_a6a45be8a495,2026-08-04,59526999,1785809970260000000,1785809999260000000,75
2026-08-04_a6a45be8a495:59527000,2026-08-04_a6a45be8a495,2026-08-04,59527000,1785810000500000000,1785810029760000000,87
2026-08-04_a6a45be8a495:59527001,2026-08-04_a6a45be8a495,2026-08-04,59527001,1785810030500000000,1785810059760000000,83
2026-08-04_a6a45be8a495:59527002,2026-08-04_a6a45be8a495,2026-08-04,59527002,1785810060000000000,1785810089260000000,75
2026-08-04_a6a45be8a495:59527003,2026-08-04_a6a45be8a495,2026-08-04,59527003,1785810091000000000,1785810119760000000,91
2026-08-04_a6a45be8a495:59527004,2026-08-04_a6a45be8a495,2026-08-04,59527004,1785810120000000000,1785810148260000000,85
2026-08-04_a6a45be8a495:59527005,2026-08-04_a6a45be8a495,2026-08-04,59527005,1785810150260000000,1785810179760000000,71
2026-08-04_a6a45be8a495:59527006,2026-08-04_a6a45be8a495,2026-08-04,59527006,1785810180000000000,1785810209760000000,75
2026-08-04_a6a45be8a495:59527007,2026-08-04_a6a45be8a495,2026-08-04,59527007,1785810211260000000,1785810239760000000,65
2026-08-04_a6a45be8a495:59527008,2026-08-04_a6a45be8a495,2026-08-04,59527008,1785810240000000000,1785810269760000000,62
2026-08-04_a6a45be8a495:59527009,2026-08-04_a6a45be8a495,2026-08-04,59527009,1785810270000000000,1785810299760000000,62
2026-08-04_a6a45be8a495:59527010,2026-08-04_a6a45be8a495,2026-08-04,59527010,1785810300000000000,1785810329500000000,89
2026-08-04_a6a45be8a495:59527011,2026-08-04_a6a45be8a495,2026-08-04,59527011,1785810330000000000,1785810359000000000,69
2026-08-04_a6a45be8a495:59527012,2026-08-04_a6a45be8a495,2026-08-04,59527012,1785810360260000000,1785810389500000000,75
2026-08-04_a6a45be8a495:59527013,2026-08-04_a6a45be8a495,2026-08-04,59527013,1785810390760000000,1785810419760000000,61
2026-08-04_a6a45be8a495:59527014,2026-08-04_a6a45be8a495,2026-08-04,59527014,1785810420260000000,1785810449500000000,80
2026-08-04_a6a45be8a495:59527015,2026-08-04_a6a45be8a495,2026-08-04,59527015,1785810450260000000,1785810479760000000,51
2026-08-04_a6a45be8a495:59527016,2026-08-04_a6a45be8a495,2026-08-04,59527016,1785810480000000000,1785810507260000000,44
2026-08-04_a6a45be8a495:59527017,2026-08-04_a6a45be8a495,2026-08-04,59527017,1785810510260000000,1785810539760000000,61
2026-08-04_a6a45be8a495:59527018,2026-08-04_a6a45be8a495,2026-08-04,59527018,1785810540000000000,1785810569760000000,87
2026-08-04_a6a45be8a495:59527019,2026-08-04_a6a45be8a495,2026-08-04,59527019,1785810570000000000,1785810599760000000,69
2026-08-04_a6a45be8a495:59527020,2026-08-04_a6a45be8a495,2026-08-04,59527020,1785810600000000000,1785810629760000000,86
2026-08-04_a6a45be8a495:59527021,2026-08-04_a6a45be8a495,2026-08-04,59527021,1785810630000000000,1785810659760000000,83
