event_index,event_kind,event_time_ms,current_bid_px,current_ask_px,candidate_status,candidate_reason,candidate_bounded,candidate_half_spread_ticks,fixed_half_spread_ticks,authoritative_half_spread_ticks,dynamic_overlay_changed,fixed_bid_px,fixed_ask_px,dynamic_bid_px,dynamic_ask_px,final_quote_behavior_changed,strict_gate_status,strict_gate_allowed,strict_gate_reason,order_endpoint_called,inference_scope
200,book,1784713707287,65873.0,65874.0,pass,,True,1.00701704,0.5,1.00701704,True,65873.0,65874.0,65872.0,65875.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
201,book,1784713707810,65873.0,65874.0,pass,,True,1.00950828,0.5,1.00950828,True,65873.0,65874.0,65872.0,65875.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
202,trade,1784713707810,65873.0,65874.0,pass,,True,0.92281103,0.5,0.92281103,True,65873.0,65874.0,65872.0,65875.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
203,book,1784713708346,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
204,book,1784713708882,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
205,trade,1784713709015,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
206,trade,1784713709097,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
207,book,1784713709421,65876.0,65877.0,pass,,True,1.00388225,0.5,1.00388225,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
208,book,1784713709967,65876.0,65877.0,pass,,True,1.00310739,0.5,1.00310739,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
209,book,1784713710497,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
210,trade,1784713710974,65876.0,65877.0,pass,,True,1.003996,0.5,1.003996,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
211,trade,1784713710974,65876.0,65877.0,pass,,True,1.003996,0.5,1.003996,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
212,book,1784713711027,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
213,trade,1784713711027,65876.0,65877.0,pass,,True,1.0037713,0.5,1.0037713,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
214,trade,1784713711314,65876.0,65877.0,pass,,True,0.94543796,0.5,0.94543796,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
215,book,1784713711573,65876.0,65877.0,pass,,True,0.94469594,0.5,0.94469594,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
216,trade,1784713711630,65876.0,65877.0,pass,,True,0.98312406,0.5,0.98312406,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
217,trade,1784713711630,65876.0,65877.0,pass,,True,0.94710467,0.5,0.94710467,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
218,book,1784713712112,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
219,trade,1784713712178,65876.0,65877.0,pass,,True,1.00302522,0.5,1.00302522,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
220,trade,1784713712314,65876.0,65877.0,pass,,True,0.86440284,0.5,0.86440284,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
221,book,1784713712634,65876.0,65877.0,pass,,True,0.8643805,0.5,0.8643805,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
222,book,1784713713188,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
223,trade,1784713713572,65876.0,65877.0,pass,,True,1.00298861,0.5,1.00298861,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
224,book,1784713713700,65876.0,65877.0,pass,,True,1.00301028,0.5,1.00301028,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
225,trade,1784713713794,65876.0,65877.0,pass,,True,1.00301028,0.5,1.00301028,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
226,trade,1784713713794,65876.0,65877.0,pass,,True,1.00301028,0.5,1.00301028,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
227,trade,1784713714062,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
228,book,1784713714242,65876.0,65877.0,pass,,True,1.00303179,0.5,1.00303179,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
229,book,1784713714800,65876.0,65877.0,pass,,True,1.0037251,0.5,1.0037251,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
230,trade,1784713715202,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
231,trade,1784713715265,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
232,book,1784713715404,65876.0,65877.0,pass,,True,0.78791184,0.5,0.78791184,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
233,book,1784713715926,65876.0,65877.0,pass,,True,0.78791184,0.5,0.78791184,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
234,trade,1784713716055,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
235,book,1784713716443,65876.0,65877.0,pass,,True,1.00304057,0.5,1.00304057,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
236,book,1784713717020,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
237,trade,1784713717224,65876.0,65877.0,pass,,True,1.00303211,0.5,1.00303211,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
238,trade,1784713717421,65876.0,65877.0,pass,,True,1.00303211,0.5,1.00303211,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
239,book,1784713717534,65876.0,65877.0,pass,,True,1.00305407,0.5,1.00305407,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
240,book,1784713718092,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
241,book,1784713718630,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
242,trade,1784713718630,65876.0,65877.0,pass,,True,1.00361239,0.5,1.00361239,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
243,trade,1784713719032,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
244,book,1784713719231,65876.0,65877.0,pass,,True,1.00361298,0.5,1.00361298,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
245,trade,1784713719631,65876.0,65877.0,pass,,True,1.00361298,0.5,1.00361298,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
246,book,1784713719761,65876.0,65877.0,pass,,True,1.00305495,0.5,1.00305495,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
247,trade,1784713720038,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
248,trade,1784713720038,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
249,trade,1784713720038,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
250,book,1784713720286,65876.0,65877.0,pass,,True,1.00380947,0.5,1.00380947,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
251,trade,1784713720568,65876.0,65877.0,pass,,True,0.98150227,0.5,0.98150227,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
252,book,1784713720867,65876.0,65877.0,pass,,True,0.98069553,0.5,0.98069553,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
253,book,1784713721474,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
254,trade,1784713721668,65876.0,65877.0,pass,,True,1.00303214,0.5,1.00303214,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
255,book,1784713721983,65876.0,65877.0,pass,,True,1.00391631,0.5,1.00391631,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
256,trade,1784713721983,65876.0,65877.0,pass,,True,1.00391631,0.5,1.00391631,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
257,book,1784713722539,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
258,book,1784713723139,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
259,trade,1784713723074,65876.0,65877.0,pass,,True,1.00394934,0.5,1.00394934,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
260,book,1784713723604,65876.0,65877.0,pass,,True,1.00373628,0.5,1.00373628,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
261,trade,1784713723604,65876.0,65877.0,pass,,True,1.00373628,0.5,1.00373628,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
262,trade,1784713724081,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
263,book,1784713724148,65876.0,65877.0,pass,,True,1.00347022,0.5,1.00347022,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
264,book,1784713724686,65876.0,65877.0,pass,,True,1.00347059,0.5,1.00347059,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
265,trade,1784713724686,65876.0,65877.0,pass,,True,0.67804158,0.5,0.67804158,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
266,trade,1784713725088,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
267,trade,1784713725088,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
268,trade,1784713725088,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
269,book,1784713725222,65876.0,65877.0,pass,,True,0.99589587,0.5,0.99589587,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
270,book,1784713725763,65876.0,65877.0,pass,,True,0.99627206,0.5,0.99627206,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
271,book,1784713726287,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
272,trade,1784713726638,65876.0,65877.0,pass,,True,1.00365994,0.5,1.00365994,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
273,book,1784713726915,65876.0,65877.0,pass,,True,1.00385127,0.5,1.00385127,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
274,book,1784713727520,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
275,trade,1784713727716,65876.0,65877.0,pass,,True,1.00355817,0.5,1.00355817,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
276,trade,1784713727851,65876.0,65877.0,pass,,True,1.00355817,0.5,1.00355817,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
277,book,1784713728048,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
278,trade,1784713728048,65876.0,65877.0,pass,,True,1.00299519,0.5,1.00299519,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
279,book,1784713728577,65876.0,65877.0,pass,,True,1.00288788,0.5,1.00288788,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
280,book,1784713729119,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
281,trade,1784713729253,65876.0,65877.0,pass,,True,1.00293903,0.5,1.00293903,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
282,book,1784713729661,65876.0,65877.0,pass,,True,1.00352275,0.5,1.00352275,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
283,trade,1784713729728,65876.0,65877.0,pass,,True,0.84993051,0.5,0.84993051,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
284,trade,1784713730063,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
285,book,1784713730195,65876.0,65877.0,pass,,True,1.00298798,0.5,1.00298798,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
286,book,1784713730733,65876.0,65877.0,pass,,True,1.00300222,0.5,1.00300222,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
287,trade,1784713730935,65876.0,65877.0,pass,,True,1.00300222,0.5,1.00300222,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
288,book,1784713731271,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
289,book,1784713731798,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
290,book,1784713732327,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
291,trade,1784713732745,65876.0,65877.0,pass,,True,1.00298834,0.5,1.00298834,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
292,book,1784713732880,65876.0,65877.0,pass,,True,1.00298822,0.5,1.00298822,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
293,book,1784713733416,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
294,trade,1784713733886,65876.0,65877.0,pass,,True,1.00297549,0.5,1.00297549,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
295,book,1784713733953,65876.0,65877.0,pass,,True,1.00371868,0.5,1.00371868,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
296,trade,1784713734423,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
297,book,1784713734491,65876.0,65877.0,pass,,True,1.00386132,0.5,1.00386132,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
298,book,1784713735029,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
299,book,1784713735633,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
300,trade,1784713735835,65876.0,65877.0,pass,,True,1.00402673,0.5,1.00402673,True,65876.0,65877.0,65875.0,65878.0,True,pass,True,,False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
301,book,1784713736237,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
302,book,1784713736821,65876.0,65877.0,fallback_fixed,missing_latest_market_estimator,True,0.5,0.5,0.5,False,65876.0,65877.0,65876.0,65877.0,False,fail_closed,False,"strict_seeded_dynamic_gate_failed:candidate_status_pass,fallback_to_fixed_false,dynamic_overlay_changed,final_quote_behavior_changed",False,same_sample_production_quote_mechanism_shadow_not_fill_or_economics
