inventory_bucket,side_class,quote_distance_bucket,fair_or_reservation_edge_bucket,latency_stale_bucket,post_only_safety_bucket,reject_throttle_churn_bucket,fill_after_cancel_bucket,bucket_level,scope,sample_count,fill_sample_count,rows,fills,fill_rate,clean_only_fill_mass,side_adjusted_markout_5000ms_mean,spread_capture_ticks_mean,fee_adjusted_spread_capture_ticks_mean,fill_after_cancel_rate,inventory_increasing_fill_rate,inventory_reducing_fill_rate,post_only_risk_rows,post_only_risk_rate,reject_throttle_churn_rows,reject_throttle_churn_rate,verdict,verdict_reason,rejection_reasons
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,5,1,24,1,0.041666666666666664,1,133.4999999999127,17.5,17.5,1.0,0.0,0.0,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold,high_spread_but_too_low_fill
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,6,0,50,0,0.0,0,,,,,,,0,0.0,50,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,7,1,58,1,0.017241379310344827,1,,33.50000000005821,33.50000000005821,1.0,0.0,0.0,0,0.0,58,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,5,0,21,0,0.0,0,,,,,,,0,0.0,21,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,2,0,0.0,0,,,,,,,0,0.0,2,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,2,654,3,0.0045871559633027525,3,-38.50000000005821,12.999999999956344,12.999999999956344,0.6666666666666666,0.3333333333333333,0.0,0,0.0,654,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,5,1,11,1,0.09090909090909091,1,-220.5000000000291,38.50000000005821,38.50000000005821,1.0,1.0,0.0,0,0.0,11,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,6,1806,20,0.01107419712070875,20,-22.382352941195304,31.09999999996944,31.09999999996944,0.7,0.55,0.0,0,0.0,1806,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,14,0,0.0,0,,,,,,,0,0.0,14,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,11,0,0.0,0,,,,,,,0,0.0,11,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,5,0,7,0,0.0,0,,,,,,,0,0.0,7,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,8,463,38,0.08207343412526998,38,-72.15714285713537,-1.5789473684172233,-1.5789473684172233,0.5526315789473685,0.42105263157894735,0.0,0,0.0,463,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,6,0,0.0,0,,,,,,,0,0.0,6,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,1,3,1,0.3333333333333333,1,-291.4999999999418,34.499999999970896,34.499999999970896,1.0,1.0,0.0,0,0.0,3,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,0,19,0,0.0,0,,,,,,,0,0.0,19,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,6,59,9,0.15254237288135594,9,-70.83333333333333,0.49999999999676625,0.49999999999676625,0.0,0.5555555555555556,0.0,0,0.0,59,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,7,0,23,0,0.0,0,,,,,,,0,0.0,23,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,4,143,6,0.04195804195804196,6,-40.24999999997817,0.5000000000048507,0.5000000000048507,0.5,0.16666666666666666,0.0,0,0.0,143,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,2,0,0.0,0,,,,,,,0,0.0,2,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,4,0,15,0,0.0,0,,,,,,,0,0.0,15,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,6,85,9,0.10588235294117647,9,-94.21428571430235,0.49999999998059746,0.49999999998059746,0.5555555555555556,0.4444444444444444,0.0,0,0.0,85,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,3,0,3,0,0.0,0,,,,,,,0,0.0,3,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,5,514,48,0.0933852140077821,48,-136.2948717948688,1.8958333333284827,1.8958333333284827,0.4375,0.5,0.0,0,0.0,514,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_fill_but_poor_markout|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,1,4,1,0.25,1,-209.4999999999709,0.5000000000291038,0.5000000000291038,0.0,0.0,0.0,0,0.0,4,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,4,0,0.0,0,,,,,,,0,0.0,4,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,fresh_low_latency,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,2,0,0.0,0,,,,,,,0,0.0,2,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,2,0,0.0,0,,,,,,,0,0.0,2,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,3,0,0.0,0,,,,,,,0,0.0,3,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,4,0,4,0,0.0,0,,,,,,,0,0.0,4,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,6,0,12,0,0.0,0,,,,,,,0,0.0,12,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_adverse,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_adverse,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,2,0,0.0,0,,,,,,,0,0.0,2,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,clamped,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,6,0,7,0,0.0,0,,,,,,,0,0.0,7,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,5,0,26,0,0.0,0,,,,,,,0,0.0,26,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,clamped,reject_throttle_or_drop,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,3,1,3,1,0.3333333333333333,1,-220.5000000000291,16.50000000008731,16.50000000008731,1.0,0.0,1.0,0,0.0,3,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,6,0,27,0,0.0,0,,,,,,,0,0.0,27,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,3,0,3,0,0.0,0,,,,,,,0,0.0,3,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,4,243,4,0.01646090534979424,4,-79.00000000001455,13.250000000007276,13.250000000007276,1.0,0.0,0.75,0,0.0,243,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,5,2392,30,0.01254180602006689,30,-68.80769230769008,32.357142857144936,32.357142857144936,0.6333333333333333,0.0,0.4666666666666667,0,0.0,2392,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,1,19,2,0.10526315789473684,2,-276.0000000000582,25.999999999985448,25.999999999985448,0.5,0.0,1.0,0,0.0,19,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,1,5,1,0.2,1,223.4999999999127,40.500000000029104,40.500000000029104,1.0,0.0,0.0,0,0.0,5,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,7,3,165,3,0.01818181818181818,3,,17.166666666647263,17.166666666647263,0.6666666666666666,0.0,0.3333333333333333,0,0.0,0,0.0,needs_more_clean_fills,clean fill mass or sample coverage is below threshold,high_spread_but_too_low_fill
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,1,485,2,0.004123711340206186,2,,14.500000000043656,14.500000000043656,1.0,0.0,1.0,0,0.0,485,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,6,864,10,0.011574074074074073,10,-74.64285714285714,30.16666666664403,30.16666666664403,0.6,0.0,0.3,0,0.0,864,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,1,430,3,0.0069767441860465115,3,-77.99999999995634,36.16666666668607,36.16666666668607,1.0,0.0,0.3333333333333333,0,0.0,430,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,4,844,7,0.008293838862559242,7,-111.16666666671033,30.21428571425661,30.21428571425661,0.5714285714285714,0.0,0.2857142857142857,0,0.0,844,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,7,1,87,1,0.011494252873563218,1,-152.5,28.49999999991269,28.49999999991269,1.0,0.0,1.0,0,0.0,87,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,1,97,1,0.010309278350515464,1,,17.5,17.5,0.0,0.0,0.0,0,0.0,97,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,7,1,38,1,0.02631578947368421,1,609.4999999999709,80.5000000000291,80.5000000000291,1.0,0.0,1.0,0,0.0,38,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,6,1362,14,0.010279001468428781,14,-50.50000000001455,39.38461538461315,39.38461538461315,0.6428571428571429,0.0,0.42857142857142855,0,0.0,1362,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_spread_but_too_low_fill|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,reject_throttle_or_drop,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,0,27,0,0.0,0,,,,,,,0,0.0,27,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,7,2948,43,0.014586160108548168,43,-52.27500000000873,29.767441860471884,29.767441860471884,0.7441860465116279,0.0,0.4883720930232558,0,0.0,2948,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|high_fill_but_poor_markout|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,16,0,0.0,0,,,,,,,0,0.0,16,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,5,0,18,0,0.0,0,,,,,,,0,0.0,18,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,1,0,1,0,0.0,0,,,,,,,0,0.0,1,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,6,0,7,0,0.0,0,,,,,,,0,0.0,7,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,2,0,2,0,0.0,0,,,,,,,0,0.0,2,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,decision_visible_trigger,clean_only,8,1,70,1,0.014285714285714285,1,-151.5000000000873,0.5000000000291038,0.5000000000291038,1.0,0.0,0.0,0,0.0,70,1.0,reject_quality_negative,bucket overlaps post-only or reject/throttle/churn risk,bucket overlaps post-only or reject/throttle/churn risk|unsafe_reject_throttle_churn_context
