inventory_bucket,side_class,quote_distance_bucket,fair_or_reservation_edge_bucket,latency_stale_bucket,post_only_safety_bucket,reject_throttle_churn_bucket,fill_after_cancel_bucket,clean_verdict,accepted_verdict,clean_fills,accepted_fills,fill_delta_from_caveated,clean_markout,accepted_markout,clean_spread,accepted_spread,stability,scope,bucket_count,rows,fills,ready_for_policy_design,needs_more_clean_fills,reject_quality_negative,not_decisionable,verdict_taxonomy
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,clamped,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,clamped,fast_cancel_churn,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,0,0,,,,,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,-291.4999999999418,-291.4999999999418,34.499999999970896,34.499999999970896,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,6,9,3,-87.29999999995925,-88.83333333331393,0.5000000000291038,0.5000000000291038,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,9,11,2,-70.83333333333333,-66.25,0.49999999999676625,0.5000000000026458,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,5,7,2,-35.499999999992724,-59.5,0.5000000000291038,0.5000000000083153,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,1,1,,-20.500000000029104,,0.4999999998835847,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,6,9,3,-40.24999999997817,-53.29999999998836,0.5000000000048507,0.49999999999676625,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,1,2,1,-148.5000000000582,-263.49999999998545,0.5000000000291038,0.5000000000291038,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,0,0,,,,,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,9,11,2,-94.21428571430235,-99.87500000001091,0.49999999998059746,0.4999999999894168,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,1,1,0,-113.50000000005821,-113.50000000005821,0.5000000000291038,0.5000000000291038,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,48,53,5,-136.2948717948688,-126.59090909090247,1.8958333333284827,1.7641509433890878,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,-209.4999999999709,-209.4999999999709,0.5000000000291038,0.5000000000291038,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,0,0,,,,,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,fresh_low_latency,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_gap_crossed,missing_anchor,recent_reject_or_throttle,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,0,0,,,,,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,add_side,touch,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_adverse,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_adverse,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,clamped,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,clamped,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,clamped,reject_throttle_or_drop,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,-220.5000000000291,-220.5000000000291,16.50000000008731,16.50000000008731,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,1,1,,,,23.49999999991269,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,4,4,0,-79.00000000001455,-79.00000000001455,13.250000000007276,13.250000000007276,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,30,34,4,-68.80769230769008,-70.2142857142878,32.357142857144936,32.8125,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,2,2,0,-276.0000000000582,-276.0000000000582,25.999999999985448,25.999999999985448,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_gap_crossed,missing_anchor,churn_normal,all_fill_after_cancel_outcomes,not_decisionable,needs_more_clean_fills,0,1,1,,-0.5000000000291038,,17.49999999985448,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_gap_crossed,missing_anchor,fast_cancel_churn,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,0,0,,,,,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_gap_crossed,missing_anchor,recent_reject_or_throttle,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,0,0,,,,,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,223.4999999999127,223.4999999999127,40.500000000029104,40.500000000029104,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,3,3,0,,,17.166666666647263,17.166666666647263,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,2,4,2,,-3.5000000000582077,14.500000000043656,20.750000000043656,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,10,14,4,-74.64285714285714,-92.10000000000582,30.16666666664403,30.11538461535775,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,1,1,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,3,3,0,-77.99999999995634,-77.99999999995634,36.16666666668607,36.16666666668607,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,7,10,3,-111.16666666671033,-81.8333333333592,30.21428571425661,23.899999999979627,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,2,1,-152.5,-134.00000000001455,28.49999999991269,14.499999999970896,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,3,2,,-68.49999999998545,17.5,40.499999999980595,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,609.4999999999709,609.4999999999709,80.5000000000291,80.5000000000291,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,14,18,4,-50.50000000001455,-43.346153846169514,39.38461538461315,39.50000000000514,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,guarded_depth_fallback,reject_throttle_or_drop,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,43,53,10,-52.27500000000873,-59.41304347826783,29.767441860471884,28.622641509433414,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,clamped,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,9,9,0,-145.24999999997817,-145.24999999997817,0.49999999999676625,0.49999999999676625,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,-151.5000000000873,-151.5000000000873,0.5000000000291038,0.5000000000291038,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,89,95,6,-85.51923076923674,-83.05487804878794,1.7415730337127704,1.663157894740212,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,-361.4999999999418,-361.4999999999418,0.5000000000291038,0.5000000000291038,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_gap_crossed,missing_anchor,cancel_readd_pressure,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,0,0,,,,,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_gap_crossed,missing_anchor,churn_normal,all_fill_after_cancel_outcomes,not_decisionable,needs_more_clean_fills,0,4,4,,-36.16666666663756,,0.5000000000291038,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_gap_crossed,missing_anchor,fast_cancel_churn,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,0,0,,,,,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_gap_crossed,missing_anchor,recent_reject_or_throttle,all_fill_after_cancel_outcomes,not_decisionable,reject_quality_negative,0,4,4,,,,0.49999999995634425,changed_with_caveated,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,clamped,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,12,13,1,-35.16666666665211,-33.49999999997505,-9.863636363628427,-8.9999999999903,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,2,1,-86.49999999994179,-86.49999999994179,0.4999999998835847,0.49999999995634425,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,9,11,2,-139.83333333337214,-175.90000000002328,-1.0000000000218279,-0.7000000000116415,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,10,12,2,-58.83333333336244,-119.74999999998545,0.5999999999912689,0.5833333333187815,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,2,2,0,-19.499999999970896,-19.499999999970896,0.5000000000291038,0.5000000000291038,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,20,23,3,-99.64285714286754,-98.16666666668607,0.2000000000189175,0.23913043480285484,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,,,0.5000000000291038,0.5000000000291038,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,clamped,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,clamped,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,cancel_readd_pressure,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,guarded_depth_fallback,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,11,15,4,-32.25000000002183,-65.91666666668364,-0.36363636363107205,-0.1333333333216918,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,churn_normal,all_fill_after_cancel_outcomes,needs_more_clean_fills,needs_more_clean_fills,1,1,0,,,0.5000000000291038,0.5000000000291038,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,2,2,0,98.49999999998545,98.49999999998545,12.50000000007276,12.50000000007276,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,73,84,11,-101.88709677419777,-104.06060606061091,0.17808219177125353,0.22023809523012633,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,reject_throttle_or_drop,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_weak_or_neutral,fresh_low_latency,clamped,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,0,0,0,,,,,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_weak_or_neutral,fresh_low_latency,post_only_clean,cancel_readd_pressure,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,,,0.5000000000291038,0.5000000000291038,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_weak_or_neutral,fresh_low_latency,post_only_clean,fast_cancel_churn,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,-39.499999999970896,-39.499999999970896,0.5000000000291038,0.5000000000291038,same_verdict,,,,,,,,,
large_skew_or_low_score,reduce_side,touch,edge_weak_or_neutral,fresh_low_latency,post_only_clean,recent_reject_or_throttle,all_fill_after_cancel_outcomes,reject_quality_negative,reject_quality_negative,1,1,0,357.4999999998545,357.4999999998545,0.5000000000291038,0.5000000000291038,same_verdict,,,,,,,,,
