schema_version,task_id,sample_sequence,event_sequence,event_type,monotonic_ns,audit_utc_ns,order_reference_token,source,classification,detail_code
skhynix_c6in_latency_v2,0822T002,25,5,cancel_enqueue,595717017743230,1787455440705048549,order_ref_sha256_0a42cac621c8d9df851afef69b628c4c863a6fa4bdd1c4cd6e595f685e6a468a,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,25,6,cancel_call_start,595717017744651,1787455440705049938,order_ref_sha256_0a42cac621c8d9df851afef69b628c4c863a6fa4bdd1c4cd6e595f685e6a468a,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,25,7,terminal_observation_start,595717017745040,1787455440705050419,order_ref_sha256_0a42cac621c8d9df851afef69b628c4c863a6fa4bdd1c4cd6e595f685e6a468a,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,25,8,cancel_response_end,595717759470902,1787455441446776584,order_ref_sha256_0a42cac621c8d9df851afef69b628c4c863a6fa4bdd1c4cd6e595f685e6a468a,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,25,9,terminal_confirm,595722939095946,1787455446626401878,order_ref_sha256_0a42cac621c8d9df851afef69b628c4c863a6fa4bdd1c4cd6e595f685e6a468a,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,25,10,final_open_orders_confirm,595722971234416,1787455446658540439,order_ref_sha256_0a42cac621c8d9df851afef69b628c4c863a6fa4bdd1c4cd6e595f685e6a468a,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,26,1,submit_call_start,595736320090359,1787455460007396058,order_ref_sha256_a518080fcb14477aed2265056b9048c7768381ecf051102b0474ed9fd0bf6ccb,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,26,2,submit_response_end,595736689955621,1787455460377261411,order_ref_sha256_a518080fcb14477aed2265056b9048c7768381ecf051102b0474ed9fd0bf6ccb,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,26,3,resting_confirm,595736712253088,1787455460399558869,order_ref_sha256_a518080fcb14477aed2265056b9048c7768381ecf051102b0474ed9fd0bf6ccb,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,26,4,risk_decision_ready,595736962317832,1787455460649624014,order_ref_sha256_a518080fcb14477aed2265056b9048c7768381ecf051102b0474ed9fd0bf6ccb,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,26,5,cancel_enqueue,595736962319710,1787455460649625029,order_ref_sha256_a518080fcb14477aed2265056b9048c7768381ecf051102b0474ed9fd0bf6ccb,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,26,6,cancel_call_start,595736962320929,1787455460649626213,order_ref_sha256_a518080fcb14477aed2265056b9048c7768381ecf051102b0474ed9fd0bf6ccb,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,26,7,terminal_observation_start,595736962321260,1787455460649626770,order_ref_sha256_a518080fcb14477aed2265056b9048c7768381ecf051102b0474ed9fd0bf6ccb,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,26,8,cancel_response_end,595737672039124,1787455461359344913,order_ref_sha256_a518080fcb14477aed2265056b9048c7768381ecf051102b0474ed9fd0bf6ccb,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,26,9,terminal_confirm,595737700878900,1787455461388184395,order_ref_sha256_a518080fcb14477aed2265056b9048c7768381ecf051102b0474ed9fd0bf6ccb,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,26,10,final_open_orders_confirm,595737734850980,1787455461422156778,order_ref_sha256_a518080fcb14477aed2265056b9048c7768381ecf051102b0474ed9fd0bf6ccb,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,27,1,submit_call_start,595756321005565,1787455480008311178,order_ref_sha256_44a08995933f80aabfa7eb0da3f7b80f5d69d6d57ed7935abdd63d0685973d2e,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,27,2,submit_response_end,595756775179334,1787455480462485144,order_ref_sha256_44a08995933f80aabfa7eb0da3f7b80f5d69d6d57ed7935abdd63d0685973d2e,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,27,3,resting_confirm,595756795457039,1787455480482762893,order_ref_sha256_44a08995933f80aabfa7eb0da3f7b80f5d69d6d57ed7935abdd63d0685973d2e,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,27,4,risk_decision_ready,595757045521226,1787455480732827399,order_ref_sha256_44a08995933f80aabfa7eb0da3f7b80f5d69d6d57ed7935abdd63d0685973d2e,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,27,5,cancel_enqueue,595757045523518,1787455480732828825,order_ref_sha256_44a08995933f80aabfa7eb0da3f7b80f5d69d6d57ed7935abdd63d0685973d2e,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,27,6,cancel_call_start,595757045524921,1787455480732830217,order_ref_sha256_44a08995933f80aabfa7eb0da3f7b80f5d69d6d57ed7935abdd63d0685973d2e,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,27,7,terminal_observation_start,595757045525214,1787455480732830592,order_ref_sha256_44a08995933f80aabfa7eb0da3f7b80f5d69d6d57ed7935abdd63d0685973d2e,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,27,8,cancel_response_end,595757777954072,1787455481465260074,order_ref_sha256_44a08995933f80aabfa7eb0da3f7b80f5d69d6d57ed7935abdd63d0685973d2e,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,27,9,terminal_confirm,595757823339491,1787455481510645103,order_ref_sha256_44a08995933f80aabfa7eb0da3f7b80f5d69d6d57ed7935abdd63d0685973d2e,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,27,10,final_open_orders_confirm,595757863907580,1787455481551213649,order_ref_sha256_44a08995933f80aabfa7eb0da3f7b80f5d69d6d57ed7935abdd63d0685973d2e,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,28,1,submit_call_start,595776320039759,1787455500007345377,order_ref_sha256_4600ec0fa853fe51b739a0076ad1ec9dbaa4c18dc2909714222758189f8e80de,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,28,2,submit_response_end,595776700210640,1787455500387516369,order_ref_sha256_4600ec0fa853fe51b739a0076ad1ec9dbaa4c18dc2909714222758189f8e80de,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,28,3,resting_confirm,595776735941689,1787455500423247729,order_ref_sha256_4600ec0fa853fe51b739a0076ad1ec9dbaa4c18dc2909714222758189f8e80de,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,28,4,risk_decision_ready,595776986009004,1787455500673315799,order_ref_sha256_4600ec0fa853fe51b739a0076ad1ec9dbaa4c18dc2909714222758189f8e80de,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,28,5,cancel_enqueue,595776986011794,1787455500673317131,order_ref_sha256_4600ec0fa853fe51b739a0076ad1ec9dbaa4c18dc2909714222758189f8e80de,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,28,6,cancel_call_start,595776986013930,1787455500673319232,order_ref_sha256_4600ec0fa853fe51b739a0076ad1ec9dbaa4c18dc2909714222758189f8e80de,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,28,7,terminal_observation_start,595776986014338,1787455500673319742,order_ref_sha256_4600ec0fa853fe51b739a0076ad1ec9dbaa4c18dc2909714222758189f8e80de,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,28,8,cancel_response_end,595777714441797,1787455501401748035,order_ref_sha256_4600ec0fa853fe51b739a0076ad1ec9dbaa4c18dc2909714222758189f8e80de,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,28,9,terminal_confirm,595777729014223,1787455501416319814,order_ref_sha256_4600ec0fa853fe51b739a0076ad1ec9dbaa4c18dc2909714222758189f8e80de,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,28,10,final_open_orders_confirm,595777767723227,1787455501455028974,order_ref_sha256_4600ec0fa853fe51b739a0076ad1ec9dbaa4c18dc2909714222758189f8e80de,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,29,1,submit_call_start,595796320042770,1787455520007348454,order_ref_sha256_62dbb93c7efac8a9394d584c86ba5527fc80b7626b8134ca0ce9b79c8e96e512,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,29,2,submit_response_end,595796650992319,1787455520338298166,order_ref_sha256_62dbb93c7efac8a9394d584c86ba5527fc80b7626b8134ca0ce9b79c8e96e512,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,29,3,resting_confirm,595796655512307,1787455520342817862,order_ref_sha256_62dbb93c7efac8a9394d584c86ba5527fc80b7626b8134ca0ce9b79c8e96e512,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,29,4,risk_decision_ready,595796905577030,1787455520592883097,order_ref_sha256_62dbb93c7efac8a9394d584c86ba5527fc80b7626b8134ca0ce9b79c8e96e512,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,29,5,cancel_enqueue,595796905579044,1787455520592884346,order_ref_sha256_62dbb93c7efac8a9394d584c86ba5527fc80b7626b8134ca0ce9b79c8e96e512,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,29,6,cancel_call_start,595796905580286,1787455520592885586,order_ref_sha256_62dbb93c7efac8a9394d584c86ba5527fc80b7626b8134ca0ce9b79c8e96e512,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,29,7,terminal_observation_start,595796905580696,1787455520592886104,order_ref_sha256_62dbb93c7efac8a9394d584c86ba5527fc80b7626b8134ca0ce9b79c8e96e512,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,29,8,cancel_response_end,595797578431226,1787455521265736987,order_ref_sha256_62dbb93c7efac8a9394d584c86ba5527fc80b7626b8134ca0ce9b79c8e96e512,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,29,9,terminal_confirm,595797636347193,1787455521323652835,order_ref_sha256_62dbb93c7efac8a9394d584c86ba5527fc80b7626b8134ca0ce9b79c8e96e512,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,29,10,final_open_orders_confirm,595797667185957,1787455521354491632,order_ref_sha256_62dbb93c7efac8a9394d584c86ba5527fc80b7626b8134ca0ce9b79c8e96e512,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,30,1,submit_call_start,595816320096360,1787455540007401970,order_ref_sha256_4f4b58e390c1e2500e30f19d32e24527047049f60df28ed2bd9e0329926fd66c,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,30,2,submit_response_end,595816792581028,1787455540479886726,order_ref_sha256_4f4b58e390c1e2500e30f19d32e24527047049f60df28ed2bd9e0329926fd66c,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,30,3,resting_confirm,595816800892288,1787455540488198111,order_ref_sha256_4f4b58e390c1e2500e30f19d32e24527047049f60df28ed2bd9e0329926fd66c,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,30,4,risk_decision_ready,595817050953686,1787455540738259913,order_ref_sha256_4f4b58e390c1e2500e30f19d32e24527047049f60df28ed2bd9e0329926fd66c,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,30,5,cancel_enqueue,595817050955604,1787455540738260908,order_ref_sha256_4f4b58e390c1e2500e30f19d32e24527047049f60df28ed2bd9e0329926fd66c,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,30,6,cancel_call_start,595817050956458,1787455540738261761,order_ref_sha256_4f4b58e390c1e2500e30f19d32e24527047049f60df28ed2bd9e0329926fd66c,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,30,7,terminal_observation_start,595817050956793,1787455540738262195,order_ref_sha256_4f4b58e390c1e2500e30f19d32e24527047049f60df28ed2bd9e0329926fd66c,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,30,8,cancel_response_end,595817714401312,1787455541401706937,order_ref_sha256_4f4b58e390c1e2500e30f19d32e24527047049f60df28ed2bd9e0329926fd66c,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,30,9,terminal_confirm,595817771944487,1787455541459249999,order_ref_sha256_4f4b58e390c1e2500e30f19d32e24527047049f60df28ed2bd9e0329926fd66c,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,30,10,final_open_orders_confirm,595817815029161,1787455541502334963,order_ref_sha256_4f4b58e390c1e2500e30f19d32e24527047049f60df28ed2bd9e0329926fd66c,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,31,1,submit_call_start,595836320128439,1787455560007434144,order_ref_sha256_e707ef4576c4df6cddd2a1f28c518520a8abd34939e8d180a92b34b5f0beab7f,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,31,2,submit_response_end,595836652634084,1787455560339939885,order_ref_sha256_e707ef4576c4df6cddd2a1f28c518520a8abd34939e8d180a92b34b5f0beab7f,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,31,3,resting_confirm,595836672721940,1787455560360027650,order_ref_sha256_e707ef4576c4df6cddd2a1f28c518520a8abd34939e8d180a92b34b5f0beab7f,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,31,4,risk_decision_ready,595836922784118,1787455560610089992,order_ref_sha256_e707ef4576c4df6cddd2a1f28c518520a8abd34939e8d180a92b34b5f0beab7f,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,31,5,cancel_enqueue,595836922785390,1787455560610090684,order_ref_sha256_e707ef4576c4df6cddd2a1f28c518520a8abd34939e8d180a92b34b5f0beab7f,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,31,6,cancel_call_start,595836922786938,1787455560610092247,order_ref_sha256_e707ef4576c4df6cddd2a1f28c518520a8abd34939e8d180a92b34b5f0beab7f,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,31,7,terminal_observation_start,595836922787344,1787455560610092723,order_ref_sha256_e707ef4576c4df6cddd2a1f28c518520a8abd34939e8d180a92b34b5f0beab7f,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,31,8,cancel_response_end,595837647738168,1787455561335044314,order_ref_sha256_e707ef4576c4df6cddd2a1f28c518520a8abd34939e8d180a92b34b5f0beab7f,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,31,9,terminal_confirm,595842691091328,1787455566378396901,order_ref_sha256_e707ef4576c4df6cddd2a1f28c518520a8abd34939e8d180a92b34b5f0beab7f,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,31,10,final_open_orders_confirm,595842723475048,1787455566410780793,order_ref_sha256_e707ef4576c4df6cddd2a1f28c518520a8abd34939e8d180a92b34b5f0beab7f,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,32,1,submit_call_start,595856322282823,1787455580009588405,order_ref_sha256_02bf4a955300c0f19d063b755689bf7fd441d19578229b6449cbfd9c438bd0d1,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,32,2,submit_response_end,595856993312450,1787455580680618201,order_ref_sha256_02bf4a955300c0f19d063b755689bf7fd441d19578229b6449cbfd9c438bd0d1,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,32,3,resting_confirm,595857000972742,1787455580688278346,order_ref_sha256_02bf4a955300c0f19d063b755689bf7fd441d19578229b6449cbfd9c438bd0d1,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,32,4,risk_decision_ready,595857251046421,1787455580938352416,order_ref_sha256_02bf4a955300c0f19d063b755689bf7fd441d19578229b6449cbfd9c438bd0d1,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,32,5,cancel_enqueue,595857251048293,1787455580938353596,order_ref_sha256_02bf4a955300c0f19d063b755689bf7fd441d19578229b6449cbfd9c438bd0d1,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,32,6,cancel_call_start,595857251049400,1787455580938354692,order_ref_sha256_02bf4a955300c0f19d063b755689bf7fd441d19578229b6449cbfd9c438bd0d1,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,32,7,terminal_observation_start,595857251049802,1787455580938355198,order_ref_sha256_02bf4a955300c0f19d063b755689bf7fd441d19578229b6449cbfd9c438bd0d1,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,32,8,cancel_response_end,595857924537909,1787455581611843653,order_ref_sha256_02bf4a955300c0f19d063b755689bf7fd441d19578229b6449cbfd9c438bd0d1,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,32,9,terminal_confirm,595857941394164,1787455581628699746,order_ref_sha256_02bf4a955300c0f19d063b755689bf7fd441d19578229b6449cbfd9c438bd0d1,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,32,10,final_open_orders_confirm,595857972858267,1787455581660163923,order_ref_sha256_02bf4a955300c0f19d063b755689bf7fd441d19578229b6449cbfd9c438bd0d1,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,33,1,submit_call_start,595876326678481,1787455600013984093,order_ref_sha256_b7696c9901d788a19031fd7e3ff82abf5467ae6d34c1bc2eaf6aa4799e645ae7,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,33,2,submit_response_end,595876755779936,1787455600443085773,order_ref_sha256_b7696c9901d788a19031fd7e3ff82abf5467ae6d34c1bc2eaf6aa4799e645ae7,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,33,3,resting_confirm,595876773470288,1787455600460775972,order_ref_sha256_b7696c9901d788a19031fd7e3ff82abf5467ae6d34c1bc2eaf6aa4799e645ae7,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,33,4,risk_decision_ready,595877023535921,1787455600710842510,order_ref_sha256_b7696c9901d788a19031fd7e3ff82abf5467ae6d34c1bc2eaf6aa4799e645ae7,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,33,5,cancel_enqueue,595877023538250,1787455600710843555,order_ref_sha256_b7696c9901d788a19031fd7e3ff82abf5467ae6d34c1bc2eaf6aa4799e645ae7,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,33,6,cancel_call_start,595877023539468,1787455600710844770,order_ref_sha256_b7696c9901d788a19031fd7e3ff82abf5467ae6d34c1bc2eaf6aa4799e645ae7,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,33,7,terminal_observation_start,595877023539901,1787455600710845370,order_ref_sha256_b7696c9901d788a19031fd7e3ff82abf5467ae6d34c1bc2eaf6aa4799e645ae7,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,33,8,cancel_response_end,595877662937653,1787455601350243335,order_ref_sha256_b7696c9901d788a19031fd7e3ff82abf5467ae6d34c1bc2eaf6aa4799e645ae7,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,33,9,terminal_confirm,595877710303194,1787455601397608840,order_ref_sha256_b7696c9901d788a19031fd7e3ff82abf5467ae6d34c1bc2eaf6aa4799e645ae7,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,33,10,final_open_orders_confirm,595877740601618,1787455601427907303,order_ref_sha256_b7696c9901d788a19031fd7e3ff82abf5467ae6d34c1bc2eaf6aa4799e645ae7,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,34,1,submit_call_start,595896320902319,1787455620008207927,order_ref_sha256_636dabee4366d731f28e701fc37422bc8b3ef22fe3ad1308152727c1f2b11525,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,34,2,submit_response_end,595896833759530,1787455620521065166,order_ref_sha256_636dabee4366d731f28e701fc37422bc8b3ef22fe3ad1308152727c1f2b11525,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,34,3,resting_confirm,595896838965149,1787455620526270852,order_ref_sha256_636dabee4366d731f28e701fc37422bc8b3ef22fe3ad1308152727c1f2b11525,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,34,4,risk_decision_ready,595897089025331,1787455620776331511,order_ref_sha256_636dabee4366d731f28e701fc37422bc8b3ef22fe3ad1308152727c1f2b11525,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,34,5,cancel_enqueue,595897089027404,1787455620776332709,order_ref_sha256_636dabee4366d731f28e701fc37422bc8b3ef22fe3ad1308152727c1f2b11525,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,34,6,cancel_call_start,595897089028841,1787455620776334142,order_ref_sha256_636dabee4366d731f28e701fc37422bc8b3ef22fe3ad1308152727c1f2b11525,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,34,7,terminal_observation_start,595897089029244,1787455620776334628,order_ref_sha256_636dabee4366d731f28e701fc37422bc8b3ef22fe3ad1308152727c1f2b11525,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,34,8,cancel_response_end,595897768679308,1787455621455985211,order_ref_sha256_636dabee4366d731f28e701fc37422bc8b3ef22fe3ad1308152727c1f2b11525,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,34,9,terminal_confirm,595897815069240,1787455621502374782,order_ref_sha256_636dabee4366d731f28e701fc37422bc8b3ef22fe3ad1308152727c1f2b11525,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,34,10,final_open_orders_confirm,595897846358204,1787455621533663860,order_ref_sha256_636dabee4366d731f28e701fc37422bc8b3ef22fe3ad1308152727c1f2b11525,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,35,1,submit_call_start,595916323726406,1787455640011032011,order_ref_sha256_837aefacec366381eac63f8b78ea7010e100ecc612a7b0316f186d8207cb0a66,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,35,2,submit_response_end,595916749854439,1787455640437160202,order_ref_sha256_837aefacec366381eac63f8b78ea7010e100ecc612a7b0316f186d8207cb0a66,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,35,3,resting_confirm,595916758881713,1787455640446187287,order_ref_sha256_837aefacec366381eac63f8b78ea7010e100ecc612a7b0316f186d8207cb0a66,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,35,4,risk_decision_ready,595917008946027,1787455640696252402,order_ref_sha256_837aefacec366381eac63f8b78ea7010e100ecc612a7b0316f186d8207cb0a66,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,35,5,cancel_enqueue,595917008948209,1787455640696253514,order_ref_sha256_837aefacec366381eac63f8b78ea7010e100ecc612a7b0316f186d8207cb0a66,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,35,6,cancel_call_start,595917008949511,1787455640696254945,order_ref_sha256_837aefacec366381eac63f8b78ea7010e100ecc612a7b0316f186d8207cb0a66,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,35,7,terminal_observation_start,595917008950464,1787455640696255936,order_ref_sha256_837aefacec366381eac63f8b78ea7010e100ecc612a7b0316f186d8207cb0a66,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,35,8,cancel_response_end,595917756346461,1787455641443652554,order_ref_sha256_837aefacec366381eac63f8b78ea7010e100ecc612a7b0316f186d8207cb0a66,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,35,9,terminal_confirm,595917787737743,1787455641475043258,order_ref_sha256_837aefacec366381eac63f8b78ea7010e100ecc612a7b0316f186d8207cb0a66,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,35,10,final_open_orders_confirm,595917817312495,1787455641504618237,order_ref_sha256_837aefacec366381eac63f8b78ea7010e100ecc612a7b0316f186d8207cb0a66,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,36,1,submit_call_start,595936322721079,1787455660010026757,order_ref_sha256_09b30fee7caca763691a3f5b87c898163af6241d9bac26e2125300e4f3e106cc,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,36,2,submit_response_end,595936730467154,1787455660417772776,order_ref_sha256_09b30fee7caca763691a3f5b87c898163af6241d9bac26e2125300e4f3e106cc,c6in_official_sdk,response_received,
skhynix_c6in_latency_v2,0822T002,36,3,resting_confirm,595936735202883,1787455660422508666,order_ref_sha256_09b30fee7caca763691a3f5b87c898163af6241d9bac26e2125300e4f3e106cc,c6in_official_sdk,exact_reference_resting,
skhynix_c6in_latency_v2,0822T002,36,4,risk_decision_ready,595936985270951,1787455660672577488,order_ref_sha256_09b30fee7caca763691a3f5b87c898163af6241d9bac26e2125300e4f3e106cc,c6in_official_sdk,frozen_settle_complete,
skhynix_c6in_latency_v2,0822T002,36,5,cancel_enqueue,595936985273628,1787455660672578938,order_ref_sha256_09b30fee7caca763691a3f5b87c898163af6241d9bac26e2125300e4f3e106cc,c6in_official_sdk,cancel_enqueued,
skhynix_c6in_latency_v2,0822T002,36,6,cancel_call_start,595936985275111,1787455660672580410,order_ref_sha256_09b30fee7caca763691a3f5b87c898163af6241d9bac26e2125300e4f3e106cc,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,36,7,terminal_observation_start,595936985275510,1787455660672580919,order_ref_sha256_09b30fee7caca763691a3f5b87c898163af6241d9bac26e2125300e4f3e106cc,c6in_official_sdk,exact_reference_poll_started,
skhynix_c6in_latency_v2,0822T002,36,8,cancel_response_end,595937664094258,1787455661351400325,order_ref_sha256_09b30fee7caca763691a3f5b87c898163af6241d9bac26e2125300e4f3e106cc,c6in_official_sdk,response_received,normal
skhynix_c6in_latency_v2,0822T002,36,9,terminal_confirm,595937668762798,1787455661356068382,order_ref_sha256_09b30fee7caca763691a3f5b87c898163af6241d9bac26e2125300e4f3e106cc,c6in_official_sdk,exact_reference_cancel_confirmed,
skhynix_c6in_latency_v2,0822T002,36,10,final_open_orders_confirm,595937698551495,1787455661385857307,order_ref_sha256_09b30fee7caca763691a3f5b87c898163af6241d9bac26e2125300e4f3e106cc,c6in_official_sdk,private_safety_reconciled,
skhynix_c6in_latency_v2,0822T002,37,1,submit_call_start,595956321446295,1787455680008751900,order_ref_sha256_fe16cc45bf725cbb7beae1439ea7e620406d18a4e1dae6a6fc657d1928bc3e5e,c6in_official_sdk,request_started,
skhynix_c6in_latency_v2,0822T002,37,2,submit_response_end,595956711686814,1787455680398992578,order_ref_sha256_fe16cc45bf725cbb7beae1439ea7e620406d18a4e1dae6a6fc657d1928bc3e5e,c6in_official_sdk,response_received,
