entry_id,capture_id,research_date,role,side,cross_ts_ns,decision_ts_ns,detection_delay_ms,pre_detection_transition,pre_detection_transition_time_ms,pre_detection_censor_reason,pre_detection_oriented_displacement_at_detection_ticks
rev_000786,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786065392900000000,1786065394300000000,1400,fail,100,,7.0
rev_000787,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786065414400000000,1786065415300000000,900,follow,200,,26.0
rev_000788,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786065945200000000,1786065946300000000,1100,fail,100,,21.5
rev_000789,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786066045000000000,1786066046800000000,1800,follow,200,,12.0
rev_000790,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786066246200000000,1786066249300000000,3100,follow,100,,150.0
rev_000791,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786066371000000000,1786066372500000000,1500,follow,100,,45.0
rev_000792,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786066434500000000,1786066435700000000,1200,follow,100,,12.0
rev_000793,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786066493500000000,1786066494500000000,1000,follow,100,,12.0
rev_000794,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786066506500000000,1786066507400000000,900,follow,100,,17.5
rev_000795,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786066609600000000,1786066610500000000,900,fail,100,,46.5
rev_000796,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786066664900000000,1786066666000000000,1100,follow,300,,43.0
rev_000797,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786066675600000000,1786066678600000000,3000,follow,100,,37.0
rev_000798,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786066693600000000,1786066694900000000,1300,follow,200,,18.0
rev_000799,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786066731000000000,1786066732700000000,1700,fail,100,,19.5
rev_000800,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786066929500000000,1786066930400000000,900,follow,200,,2.0
rev_000801,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786066950000000000,1786066950900000000,900,follow,100,,21.0
rev_000802,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786066960500000000,1786066961400000000,900,follow,100,,16.0
rev_000803,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786066990800000000,1786066991700000000,900,follow,700,,24.0
rev_000804,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786067201000000000,1786067203000000000,2000,fail,100,,57.5
rev_000805,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786067290900000000,1786067291800000000,900,follow,100,,21.5
rev_000806,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786067321200000000,1786067322500000000,1300,fail,100,,52.5
rev_000807,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786067386400000000,1786067387300000000,900,follow,900,,2.0
rev_000808,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786067401400000000,1786067402300000000,900,follow,200,,30.0
rev_000809,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786067409700000000,1786067410900000000,1200,follow,100,,63.0
rev_000810,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786067448800000000,1786067449700000000,900,follow,200,,34.5
rev_000811,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786067622200000000,1786067623500000000,1300,follow,100,,29.0
rev_000812,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786067629500000000,1786067630400000000,900,fail,200,,11.5
rev_000813,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786067704600000000,1786067705900000000,1300,follow,100,,22.5
rev_000814,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786067937700000000,1786067938600000000,900,follow,100,,80.0
rev_000815,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786067977900000000,1786067979400000000,1500,follow,100,,1.0
rev_000816,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786068097800000000,1786068098700000000,900,follow,500,,2.0
rev_000817,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786068103800000000,1786068105600000000,1800,fail,100,,19.0
rev_000818,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786068112400000000,1786068113500000000,1100,follow,100,,31.0
rev_000819,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786068127500000000,1786068128800000000,1300,follow,800,,45.0
rev_000820,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786068176400000000,1786068177300000000,900,follow,300,,4.0
rev_000821,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786068186000000000,1786068187500000000,1500,follow,100,,69.0
rev_000822,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786068319900000000,1786068320800000000,900,follow,100,,3.0
rev_000823,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786068352800000000,1786068354100000000,1300,follow,200,,34.0
rev_000824,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786068448900000000,1786068449800000000,900,follow,100,,18.0
rev_000825,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786068461400000000,1786068464200000000,2800,follow,200,,-5.0
rev_000826,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786068486100000000,1786068487000000000,900,none,,,0.0
rev_000827,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786068575200000000,1786068578200000000,3000,follow,100,,65.0
rev_000828,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786068611200000000,1786068614200000000,3000,fail,200,,36.0
rev_000829,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786068650800000000,1786068654400000000,3600,follow,200,,-11.0
rev_000830,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786068681100000000,1786068682100000000,1000,follow,100,,43.0
rev_000831,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786068683000000000,1786068684400000000,1400,follow,400,,15.0
rev_000832,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786068739000000000,1786068740600000000,1600,follow,100,,31.0
rev_000833,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786068834200000000,1786068837900000000,3700,follow,1300,,14.0
rev_000834,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786068840300000000,1786068841800000000,1500,fail,100,,25.5
rev_000835,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786068873100000000,1786068874400000000,1300,follow,200,,13.0
rev_000836,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786068884900000000,1786068886100000000,1200,follow,100,,61.0
rev_000837,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786068942800000000,1786068943700000000,900,follow,500,,1.0
rev_000838,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786068952900000000,1786068954100000000,1200,fail,200,,-14.0
rev_000839,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786068993800000000,1786068998200000000,4400,follow,400,,39.0
rev_000840,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069001200000000,1786069003500000000,2300,fail,100,,21.0
rev_000841,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069006600000000,1786069007800000000,1200,fail,200,,4.0
rev_000842,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069023800000000,1786069027300000000,3500,follow,200,,19.0
rev_000843,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069076400000000,1786069077300000000,900,follow,200,,2.5
rev_000844,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069106500000000,1786069107600000000,1100,follow,100,,36.0
rev_000845,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069147900000000,1786069149000000000,1100,fail,100,,17.0
rev_000846,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069151800000000,1786069152700000000,900,follow,100,,4.0
rev_000847,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069200300000000,1786069201400000000,1100,fail,100,,11.0
rev_000848,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069227700000000,1786069229400000000,1700,follow,100,,9.0
rev_000849,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069230700000000,1786069238200000000,7500,follow,200,,82.0
rev_000850,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069287100000000,1786069288000000000,900,fail,100,,2.0
rev_000851,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069315300000000,1786069316200000000,900,follow,600,,13.0
rev_000852,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069317700000000,1786069319800000000,2100,fail,600,,-2.0
rev_000853,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069353100000000,1786069354100000000,1000,follow,100,,8.0
rev_000854,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069354700000000,1786069358200000000,3500,fail,100,,-27.0
rev_000855,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069366400000000,1786069368500000000,2100,fail,400,,-18.0
rev_000856,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069372100000000,1786069374700000000,2600,follow,100,,-45.0
rev_000857,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069380300000000,1786069382700000000,2400,fail,200,,-23.0
rev_000858,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069396700000000,1786069397600000000,900,follow,100,,4.0
rev_000859,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069404200000000,1786069405100000000,900,none,,,-0.0
rev_000860,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069446200000000,1786069447100000000,900,follow,300,,35.0
rev_000861,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069447200000000,1786069448100000000,900,fail,200,,20.0
rev_000862,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069482400000000,1786069484000000000,1600,follow,300,,45.5
rev_000863,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069484900000000,1786069487600000000,2700,follow,400,,15.0
rev_000864,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069534600000000,1786069536100000000,1500,fail,200,,-11.0
rev_000865,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069562000000000,1786069563900000000,1900,fail,700,,6.0
rev_000866,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069575400000000,1786069576500000000,1100,follow,100,,58.0
rev_000867,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069578200000000,1786069579400000000,1200,follow,100,,50.0
rev_000868,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069580200000000,1786069581100000000,900,follow,100,,3.0
rev_000869,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069583900000000,1786069584800000000,900,none,,,-0.0
rev_000870,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069591100000000,1786069592000000000,900,follow,700,,20.0
rev_000871,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069607400000000,1786069608500000000,1100,follow,100,,29.0
rev_000872,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069636100000000,1786069637000000000,900,follow,900,,6.0
rev_000873,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069640200000000,1786069641900000000,1700,fail,200,,8.0
rev_000874,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069642400000000,1786069643300000000,900,none,,,0.0
rev_000875,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069667300000000,1786069668300000000,1000,follow,200,,16.0
rev_000876,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069674800000000,1786069677600000000,2800,fail,500,,-15.0
rev_000877,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069697600000000,1786069698500000000,900,none,,,0.5
rev_000878,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069712200000000,1786069714500000000,2300,follow,600,,11.0
rev_000879,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069725200000000,1786069727100000000,1900,fail,100,,-21.0
rev_000880,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069729300000000,1786069730300000000,1000,follow,100,,35.0
rev_000881,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069739000000000,1786069739900000000,900,follow,100,,-1.0
rev_000882,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069792200000000,1786069794700000000,2500,follow,100,,22.0
rev_000883,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069802200000000,1786069803100000000,900,fail,900,,-1.0
rev_000884,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069912200000000,1786069913100000000,900,follow,300,,19.0
rev_000885,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069913500000000,1786069918800000000,5300,fail,100,,12.0
rev_000886,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786069931600000000,1786069932900000000,1300,fail,400,,3.0
rev_000887,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786069958800000000,1786069959700000000,900,fail,100,,2.0
rev_000888,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070019300000000,1786070020700000000,1400,follow,200,,18.0
rev_000889,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070041900000000,1786070043400000000,1500,follow,200,,42.0
rev_000890,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070057900000000,1786070058800000000,900,follow,100,,3.0
rev_000891,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070080100000000,1786070081500000000,1400,fail,200,,-12.0
rev_000892,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070149400000000,1786070151400000000,2000,fail,500,,0.0
rev_000893,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070156000000000,1786070159300000000,3300,fail,900,,9.0
rev_000894,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070174300000000,1786070176400000000,2100,follow,800,,35.0
rev_000895,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070243700000000,1786070244600000000,900,follow,200,,29.0
rev_000896,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070261600000000,1786070262500000000,900,follow,300,,10.0
rev_000897,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070268300000000,1786070269200000000,900,none,,,-0.0
rev_000898,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070272600000000,1786070273800000000,1200,follow,100,,43.0
rev_000899,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070310400000000,1786070311300000000,900,follow,100,,1.0
rev_000900,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070324600000000,1786070325700000000,1100,follow,400,,21.0
rev_000901,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070379600000000,1786070381700000000,2100,fail,100,,25.0
rev_000902,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070395000000000,1786070395900000000,900,follow,100,,11.0
rev_000903,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070437100000000,1786070443400000000,6300,fail,600,,-3.0
rev_000904,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070462000000000,1786070466000000000,4000,follow,100,,49.0
rev_000905,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070469900000000,1786070470800000000,900,fail,400,,-10.0
rev_000906,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070477100000000,1786070478000000000,900,none,,,0.0
rev_000907,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070479100000000,1786070480800000000,1700,follow,100,,31.0
rev_000908,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070484500000000,1786070492200000000,7700,follow,100,,-4.0
rev_000909,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070523400000000,1786070524700000000,1300,follow,100,,25.0
rev_000910,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070528500000000,1786070531200000000,2700,follow,500,,-2.0
rev_000911,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070548700000000,1786070550300000000,1600,follow,100,,52.0
rev_000912,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070574600000000,1786070575700000000,1100,follow,100,,14.5
rev_000913,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070584000000000,1786070584900000000,900,follow,100,,8.0
rev_000914,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070586500000000,1786070587400000000,900,follow,600,,5.0
rev_000915,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070613900000000,1786070616200000000,2300,follow,100,,31.0
rev_000916,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070616500000000,1786070617400000000,900,none,,,0.0
rev_000917,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070626800000000,1786070627800000000,1000,follow,100,,17.0
rev_000918,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070635700000000,1786070637900000000,2200,follow,500,,33.0
rev_000919,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070668400000000,1786070670100000000,1700,follow,500,,13.0
rev_000920,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070674300000000,1786070675500000000,1200,fail,300,,15.0
rev_000921,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070684000000000,1786070686000000000,2000,follow,100,,29.0
rev_000922,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070687000000000,1786070690100000000,3100,fail,100,,14.0
rev_000923,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070695900000000,1786070696800000000,900,none,,,-0.0
rev_000924,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070697000000000,1786070697900000000,900,follow,100,,7.5
rev_000925,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070732300000000,1786070733200000000,900,none,,,-0.0
rev_000926,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070743100000000,1786070744100000000,1000,follow,100,,30.0
rev_000927,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070745200000000,1786070746400000000,1200,follow,100,,45.0
rev_000928,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070794600000000,1786070797400000000,2800,follow,300,,12.0
rev_000929,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070832100000000,1786070833600000000,1500,fail,500,,24.0
rev_000930,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070841000000000,1786070842400000000,1400,follow,300,,9.0
rev_000931,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070909200000000,1786070910100000000,900,follow,600,,2.0
rev_000932,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070917700000000,1786070919800000000,2100,follow,1200,,20.0
rev_000933,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070925200000000,1786070926100000000,900,follow,400,,20.0
rev_000934,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070937700000000,1786070938600000000,900,fail,100,,0.0
rev_000935,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070964500000000,1786070966500000000,2000,fail,100,,16.0
rev_000936,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070969300000000,1786070972100000000,2800,fail,100,,12.0
rev_000937,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786070978100000000,1786070982400000000,4300,follow,500,,-10.0
rev_000938,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786070985100000000,1786070986000000000,900,follow,400,,26.5
rev_000939,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071019800000000,1786071020700000000,900,follow,200,,7.0
rev_000940,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071022400000000,1786071023300000000,900,follow,700,,9.5
rev_000941,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071024900000000,1786071025800000000,900,fail,300,,-0.0
rev_000942,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071039700000000,1786071040700000000,1000,follow,200,,11.0
rev_000943,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071061400000000,1786071063900000000,2500,fail,200,,-6.0
rev_000944,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071088800000000,1786071090200000000,1400,follow,300,,7.0
rev_000945,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071093600000000,1786071094700000000,1100,fail,200,,-5.500000000011369
rev_000946,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071095100000000,1786071096000000000,900,follow,500,,2.0
rev_000947,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071109400000000,1786071110300000000,900,follow,200,,12.5
rev_000948,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071127800000000,1786071128800000000,1000,follow,100,,48.0
rev_000949,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071150300000000,1786071153100000000,2800,fail,100,,34.0
rev_000950,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071154800000000,1786071156700000000,1900,follow,300,,20.0
rev_000951,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071177700000000,1786071179400000000,1700,fail,700,,-3.0
rev_000952,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071248500000000,1786071249400000000,900,fail,300,,-2.0
rev_000953,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071263700000000,1786071265400000000,1700,fail,100,,7.0
rev_000954,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071265600000000,1786071267300000000,1700,fail,100,,8.0
rev_000955,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071272600000000,1786071274200000000,1600,follow,100,,9.0
rev_000956,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071280500000000,1786071282900000000,2400,fail,100,,-14.0
rev_000957,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071303600000000,1786071304500000000,900,follow,600,,7.0
rev_000958,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071308600000000,1786071309500000000,900,follow,600,,20.0
rev_000959,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071317900000000,1786071319000000000,1100,follow,500,,1.0
rev_000960,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071319900000000,1786071320800000000,900,none,,,0.0
rev_000961,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071331900000000,1786071333200000000,1300,follow,100,,16.0
rev_000962,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071372500000000,1786071373400000000,900,follow,200,,33.0
rev_000963,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071377100000000,1786071378200000000,1100,none,,,-0.0
rev_000964,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071378800000000,1786071379700000000,900,follow,400,,7.0
rev_000965,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071379900000000,1786071380800000000,900,follow,100,,9.0
rev_000966,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071388200000000,1786071390400000000,2200,fail,200,,5.0
rev_000967,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071430800000000,1786071432000000000,1200,follow,300,,15.0
rev_000968,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071446500000000,1786071447400000000,900,fail,200,,8.0
rev_000969,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071460300000000,1786071461200000000,900,follow,100,,8.0
rev_000970,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071463500000000,1786071464900000000,1400,follow,100,,20.0
rev_000971,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071483700000000,1786071485600000000,1900,follow,100,,12.0
rev_000972,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071487200000000,1786071488900000000,1700,follow,600,,5.0
rev_000973,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071489000000000,1786071489900000000,900,follow,200,,4.0
rev_000974,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071511700000000,1786071512600000000,900,follow,200,,5.0
rev_000975,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071519000000000,1786071520300000000,1300,fail,400,,-1.5
rev_000976,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071529700000000,1786071530600000000,900,fail,300,,-4.0
rev_000977,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071542000000000,1786071543400000000,1400,follow,200,,-4.0
rev_000978,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071556700000000,1786071557600000000,900,none,,,0.0
rev_000979,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071566800000000,1786071567700000000,900,fail,200,,7.0
rev_000980,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071574500000000,1786071575400000000,900,none,,,0.0
rev_000981,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071587700000000,1786071588600000000,900,follow,100,,10.0
rev_000982,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,1,1786071633000000000,1786071636300000000,3300,follow,700,,55.0
rev_000983,2026-08-07_46d1e1a74698,2026-08-07,historical_blocked_validation,-1,1786071637600000000,1786071639800000000,2200,fail,800,,-36.0
