entry_id,entry_type,reversal_indicator_R,capture_id,research_date,role,side,decision_ts_ns,event_type,cause_code,event_time_ms,censor_reason,interval_ambiguous
rev_001465,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787536416000000000,follow,1,500,,false
rev_001466,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787536428900000000,follow,1,200,,false
rev_001467,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787536450000000000,fail,2,100,,false
rev_001468,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787536559400000000,follow,1,100,,false
rev_001469,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787536572800000000,fail,2,100,,false
rev_001470,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787536599400000000,follow,1,200,,false
rev_001471,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787536623500000000,fail,2,2100,,false
rev_001472,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787536727400000000,fail,2,100,,false
rev_001473,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787536730900000000,follow,1,200,,false
rev_001474,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787536732500000000,fail,2,300,,false
rev_001475,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787536853700000000,fail,2,200,,false
rev_001476,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787536866600000000,fail,2,100,,false
rev_001477,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787536882600000000,fail,2,200,,false
rev_001478,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787536994700000000,fail,2,600,,false
rev_001479,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787537095700000000,follow,1,100,,false
rev_001480,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787537119400000000,follow,1,100,,false
rev_001481,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787537158200000000,follow,1,800,,false
rev_001482,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787537166200000000,follow,1,200,,false
rev_001483,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787537197900000000,fail,2,100,,false
rev_001484,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787537234500000000,follow,1,100,,false
rev_001485,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787537238000000000,fail,2,100,,false
rev_001486,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787537323400000000,follow,1,500,,false
rev_001487,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787537331600000000,fail,2,100,,false
rev_001488,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787537419900000000,follow,1,500,,false
rev_001489,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787537481200000000,follow,1,100,,false
rev_001490,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787537549500000000,fail,2,300,,false
rev_001491,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787537598600000000,follow,1,300,,false
rev_001492,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787537606500000000,fail,2,400,,false
rev_001493,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787537611800000000,fail,2,200,,false
rev_001494,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787537641700000000,follow,1,200,,false
rev_001495,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787537673800000000,follow,1,200,,false
rev_001496,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787537751400000000,follow,1,1000,,false
rev_001497,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787537772800000000,follow,1,100,,false
rev_001498,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787537824400000000,follow,1,100,,false
rev_001499,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787537844000000000,fail,2,100,,false
rev_001500,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787537860100000000,fail,2,100,,false
rev_001501,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787537961500000000,follow,1,300,,false
rev_001502,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787537964300000000,follow,1,1100,,false
rev_001503,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538019200000000,fail,2,1000,,false
rev_001504,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538024400000000,fail,2,500,,false
rev_001505,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538060300000000,follow,1,100,,false
rev_001506,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538071200000000,follow,1,100,,false
rev_001507,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538101800000000,fail,2,300,,false
rev_001508,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538111800000000,follow,1,200,,false
rev_001509,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538274900000000,follow,1,300,,false
rev_001510,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538283000000000,fail,2,200,,false
rev_001511,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538426000000000,fail,2,200,,false
rev_001512,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538437200000000,follow,1,200,,false
rev_001513,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538439000000000,fail,2,700,,false
rev_001514,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538445200000000,follow,1,300,,false
rev_001515,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538455100000000,follow,1,200,,false
rev_001516,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538460400000000,fail,2,400,,false
rev_001517,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538476200000000,fail,2,600,,false
rev_001518,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538477900000000,fail,2,200,,false
rev_001519,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538558100000000,fail,2,200,,false
rev_001520,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538586100000000,follow,1,100,,false
rev_001521,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538590000000000,follow,1,200,,false
rev_001522,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538598300000000,follow,1,200,,false
rev_001523,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538622900000000,fail,2,100,,false
rev_001524,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538647100000000,follow,1,100,,false
rev_001525,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538676400000000,follow,1,400,,false
rev_001526,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538690500000000,follow,1,100,,false
rev_001527,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538713400000000,fail,2,100,,false
rev_001528,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538830700000000,fail,2,300,,false
rev_001529,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538836400000000,fail,2,100,,false
rev_001530,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538848500000000,follow,1,100,,false
rev_001531,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538854300000000,follow,1,300,,false
rev_001532,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538873100000000,follow,1,300,,false
rev_001533,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538877400000000,fail,2,600,,false
rev_001534,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538893300000000,follow,1,3000,,false
rev_001535,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787538973100000000,follow,1,200,,false
rev_001536,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787538983700000000,fail,2,400,,false
rev_001537,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539003700000000,fail,2,700,,false
rev_001538,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539005300000000,follow,1,1800,,false
rev_001539,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539018800000000,fail,2,1200,,false
rev_001540,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539021600000000,follow,1,200,,false
rev_001541,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539047900000000,fail,2,200,,false
rev_001542,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539053800000000,fail,2,1000,,false
rev_001543,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539059500000000,fail,2,400,,false
rev_001544,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539060800000000,fail,2,100,,false
rev_001545,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539061800000000,fail,2,200,,false
rev_001546,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539086300000000,follow,1,1900,,false
rev_001547,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539118300000000,follow,1,800,,false
rev_001548,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539125500000000,follow,1,300,,false
rev_001549,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539144700000000,fail,2,200,,false
rev_001550,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539160100000000,fail,2,100,,false
rev_001551,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539164000000000,follow,1,400,,false
rev_001552,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539168800000000,follow,1,300,,false
rev_001553,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539180500000000,follow,1,2000,,false
rev_001554,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539189500000000,fail,2,400,,false
rev_001555,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539192200000000,fail,2,100,,false
rev_001556,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539194200000000,fail,2,200,,false
rev_001557,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539213700000000,follow,1,400,,false
rev_001558,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539216500000000,follow,1,500,,false
rev_001559,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539220600000000,fail,2,200,,false
rev_001560,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539226400000000,follow,1,300,,false
rev_001561,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539230300000000,follow,1,200,,false
rev_001562,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539263200000000,follow,1,600,,false
rev_001563,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539277900000000,follow,1,700,,false
rev_001564,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539285400000000,fail,2,200,,false
rev_001565,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539306400000000,fail,2,300,,false
rev_001566,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539391600000000,fail,2,200,,false
rev_001567,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539396800000000,follow,1,200,,false
rev_001568,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539408900000000,follow,1,1300,,false
rev_001569,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539411800000000,fail,2,100,,false
rev_001570,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539423900000000,follow,1,100,,false
rev_001571,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539431300000000,fail,2,300,,false
rev_001572,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539432500000000,fail,2,100,,false
rev_001573,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539433500000000,fail,2,200,,false
rev_001574,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539452300000000,follow,1,1200,,false
rev_001575,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539488900000000,follow,1,200,,false
rev_001576,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539498200000000,follow,1,100,,false
rev_001577,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539520300000000,fail,2,300,,false
rev_001578,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539521500000000,follow,1,300,,false
rev_001579,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539532600000000,follow,1,200,,false
rev_001580,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539544200000000,fail,2,800,,false
rev_001581,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539578900000000,fail,2,100,,false
rev_001582,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539582500000000,follow,1,300,,false
rev_001583,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539586500000000,follow,1,700,,false
rev_001584,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539593600000000,fail,2,1900,,false
rev_001585,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539653400000000,follow,1,400,,false
rev_001586,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539669400000000,fail,2,600,,false
rev_001587,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539670900000000,follow,1,500,,false
rev_001588,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539694900000000,fail,2,100,,false
rev_001589,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539721200000000,fail,2,500,,false
rev_001590,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539741800000000,fail,2,100,,false
rev_001591,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539748200000000,fail,2,1700,,false
rev_001592,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539754800000000,follow,1,1100,,false
rev_001593,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539847400000000,fail,2,1300,,false
rev_001594,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539875600000000,follow,1,300,,false
rev_001595,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539935000000000,follow,1,200,,false
rev_001596,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787539975800000000,follow,1,1300,,false
rev_001597,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787539989000000000,follow,1,300,,false
rev_001598,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540005900000000,fail,2,100,,false
rev_001599,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540007200000000,follow,1,200,,false
rev_001600,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540009200000000,fail,2,500,,false
rev_001601,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540032400000000,fail,2,100,,false
rev_001602,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540043300000000,fail,2,100,,false
rev_001603,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540110100000000,fail,2,100,,false
rev_001604,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540155000000000,follow,1,800,,false
rev_001605,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540175300000000,follow,1,300,,false
rev_001606,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540177600000000,follow,1,100,,false
rev_001607,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540180600000000,follow,1,300,,false
rev_001608,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540182100000000,fail,2,400,,false
rev_001609,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540191600000000,follow,1,100,,false
rev_001610,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540204300000000,follow,1,1300,,false
rev_001611,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540270600000000,follow,1,100,,false
rev_001612,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540273100000000,fail,2,1600,,false
rev_001613,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540324000000000,fail,2,700,,false
rev_001614,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540352100000000,fail,2,800,,false
rev_001615,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540373700000000,follow,1,500,,false
rev_001616,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540381300000000,fail,2,200,,false
rev_001617,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540394800000000,follow,1,200,,false
rev_001618,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540399100000000,follow,1,200,,false
rev_001619,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540426100000000,fail,2,400,,false
rev_001620,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540434300000000,fail,2,400,,false
rev_001621,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540445400000000,follow,1,600,,false
rev_001622,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540450000000000,follow,1,200,,false
rev_001623,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540490300000000,fail,2,300,,false
rev_001624,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540547900000000,follow,1,200,,false
rev_001625,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540554200000000,follow,1,100,,false
rev_001626,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540559300000000,follow,1,900,,false
rev_001627,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540566700000000,fail,2,600,,false
rev_001628,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540614000000000,fail,2,400,,false
rev_001629,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540615600000000,fail,2,100,,false
rev_001630,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540670800000000,follow,1,300,,false
rev_001631,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540672100000000,follow,1,300,,false
rev_001632,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540684400000000,follow,1,600,,false
rev_001633,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540702400000000,follow,1,600,,false
rev_001634,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540714200000000,follow,1,200,,false
rev_001635,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540736600000000,follow,1,1400,,false
rev_001636,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540775100000000,follow,1,300,,false
rev_001637,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540817500000000,follow,1,200,,false
rev_001638,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540821200000000,fail,2,500,,false
rev_001639,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540843600000000,follow,1,600,,false
rev_001640,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540849900000000,follow,1,1000,,false
rev_001641,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540953700000000,follow,1,100,,false
rev_001642,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787540975800000000,follow,1,100,,false
rev_001643,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787540985500000000,follow,1,100,,false
rev_001644,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787541017400000000,fail,2,300,,false
rev_001645,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787541020000000000,fail,2,200,,false
rev_001646,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787541047700000000,follow,1,200,,false
rev_001647,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787541051300000000,follow,1,300,,false
rev_001648,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787541089600000000,follow,1,300,,false
rev_001649,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787541115700000000,follow,1,600,,false
rev_001650,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787541143500000000,follow,1,200,,false
rev_001651,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787541147700000000,follow,1,300,,false
rev_001652,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787541172600000000,follow,1,200,,false
rev_001653,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787541177300000000,fail,2,700,,false
rev_001654,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787541189600000000,follow,1,600,,false
rev_001655,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787541253600000000,follow,1,400,,false
rev_001656,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787541267700000000,follow,1,100,,false
rev_001657,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787541272800000000,fail,2,200,,false
rev_001658,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787541298200000000,fail,2,100,,false
rev_001659,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787541304200000000,follow,1,300,,false
rev_001660,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787541316600000000,fail,2,100,,false
rev_001661,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787541318200000000,fail,2,300,,false
rev_001662,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787541382100000000,follow,1,900,,false
rev_001663,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787541406300000000,fail,2,300,,false
rev_001664,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787541441800000000,follow,1,400,,false
rev_001665,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787541450100000000,follow,1,100,,false
rev_001666,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787541455200000000,follow,1,100,,false
rev_001667,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787541497900000000,follow,1,200,,false
rev_001668,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787541551900000000,follow,1,600,,false
rev_001669,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,-1,1787541612900000000,fail,2,700,,false
rev_001670,reversal,1,2026-08-24_aeee94c4bfe5,2026-08-24,historical_blocked_validation,1,1787541635300000000,follow,1,300,,false
