capture_id,research_date,role,segment_id,candidate_ts_ns,candidate_event_seq,candidate_checkpoint_index,initial_direction,prequiet_checkpoint_count,qualifying_exposure_ms,peak_pressure_up,peak_pressure_down,integrated_pressure_up_score_ms,integrated_pressure_down_score_ms,raw_micro_crossing_count,bid_depth_baseline,ask_depth_baseline,spread_baseline,obi_baseline,activity_baseline,baseline_checkpoint_count,candidate_status,candidate_end_ts_ns,candidate_end_event_seq,qualification_elapsed_ms
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787760207560000000,108187,53847,1,67,20.0,105.58506107330322,0.0,4238.068996965885,0.0,1,2.4821667671203613,5.003333568572998,1.0,-0.3368067145347595,1.0,45,transient_rejected,1787760207820000000,108195,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787760236240000000,110725,55281,-1,74,100.0,11.190469741821289,167.06177139282227,232.579066157341,16116.357895731926,2,5.703499794006348,0.9955000281333923,1.0,0.7032344341278076,1.0,45,confirmed,1787760236440000000,110757,200.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787760729580000000,155918,79948,1,64,40.0,147.63785123825073,0.0,8867.024909555912,0.0,1,4.3394999504089355,1.7343332767486572,1.0,0.42891639471054077,1.0,45,transient_rejected,1787760729840000000,155936,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787760754400000000,157721,81189,-1,50,20.0,12.90239417552948,77.13805389404297,567.7497863769531,3085.5221557617188,1,5.685999870300293,1.3053333759307861,1.0,0.6265853047370911,1.0,45,pre_confirmation_direction_switch,1787760754640000000,157726,240.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787760837600000000,162874,85349,-1,52,80.0,0.18456760048866272,240.32434463500977,7.382704019546509,12454.203535020351,1,2.4516665935516357,0.9484999775886536,1.0,0.4420861601829529,0.0,45,transient_rejected,1787760837860000000,162901,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787760840260000000,163031,85482,1,73,60.0,2455.6208114624023,0.0,148410.96504211426,0.0,1,6.86466646194458,0.6983333230018616,1.0,0.8153290152549744,1.0,45,pre_confirmation_direction_switch,1787760840400000000,163040,140.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787760842260000000,163204,85582,-1,71,80.0,9.11817741394043,73.88939476013184,382.674742937088,5519.4248458743095,2,7.598166465759277,0.49166667461395264,1.0,0.8784482479095459,1.0,45,transient_rejected,1787760842520000000,163229,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787760848940000000,163351,85916,-1,61,20.0,0.0,25.0670108795166,0.0,1002.6804351806641,1,2.6024999618530273,1.1351666450500488,1.0,0.3925800323486328,1.0,45,transient_rejected,1787760849200000000,163358,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787760866340000000,163978,86786,1,103,40.0,637.5195465087891,7.78275728225708,36137.18692749739,311.3102912902832,1,7.4033331871032715,1.9526666402816772,1.0,0.5825851559638977,0.0,45,transient_rejected,1787760866600000000,163996,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787760877480000000,164626,87343,1,67,40.0,219.9492015838623,23.24431037902832,13196.952095031738,464.8862075805664,1,1.9730000495910645,2.7960000038146973,1.0,-0.17257286608219147,1.0,45,pre_confirmation_direction_switch,1787760877600000000,164651,120.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787760922980000000,168068,89618,-1,58,20.0,0.0,63.39796257019043,0.0,2549.8239478468895,1,1.5573333501815796,2.617833375930786,1.0,-0.25400182604789734,1.0,45,transient_rejected,1787760923240000000,168073,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787760978420000000,171439,92390,-1,89,20.0,0.0,77.14538955688477,0.0,6280.895919799805,1,0.5350000262260437,1.9924999475479126,1.0,-0.5766567587852478,1.0,45,transient_rejected,1787760978680000000,171451,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787760979960000000,171483,92467,1,64,20.0,458.45079040527344,33.06905746459961,18338.031616210938,1761.554832458496,1,0.7114999890327454,3.762500047683716,1.0,-0.6819400787353516,1.0,45,transient_rejected,1787760980220000000,171494,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761026240000000,174544,94781,-1,50,80.0,0.0,166.7507381439209,0.0,9913.804702758789,2,1.4240000247955322,10.376333236694336,1.0,-0.7586508989334106,1.0,45,pre_confirmation_direction_switch,1787761026460000000,174573,220.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761045140000000,175843,95726,1,50,60.0,234.16350173950195,0.15821827948093414,11610.689964294434,3.164365589618683,1,1.7933332920074463,5.169000148773193,1.0,-0.4848470389842987,1.0,45,transient_rejected,1787761045400000000,175852,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761047100000000,175901,95824,1,69,20.0,246.2977647781372,0.0,9851.910591125488,0.0,1,2.1633334159851074,1.0573333501815796,1.0,0.34340715408325195,1.0,45,transient_rejected,1787761047360000000,175913,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761104300000000,179858,98684,1,66,40.0,40.25321578979492,0.0,2440.5775916576385,0.0,1,0.922166645526886,3.072333335876465,1.0,-0.5382817983627319,1.0,45,transient_rejected,1787761104560000000,179867,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761187160000000,187767,102827,1,62,60.0,664.5145578384399,5.002260446548462,35393.12051773071,186.58627271652222,1,6.424333095550537,1.8563333749771118,1.0,0.5516464114189148,1.0,45,pre_confirmation_direction_switch,1787761187300000000,187801,140.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761367940000000,202480,111866,1,71,40.0,35.83909630775452,264.7268371582031,2150.345778465271,5294.5367431640625,1,1.8823332786560059,4.5335001945495605,1.0,-0.4132224917411804,1.0,45,pre_confirmation_direction_switch,1787761368080000000,202529,140.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761418040000000,208524,114371,1,78,20.0,111.6749529838562,0.0,4466.998119354248,0.0,1,2.7363333702087402,1.5438333749771118,1.0,0.2786106467247009,1.0,45,transient_rejected,1787761418300000000,208525,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761446380000000,210281,115788,1,85,60.0,212.51116752624512,0.0,9641.568880081177,0.0,2,2.255666732788086,5.487833499908447,1.0,-0.41890469193458557,1.0,45,transient_rejected,1787761446640000000,210309,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761512460000000,214760,119092,-1,164,20.0,0.0,42.84858512878418,0.0,1713.9434051513672,1,3.82016658782959,1.438166618347168,1.0,0.452995240688324,1.0,45,transient_rejected,1787761512720000000,214765,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761611700000000,223790,124054,1,120,0.0,32.008508920669556,3.5799334049224854,1264.8676109313965,71.5986680984497,1,1.6054999828338623,3.6596667766571045,1.0,-0.3901427686214447,1.0,45,pre_confirmation_direction_switch,1787761611740000000,223815,40.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761630620000000,225171,125000,1,55,100.0,31476.581787109375,40.86993408203125,1302151.79561615,817.398681640625,2,1.1406667232513428,2.2920000553131104,1.0,-0.3354049324989319,1.0,45,confirmed,1787761630780000000,225254,160.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761716420000000,231581,129290,1,50,40.0,141.6538610458374,0.4423525333404541,8499.231662750244,26.541152000427246,1,2.2806665897369385,1.909333348274231,1.0,0.08862370997667313,1.0,45,transient_rejected,1787761716680000000,231589,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761769780000000,236028,131958,1,69,60.0,83.90615713596344,15.947789192199707,5244.440166950226,637.9115676879883,2,1.5520000457763672,4.851833343505859,1.0,-0.5152903199195862,1.0,45,pre_confirmation_direction_switch,1787761770000000000,236047,220.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761784620000000,236539,132700,-1,67,80.0,0.0,198.21743392944336,0.0,11216.429996490479,1,2.5416667461395264,2.185666561126709,1.0,0.0753067284822464,1.0,45,pre_confirmation_direction_switch,1787761784860000000,236572,240.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761882040000000,244607,137571,1,72,0.0,61.42510008811951,29.70106315612793,1228.5020017623901,594.0212631225586,1,2.4738333225250244,1.3301666975021362,1.0,0.30064845085144043,2.0,45,pre_confirmation_direction_switch,1787761882060000000,244609,20.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761901080000000,246085,138523,-1,50,40.0,19.131099700927734,52.856760025024414,1147.865982055664,3171.405601501465,1,1.6613333225250244,1.1781666278839111,1.0,0.17015907168388367,1.0,45,transient_rejected,1787761901340000000,246092,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761912760000000,246692,139107,1,69,60.0,948.4654846191406,3.1756144762039185,32090.836837887764,122.37474620342255,2,0.8489999771118164,3.7144999504089355,1.0,-0.6279171705245972,1.0,45,transient_rejected,1787761913020000000,246738,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761949340000000,248733,140936,-1,58,20.0,0.0,26.21847367286682,0.0,1048.7389469146729,1,1.374666690826416,4.885833263397217,1.0,-0.5608444213867188,1.0,45,transient_rejected,1787761949600000000,248735,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761951500000000,248777,141044,-1,59,80.0,1.4665518999099731,266.7182846069336,58.662075996398926,16761.526311039925,2,1.8346666097640991,6.600833415985107,1.0,-0.5650129318237305,1.0,45,transient_rejected,1787761951760000000,248811,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761981220000000,250712,142530,-1,52,40.0,0.18302302062511444,11.715586185455322,3.660460412502289,729.4445943832397,1,2.2885000705718994,2.4043333530426025,1.0,-0.0246830265969038,1.0,45,transient_rejected,1787761981480000000,250716,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787761989820000000,251119,142960,-1,55,100.0,0.0,334.44786834716797,0.0,18877.420768737793,2,4.001999855041504,1.3506666421890259,1.0,0.4972080886363983,1.0,45,confirmed,1787761989940000000,251147,120.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762081520000000,257413,147545,-1,64,100.0,0.0,86.36826515197754,0.0,4674.321054816246,2,4.1023335456848145,1.8181666135787964,1.0,0.3858063817024231,1.0,45,confirmed,1787762081700000000,257420,180.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762278100000000,271435,157374,1,69,20.0,176.1932373046875,0.0,7047.7294921875,0.0,1,1.4136667251586914,1.6448333263397217,1.0,-0.07558171451091766,1.0,45,pre_confirmation_direction_switch,1787762278160000000,271438,60.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762285220000000,271871,157730,-1,101,40.0,0.0,14.610619068145752,0.0,876.6371440887451,1,2.6391665935516357,3.806666612625122,1.0,-0.1811247617006302,1.0,45,transient_rejected,1787762285480000000,271877,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762329580000000,275358,159948,1,52,100.0,6255.316802978516,0.0,266404.6635270119,0.0,2,0.22983333468437195,2.5625,1.0,-0.8353825807571411,1.0,45,confirmed,1787762329740000000,275408,160.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762356680000000,276863,161303,1,79,40.0,298.7503204345703,0.0,17925.01922607422,0.0,1,1.184666633605957,5.088833332061768,1.0,-0.6216679215431213,1.0,45,pre_confirmation_direction_switch,1787762356760000000,276868,80.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762375580000000,278116,162248,1,164,20.0,196.34639167785645,1.3266805410385132,7853.855667114258,53.06722164154053,1,11.2388334274292,5.343999862670898,1.0,0.35547804832458496,1.0,45,transient_rejected,1787762375840000000,278125,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762398460000000,280043,163392,1,58,100.0,1189.1831817626953,0.0,74091.39822483063,0.0,1,4.499833106994629,4.460000038146973,1.0,0.004445767030119896,1.0,45,confirmed,1787762398560000000,280082,100.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762583100000000,292600,172624,-1,69,20.0,0.0,51.4465389251709,0.0,2057.861557006836,1,2.6548333168029785,2.931333303451538,1.0,-0.049497269093990326,1.0,45,pre_confirmation_direction_switch,1787762583200000000,292609,100.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762599880000000,293962,173463,-1,72,40.0,32.48794150352478,166.27914345264435,1698.679485321045,9887.278582751751,1,2.2955000400543213,3.6085000038146973,1.0,-0.22239160537719727,1.0,45,pre_confirmation_direction_switch,1787762600060000000,293972,180.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762616780000000,295470,174308,1,60,40.0,30.03805446624756,0.0,1802.2832679748535,0.0,1,0.6148333549499512,4.439000129699707,1.0,-0.7566863298416138,1.0,45,transient_rejected,1787762617040000000,295477,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762630480000000,296238,174993,1,54,100.0,227.3684844970703,0.0,19563.30894470215,0.0,1,2.003000020980835,3.5441665649414062,1.0,-0.27782952785491943,1.0,45,confirmed,1787762630580000000,296246,100.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762671940000000,298395,177066,-1,76,40.0,2.640786439180374,32.746171951293945,52.81572878360748,1964.7703170776367,1,2.3988332748413086,8.345666885375977,1.0,-0.5534769892692566,0.0,45,transient_rejected,1787762672200000000,298401,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762770260000000,305497,181982,1,53,80.0,166.16862106323242,0.0,12927.652950286865,0.0,2,1.9520000219345093,2.800333261489868,1.0,-0.17850880324840546,1.0,45,transient_rejected,1787762770520000000,305504,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762908680000000,315500,188903,1,60,20.0,311.2537899017334,0.0,12508.224878311157,0.0,1,3.6053333282470703,1.2298333644866943,1.0,0.4912964105606079,1.0,45,transient_rejected,1787762908940000000,315506,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762935480000000,317399,190243,-1,57,40.0,7.0301127433776855,43.52454662322998,281.2045097351074,2611.472797393799,1,4.725333213806152,2.367666721343994,1.0,0.33239343762397766,1.0,45,transient_rejected,1787762935740000000,317405,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762972040000000,319788,192071,1,62,80.0,127.01454067230225,14.212081909179688,10812.831287384033,370.6664562225342,2,1.506166696548462,3.5806667804718018,1.0,-0.4078175723552704,1.0,45,transient_rejected,1787762972300000000,319796,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762977060000000,319909,192322,-1,187,80.0,0.0,532.4021911621094,0.0,23808.121738433838,2,1.090666651725769,2.0946667194366455,1.0,-0.31519463658332825,0.0,45,pre_confirmation_direction_switch,1787762977200000000,319961,140.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762981180000000,320456,192528,-1,53,60.0,0.0,180.6236411333084,0.0,10668.094640672207,2,2.801833391189575,3.9623334407806396,1.0,-0.17070047557353973,1.0,45,transient_rejected,1787762981440000000,320489,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787762998820000000,321589,193410,1,65,40.0,205.73226928710938,29.05538558959961,12354.731796383858,581.1077117919922,1,4.8376665115356445,1.999333381652832,1.0,0.41514310240745544,1.0,45,pre_confirmation_direction_switch,1787762999020000000,321599,200.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763080040000000,327073,197471,1,79,20.0,193.26081466674805,0.0,4665.0849533081055,0.0,1,1.0865000486373901,2.255000114440918,1.0,-0.349693238735199,1.0,45,pre_confirmation_direction_switch,1787763080080000000,327098,40.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763119880000000,329668,199463,-1,85,60.0,0.0,5151.013565063477,0.0,309225.05499362946,1,76.73650360107422,2.0761666297912598,1.0,0.9473139047622681,1.0,45,pre_confirmation_direction_switch,1787763119960000000,329677,80.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763129880000000,330398,199963,1,50,40.0,223.40921211242676,0.0,13404.552726745605,0.0,1,1.0171666145324707,1.8244999647140503,1.0,-0.2841055691242218,1.0,45,pre_confirmation_direction_switch,1787763130020000000,330407,140.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763156660000000,332339,201302,-1,55,40.0,2.524812787771225,54.83176040649414,50.4962557554245,3284.1271209716797,1,1.8906667232513428,1.868833303451538,1.0,0.005807509645819664,1.0,45,pre_confirmation_direction_switch,1787763156860000000,332346,200.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763203120000000,334740,203625,-1,53,40.0,10.046120643615723,39.969618797302246,401.8448257446289,2398.1771278381348,1,2.3366665840148926,2.6523332595825195,1.0,-0.06327253580093384,1.0,45,transient_rejected,1787763203380000000,334751,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763209660000000,335057,203952,1,64,20.0,56.995320320129395,0.0,2461.590919494629,0.0,1,1.534833312034607,3.869166612625122,1.0,-0.4319639801979065,1.0,45,pre_confirmation_direction_switch,1787763209800000000,335089,140.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763235920000000,336423,205265,-1,57,60.0,17.369893074035645,530.5097312927246,866.704158782959,31925.683889389038,1,1.5811666250228882,5.9651665687561035,1.0,-0.5809443593025208,0.0,45,pre_confirmation_direction_switch,1787763236100000000,336455,180.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763247520000000,337193,205845,1,57,20.0,377.3415756225586,0.0,15222.202963232994,0.0,1,1.747499942779541,5.19683313369751,1.0,-0.49671193957328796,1.0,45,transient_rejected,1787763247780000000,337200,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763257120000000,337449,206325,-1,54,40.0,0.0,22.676952362060547,0.0,1360.6171417236328,1,4.5320000648498535,3.237333297729492,1.0,0.1666380614042282,1.0,45,transient_rejected,1787763257380000000,337456,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763264500000000,337689,206694,-1,111,20.0,0.26768869161605835,37.714555740356445,10.707547664642334,1493.7340927124023,1,4.685166835784912,1.7881666421890259,1.0,0.44752833247184753,1.0,45,pre_confirmation_direction_switch,1787763264620000000,337693,120.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763266300000000,337719,206784,-1,82,40.0,0.0,51.66911315917969,0.0,3089.0662384033203,1,3.8485000133514404,1.7881666421890259,1.0,0.3655233681201935,0.0,45,pre_confirmation_direction_switch,1787763266360000000,337722,60.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763270980000000,337848,207018,1,88,40.0,260.4325294494629,5.92709743976593,10966.885640621185,355.6258463859558,1,1.0523333549499512,2.8331665992736816,1.0,-0.458327978849411,1.0,45,transient_rejected,1787763271240000000,337855,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763276620000000,337947,207300,1,209,20.0,117.87417602539062,0.0,4714.967041015625,0.0,1,1.8023333549499512,1.5490000247955322,1.0,0.0755918025970459,1.0,45,transient_rejected,1787763276880000000,337952,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763280920000000,338160,207515,1,61,40.0,5798.054870605469,26.355804443359375,341957.75895893574,789.9637585878372,1,2.064500093460083,2.064666748046875,1.0,-4.036326936329715e-05,1.0,45,transient_rejected,1787763281180000000,338179,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763293680000000,338816,208153,1,99,80.0,453.06380701065063,0.0,28067.397878170013,0.0,2,2.3559999465942383,2.065833330154419,1.0,0.06562134623527527,1.0,45,transient_rejected,1787763293940000000,338864,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763360440000000,342751,211491,1,84,80.0,1673.8080291748047,0.47390787303447723,84012.37243793905,17.75178164243698,2,0.3294999897480011,5.60533332824707,1.0,-0.8889606595039368,1.0,45,transient_rejected,1787763360700000000,342803,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763369340000000,343465,211936,-1,55,60.0,0.0,95.14506912231445,0.0,5416.825297921896,1,3.1503334045410156,0.6744999885559082,1.0,0.647304892539978,1.0,45,transient_rejected,1787763369600000000,343470,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763380540000000,343731,212496,-1,218,20.0,0.19040924310684204,40.567063331604004,3.808184862136841,1742.3513865470886,1,2.755333423614502,2.263166666030884,1.0,0.09807047247886658,1.0,45,transient_rejected,1787763380800000000,343738,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763423220000000,346589,214630,1,55,100.0,1548.4418563842773,0.5775732174515724,72352.77946472168,21.406223326921463,2,0.9231666922569275,3.953000068664551,1.0,-0.6213555932044983,1.0,45,confirmed,1787763423360000000,346618,140.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763797920000000,370760,233365,1,58,40.0,181.69381666183472,4.280519008636475,10901.628999710083,171.22076034545898,1,14.44849967956543,2.428333282470703,1.0,0.7122287750244141,1.0,45,transient_rejected,1787763798180000000,370765,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763837620000000,373368,235350,-1,84,20.0,0.0,49.80965614318848,0.0,1992.386245727539,1,4.5851664543151855,1.5761666297912598,1.0,0.48836833238601685,1.0,45,transient_rejected,1787763837880000000,373374,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763858360000000,374633,236387,-1,132,100.0,0.0,356.78939056396484,0.0,26853.618392944336,1,3.434333324432373,2.6631667613983154,1.0,0.1264725923538208,1.0,45,confirmed,1787763858460000000,374649,100.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763890160000000,376313,237977,-1,124,20.0,0.15092666447162628,340.5064036846161,6.037066578865051,15006.712346076965,1,7.189000129699707,150.84716796875,1.0,-0.9090208411216736,1.0,45,transient_rejected,1787763890420000000,376325,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763899640000000,376737,238451,-1,79,80.0,0.01342837605625391,469.23858642578125,0.5371350422502443,29582.853012233973,1,1.7311667203903198,5.665999889373779,1.0,-0.5319378972053528,1.0,45,transient_rejected,1787763899900000000,376801,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763902240000000,377048,238581,-1,50,40.0,0.0,33.065406799316406,0.0,1983.9244079589844,1,4.807666778564453,5.66783332824707,1.0,-0.08211223036050797,1.0,45,transient_rejected,1787763902500000000,377053,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763918500000000,378276,239394,1,54,60.0,503.67394256591797,5.305718898773193,34867.727966308594,227.39082157611847,2,1.7048333883285522,4.072333335876465,1.0,-0.40775266289711,1.0,45,transient_rejected,1787763918760000000,378302,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763931480000000,378784,240043,1,69,20.0,209.19234657287598,0.0,8312.509689331055,0.0,1,3.4186666011810303,3.9626667499542236,1.0,-0.07369942218065262,0.0,45,pre_confirmation_direction_switch,1787763931520000000,378785,40.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763972740000000,380714,242106,1,63,60.0,2397.312469482422,20.278303146362305,91120.55578947067,433.078236579895,1,2.625666618347168,3.7953333854675293,1.0,-0.18216270208358765,1.0,45,transient_rejected,1787763973000000000,380773,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787763996620000000,382344,243300,-1,70,40.0,0.0,70.0409984588623,0.0,4202.459907531738,1,5.227499961853027,2.4571666717529297,1.0,0.3605014383792877,1.0,45,transient_rejected,1787763996880000000,382349,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787764001120000000,382579,243525,-1,51,60.0,0.40109655261039734,134.54331970214844,8.021931052207947,7809.605970196426,1,4.020666599273682,5.473333358764648,1.0,-0.15300892293453217,0.0,45,pre_confirmation_direction_switch,1787764001280000000,382587,160.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787764020060000000,383871,244472,1,51,100.0,500.30333709716797,0.0,43989.88121032715,0.0,1,2.5896666049957275,23.11283302307129,1.0,-0.7984890937805176,1.0,45,confirmed,1787764020160000000,383883,100.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787764652680000000,422196,276103,1,63,60.0,265.44157695770264,0.07519645988941193,15317.646459620446,3.007858395576477,2,19.13249969482422,6.986000061035156,1.0,0.4650534987449646,1.0,45,transient_rejected,1787764652940000000,422212,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787764660360000000,422505,276487,1,65,40.0,63.537214279174805,0.0,3812.2328567504883,0.0,1,3.1661667823791504,4.371166706085205,1.0,-0.15987086296081543,1.0,45,transient_rejected,1787764660620000000,422510,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787764682200000000,423874,277579,-1,54,100.0,0.0,174.8617458343506,0.0,11296.427235603333,2,5.0988335609436035,4.669666767120361,1.0,0.04393373429775238,1.0,45,confirmed,1787764682380000000,423881,180.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787764721080000000,426723,279523,1,73,60.0,2911.3092041015625,13.733163833618164,168957.1058368683,274.6632766723633,1,2.806166648864746,3.004833221435547,1.0,-0.03418803587555885,1.0,45,pre_confirmation_direction_switch,1787764721160000000,426752,80.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787764748340000000,428523,280886,-1,50,100.0,0.0,493.4027404785156,0.0,25401.40344619751,2,5.024499893188477,1.402999997138977,1.0,0.563438355922699,1.0,45,confirmed,1787764748460000000,428585,120.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787764778340000000,430545,282386,1,56,40.0,78.64840126037598,0.0,4718.904075622559,0.0,1,3.360166549682617,2.8464999198913574,1.0,0.08276047557592392,1.0,45,transient_rejected,1787764778600000000,430548,260.0
2026-08-26_20fa36ad4d76,2026-08-26,historical_no_refit_replay,0,1787764794120000000,431234,283175,-1,50,20.0,0.2192516177892685,22.910133838653564,8.77006471157074,918.1546586751938,1,2.678499937057495,5.176166534423828,1.0,-0.31798505783081055,1.0,45,transient_rejected,1787764794380000000,431241,260.0
