row_id,sample_id,observed_regime,decision_id,action,block_reason,candidate_id,forecast_model_type,forecast_model_contract_hash,forecast_model_output_ticks,signal_score_units,signal_score,side,forecast_mid_px,fair_mid_px,reservation_px,quote_bid_px,quote_ask_px,post_only_invariant,future_mid_move_ticks,signed_markout_ticks,adjusted_counterfactual_edge_ticks,source_age_bucket,basis_bucket,order_endpoint_called,private_endpoint_called,credential_read
2333,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2333,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,30.22981509,forecast_move_ticks,30.22981509,buy,60108.52298151,60108.52298151,60108.52298151,60105,60109,True,20,20,18.5,binance_source_age_low,basis_high,False,False,False
2334,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2334,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,47.64745546,forecast_move_ticks,47.64745546,buy,60110.26474555,60110.26474555,60110.26474555,60105,60111,True,90,90,88.5,binance_source_age_low,basis_high,False,False,False
2335,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2335,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,50.55866995,forecast_move_ticks,50.55866995,buy,60112.55586699,60112.55586699,60112.55586699,60107,60113,True,180,180,178.5,binance_source_age_low,basis_high,False,False,False
2336,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2336,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,34.65612834,forecast_move_ticks,34.65612834,buy,60117.96561283,60117.96561283,60117.96561283,60114,60119,True,110,110,108.5,binance_source_age_mid,basis_high,False,False,False
2337,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2337,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.16505633,forecast_move_ticks,10.16505633,buy,60126.51650563,60126.51650563,60126.51650563,60125,60127,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
2338,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2338,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,13.39442633,forecast_move_ticks,13.39442633,buy,60126.83944263,60126.83944263,60126.83944263,60125,60127,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
2339,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2339,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,11.28219785,forecast_move_ticks,11.28219785,buy,60126.62821979,60126.62821979,60126.62821979,60125,60127,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
2340,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2340,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,1.30445946,forecast_move_ticks,1.30445946,buy,60125.63044595,60125.63044595,60125.63044595,60125,60126,True,-15,-15,-16.5,binance_source_age_high,basis_mid,False,False,False
2341,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2341,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,1.30238508,forecast_move_ticks,1.30238508,buy,60125.63023851,60125.63023851,60125.63023851,60125,60126,True,-25,-25,-26.5,binance_source_age_mid,basis_mid,False,False,False
2342,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2342,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,4.2219886,forecast_move_ticks,4.2219886,buy,60124.42219886,60124.42219886,60124.42219886,60124,60125,True,-15,-15,-16.5,binance_source_age_low,basis_high,False,False,False
2343,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2343,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-7.64749844,forecast_move_ticks,-7.64749844,sell,60122.23525016,60122.23525016,60122.23525016,60122,60123,True,-5,5,3.5,binance_source_age_mid,basis_mid,False,False,False
2344,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2344,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-0.02011033,forecast_move_ticks,-0.02011033,sell,60122.49798897,60122.49798897,60122.49798897,60122,60123,True,0,-0,-1.5,binance_source_age_mid,basis_mid,False,False,False
2345,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2345,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,0.00825419,forecast_move_ticks,0.00825419,buy,60122.50082542,60122.50082542,60122.50082542,60122,60123,True,0,0,-1.5,binance_source_age_mid,basis_mid,False,False,False
2346,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2346,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,8.30431982,forecast_move_ticks,8.30431982,buy,60123.33043198,60123.33043198,60123.33043198,60122,60124,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
2347,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2347,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,8.28150076,forecast_move_ticks,8.28150076,buy,60123.32815008,60123.32815008,60123.32815008,60122,60124,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
2348,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2348,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-11.12687875,forecast_move_ticks,-11.12687875,sell,60121.38731212,60121.38731212,60121.38731212,60121,60123,True,-20,20,18.5,binance_source_age_mid,basis_low,False,False,False
2349,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2349,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-8.60746056,forecast_move_ticks,-8.60746056,sell,60121.63925394,60121.63925394,60121.63925394,60121,60123,True,-30,30,28.5,binance_source_age_low,basis_low,False,False,False
2350,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2350,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-5.80779199,forecast_move_ticks,-5.80779199,sell,60119.9192208,60119.9192208,60119.9192208,60119,60121,True,-50,50,48.5,binance_source_age_high,basis_mid,False,False,False
2351,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2351,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-1.80806635,forecast_move_ticks,-1.80806635,sell,60119.31919337,60119.31919337,60119.31919337,60119,60120,True,-60,60,58.5,binance_source_age_mid,basis_mid,False,False,False
2352,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2352,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,4.70203428,forecast_move_ticks,4.70203428,buy,60115.97020343,60115.97020343,60115.97020343,60115,60117,True,-20,-20,-21.5,binance_source_age_low,basis_high,False,False,False
2353,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2353,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,9.45566084,forecast_move_ticks,9.45566084,buy,60114.44556608,60114.44556608,60114.44556608,60113,60115,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False
2354,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2354,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,11.11970429,forecast_move_ticks,11.11970429,buy,60114.61197043,60114.61197043,60114.61197043,60113,60115,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
2355,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2355,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.69689117,forecast_move_ticks,10.69689117,buy,60114.56968912,60114.56968912,60114.56968912,60113,60115,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
2356,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2356,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,11.09368849,forecast_move_ticks,11.09368849,buy,60114.60936885,60114.60936885,60114.60936885,60113,60115,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
2357,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2357,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,11.27712595,forecast_move_ticks,11.27712595,buy,60114.6277126,60114.6277126,60114.6277126,60113,60115,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
2358,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2358,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,9.50885687,forecast_move_ticks,9.50885687,buy,60114.45088569,60114.45088569,60114.45088569,60113,60115,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
2359,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2359,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-3.23877617,forecast_move_ticks,-3.23877617,sell,60113.17612238,60113.17612238,60113.17612238,60113,60114,True,0,-0,-1.5,binance_source_age_low,basis_mid,False,False,False
2360,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2360,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-9.54024692,forecast_move_ticks,-9.54024692,sell,60112.54597531,60112.54597531,60112.54597531,60112,60114,True,-130,130,128.5,binance_source_age_low,basis_low,False,False,False
2361,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2361,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-8.69402166,forecast_move_ticks,-8.69402166,sell,60112.63059783,60112.63059783,60112.63059783,60112,60114,True,-130,130,128.5,binance_source_age_low,basis_low,False,False,False
2362,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2362,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,21.0458732,forecast_move_ticks,21.0458732,buy,60102.60458732,60102.60458732,60102.60458732,60100,60103,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
2363,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2363,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,19.5610309,forecast_move_ticks,19.5610309,buy,60102.45610309,60102.45610309,60102.45610309,60100,60103,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
2364,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2364,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,28.32384976,forecast_move_ticks,28.32384976,buy,60103.33238498,60103.33238498,60103.33238498,60100,60104,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
2365,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2365,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,27.64134249,forecast_move_ticks,27.64134249,buy,60103.26413425,60103.26413425,60103.26413425,60100,60104,True,60,60,58.5,binance_source_age_high,basis_high,False,False,False
2366,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2366,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,28.22436651,forecast_move_ticks,28.22436651,buy,60103.32243665,60103.32243665,60103.32243665,60100,60104,True,60,60,58.5,binance_source_age_high,basis_high,False,False,False
2367,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2367,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,12.54488822,forecast_move_ticks,12.54488822,buy,60107.75448882,60107.75448882,60107.75448882,60106,60108,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
2368,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2368,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,12.75207869,forecast_move_ticks,12.75207869,buy,60107.77520787,60107.77520787,60107.77520787,60106,60108,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
2369,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2369,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,12.5654483,forecast_move_ticks,12.5654483,buy,60107.75654483,60107.75654483,60107.75654483,60106,60108,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False
2370,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2370,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,12.7690316,forecast_move_ticks,12.7690316,buy,60107.77690316,60107.77690316,60107.77690316,60106,60108,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
2371,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2371,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,17.20931503,forecast_move_ticks,17.20931503,buy,60108.2209315,60108.2209315,60108.2209315,60106,60109,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False
2372,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2372,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,13.83246407,forecast_move_ticks,13.83246407,buy,60107.88324641,60107.88324641,60107.88324641,60106,60108,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
2373,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2373,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,14.17023621,forecast_move_ticks,14.17023621,buy,60107.91702362,60107.91702362,60107.91702362,60106,60108,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
2374,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2374,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,14.20102857,forecast_move_ticks,14.20102857,buy,60107.92010286,60107.92010286,60107.92010286,60106,60108,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False
2375,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2375,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,12.41784903,forecast_move_ticks,12.41784903,buy,60107.7417849,60107.7417849,60107.7417849,60106,60108,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
2376,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2376,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,25.49802675,forecast_move_ticks,25.49802675,buy,60109.04980267,60109.04980267,60109.04980267,60106,60110,True,10,10,8.5,binance_source_age_low,basis_high,False,False,False
2377,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2377,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,12.62426309,forecast_move_ticks,12.62426309,buy,60107.76242631,60107.76242631,60107.76242631,60106,60108,True,10,10,8.5,binance_source_age_high,basis_high,False,False,False
2378,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2378,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,9.73359311,forecast_move_ticks,9.73359311,buy,60108.47335931,60108.47335931,60108.47335931,60107,60109,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False
2379,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2379,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,9.51185493,forecast_move_ticks,9.51185493,buy,60108.45118549,60108.45118549,60108.45118549,60107,60109,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
2380,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2380,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-3.87375967,forecast_move_ticks,-3.87375967,sell,60107.11262403,60107.11262403,60107.11262403,60107,60108,True,-10,10,8.5,binance_source_age_high,basis_mid,False,False,False
2381,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2381,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-3.78399912,forecast_move_ticks,-3.78399912,sell,60107.12160009,60107.12160009,60107.12160009,60107,60108,True,-10,10,8.5,binance_source_age_high,basis_mid,False,False,False
2382,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2382,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-1.54722132,forecast_move_ticks,-1.54722132,sell,60106.34527787,60106.34527787,60106.34527787,60106,60107,True,0,-0,-1.5,binance_source_age_low,basis_mid,False,False,False
2383,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2383,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-1.60090023,forecast_move_ticks,-1.60090023,sell,60106.33990998,60106.33990998,60106.33990998,60106,60107,True,-35,35,33.5,binance_source_age_mid,basis_mid,False,False,False
2384,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2384,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-21.07161654,forecast_move_ticks,-21.07161654,sell,60104.39283835,60104.39283835,60104.39283835,60104,60107,True,-120,120,118.5,binance_source_age_low,basis_low,False,False,False
2385,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2385,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,-8.19882072,forecast_move_ticks,-8.19882072,sell,60102.18011793,60102.18011793,60102.18011793,60102,60103,True,-85,85,83.5,binance_source_age_high,basis_low,False,False,False
2386,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2386,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.56976369,forecast_move_ticks,10.56976369,buy,60095.55697637,60095.55697637,60095.55697637,60094,60096,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False
2387,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2387,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.57668094,forecast_move_ticks,10.57668094,buy,60095.55766809,60095.55766809,60095.55766809,60094,60096,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
2388,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2388,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.31960587,forecast_move_ticks,10.31960587,buy,60095.53196059,60095.53196059,60095.53196059,60094,60096,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
2389,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2389,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,9.72655695,forecast_move_ticks,9.72655695,buy,60095.47265569,60095.47265569,60095.47265569,60094,60096,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
2390,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2390,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,9.80081552,forecast_move_ticks,9.80081552,buy,60095.48008155,60095.48008155,60095.48008155,60094,60096,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False
2391,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2391,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.12700668,forecast_move_ticks,10.12700668,buy,60095.51270067,60095.51270067,60095.51270067,60094,60096,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False
2392,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2392,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,10.35254813,forecast_move_ticks,10.35254813,buy,60095.53525481,60095.53525481,60095.53525481,60094,60096,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False
2393,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2393,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,36.77623627,forecast_move_ticks,36.77623627,buy,60098.17762363,60098.17762363,60098.17762363,60094,60099,True,25,25,23.5,binance_source_age_mid,basis_high,False,False,False
2394,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2394,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,40.72277892,forecast_move_ticks,40.72277892,buy,60098.57227789,60098.57227789,60098.57227789,60094,60099,True,45,45,43.5,binance_source_age_mid,basis_high,False,False,False
2395,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2395,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,28.62677508,forecast_move_ticks,28.62677508,buy,60099.86267751,60099.86267751,60099.86267751,60095,60100,True,95,95,93.5,binance_source_age_mid,basis_high,False,False,False
2396,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2396,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,27.29777349,forecast_move_ticks,27.29777349,buy,60101.72977735,60101.72977735,60101.72977735,60098,60102,True,85,85,83.5,binance_source_age_mid,basis_high,False,False,False
2397,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2397,would_submit,,binance_lead_plus_basis_regression,standardized_linear_regression_v1,675c86d43625713bec580e777d2c1e83471b26d958660af26e9689b709baacef,19.85628913,forecast_move_ticks,19.85628913,buy,60108.48562891,60108.48562891,60108.48562891,60106,60109,True,10,10,8.5,binance_source_age_mid,basis_high,False,False,False
