row_id,sample_id,observed_regime,primary_label_ticks,input_binance_top5_imbalance,input_binance_microprice_minus_mid_ticks,input_binance_mid_move_ticks_from_prev,context_basis_mid_ticks,context_hyperliquid_top5_imbalance,context_hyperliquid_microprice_minus_mid_ticks,binance_lead_composite_raw_mean,source_age_bucket,basis_bucket
2444,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.00102337,0.00051168,0,15.5,-0.99994677,-4.99973385,0.00051168,binance_source_age_high,basis_mid
2445,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.00085266,0.00042633,0,15.5,-0.99618673,-4.98093365,0.00042633,binance_source_age_low,basis_mid
2446,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-30,0.04634581,0.02317291,0,15.5,-0.99620924,-4.98104619,0.02317291,binance_source_age_high,basis_mid
2447,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-30,0.02481674,0.01240837,0,15.5,-0.99619314,-4.98096569,0.01240837,binance_source_age_mid,basis_mid
2448,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.02508391,0.01254195,0,45.5,-0.96174506,-4.80872532,0.01254195,binance_source_age_high,basis_mid
2449,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.27151905,-0.13575953,0,45.5,-0.88807695,-4.44038474,-0.13575953,binance_source_age_mid,basis_mid
2450,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.9334998,-0.4667499,0,45.5,-0.92281581,-4.61407903,-0.4667499,binance_source_age_mid,basis_mid
2451,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.93181818,-0.46590909,0,45.5,-0.9406636,-4.703318,-0.46590909,binance_source_age_low,basis_mid
2452,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,5,-0.80751361,-0.4037568,0,45.5,-0.99227001,-4.96135005,-0.4037568,binance_source_age_mid,basis_mid
2453,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,50,0.89462849,0.44731424,0,118.5,-0.99236433,-4.96182163,0.44731424,binance_source_age_mid,basis_high
2454,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,45,0.55797611,0.27898805,0,148.5,0.89373283,8.93732834,0.27898805,binance_source_age_mid,basis_high
2455,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.03879058,-0.01939529,0,103.5,0.97625037,4.88125187,-0.01939529,binance_source_age_mid,basis_high
2456,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.30183817,0.15091909,0,103.5,0.97625037,4.88125187,0.15091909,binance_source_age_mid,basis_high
2457,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.29738059,0.14869029,0,103.5,0.68464091,3.42320454,0.14869029,binance_source_age_low,basis_high
2458,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.15484363,0.07742182,0,103.5,0.59282838,2.96414188,0.07742182,binance_source_age_high,basis_high
2459,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.15028111,0.07514056,0,103.5,0.68572407,3.42862034,0.07514056,binance_source_age_mid,basis_high
2460,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.14625591,0.07312795,0,103.5,0.52806103,2.64030513,0.07312795,binance_source_age_low,basis_high
2461,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.14936554,0.07468277,0,103.5,0.52806103,2.64030513,0.07468277,binance_source_age_mid,basis_high
2462,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.13788365,0.06894182,0,103.5,0.56548605,2.82743023,0.06894182,binance_source_age_low,basis_high
2463,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.13805742,0.06902871,0,103.5,0.51078461,2.55392304,0.06902871,binance_source_age_low,basis_high
2464,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.89019225,0.44509612,0,103.5,0.51122445,2.55612226,0.44509612,binance_source_age_mid,basis_high
2465,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.29140712,-0.14570356,0,31.5,0.7025469,3.51273449,-0.14570356,binance_source_age_mid,basis_mid
2466,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-20,0.21581231,0.10790615,0,7.5,0.7025469,3.51273449,0.10790615,binance_source_age_mid,basis_mid
2467,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-20,0.88893174,0.44446587,0,7.5,-0.69211008,-3.46055039,0.44446587,binance_source_age_low,basis_mid
2468,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,10,-0.47765329,-0.23882665,0,116.5,-0.99991459,-4.99957296,-0.23882665,binance_source_age_low,basis_high
2469,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,10,0.00328947,0.00164474,0,116.5,-0.75455865,-3.77279323,0.00164474,binance_source_age_high,basis_high
2470,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.49031122,-0.24515561,0,106.5,0.81575877,4.07879387,-0.24515561,binance_source_age_mid,basis_high
2471,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.48137327,-0.24068663,0,106.5,-0.03016006,-0.1508003,-0.24068663,binance_source_age_low,basis_high
2472,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.84328838,-0.42164419,0,106.5,-0.14423785,-0.72118926,-0.42164419,binance_source_age_low,basis_high
2473,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.86652079,-0.43326039,0,106.5,-0.11507824,-0.57539118,-0.43326039,binance_source_age_high,basis_high
2474,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.73755531,-0.36877765,0,106.5,-0.67917068,-3.3958534,-0.36877765,binance_source_age_mid,basis_high
2475,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.571165,-0.2855825,0,106.5,-0.67977111,-3.39885556,-0.2855825,binance_source_age_mid,basis_high
2476,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.73158661,-0.3657933,0,106.5,-0.49072467,-2.45362335,-0.3657933,binance_source_age_low,basis_high
2477,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.75254051,-0.37627026,0,106.5,-0.42857721,-2.14288606,-0.37627026,binance_source_age_low,basis_high
2478,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.29718821,-0.14859411,0,106.5,-0.57333054,-2.86665272,-0.14859411,binance_source_age_high,basis_high
2479,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.17535545,-0.08767773,0,106.5,-0.57333054,-2.86665272,-0.08767773,binance_source_age_mid,basis_high
2480,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.90100745,0.45050372,0,106.5,-0.13481138,-0.67405689,0.45050372,binance_source_age_mid,basis_high
2481,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.69719222,0.34859611,0,106.5,-0.13481138,-0.67405689,0.34859611,binance_source_age_mid,basis_high
2482,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,20,0.94742999,0.47371499,0,112.5,0.93999776,4.69998879,0.47371499,binance_source_age_mid,basis_high
2483,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,20,0.8822949,0.44114745,0,112.5,0.93999776,4.69998879,0.44114745,binance_source_age_mid,basis_high
2484,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.54437212,-0.27218606,0,92.5,0.96650181,4.83250904,-0.27218606,binance_source_age_mid,basis_high
2485,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.85924547,-0.42962274,0,92.5,0.88507375,4.42536877,-0.42962274,binance_source_age_low,basis_high
2486,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-10,-0.85762483,-0.42881242,0,92.5,-0.29242343,-1.46211714,-0.42881242,binance_source_age_high,basis_high
2487,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-30,-0.03309821,-0.0165491,0,8.5,-0.71774872,-3.58874362,-0.0165491,binance_source_age_high,basis_mid
2488,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-30,-0.23289594,-0.11644797,0,5.5,-0.94301906,-4.71509532,-0.11644797,binance_source_age_high,basis_mid
2489,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-10,-0.74903761,-0.3745188,0,-2.5,-0.99809202,-4.99046008,-0.3745188,binance_source_age_high,basis_low
2490,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-50,-0.92576226,-0.46288113,0,7.5,-0.9999168,-4.99958398,-0.46288113,binance_source_age_high,basis_mid
2491,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-50,-0.7018195,-0.35090975,0,-87.5,-0.9999168,-4.99958398,-0.35090975,binance_source_age_low,basis_low
2492,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-110,0.18296318,0.09148159,0,-8.5,-0.99529936,-4.97649682,0.09148159,binance_source_age_low,basis_low
2493,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-120,-0.35405443,-0.17702721,0,-8.5,-0.99142038,-4.95710189,-0.17702721,binance_source_age_high,basis_low
2494,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.22605083,0.11302542,0,101.5,-0.05389931,-0.26949655,0.11302542,binance_source_age_high,basis_high
2495,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,20,-0.94408027,-0.47204013,0,156.5,-0.66283279,-3.31416395,-0.47204013,binance_source_age_high,basis_high
2496,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,10,-0.94014278,-0.47007139,0,146.5,0.6985253,10.47787957,-0.47007139,binance_source_age_mid,basis_high
2497,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.11164688,0.05582344,0,103.5,0.50926105,2.54630524,0.05582344,binance_source_age_low,basis_high
2498,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.17519338,0.08759669,0,103.5,0.12685629,0.63428145,0.08759669,binance_source_age_low,basis_high
2499,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.69358868,0.34679434,0,91.5,0.43364482,2.16822409,0.34679434,binance_source_age_low,basis_high
2500,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.54825814,0.27412907,0,91.5,-0.67701378,-3.38506888,0.27412907,binance_source_age_low,basis_high
2501,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.0321557,-0.01607785,0,62.5,0.18518381,0.92591904,-0.01607785,binance_source_age_low,basis_high
2502,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.28272362,-0.14136181,0,62.5,0.18518381,0.92591904,-0.14136181,binance_source_age_low,basis_high
2503,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.21984202,-0.10992101,-67,-26.5,-0.81452974,-4.07264872,-22.44325434,binance_source_age_high,basis_low
2504,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-20,0.11081486,0.05540743,0,-26.5,-0.9862189,-4.93109452,0.05540743,binance_source_age_low,basis_low
2505,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-60,0.09667872,0.04833936,0,-26.5,-0.9862189,-4.93109452,0.04833936,binance_source_age_high,basis_low
2506,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-50,0.07703704,0.03851852,0,-6.5,-0.99841635,-4.99208173,0.03851852,binance_source_age_low,basis_low
2507,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-10,0.88539483,0.44269741,0,33.5,-0.99740178,-4.98700889,0.44269741,binance_source_age_low,basis_mid
2508,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.39381754,0.19690877,18,142.5,-0.84947347,-4.24736733,6.19690877,binance_source_age_mid,basis_high
2509,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,10,0.74633755,0.37316877,0,197.5,-0.83787407,-4.18937034,0.37316877,binance_source_age_mid,basis_high
2510,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,90,-0.86200194,-0.43100097,0,197.5,0.80469881,4.02349407,-0.43100097,binance_source_age_low,basis_high
2511,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,80,0.58933065,0.29466532,0,152.5,0.99987904,4.99939521,0.29466532,binance_source_age_low,basis_high
2512,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,10,0.61782787,0.30891393,0,72.5,0.28740361,1.43701803,0.30891393,binance_source_age_high,basis_high
2513,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,10,-0.31551835,-0.15775918,0,72.5,0.28740361,1.43701803,-0.15775918,binance_source_age_high,basis_high
2514,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.1990734,-0.0995367,0,62.5,-0.55316166,-2.76580828,-0.0995367,binance_source_age_mid,basis_high
2515,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.37711131,-0.18855566,0,32.5,-0.92709328,-4.63546642,-0.18855566,binance_source_age_mid,basis_mid
2516,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-30,0.56538895,0.28269448,0,32.5,-0.99611579,-4.98057895,0.28269448,binance_source_age_low,basis_mid
2517,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-30,0.45015532,0.22507766,0,32.5,-0.87407934,-4.37039672,0.22507766,binance_source_age_low,basis_mid
2518,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.00871222,0.00435611,0,62.5,-0.95995374,-4.79976869,0.00435611,binance_source_age_high,basis_high
2519,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.22888329,-0.11444165,0,62.5,-0.95995374,-4.79976869,-0.11444165,binance_source_age_high,basis_high
2520,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.87404816,-0.43702408,0,62.5,-0.87465915,-4.37329575,-0.43702408,binance_source_age_high,basis_high
2521,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-60,0.07428026,0.03714013,0,13.5,-0.9025739,-4.51286951,0.03714013,binance_source_age_high,basis_mid
2522,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-70,0.30666667,0.15333333,0,13.5,-0.9903139,-4.95156951,0.15333333,binance_source_age_high,basis_mid
2523,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-10,-0.57403962,-0.28701981,-17,56.5,-0.96132041,-4.80660204,-5.95368648,binance_source_age_high,basis_high
2524,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-50,0.1349481,0.06747405,0,42.5,-0.85779382,-4.28896908,0.06747405,binance_source_age_high,basis_mid
2525,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-50,0.83242439,0.4162122,0,42.5,-0.89842589,-4.49212946,0.4162122,binance_source_age_mid,basis_mid
2526,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,50,0.64366581,0.32183291,0,157.5,-0.82069713,-4.10348567,0.32183291,binance_source_age_high,basis_high
2527,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,50,0.50504799,0.25252399,0,159.5,-0.38100209,-1.90501045,0.25252399,binance_source_age_mid,basis_high
2528,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.52017354,0.26008677,0,167.5,0.97319455,4.86597275,0.26008677,binance_source_age_low,basis_high
2529,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.50733008,0.25366504,0,210.5,0.98078731,4.90393655,0.25366504,binance_source_age_low,basis_high
2530,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,110,0.08231273,0.04115637,0,153.5,0.99987837,4.99939187,0.04115637,binance_source_age_mid,basis_high
2531,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,110,-0.1723363,-0.08616815,0,210.5,0.99987837,4.99939187,-0.08616815,binance_source_age_mid,basis_high
2532,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.68558828,-0.34279414,0,100.5,-0.54231034,-2.71155172,-0.34279414,binance_source_age_low,basis_high
2533,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.73298848,0.36649424,29,94.5,-0.53480455,-2.67402275,10.03316091,binance_source_age_mid,basis_high
2534,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.33851437,0.16925718,0,94.5,-0.53480455,-2.67402275,0.16925718,binance_source_age_low,basis_high
2535,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.27488293,0.13744147,0,94.5,-0.127264,-0.63631999,0.13744147,binance_source_age_mid,basis_high
2536,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.65451345,0.32725673,0,94.5,-0.11464095,-0.57320474,0.32725673,binance_source_age_low,basis_high
2537,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.44789669,0.22394834,0,94.5,-0.12083657,-0.60418284,0.22394834,binance_source_age_low,basis_high
2538,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.29816458,0.14908229,0,94.5,-0.02565386,-0.12826931,0.14908229,binance_source_age_high,basis_high
2539,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.42479648,0.21239824,0,94.5,-0.16639072,-0.83195359,0.21239824,binance_source_age_mid,basis_high
2540,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.83420486,0.41710243,0,100.5,-0.33866584,-1.69332919,0.41710243,binance_source_age_low,basis_high
2541,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,5,0.5503945,0.27519725,23,187.5,0.39089765,1.95448827,7.94186392,binance_source_age_low,basis_high
2542,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,80,0.48711596,0.24355798,0,187.5,0.99674944,4.98374722,0.24355798,binance_source_age_high,basis_high
2543,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,75,0.67009529,0.33504764,0,196.5,0.99989954,9.99899543,0.33504764,binance_source_age_mid,basis_high
2544,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.65239393,0.32619696,0,121.5,0.30345548,1.51727741,0.32619696,binance_source_age_low,basis_high
2545,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.70425361,0.35212681,0,121.5,0.30345548,1.51727741,0.35212681,binance_source_age_low,basis_high
2546,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,50,0.51728228,0.25864114,0,156.5,0.99946535,4.99732673,0.25864114,binance_source_age_high,basis_high
2547,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,50,0.4708229,0.23541145,0,156.5,0.9998141,4.9990705,0.23541145,binance_source_age_low,basis_high
2548,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,20,0.93696145,0.46848073,0,106.5,0.91321421,4.56607107,0.46848073,binance_source_age_high,basis_high
2549,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,40,-0.16914453,-0.08457226,0,195.5,0.79172697,3.95863483,-0.08457226,binance_source_age_low,basis_high
2550,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,20,-0.10212809,-0.05106405,0,152.5,0.9612137,4.80606851,-0.05106405,binance_source_age_high,basis_high
2551,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.62352037,-0.31176018,0,112.5,0.97969196,4.89845981,-0.31176018,binance_source_age_mid,basis_high
2552,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.44958253,-0.22479127,0,112.5,0.97969196,4.89845981,-0.22479127,binance_source_age_low,basis_high
2553,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.23074224,-0.11537112,0,112.5,0.0442362,0.22118102,-0.11537112,binance_source_age_mid,basis_high
2554,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.32567282,0.16283641,0,112.5,0.35239815,1.76199076,0.16283641,binance_source_age_low,basis_high
2555,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.2039299,-0.10196495,0,141.5,0.63362045,3.16810226,-0.10196495,binance_source_age_low,basis_high
2556,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.41404946,-0.20702473,0,141.5,0.81462435,4.07312174,-0.20702473,binance_source_age_low,basis_high
2557,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.32354098,-0.16177049,0,141.5,0.69536657,3.47683287,-0.16177049,binance_source_age_high,basis_high
2558,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.34318031,-0.17159015,0,141.5,0.70220492,3.51102461,-0.17159015,binance_source_age_high,basis_high
2559,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.30788338,-0.15394169,0,141.5,0.56346474,2.8173237,-0.15394169,binance_source_age_mid,basis_high
2560,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,10,0.93791258,0.46895629,0,213.5,0.76857353,3.84286766,0.46895629,binance_source_age_high,basis_high
2561,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,80,0.42698883,0.21349441,0,266.5,0.76857353,3.84286766,0.21349441,binance_source_age_mid,basis_high
2562,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,70,-0.91934493,-0.45967247,0,256.5,0.99990965,4.99954824,-0.45967247,binance_source_age_low,basis_high
2563,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.13690063,-0.06845031,0,125.5,0.9999344,4.99967198,-0.06845031,binance_source_age_low,basis_high
2564,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,105,0.8919852,0.4459926,0,190.5,0.62481679,3.12408393,0.4459926,binance_source_age_low,basis_high
2565,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,135,0.87426171,0.43713086,0,211.5,0.99307698,4.96538492,0.43713086,binance_source_age_mid,basis_high
2566,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,35,0.86686511,0.43343255,0,106.5,0.88731428,8.87314279,0.43343255,binance_source_age_low,basis_high
2567,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,5,0.65359477,0.32679739,0,76.5,0.58194231,5.81942306,0.32679739,binance_source_age_mid,basis_high
2568,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.91309055,0.45654528,0,94.5,0.27354314,1.36771571,0.45654528,binance_source_age_low,basis_high
2569,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.99776526,0.99776526,16.5,111,0.21063255,1.05316275,6.16517684,binance_source_age_low,basis_high
2570,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,20,-0.01479004,-0.00739502,0,186.5,0.34093605,1.70468024,-0.00739502,binance_source_age_mid,basis_high
2571,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,20,0.10976402,0.05488201,0,83.5,0.99621596,4.98107979,0.05488201,binance_source_age_mid,basis_high
2572,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.27599189,-0.13799595,0,63.5,-0.35397808,-1.7698904,-0.13799595,binance_source_age_mid,basis_high
2573,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-10,-0.44864865,-0.22432432,0,-4.5,-0.35397808,-1.7698904,-0.22432432,binance_source_age_mid,basis_low
2574,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-20,-0.65132185,-0.32566092,0,-33.5,-0.76473428,-3.8236714,-0.32566092,binance_source_age_low,basis_low
2575,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-75,-0.13616071,-0.06808036,0,-49.5,-0.96789753,-4.83948766,-0.06808036,binance_source_age_low,basis_low
2576,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-130,-0.01039261,-0.0051963,0,-39.5,-0.9995544,-4.99777198,-0.0051963,binance_source_age_low,basis_low
2577,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-65,0.74963343,0.37481672,0,25.5,-0.99992412,-29.99772346,0.37481672,binance_source_age_high,basis_mid
2578,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.74798239,0.3739912,0,90.5,-0.91107527,-4.55537635,0.3739912,binance_source_age_mid,basis_high
2579,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.73257101,0.3662855,0,90.5,-0.50019441,-2.50097205,0.3662855,binance_source_age_low,basis_high
2580,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.68902538,0.34451269,0,90.5,-0.32171596,-1.60857981,0.34451269,binance_source_age_high,basis_high
2581,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.70868073,0.35434036,0,90.5,-0.14515009,-0.72575043,0.35434036,binance_source_age_mid,basis_high
2582,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.11934499,0.0596725,0,90.5,-0.14515009,-0.72575043,0.0596725,binance_source_age_mid,basis_high
2583,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,0.63023893,0.31511947,0,90.5,-0.35633449,-1.78167247,0.31511947,binance_source_age_mid,basis_high
2584,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,40,0.86106099,0.43053049,0,90.5,-0.45788948,-2.2894474,0.43053049,binance_source_age_mid,basis_high
2585,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,40,0.39579484,0.19789742,0,165.5,0.14878899,0.74394495,0.19789742,binance_source_age_low,basis_high
2586,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-40,-0.32339467,-0.16169734,0,40.5,0.98415083,4.92075415,-0.16169734,binance_source_age_low,basis_mid
2587,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,-40,0.97298594,0.48649297,0,51.5,0.98415083,4.92075415,0.48649297,binance_source_age_low,basis_high
2588,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,10,0.58639063,0.29319532,0,165.5,-0.99838847,-4.99194234,0.29319532,binance_source_age_low,basis_high
2589,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,40,0.60479781,0.3023989,0,165.5,0.9207927,4.6039635,0.3023989,binance_source_age_high,basis_high
2590,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,30,-0.85255558,-0.42627779,0,155.5,0.99981715,4.99908573,-0.42627779,binance_source_age_high,basis_high
2591,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,10,0.32104402,0.16052201,0,79.5,0.999738,4.99869001,0.16052201,binance_source_age_high,basis_high
2592,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,10,-0.90029136,-0.45014568,-1,78.5,0.999738,4.99869001,-0.78347901,binance_source_age_high,basis_high
2593,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.89686728,-0.44843364,0,68.5,-0.86298192,-4.3149096,-0.44843364,binance_source_age_high,basis_high
2594,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.19144014,-0.09572007,0,68.5,-0.92475741,-4.62378704,-0.09572007,binance_source_age_mid,basis_high
2595,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.61603563,-0.30801782,0,68.5,-0.98349402,-4.91747012,-0.30801782,binance_source_age_high,basis_high
2596,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.16782912,-0.08391456,0,68.5,-0.74268911,-3.71344553,-0.08391456,binance_source_age_mid,basis_high
2597,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.10734463,-0.05367232,0,68.5,-0.76872368,-3.84361841,-0.05367232,binance_source_age_mid,basis_high
2598,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,0,-0.33594771,-0.16797386,0,68.5,-0.75257615,-3.76288076,-0.16797386,binance_source_age_low,basis_high
