sample_id,split,observed_regime,source_row_index,future_row_index,nominal_horizon_ms,effective_future_age_ms,hyperliquid_decision_ts,future_hyperliquid_decision_ts,binance_source_age_ms,hyperliquid_join_age_ms,basis_mid_ticks,hyperliquid_spread_ticks,hyperliquid_top5_imbalance,hyperliquid_microprice_minus_mid_ticks,signal_score,candidate_side,future_mid_move_ticks,future_microprice_minus_mid_change_ticks,signed_future_mid_move_ticks,touch_markout_ticks,future_labels_role
xemm_0625_t002_utc15_a,train,high_activity_liquidity,437,439,1000,5000,1782400463331379757,1782400468331379757,23.88127,178.796003,129.5,10,-0.17299044,-0.8649522,-0.11454729,sell,150,-1.87924948,-150,-145,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,438,439,1000,4500,1782400463831379757,1782400468331379757,23.716895,678.796003,171.5,10,-0.17299044,-0.8649522,0.76933845,buy,150,-1.87924948,150,155,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,439,441,1000,6000,1782400468331379757,1782400474331379757,22.035838,170.035990,89.5,10,-0.54884034,-2.74420168,-0.40620556,sell,-50,-1.63710055,50,55,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,440,441,1000,5500,1782400468831379757,1782400474331379757,15.36618,670.035990,-1.5,10,-0.54884034,-2.74420168,0.61476536,buy,-50,-1.63710055,-50,-45,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,441,443,1000,5000,1782400474331379757,1782400479331379757,19.98388,251.105216,73.5,10,-0.87626045,-4.38130223,-0.48865157,sell,-180,2.30570028,180,185,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,442,443,1000,4500,1782400474831379757,1782400479331379757,23.077422,751.105216,-105.5,10,-0.87626045,-4.38130223,-0.44138414,sell,-180,2.30570028,180,185,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,443,445,1000,5500,1782400479331379757,1782400484831379757,13.487751,45.408281,174.5,10,-0.41512039,-2.07560195,1.01695637,buy,95,-6.13790328,95,100,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,444,445,1000,5000,1782400479831379757,1782400484831379757,9.684109,545.408281,174.5,10,-0.41512039,-2.07560195,0.66209371,buy,95,-6.13790328,95,100,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,445,447,1000,5500,1782400484831379757,1782400490331379757,23.550267,344.164004,109.5,20,-0.82135052,-8.21350523,0.44422882,buy,55,13.09838799,55,65,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,446,447,1000,5000,1782400485331379757,1782400490331379757,17.954899,844.164004,169.5,20,-0.82135052,-8.21350523,0.49559987,buy,55,13.09838799,55,65,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,447,449,1000,5000,1782400490331379757,1782400495331379757,11.814736,470.410996,160.5,10,0.97697655,4.88488276,-0.16913992,sell,-20,-9.87318848,20,25,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,448,449,1000,4500,1782400490831379757,1782400495331379757,23.861204,970.410996,160.5,10,0.97697655,4.88488276,0.18319078,buy,-20,-9.87318848,-20,-15,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,449,451,1000,5500,1782400495331379757,1782400500831379757,11.727187,102.775317,60.5,10,-0.99766114,-4.98830572,0.51477432,buy,-180,5.55801166,-180,-175,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,450,451,1000,5000,1782400495831379757,1782400500831379757,0.038398,602.775317,60.5,10,-0.99766114,-4.98830572,-0.27752519,sell,-180,5.55801166,180,185,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,451,453,1000,5500,1782400500831379757,1782400506331379757,8.711502,128.017313,39.5,10,0.11394119,0.56970594,-1.02825907,sell,-200,-5.50577292,200,205,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,452,453,1000,5000,1782400501331379757,1782400506331379757,11.82668,628.017313,39.5,10,0.11394119,0.56970594,-0.7171095,sell,-200,-5.50577292,200,205,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,453,455,1000,5500,1782400506331379757,1782400511831379757,19.360666,134.894595,25.5,10,-0.9872134,-4.93606698,-0.54791844,sell,5,14.93550424,-5,0,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,454,455,1000,5000,1782400506831379757,1782400511831379757,13.777171,634.894595,25.5,10,-0.9872134,-4.93606698,0.06917974,buy,5,14.93550424,5,10,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,455,457,1000,5500,1782400511831379757,1782400517331379757,21.800222,178.804041,286.5,20,0.99994373,9.99943726,-0.36185245,sell,-5,-24.99848176,5,15,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,456,457,1000,5000,1782400512331379757,1782400517331379757,19.728515,678.804041,286.5,20,0.99994373,9.99943726,0.31639924,buy,-5,-24.99848176,-5,5,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,457,459,1000,5500,1782400517331379757,1782400522831379757,9.440758,328.656786,-88.5,30,-0.9999363,-14.9990445,0.09999287,buy,-720,10.62901106,-720,-705,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,458,459,1000,5000,1782400517831379757,1782400522831379757,8.776927,828.656786,-117.5,30,-0.9999363,-14.9990445,-1.08567717,sell,-720,10.62901106,720,735,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,459,461,1000,5500,1782400522831379757,1782400528331379757,7.076771,405.432475,268.5,10,-0.87400669,-4.37003344,-0.27046323,sell,-360,-0.14166447,360,365,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,460,461,1000,5000,1782400523331379757,1782400528331379757,11.298329,905.432475,170.5,10,-0.87400669,-4.37003344,-0.85297747,sell,-360,-0.14166447,360,365,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,461,463,1000,5000,1782400528331379757,1782400533331379757,6.186254,401.175245,138.5,10,-0.90233958,-4.51169791,0.14944949,buy,5,5.09321264,5,10,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,462,463,1000,4500,1782400528831379757,1782400533331379757,11.561786,901.175245,86.5,10,-0.90233958,-4.51169791,-0.18332805,sell,5,5.09321264,-5,0,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,463,465,1000,5500,1782400533331379757,1782400538831379757,2.666877,224.870238,-279.5,20,0.05815147,0.58151473,-1.63437558,sell,-570,-2.34945956,570,580,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,464,465,1000,5000,1782400533831379757,1782400538831379757,7.548301,724.870238,-65.5,20,0.05815147,0.58151473,0.75390853,buy,-570,-2.34945956,-570,-560,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,465,467,1000,5000,1782400538831379757,1782400543831379757,20.269142,254.884673,198.5,20,-0.17679448,-1.76794483,0.78246223,buy,35,-2.84216121,35,45,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,466,467,1000,4500,1782400539331379757,1782400543831379757,0.896549,754.884673,276.5,20,-0.17679448,-1.76794483,0.67915355,buy,35,-2.84216121,35,45,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,467,469,1000,6000,1782400543831379757,1782400549831379757,17.749116,76.077399,165.5,10,-0.92202121,-4.61010604,-0.39865652,sell,-10,5.77146136,10,15,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,468,469,1000,5500,1782400544331379757,1782400549831379757,16.670288,576.077399,97.5,10,-0.92202121,-4.61010604,-0.03012004,sell,-10,5.77146136,10,15,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,469,471,1000,5000,1782400549831379757,1782400554831379757,11.855258,138.029510,267.5,10,0.23227106,1.16135532,-0.63510457,sell,510,-13.48358521,-510,-505,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,470,471,1000,4500,1782400550331379757,1782400554831379757,11.205912,638.029510,347.5,10,0.23227106,1.16135532,0.79228738,buy,510,-13.48358521,510,515,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,471,473,1000,5000,1782400554831379757,1782400559831379757,25.818679,318.838598,177.5,30,-0.82148199,-12.32222989,0.62277047,buy,320,15.47657991,320,335,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,472,473,1000,4500,1782400555331379757,1782400559831379757,24.385275,818.838598,408.5,30,-0.82148199,-12.32222989,0.54306805,buy,320,15.47657991,320,335,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,473,475,1000,6000,1782400559831379757,1782400565831379757,12.804476,55.016498,196.5,10,0.63087,3.15435002,-0.73628238,sell,440,-3.5608583,-440,-435,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,474,475,1000,5500,1782400560331379757,1782400565831379757,15.889796,555.016498,196.5,10,0.63087,3.15435002,-0.2051895,sell,440,-3.5608583,-440,-435,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,475,477,1000,5000,1782400565831379757,1782400570831379757,7.422124,407.142371,72.5,10,-0.08130166,-0.40650828,-0.22400894,sell,-330,2.60010239,330,335,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,476,477,1000,4500,1782400566331379757,1782400570831379757,3.718378,907.142371,116.5,10,-0.08130166,-0.40650828,-0.13373971,sell,-330,2.60010239,330,335,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,477,479,1000,5500,1782400570831379757,1782400576331379757,19.589734,182.754951,197.5,10,0.43871882,2.19359411,-0.03866367,sell,-825,1.84270686,825,830,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,478,479,1000,5000,1782400571331379757,1782400576331379757,24.657436,682.754951,-138.5,10,0.43871882,2.19359411,-0.87075404,sell,-825,1.84270686,825,830,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,479,481,1000,5000,1782400576331379757,1782400581331379757,27.592977,276.985246,103.5,20,0.4036301,4.03630097,-0.28068204,sell,275,0.54533349,-275,-265,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,480,481,1000,4500,1782400576831379757,1782400581331379757,23.458434,776.985246,138.5,20,0.4036301,4.03630097,0.36483213,buy,275,0.54533349,275,285,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,481,483,1000,5500,1782400581331379757,1782400586831379757,15.876405,27.884928,252.5,10,0.91632689,4.58163446,-0.58489126,sell,-370,-9.42523227,370,375,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,482,483,1000,5000,1782400581831379757,1782400586831379757,9.700107,527.884928,252.5,10,0.91632689,4.58163446,-0.70472575,sell,-370,-9.42523227,370,375,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,483,485,1000,5500,1782400586831379757,1782400592331379757,11.008524,97.730059,182.5,10,-0.96871956,-4.84359781,0.39699026,buy,190,-0.15633774,190,195,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,484,485,1000,5000,1782400587331379757,1782400592331379757,12.241194,597.730059,213,10,-0.96871956,-4.84359781,1.65215721,buy,190,-0.15633774,190,195,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,485,487,1000,5500,1782400592331379757,1782400597831379757,15.867626,369.523316,230.5,10,-0.99998711,-4.99993555,0.45636129,buy,80,0.17273795,80,85,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,486,487,1000,5000,1782400592831379757,1782400597831379757,7.601147,869.523316,201.5,10,-0.99998711,-4.99993555,-0.94096411,sell,80,0.17273795,-80,-75,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,487,489,1000,5500,1782400597831379757,1782400603331379757,11.796735,493.768092,121.5,10,-0.96543952,-4.8271976,0.00349839,buy,-260,0.12676689,-260,-255,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,488,489,1000,5000,1782400598331379757,1782400603331379757,11.59791,993.768092,27.5,10,-0.96543952,-4.8271976,-0.59087623,sell,-260,0.12676689,260,265,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,489,491,1000,5000,1782400603331379757,1782400608331379757,5.537996,367.479068,105.5,10,-0.94008614,-4.70043071,-0.11664853,sell,110,9.53286085,-110,-105,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,490,491,1000,4500,1782400603831379757,1782400608331379757,3.789016,867.479068,121.5,10,-0.94008614,-4.70043071,0.58944567,buy,110,9.53286085,110,115,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,491,493,1000,5500,1782400608331379757,1782400613831379757,15.877309,9.555754,267.5,10,0.96648603,4.83243014,-0.62328028,sell,280,0.12523619,-280,-275,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,492,493,1000,5000,1782400608831379757,1782400613831379757,1.603654,509.555754,267.5,10,0.96648603,4.83243014,0.50647846,buy,280,0.12523619,280,285,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,493,495,1000,5500,1782400613831379757,1782400619331379757,11.511143,140.749478,38.5,10,0.99153327,4.95766633,0.04687319,buy,10,-2.66726066,10,15,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,494,495,1000,5000,1782400614331379757,1782400619331379757,13.834864,640.749478,71.5,10,0.99153327,4.95766633,0.69115987,buy,10,-2.66726066,10,15,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,495,497,1000,5500,1782400619331379757,1782400624831379757,13.69764,321.521739,157.5,10,0.45808113,2.29040567,0.00949365,buy,510,0.16896892,510,515,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,496,497,1000,5000,1782400619831379757,1782400624831379757,15.582546,821.521739,114.5,10,0.45808113,2.29040567,0.45417343,buy,510,0.16896892,510,515,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,497,499,1000,5500,1782400624831379757,1782400630331379757,15.896474,272.790113,202.5,10,0.49187492,2.45937459,0.43506257,buy,-450,-6.18871442,-450,-445,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,498,499,1000,5000,1782400625331379757,1782400630331379757,13.57764,772.790113,202.5,10,0.49187492,2.45937459,-0.76278284,sell,-450,-6.18871442,450,455,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,499,501,1000,5000,1782400630331379757,1782400635331379757,19.689458,223.542598,122.5,10,-0.74586797,-3.72933983,-0.56886108,sell,90,-1.26782751,-90,-85,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,500,501,1000,4500,1782400630831379757,1782400635331379757,16.569701,723.542598,215.5,10,-0.74586797,-3.72933983,1.4401993,buy,90,-1.26782751,90,95,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,501,503,1000,5000,1782400635331379757,1782400640331379757,1.472932,64.201808,145.5,10,-0.99943347,-4.99716734,0.51384218,buy,10,9.10144154,10,15,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,502,503,1000,4500,1782400635831379757,1782400640331379757,17.90218,564.201808,145.5,10,-0.99943347,-4.99716734,0.67526411,buy,10,9.10144154,10,15,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,503,505,1000,5500,1782400640331379757,1782400645831379757,0.810729,51.039309,439.5,10,0.82085484,4.1042742,0.53033822,buy,350,-8.88347147,350,355,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,504,505,1000,5000,1782400640831379757,1782400645831379757,1.822922,551.039309,439.5,10,0.82085484,4.1042742,-0.19050353,sell,350,-8.88347147,-350,-345,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,505,507,1000,5500,1782400645831379757,1782400651331379757,3.81664,83.560666,91.5,10,-0.95583945,-4.77919727,-0.44796264,sell,60,5.10128693,-60,-55,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,506,507,1000,5000,1782400646331379757,1782400651331379757,1.901581,583.560666,33.5,10,-0.95583945,-4.77919727,0.77868907,buy,60,5.10128693,60,65,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,507,509,1000,5500,1782400651331379757,1782400656831379757,23.592787,289.281522,76.5,10,0.06441793,0.32208966,0.99773278,buy,-170,4.60517305,-170,-165,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,508,509,1000,5000,1782400651831379757,1782400656831379757,20.674533,789.281522,-80.5,10,0.06441793,0.32208966,-1.85405105,sell,-170,4.60517305,170,175,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,509,511,1000,5500,1782400656831379757,1782400662331379757,9.827282,250.241577,274.5,10,0.98545254,4.92726271,-0.63276718,sell,320,-1.07808953,-320,-315,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,510,511,1000,5000,1782400657331379757,1782400662331379757,13.467336,750.241577,274.5,10,0.98545254,4.92726271,-0.85105611,sell,320,-1.07808953,-320,-315,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,511,513,1000,5500,1782400662331379757,1782400667831379757,25.540168,490.964834,43.5,10,0.76983464,3.84917318,-0.40615212,sell,-200,-8.13473747,200,205,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,512,513,1000,5000,1782400662831379757,1782400667831379757,21.699793,990.964834,43.5,10,0.76983464,3.84917318,0.26554353,buy,-200,-8.13473747,-200,-195,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,513,515,1000,5000,1782400667831379757,1782400672831379757,5.274195,490.879763,98.5,10,-0.85711286,-4.28556429,-0.45913732,sell,30,4.46792042,-30,-25,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,514,515,1000,4500,1782400668331379757,1782400672831379757,3.513479,990.879763,71.5,10,-0.85711286,-4.28556429,0.38117161,buy,30,4.46792042,30,35,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,515,517,1000,5500,1782400672831379757,1782400678331379757,15.84168,123.812772,156.5,10,0.03647123,0.18235613,0.45881651,buy,-310,0.34762656,-310,-305,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,516,517,1000,5000,1782400673331379757,1782400678331379757,9.961953,623.812772,96.5,10,0.03647123,0.18235613,0.37868793,buy,-310,0.34762656,-310,-305,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,517,519,1000,5000,1782400678331379757,1782400683331379757,27.760282,248.038271,234.5,10,0.10599654,0.52998269,0.5600554,buy,-130,2.71493684,-130,-125,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,518,519,1000,4500,1782400678831379757,1782400683331379757,20.888768,748.038271,169.5,10,0.10599654,0.52998269,-1.01455087,sell,-130,2.71493684,130,135,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,519,521,1000,5500,1782400683331379757,1782400688831379757,11.710733,148.416596,95.5,10,0.64898391,3.24491953,0.60712691,buy,10,-0.34400636,10,15,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,520,521,1000,5000,1782400683831379757,1782400688831379757,5.870941,648.416596,95.5,10,0.64898391,3.24491953,0.58690615,buy,10,-0.34400636,10,15,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,521,523,1000,5500,1782400688831379757,1782400694331379757,18.217282,309.887797,219.5,10,0.58018263,2.90091317,-0.96817614,sell,460,-2.60474702,-460,-455,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,522,523,1000,5000,1782400689331379757,1782400694331379757,23.114489,809.887797,181.5,10,0.58018263,2.90091317,-0.5851342,sell,460,-2.60474702,-460,-455,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,523,525,1000,5500,1782400694331379757,1782400699831379757,1.724395,475.539003,224.5,10,0.05923323,0.29616615,0.41952445,buy,50,-3.19173615,50,55,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,524,525,1000,5000,1782400694831379757,1782400699831379757,3.73043,975.539003,224.5,10,0.05923323,0.29616615,-0.49805001,sell,50,-3.19173615,-50,-45,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,525,527,1000,5000,1782400699831379757,1782400704831379757,3.848408,482.528561,250.5,10,-0.579114,-2.89557,0.34743764,buy,500,7.73728399,500,505,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,526,527,1000,4500,1782400700331379757,1782400704831379757,7.863523,982.528561,299.5,10,-0.579114,-2.89557,0.12908286,buy,500,7.73728399,500,505,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,527,529,1000,5500,1782400704831379757,1782400710331379757,3.109056,89.221593,377.5,10,0.9683428,4.84171399,0.062229,buy,830,-3.3091923,830,835,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,528,529,1000,5000,1782400705331379757,1782400710331379757,6.254821,589.221593,580.5,10,0.9683428,4.84171399,1.20334604,buy,830,-3.3091923,830,835,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,529,531,1000,5500,1782400710331379757,1782400715831379757,18.153251,397.872437,240.5,10,0.30650434,1.53252169,2.36189412,buy,710,-8.72133629,710,715,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,530,531,1000,5000,1782400710831379757,1782400715831379757,3.160953,897.872437,495.5,10,0.30650434,1.53252169,0.06285448,buy,710,-8.72133629,710,715,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,531,533,1000,6000,1782400715831379757,1782400721831379757,19.197712,4.566090,-87.5,30,-0.47925431,-7.1888146,-0.10171648,sell,945,14.0187672,-945,-930,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,532,533,1000,5500,1782400716331379757,1782400721831379757,25.675655,504.566090,-200.5,30,-0.47925431,-7.1888146,-0.14929559,sell,945,14.0187672,-945,-930,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,533,535,1000,4500,1782400721831379757,1782400726331379757,25.42501,311.235030,318.5,20,0.68299526,6.8299526,0.34720585,buy,-215,-7.58316282,-215,-205,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,534,535,1000,4000,1782400722331379757,1782400726331379757,5.566078,811.235030,328.5,20,0.68299526,6.8299526,0.39745544,buy,-215,-7.58316282,-215,-205,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,535,537,1000,5500,1782400726331379757,1782400731831379757,11.483789,75.975457,375.5,10,-0.15064204,-0.75321022,1.14363205,buy,280,2.81896277,280,285,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,536,537,1000,5000,1782400726831379757,1782400731831379757,14.344423,575.975457,165.5,10,-0.15064204,-0.75321022,-1.12484408,sell,280,2.81896277,-280,-275,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,537,539,1000,5500,1782400731831379757,1782400737331379757,7.697017,136.860108,8.5,10,0.41315051,2.06575255,0.55503243,buy,185,-4.26502778,185,190,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,538,539,1000,5000,1782400732331379757,1782400737331379757,7.404472,636.860108,113.5,10,0.41315051,2.06575255,-0.43286525,sell,185,-4.26502778,-185,-180,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,539,541,1000,5500,1782400737331379757,1782400742831379757,25.547925,354.996024,211.5,180,-0.02443639,-2.19927523,0.41183216,buy,-445,3.21147602,-445,-355,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,540,541,1000,5000,1782400737831379757,1782400742831379757,24.1133,854.996024,115.5,180,-0.02443639,-2.19927523,-1.30262336,sell,-445,3.21147602,445,535,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,541,543,1000,5500,1782400742831379757,1782400748331379757,19.664777,409.029450,259.5,10,0.20244016,1.01220079,0.66461936,buy,325,20.30813152,325,330,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,542,543,1000,5000,1782400743331379757,1782400748331379757,19.776178,909.029450,259.5,10,0.20244016,1.01220079,-0.37838392,sell,325,20.30813152,-325,-320,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,543,545,1000,5000,1782400748331379757,1782400753331379757,25.117859,495.058234,83.5,80,0.53300831,21.32033231,0.71415398,buy,355,-22.70090066,355,395,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,544,545,1000,4500,1782400748831379757,1782400753331379757,24.829781,995.058234,-101.5,80,0.53300831,21.32033231,-0.36606047,sell,355,-22.70090066,-355,-315,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,545,547,1000,5500,1782400753331379757,1782400758831379757,10.987474,269.989745,-21.5,10,-0.27611367,-1.38056835,2.0976639,buy,-40,5.72870647,-40,-35,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,546,547,1000,5000,1782400753831379757,1782400758831379757,12.952215,769.989745,0.5,10,-0.27611367,-1.38056835,0.36579093,buy,-40,5.72870647,-40,-35,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,547,549,1000,5000,1782400758831379757,1782400763831379757,15.313706,341.185906,323.5,10,0.86962762,4.34813812,0.65041918,buy,480,-0.00177465,480,485,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,548,549,1000,4500,1782400759331379757,1782400763831379757,19.344408,841.185906,282.5,10,0.86962762,4.34813812,-0.03028167,sell,480,-0.00177465,-480,-475,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,549,551,1000,6000,1782400763831379757,1782400769831379757,9.115978,48.588739,98.5,10,0.86927269,4.34636347,0.91476935,buy,-430,-1.36358547,-430,-425,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,550,551,1000,5500,1782400764331379757,1782400769831379757,15.506794,548.588739,9.5,10,0.86927269,4.34636347,0.18329232,buy,-430,-1.36358547,-430,-425,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,551,553,1000,5000,1782400769831379757,1782400774831379757,13.691208,498.817834,98.5,10,0.5965556,2.982778,0.74140554,buy,-190,1.18969913,-190,-185,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,552,553,1000,4500,1782400770331379757,1782400774831379757,14.171409,998.817834,222.5,10,0.5965556,2.982778,-1.26309022,sell,-190,1.18969913,190,195,label_only_not_decision_input
xemm_0625_t002_utc15_a,train,high_activity_liquidity,553,555,1000,5500,1782400774831379757,1782400780331379757,2.419278,139.960770,281,10,0.83449543,4.17247713,1.19084031,buy,-30,-8.34257965,-30,-25,label_only_not_decision_input
