event_kind,event_time_ms,local_receive_time_ms,bid_px,ask_px,bid_depth_btc,ask_depth_btc,trade_px,trade_size_btc,aggressor_side,trade_id
trade,1784713753948,1784713754152,,,,,65876.0,0.01587,sell,1015986376222376
trade,1784713753948,1784713754152,,,,,65876.0,0.00035,sell,286641214970126
trade,1784713753948,1784713754152,,,,,65875.0,0.00016,sell,136926572569445
trade,1784713753948,1784713754152,,,,,65874.0,0.00016,sell,671169339391902
trade,1784713753948,1784713754152,,,,,65874.0,0.01823,sell,593570992912941
trade,1784713753948,1784713754152,,,,,65874.0,0.04961,sell,99293426732267
book,1784713754084,1784713754339,65870.0,65871.0,0.03643,5.53554,,,,
book,1784713754618,1784713754883,65870.0,65871.0,3.67634,10.12785,,,,
trade,1784713754618,1784713754883,,,,,65871.0,0.00341,buy,851693319172191
trade,1784713755021,1784713755266,,,,,65871.0,0.00017,buy,418118428319175
trade,1784713755021,1784713755266,,,,,65870.0,0.0006,sell,600370720996320
book,1784713755158,1784713755417,65870.0,65871.0,7.35949,10.68569,,,,
trade,1784713755361,1784713755561,,,,,65871.0,0.00019,buy,705135937502990
book,1784713755699,1784713755948,65870.0,65871.0,6.32837,9.65973,,,,
trade,1784713755833,1784713756020,,,,,65870.0,0.00341,sell,666750442331404
book,1784713756235,1784713756464,65870.0,65871.0,6.32496,9.86924,,,,
trade,1784713756437,1784713756658,,,,,65871.0,0.63464,buy,167721224776259
trade,1784713756437,1784713756658,,,,,65871.0,0.20254,buy,50504031363264
trade,1784713756437,1784713756658,,,,,65871.0,0.47421,buy,911609914527361
trade,1784713756437,1784713756658,,,,,65871.0,0.27758,buy,863450004528395
trade,1784713756437,1784713756658,,,,,65871.0,0.15182,buy,786086010207701
trade,1784713756437,1784713756658,,,,,65871.0,0.116,buy,378571693373302
trade,1784713756437,1784713756658,,,,,65871.0,0.116,buy,931919588513407
trade,1784713756437,1784713756658,,,,,65871.0,0.116,buy,247337743326241
trade,1784713756437,1784713756658,,,,,65871.0,0.13092,buy,326170695863386
trade,1784713756437,1784713756658,,,,,65871.0,0.00136,buy,887277299692615
trade,1784713756437,1784713756658,,,,,65871.0,0.21495,buy,942191747802162
trade,1784713756437,1784713756658,,,,,65871.0,0.26118,buy,567946933385794
trade,1784713756437,1784713756658,,,,,65871.0,0.21615,buy,424919710981881
trade,1784713756437,1784713756658,,,,,65871.0,0.14635,buy,824550055003130
trade,1784713756437,1784713756658,,,,,65871.0,0.20901,buy,863637732589502
trade,1784713756437,1784713756658,,,,,65871.0,0.09062,buy,199397743391244
trade,1784713756437,1784713756658,,,,,65871.0,0.24176,buy,401985437174607
trade,1784713756437,1784713756658,,,,,65871.0,0.23732,buy,418085905073861
trade,1784713756437,1784713756658,,,,,65871.0,0.12191,buy,628256623257265
trade,1784713756437,1784713756658,,,,,65871.0,0.01508,buy,159793238367033
trade,1784713756437,1784713756658,,,,,65871.0,0.76961,buy,496864345421671
trade,1784713756437,1784713756658,,,,,65871.0,0.15188,buy,157150549316465
trade,1784713756437,1784713756658,,,,,65871.0,0.07717,buy,515924173101538
trade,1784713756437,1784713756658,,,,,65871.0,0.00091,buy,340239313759286
trade,1784713756437,1784713756658,,,,,65871.0,0.00024,buy,825161910594448
trade,1784713756437,1784713756658,,,,,65871.0,0.23929,buy,1046100810348221
trade,1784713756437,1784713756658,,,,,65871.0,0.24476,buy,125139947152021
trade,1784713756437,1784713756658,,,,,65871.0,0.04696,buy,211196986727300
trade,1784713756437,1784713756658,,,,,65871.0,0.002,buy,634970521974476
trade,1784713756437,1784713756658,,,,,65871.0,0.05212,buy,468782276965805
book,1784713756774,1784713757011,65870.0,65871.0,6.35221,0.87325,,,,
book,1784713757310,1784713757761,65870.0,65871.0,6.45221,1.27352,,,,
trade,1784713757785,1784713758002,,,,,65870.0,0.00715,sell,437735652224301
book,1784713757853,1784713758091,65870.0,65871.0,6.44506,1.94205,,,,
trade,1784713758050,1784713758278,,,,,65870.0,0.00052,sell,119259850382895
book,1784713758390,1784713758659,65870.0,65871.0,6.47114,2.69965,,,,
book,1784713758911,1784713759241,65870.0,65871.0,6.47114,4.97055,,,,
trade,1784713758993,1784713759241,,,,,65871.0,0.00715,buy,149502324181056
book,1784713759463,1784713759724,65870.0,65871.0,6.47114,4.20581,,,,
book,1784713760002,1784713760313,65870.0,65871.0,7.47114,4.83837,,,,
trade,1784713760002,1784713760314,,,,,65871.0,0.00017,buy,1119107804997653
book,1784713760524,1784713760758,65870.0,65871.0,7.47114,5.74979,,,,
trade,1784713761008,1784713761310,,,,,65870.0,0.00533,sell,662661486283425
book,1784713761076,1784713761310,65870.0,65871.0,7.41946,4.4596,,,,
trade,1784713761484,1784713761672,,,,,65870.0,0.01942,sell,80037510652458
trade,1784713761484,1784713761672,,,,,65870.0,0.00803,sell,432141574863983
book,1784713761617,1784713761869,65870.0,65871.0,5.46479,4.45961,,,,
book,1784713762140,1784713762394,65870.0,65871.0,7.41176,3.698,,,,
trade,1784713762220,1784713762417,,,,,65871.0,0.00533,buy,791601112862367
book,1784713762692,1784713762940,65870.0,65871.0,7.63176,1.26996,,,,
book,1784713763227,1784713763479,65870.0,65871.0,7.41176,1.11517,,,,
book,1784713763761,1784713763989,65870.0,65871.0,7.41176,1.7996,,,,
trade,1784713764036,1784713764336,,,,,65871.0,0.00485,buy,495865833369293
trade,1784713764036,1784713764336,,,,,65871.0,0.00273,buy,858393465910380
book,1784713764306,1784713764614,65870.0,65871.0,7.41176,1.17406,,,,
book,1784713764851,1784713765101,65870.0,65871.0,7.41176,1.42804,,,,
trade,1784713765254,1784713765447,,,,,65870.0,0.00758,sell,243048413145220
book,1784713765377,1784713765626,65870.0,65871.0,7.40418,1.23736,,,,
book,1784713765925,1784713766179,65870.0,65871.0,7.40418,1.18443,,,,
book,1784713766461,1784713766708,65870.0,65871.0,7.40418,1.03353,,,,
book,1784713766988,1784713767217,65870.0,65871.0,7.40418,1.37511,,,,
trade,1784713767064,1784713767394,,,,,65870.0,0.00054,sell,988984333359438
trade,1784713767132,1784713767394,,,,,65871.0,0.00387,buy,133594701363387
book,1784713767543,1784713767934,65870.0,65871.0,7.41125,1.94106,,,,
trade,1784713768006,1784713768248,,,,,65870.0,0.00077,sell,177704894725661
book,1784713768088,1784713768373,65870.0,65871.0,7.41048,1.18056,,,,
trade,1784713768288,1784713768479,,,,,65870.0,0.00387,sell,25683012048504
book,1784713768613,1784713768873,65870.0,65871.0,7.40661,1.75468,,,,
trade,1784713768613,1784713768874,,,,,65871.0,0.03367,buy,689703055461928
trade,1784713768818,1784713769015,,,,,65871.0,0.00033,buy,756136127818439
trade,1784713769018,1784713769255,,,,,65870.0,0.02561,sell,308844612810366
book,1784713769155,1784713769382,65870.0,65871.0,7.381,0.99566,,,,
book,1784713769696,1784713769975,65870.0,65871.0,7.37339,1.14656,,,,
trade,1784713770099,1784713770342,,,,,65870.0,0.00673,sell,1075529617308382
book,1784713770231,1784713770495,65870.0,65871.0,5.40196,1.6029,,,,
book,1784713770761,1784713771036,65870.0,65871.0,5.39309,2.43765,,,,
trade,1784713771038,1784713771278,,,,,65870.0,0.0033,sell,707614792960367
trade,1784713771239,1784713771429,,,,,65871.0,0.00673,buy,353204979833009
book,1784713771306,1784713771560,65870.0,65871.0,7.22138,1.59526,,,,
trade,1784713771306,1784713771560,,,,,65870.0,0.14198,sell,740540665751235
trade,1784713771508,1784713771696,,,,,65870.0,0.00094,sell,293705311155087
book,1784713771843,1784713772091,65870.0,65871.0,5.24687,2.20595,,,,
trade,1784713771911,1784713772091,,,,,65871.0,0.00661,buy,375922447167361
book,1784713772369,1784713772619,65870.0,65871.0,5.24687,2.50451,,,,
book,1784713772921,1784713773173,65870.0,65871.0,5.24687,2.42844,,,,
trade,1784713773173,1784713773397,,,,,65871.0,0.05822,buy,570303864668741
trade,1784713773173,1784713773397,,,,,65871.0,0.05608,buy,507646766663271
trade,1784713773173,1784713773397,,,,,65871.0,0.02804,buy,831132015234710
trade,1784713773173,1784713773397,,,,,65871.0,0.01402,buy,2140848529317
trade,1784713773173,1784713773397,,,,,65871.0,0.02577,buy,127094613711539
book,1784713773427,1784713773692,65870.0,65871.0,5.24687,1.55887,,,,
trade,1784713773525,1784713773726,,,,,65871.0,0.00741,buy,63188921214822
trade,1784713773862,1784713774033,,,,,65871.0,0.00018,buy,805039639716970
book,1784713773929,1784713774180,65870.0,65871.0,7.22044,1.63612,,,,
trade,1784713773929,1784713774180,,,,,65871.0,0.00399,buy,737589877040007
trade,1784713773929,1784713774180,,,,,65871.0,0.01022,buy,1104426574925273
book,1784713774467,1784713774720,65870.0,65871.0,5.24687,1.67256,,,,
trade,1784713774669,1784713774853,,,,,65870.0,0.00741,sell,702913058652145
book,1784713775003,1784713775355,65870.0,65871.0,7.21303,1.67256,,,,
book,1784713775547,1784713775796,65870.0,65871.0,7.21303,2.77373,,,,
trade,1784713776013,1784713776260,,,,,65870.0,0.002,sell,104399417091589
book,1784713776079,1784713776316,65870.0,65871.0,7.21103,1.82528,,,,
book,1784713776600,1784713776876,65871.0,65872.0,20.74313,0.05687,,,,
trade,1784713776600,1784713776876,,,,,65871.0,0.001,sell,197087107824430
trade,1784713776600,1784713776876,,,,,65871.0,0.00221,sell,145850161685360
trade,1784713777085,1784713777287,,,,,65871.0,0.03354,sell,269439268975061
book,1784713777151,1784713777414,65871.0,65872.0,22.00568,0.05671,,,,
trade,1784713777487,1784713777893,,,,,65872.0,0.00243,buy,765955340726940
book,1784713777686,1784713778066,65871.0,65872.0,20.92413,0.0683,,,,
trade,1784713777888,1784713778112,,,,,65872.0,0.00321,buy,662073194187953
book,1784713778215,1784713778482,65871.0,65872.0,20.6691,0.11436,,,,
book,1784713778759,1784713779016,65871.0,65872.0,21.7411,0.09313,,,,
trade,1784713779027,1784713779260,,,,,65872.0,0.00017,buy,719087886317807
book,1784713779297,1784713779575,65871.0,65872.0,21.57372,0.09296,,,,
trade,1784713779696,1784713779886,,,,,65872.0,0.00518,buy,602696469953222
book,1784713779834,1784713780090,65871.0,65872.0,21.84661,0.04572,,,,
trade,1784713780033,1784713780298,,,,,65872.0,0.04572,buy,1089231156571096
trade,1784713780033,1784713780298,,,,,65873.0,0.00016,buy,42621647689388
trade,1784713780033,1784713780298,,,,,65874.0,0.02804,buy,1070903523428241
trade,1784713780033,1784713780298,,,,,65874.0,0.01402,buy,1062039699195988
trade,1784713780033,1784713780298,,,,,65874.0,0.03735,buy,383919589251877
trade,1784713780033,1784713780298,,,,,65875.0,0.02639,buy,704743903557908
book,1784713780395,1784713780688,65874.0,65875.0,11.64727,0.02985,,,,
trade,1784713780793,1784713780967,,,,,65874.0,0.00518,sell,470846679934436
book,1784713780911,1784713781164,65874.0,65875.0,15.20291,2.59629,,,,
book,1784713781456,1784713781705,65874.0,65875.0,14.3267,3.54562,,,,
book,1784713782002,1784713782294,65874.0,65875.0,14.9295,1.03583,,,,
book,1784713782543,1784713782956,65874.0,65875.0,124.9295,3.49633,,,,
trade,1784713782743,1784713782956,,,,,65875.0,0.00375,buy,997773771980519
trade,1784713782944,1784713783179,,,,,65875.0,0.02594,buy,942834503245549
trade,1784713782944,1784713783179,,,,,65875.0,0.00091,buy,35122903081322
trade,1784713782944,1784713783179,,,,,65875.0,0.01107,buy,369856788385956
trade,1784713782944,1784713783179,,,,,65875.0,0.002,buy,51477625173244
trade,1784713782944,1784713783179,,,,,65875.0,0.02804,buy,1068862988423771
trade,1784713782944,1784713783179,,,,,65875.0,0.00546,buy,542483454517072
trade,1784713783009,1784713783254,,,,,65875.0,0.00018,buy,563236077252066
book,1784713783073,1784713783309,65874.0,65875.0,124.83435,3.69956,,,,
book,1784713783612,1784713783856,65874.0,65875.0,123.76283,0.79034,,,,
trade,1784713783679,1784713783890,,,,,65874.0,0.00018,sell,74787390987786
book,1784713784148,1784713784407,65874.0,65875.0,123.7589,1.53852,,,,
trade,1784713784148,1784713784408,,,,,65874.0,0.00375,sell,607236039990243
book,1784713784677,1784713784921,65874.0,65875.0,123.7589,3.2015,,,,
trade,1784713785004,1784713785246,,,,,65875.0,0.00017,buy,612848468533484
trade,1784713785004,1784713785246,,,,,65874.0,0.00043,sell,1066788423951025
book,1784713785207,1784713785454,65874.0,65875.0,123.75847,3.96088,,,,
book,1784713785757,1784713786048,65874.0,65875.0,123.75847,3.96087,,,,
trade,1784713786095,1784713786334,,,,,65874.0,0.00656,sell,77713308598965
book,1784713786347,1784713786620,65874.0,65875.0,123.75191,0.47174,,,,
book,1784713786902,1784713787147,65874.0,65875.0,123.75191,0.00139,,,,
trade,1784713787304,1784713787517,,,,,65875.0,0.00139,buy,812036448242033
trade,1784713787304,1784713787517,,,,,65875.0,0.00517,buy,1005973137682093
book,1784713787505,1784713787795,65874.0,65875.0,123.75191,0.75955,,,,
trade,1784713787906,1784713788092,,,,,65875.0,0.00121,buy,1090174523089500
book,1784713788108,1784713788429,65874.0,65875.0,125.32656,0.04085,,,,
trade,1784713788108,1784713788429,,,,,65874.0,0.00051,sell,131778131489828
book,1784713788635,1784713788868,65874.0,65875.0,111.91899,12.51809,,,,
book,1784713789189,1784713789449,65874.0,65875.0,111.91285,18.31875,,,,
trade,1784713789189,1784713789449,,,,,65875.0,0.00722,buy,877261693828719
trade,1784713789189,1784713789449,,,,,65874.0,0.00402,sell,33364919528832
book,1784713789730,1784713789974,65874.0,65875.0,112.46823,18.98653,,,,
trade,1784713789796,1784713790007,,,,,65875.0,0.01961,buy,177520732270843
trade,1784713789796,1784713790007,,,,,65875.0,0.01402,buy,8103171742911
trade,1784713789796,1784713790007,,,,,65875.0,0.05707,buy,517521131731921
trade,1784713790006,1784713790260,,,,,65875.0,0.00017,buy,841071073999399
book,1784713790352,1784713790643,65874.0,65875.0,115.4674,6.28463,,,,
trade,1784713790352,1784713790643,,,,,65875.0,0.00402,buy,941737094870047
trade,1784713790420,1784713790643,,,,,65875.0,0.02583,buy,292436966108989
book,1784713790873,1784713791158,65874.0,65875.0,117.47123,7.53778,,,,
book,1784713791429,1784713791686,65874.0,65875.0,117.28904,10.65911,,,,
trade,1784713791763,1784713791948,,,,,65875.0,0.00313,buy,94389755733038
book,1784713791963,1784713792246,65874.0,65875.0,115.31603,10.65598,,,,
trade,1784713792232,1784713792423,,,,,65874.0,0.00733,sell,154230719531350
book,1784713792570,1784713792858,65874.0,65875.0,115.3087,10.65599,,,,
trade,1784713792835,1784713793275,,,,,65875.0,0.12978,buy,108233483396546
trade,1784713792835,1784713793275,,,,,65875.0,0.47035,buy,753598013209005
trade,1784713792835,1784713793275,,,,,65875.0,0.012,buy,65681218375698
trade,1784713792835,1784713793275,,,,,65875.0,0.09627,buy,251523180130227
trade,1784713792835,1784713793275,,,,,65875.0,0.18335,buy,294667118940763
trade,1784713792835,1784713793275,,,,,65875.0,0.00091,buy,602244467169227
trade,1784713792835,1784713793275,,,,,65875.0,0.15181,buy,382809578248850
trade,1784713792835,1784713793275,,,,,65875.0,0.002,buy,855624781640521
trade,1784713792835,1784713793275,,,,,65875.0,0.0782,buy,889674546855094
trade,1784713792835,1784713793275,,,,,65875.0,0.0003,buy,400828311731296
trade,1784713792835,1784713793275,,,,,65875.0,0.00022,buy,1073780186591088
trade,1784713792835,1784713793275,,,,,65875.0,0.06942,buy,154872300312772
book,1784713793091,1784713793402,65874.0,65875.0,115.3087,9.72925,,,,
trade,1784713793376,1784713793598,,,,,65875.0,0.00733,buy,9096635212365
book,1784713793644,1784713793888,65874.0,65875.0,115.46051,10.17866,,,,
book,1784713794183,1784713794431,65874.0,65875.0,115.3087,10.48212,,,,
book,1784713794698,1784713794992,65874.0,65875.0,115.3087,9.90479,,,,
trade,1784713794698,1784713794992,,,,,65875.0,0.00122,buy,14368196607186
trade,1784713794698,1784713794992,,,,,65875.0,0.01203,buy,664055914283075
trade,1784713794698,1784713794992,,,,,65875.0,0.01985,buy,64809163081791
book,1784713795262,1784713795506,65874.0,65875.0,115.3087,10.24164,,,,
trade,1784713795262,1784713795506,,,,,65875.0,0.00618,buy,432543720222507
book,1784713795801,1784713796045,65874.0,65875.0,115.3087,10.46804,,,,
book,1784713796324,1784713796633,65874.0,65875.0,115.3087,10.2478,,,,
trade,1784713796405,1784713796634,,,,,65875.0,0.23764,buy,159602750828739
trade,1784713796405,1784713796634,,,,,65874.0,0.00618,sell,942114828670838
book,1784713796876,1784713797130,65874.0,65875.0,115.30252,9.92464,,,,
trade,1784713797010,1784713797243,,,,,65874.0,0.00054,sell,722837335330491
book,1784713797416,1784713797665,65874.0,65875.0,115.30198,10.16767,,,,
trade,1784713797790,1784713798132,,,,,65875.0,0.00066,buy,202445604000268
book,1784713798017,1784713798307,65874.0,65875.0,115.30198,10.16784,,,,
trade,1784713798420,1784713798616,,,,,65875.0,0.00409,buy,1062509867741137
book,1784713798541,1784713798789,65874.0,65875.0,115.30198,10.37595,,,,
trade,1784713799022,1784713799254,,,,,65874.0,0.0256,sell,369904028632942
book,1784713799089,1784713799328,65874.0,65875.0,112.99932,10.46804,,,,
trade,1784713799423,1784713799630,,,,,65875.0,0.00314,buy,471117108315694
book,1784713799627,1784713799897,65874.0,65875.0,114.81688,10.4649,,,,
trade,1784713799627,1784713799897,,,,,65874.0,0.00409,sell,13320279972200
trade,1784713800027,1784713800309,,,,,65874.0,0.00759,sell,800604551921102
book,1784713800159,1784713800386,65874.0,65875.0,115.2647,10.01264,,,,
book,1784713800701,1784713801021,65874.0,65875.0,112.41734,12.94195,,,,
trade,1784713801020,1784713801222,,,,,65874.0,0.00331,sell,141133979938162
trade,1784713801071,1784713801251,,,,,65875.0,0.22844,buy,525663988937745
trade,1784713801071,1784713801251,,,,,65875.0,0.09633,buy,350447638007378
trade,1784713801071,1784713801251,,,,,65875.0,0.01402,buy,715052376525848
trade,1784713801071,1784713801251,,,,,65875.0,0.08643,buy,179338559798331
book,1784713801238,1784713801512,65874.0,65875.0,112.41403,12.50703,,,,
trade,1784713801590,1784713801766,,,,,65875.0,0.00398,buy,825087560328564
book,1784713801772,1784713802102,65874.0,65875.0,114.6911,11.22364,,,,
trade,1784713801772,1784713802102,,,,,65875.0,0.0003,buy,753611653753340
book,1784713802307,1784713802588,65874.0,65875.0,114.6911,11.29636,,,,
book,1784713802851,1784713803292,65874.0,65875.0,114.96127,4.16903,,,,
trade,1784713802851,1784713803292,,,,,65874.0,0.00398,sell,1040354402042935
book,1784713803385,1784713803651,65874.0,65875.0,114.96127,6.34412,,,,
book,1784713803920,1784713804212,65874.0,65875.0,115.41668,4.47927,,,,
trade,1784713804389,1784713804569,,,,,65875.0,0.00031,buy,671246378859342
book,1784713804455,1784713804682,65874.0,65875.0,115.41668,4.41981,,,,
trade,1784713804791,1784713805046,,,,,65874.0,0.00548,sell,909473502333798
book,1784713804990,1784713805233,65874.0,65875.0,115.4112,6.50088,,,,
trade,1784713805262,1784713805471,,,,,65875.0,0.66853,buy,15990394067130
trade,1784713805262,1784713805471,,,,,65875.0,0.05608,buy,190622564188913
trade,1784713805262,1784713805471,,,,,65875.0,0.11494,buy,272224959735410
trade,1784713805262,1784713805471,,,,,65875.0,0.02804,buy,451961985648147
trade,1784713805262,1784713805471,,,,,65875.0,0.00226,buy,674794808703145
trade,1784713805262,1784713805471,,,,,65875.0,0.10546,buy,124499465793744
trade,1784713805262,1784713805471,,,,,65875.0,0.002,buy,447268005882020
trade,1784713805262,1784713805471,,,,,65875.0,0.01985,buy,257344779866843
trade,1784713805262,1784713805471,,,,,65875.0,0.00618,buy,127878461941738
trade,1784713805262,1784713805471,,,,,65875.0,0.23764,buy,804155005249714
trade,1784713805262,1784713805471,,,,,65875.0,0.00066,buy,15423593374691
trade,1784713805262,1784713805471,,,,,65875.0,0.00409,buy,939418257974294
trade,1784713805262,1784713805471,,,,,65875.0,0.00314,buy,755751161754838
trade,1784713805262,1784713805471,,,,,65875.0,0.00036,buy,166960362420331
trade,1784713805262,1784713805471,,,,,65875.0,0.00051,buy,845863515522735
trade,1784713805262,1784713805471,,,,,65875.0,0.22844,buy,189771727590134
trade,1784713805262,1784713805471,,,,,65875.0,0.01402,buy,249303725452956
trade,1784713805262,1784713805471,,,,,65875.0,0.09427,buy,1044663864567546
trade,1784713805262,1784713805471,,,,,65875.0,0.30596,buy,903983756663884
trade,1784713805262,1784713805471,,,,,65875.0,0.02033,buy,277077164292309
trade,1784713805262,1784713805471,,,,,65875.0,0.00065,buy,915613358645702
book,1784713805536,1784713805806,65874.0,65875.0,115.4112,2.77215,,,,
trade,1784713806005,1784713806254,,,,,65874.0,0.002,sell,747365367746590
trade,1784713806005,1784713806254,,,,,65875.0,0.00548,buy,870369631916952
trade,1784713806005,1784713806254,,,,,65875.0,0.18364,buy,619670463018870
trade,1784713806005,1784713806254,,,,,65875.0,0.00091,buy,1014375934542794
trade,1784713806005,1784713806254,,,,,65875.0,0.05608,buy,63479728822109
trade,1784713806005,1784713806254,,,,,65875.0,0.02804,buy,597845300292395
trade,1784713806005,1784713806254,,,,,65875.0,0.01402,buy,642873677839210
trade,1784713806005,1784713806254,,,,,65875.0,0.088,buy,222698999635832
trade,1784713806005,1784713806254,,,,,65875.0,0.23652,buy,844897899427597
book,1784713806073,1784713806338,65874.0,65875.0,115.4092,2.88827,,,,
book,1784713806625,1784713806882,65874.0,65875.0,115.40919,5.4554,,,,
book,1784713807157,1784713807439,65874.0,65875.0,115.40919,5.53316,,,,
trade,1784713807224,1784713807439,,,,,65875.0,0.00069,buy,627981470956039
book,1784713807692,1784713807961,65874.0,65875.0,115.40919,7.64184,,,,
trade,1784713808094,1784713808411,,,,,65874.0,0.00693,sell,779880788792900
book,1784713808230,1784713808508,65874.0,65875.0,115.40226,7.82808,,,,
trade,1784713808639,1784713808831,,,,,65875.0,0.00067,buy,792677861930331
book,1784713808772,1784713809039,65874.0,65875.0,114.79504,9.11671,,,,
book,1784713809310,1784713809584,65874.0,65875.0,114.79504,9.51231,,,,
trade,1784713809310,1784713809584,,,,,65875.0,0.00693,buy,346865882129870
trade,1784713809644,1784713809828,,,,,65875.0,0.75261,buy,999999173830782
trade,1784713809644,1784713809828,,,,,65875.0,0.05608,buy,623356893977147
trade,1784713809644,1784713809828,,,,,65875.0,0.01402,buy,837864436363129
trade,1784713809644,1784713809828,,,,,65875.0,0.02804,buy,336730523079700
trade,1784713809644,1784713809828,,,,,65875.0,0.10537,buy,227625955723631
book,1784713809847,1784713810134,65874.0,65875.0,114.79504,8.55619,,,,
trade,1784713810046,1784713810322,,,,,65875.0,0.0844,buy,1116829584599503
trade,1784713810046,1784713810322,,,,,65875.0,0.00091,buy,138374840251441
trade,1784713810046,1784713810322,,,,,65875.0,0.01181,buy,307357554345731
book,1784713810373,1784713810664,65874.0,65875.0,114.79504,9.42677,,,,
book,1784713810874,1784713811148,65874.0,65875.0,114.94685,8.74188,,,,
trade,1784713811211,1784713811401,,,,,65875.0,0.00548,buy,588373724712808
book,1784713811403,1784713811679,65874.0,65875.0,115.25045,8.83647,,,,
trade,1784713811477,1784713811679,,,,,65874.0,0.15286,sell,747931001061706
book,1784713811945,1784713812217,65874.0,65875.0,114.64218,9.0937,,,,
trade,1784713812351,1784713812558,,,,,65874.0,0.00548,sell,332042800914716
trade,1784713812351,1784713812558,,,,,65875.0,0.01222,buy,331875452217492
book,1784713812484,1784713812790,65874.0,65875.0,114.6367,9.52684,,,,
book,1784713813020,1784713813461,65874.0,65875.0,114.6367,9.48663,,,,
trade,1784713813020,1784713813462,,,,,65875.0,0.00017,buy,970884439301360
trade,1784713813489,1784713813700,,,,,65875.0,0.0599,buy,57447106894950
trade,1784713813489,1784713813700,,,,,65875.0,0.07516,buy,1002823076880279
trade,1784713813489,1784713813700,,,,,65875.0,0.09662,buy,108342360325056
trade,1784713813489,1784713813700,,,,,65875.0,0.00162,buy,1110703444506363
trade,1784713813489,1784713813700,,,,,65875.0,0.53118,buy,1100771502550757
book,1784713813560,1784713813828,65874.0,65875.0,114.6367,8.72232,,,,
book,1784713814090,1784713814344,65874.0,65875.0,114.6367,8.76091,,,,
trade,1784713814294,1784713814507,,,,,65875.0,0.00018,buy,348506149793167
book,1784713814621,1784713814855,65874.0,65875.0,114.6367,6.76759,,,,
trade,1784713814695,1784713814893,,,,,65875.0,0.00522,buy,531257712721551
trade,1784713815024,1784713815273,,,,,65875.0,0.00017,buy,622394254425541
trade,1784713815024,1784713815273,,,,,65874.0,0.00063,sell,287418407386638
book,1784713815165,1784713815431,65874.0,65875.0,115.24329,3.08307,,,,
book,1784713815706,1784713815980,65874.0,65875.0,115.24329,3.08397,,,,
trade,1784713815907,1784713816162,,,,,65874.0,0.00522,sell,332006993839605
book,1784713816242,1784713816503,65874.0,65875.0,115.23807,2.95468,,,,
book,1784713816778,1784713817032,65874.0,65875.0,115.23807,1.57556,,,,
trade,1784713817180,1784713817374,,,,,65874.0,0.00088,sell,647638126651867
book,1784713817315,1784713817594,65874.0,65875.0,115.23719,5.67112,,,,
trade,1784713817786,1784713817985,,,,,65874.0,0.00426,sell,497822203782100
book,1784713817851,1784713818295,65874.0,65875.0,115.23293,3.7023,,,,
trade,1784713818038,1784713818295,,,,,65874.0,0.00052,sell,113855177094118
trade,1784713818118,1784713818562,,,,,65874.0,0.00123,sell,349920408573795
book,1784713818400,1784713818686,65874.0,65875.0,115.07937,8.33021,,,,
book,1784713818937,1784713819218,65874.0,65875.0,115.23118,7.64614,,,,
trade,1784713819272,1784713819464,,,,,65875.0,0.002,buy,241265067221639
trade,1784713819272,1784713819464,,,,,65875.0,0.00226,buy,817225923467462
book,1784713819477,1784713819735,65874.0,65875.0,114.89254,5.80709,,,,
trade,1784713819477,1784713819736,,,,,65874.0,0.21603,sell,890887121695558
trade,1784713819477,1784713819736,,,,,65874.0,0.12261,sell,1095823804566377
trade,1784713819477,1784713819736,,,,,65875.0,0.01189,buy,358975146447273
book,1784713820015,1784713820337,65874.0,65875.0,114.74073,9.13763,,,,
trade,1784713820015,1784713820337,,,,,65875.0,0.00018,buy,690474918724203
book,1784713820559,1784713820817,65874.0,65875.0,114.74073,9.13765,,,,
book,1784713821092,1784713821390,65874.0,65875.0,114.61839,9.71463,,,,
trade,1784713821092,1784713821390,,,,,65875.0,0.00589,buy,986239747050639
trade,1784713821565,1784713821827,,,,,65874.0,0.1,sell,888207711972587
trade,1784713821565,1784713821827,,,,,65874.0,0.8715,sell,459379865383806
trade,1784713821565,1784713821827,,,,,65874.0,0.1285,sell,28142183174666
trade,1784713821565,1784713821827,,,,,65874.0,0.27283,sell,178798563125240
trade,1784713821565,1784713821827,,,,,65874.0,0.03795,sell,758858260189653
book,1784713821630,1784713821906,65874.0,65875.0,108.71869,29.08348,,,,
trade,1784713821630,1784713821906,,,,,65874.0,0.97158,sell,637999827177585
trade,1784713821764,1784713821965,,,,,65874.0,0.0003,sell,1110469921849477
trade,1784713821764,1784713821965,,,,,65874.0,0.03795,sell,516312553913916
trade,1784713821764,1784713821965,,,,,65874.0,0.16056,sell,92835954286468
trade,1784713821828,1784713822028,,,,,65874.0,0.16179,sell,386303100233791
trade,1784713821828,1784713822028,,,,,65874.0,1.02502,sell,329097613652624
trade,1784713821828,1784713822028,,,,,65874.0,0.03795,sell,967199899163197
trade,1784713821895,1784713822108,,,,,65874.0,0.01385,sell,838087972751325
trade,1784713821964,1784713822226,,,,,65874.0,0.03795,sell,134743929396467
book,1784713822169,1784713822444,65874.0,65875.0,107.39868,31.35135,,,,
trade,1784713822169,1784713822444,,,,,65874.0,0.3646,sell,662638543323648
trade,1784713822302,1784713822503,,,,,65874.0,0.00589,sell,908419348911537
trade,1784713822302,1784713822503,,,,,65874.0,0.36459,sell,767143995276947
trade,1784713822563,1784713822759,,,,,65874.0,0.36459,sell,548237000200242
