time,coin,dir,px,sz,ntl,fee,closedPnl
2026/7/4 19:20:13,WTIOIL (xyz),Open Long,69.11,1.3,89.843,0.008085,-0.008085
2026/7/4 19:50:42,WTIOIL (xyz),Close Long,69.166,1.3,89.9158,0.008092,0.064708
2026/7/6 07:30:06,WTIOIL (xyz),Open Short,68.323,1.31,89.50313,0.008055,-0.008055
2026/7/6 08:00:36,WTIOIL (xyz),Close Short,68.279,1.31,89.44548999999999,0.00805,0.049589999999999995
2026/7/8 00:15:44,BTC,Open Long,63889,0.002,127.778,0.019166,-0.019166
2026/7/8 00:25:15,BTC,Close Long,64073,0.002,128.14600000000002,0.057665,0.31033499999999997
2026/7/8 09:00:17,WTIOIL (xyz),Open Short,71.927,1.25,89.90875000000001,0.008091,-0.008091
2026/7/8 09:30:21,WTIOIL (xyz),Close Short,71.843,1.25,89.80375000000001,0.008082,0.09691799999999999
2026/7/8 19:43:41,WTIOIL (xyz),Open Short,73.65,1.22,89.85300000000001,0.008086,-0.008086
2026/7/8 20:13:43,WTIOIL (xyz),Close Short,73.935,1.22,90.2007,0.008118,-0.355818
2026/7/9 03:45:22,WTIOIL (xyz),Open Long,74.156,1.21,89.72876000000001,0.008075,-0.008075
2026/7/9 04:15:53,WTIOIL (xyz),Close Long,74.438,1.21,90.06998,0.008106,0.333114
2026/7/9 14:55:11,BTC,Open Long,62851,0.00035,21.99785,0.003299,-0.003299
2026/7/9 14:55:12,BTC,Open Long,62851,0.00235,147.69985,0.022154,-0.022154
2026/7/9 14:57:18,BTC,Open Long,62893,0.005,314.46500000000003,0.047169,-0.047169
2026/7/10 23:50:08,WTIOIL (xyz),Open Short,71.081,1.26,89.56206,0.00806,-0.00806
2026/7/11 00:20:10,WTIOIL (xyz),Close Short,71.326,1.26,89.87075999999999,0.008088,-0.31678799999999996
2026/7/14 16:28:23,BTC,Open Long,62650,0.00036,22.554000000000002,0.003383,-0.003383
2026/7/14 22:38:38,BTC,Close Long,63940,0.00806,515.3564,0.23191,8.40841
2026/7/15 21:28:00,BTC,Open Long,65335,0.00136,88.85560000000001,0.013328,-0.013328
2026/7/15 21:28:00,BTC,Open Long,65335,0.00364,237.8194,0.035672,-0.035672
2026/7/15 21:31:16,BTC,Open Long,65366,0.005,326.83,0.049024,-0.049024
2026/7/15 22:33:08,WTIOIL (xyz),Open Short,78.6257298246,1.14,89.63333200004399,0.008066,-0.008066
2026/7/16 03:16:00,BTC,Close Long,64877,0.01,648.77,0.291946,-5.026946000000001
2026/7/16 03:16:03,WTIOIL (xyz),Close Short,79.178,1.14,90.26292,0.008123,-0.638543
