event_sequence,source_channel,source_event_exchange_time_ms,fresh_touch_allowed,anti_drift_status,anti_drift_reason,fair_mid_source_status,fair_mid_source_reason,edge_gate_status,edge_gate_reason,shadow_action,shadow_reason,private_endpoint_called,order_endpoint_called,credential_read
173,trades,1782283338030,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
174,trades,1782283339516,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
175,trades,1782283340525,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
176,l2Book,1782283340724,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
177,trades,1782283341047,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
178,trades,1782283341814,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
179,trades,1782283342017,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
180,trades,1782283345039,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
181,l2Book,1782283346075,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
182,trades,1782283349008,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
183,l2Book,1782283351508,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
184,trades,1782283351651,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
185,trades,1782283354899,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
186,trades,1782283355624,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
187,l2Book,1782283356921,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
188,trades,1782283358042,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
189,trades,1782283358388,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
190,trades,1782283360140,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
191,l2Book,1782283362308,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
192,trades,1782283362643,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
193,trades,1782283362791,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
194,trades,1782283364003,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
195,l2Book,1782283367763,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
196,trades,1782283368030,True,pass,,block,fair_mid_source_stale,block,fair_mid_source_stale,block,fair_mid_source_stale,False,False,False
197,trades,1782283369192,True,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,block,touch_stability_below_minimum,False,False,False
198,trades,1782283371024,True,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,block,touch_stability_below_minimum,False,False,False
199,trades,1782283372050,True,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,block,touch_stability_below_minimum,False,False,False
200,trades,1782283372693,True,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,block,touch_stability_below_minimum,False,False,False
201,trades,1782283372897,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_touch_freshness_or_queue_reset_evidence,False,False,False
202,l2Book,1782283373233,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,False,False,False
203,trades,1782283375043,True,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,block,touch_stability_below_minimum,False,False,False
204,trades,1782283377328,True,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,block,touch_stability_below_minimum,False,False,False
205,trades,1782283377433,True,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,block,touch_stability_below_minimum,False,False,False
206,l2Book,1782283378672,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
207,trades,1782283379019,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
208,trades,1782283380759,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
209,trades,1782283383694,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
210,l2Book,1782283383959,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,False,False,False
211,trades,1782283384030,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence;missing_recent_same_side_at_or_through_throughput,False,False,False
212,trades,1782283388057,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
213,l2Book,1782283389333,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
214,trades,1782283389981,True,pass,,pass,,block,edge_below_required_buffer,block,edge_below_required_buffer,False,False,False
215,trades,1782283390122,True,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,block,touch_stability_below_minimum,False,False,False
216,trades,1782283390476,True,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,block,touch_stability_below_minimum,False,False,False
217,trades,1782283391748,True,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,block,touch_stability_below_minimum,False,False,False
218,trades,1782283394004,True,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,block,touch_stability_below_minimum,False,False,False
219,l2Book,1782283394689,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
220,trades,1782283398013,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
221,l2Book,1782283400121,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
222,trades,1782283401002,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
223,trades,1782283402008,True,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,block,touch_stability_below_minimum,False,False,False
224,trades,1782283404487,True,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,block,touch_stability_below_minimum,False,False,False
225,trades,1782283405024,True,block,touch_stability_below_minimum,block,fresh_touch_not_allowed,block,edge_signal_missing,block,touch_stability_below_minimum,False,False,False
226,trades,1782283405428,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_touch_freshness_or_queue_reset_evidence,False,False,False
227,trades,1782283405495,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_touch_freshness_or_queue_reset_evidence,False,False,False
228,l2Book,1782283405562,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
229,trades,1782283409000,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
230,trades,1782283409150,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
231,l2Book,1782283410807,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
232,trades,1782283414242,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
233,trades,1782283414642,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
234,l2Book,1782283416157,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
235,trades,1782283418022,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
236,l2Book,1782283421549,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
237,trades,1782283424046,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
238,trades,1782283426442,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
239,l2Book,1782283426963,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_touch_freshness_or_queue_reset_evidence,False,False,False
240,trades,1782283428011,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
241,trades,1782283429237,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
242,trades,1782283431052,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
243,trades,1782283431737,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
244,trades,1782283432005,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
245,l2Book,1782283432345,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
246,trades,1782283435047,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
247,trades,1782283436064,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
248,trades,1782283437483,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
249,l2Book,1782283437738,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
250,trades,1782283438490,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
251,trades,1782283439029,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
252,l2Book,1782283443093,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
253,trades,1782283444581,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
254,trades,1782283448016,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
255,l2Book,1782283448525,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
256,trades,1782283450475,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
257,trades,1782283450674,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
258,trades,1782283451275,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
259,trades,1782283451567,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
260,trades,1782283454001,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_touch_freshness_or_queue_reset_evidence,False,False,False
261,l2Book,1782283454064,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
262,trades,1782283455708,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
263,trades,1782283456874,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
264,trades,1782283458012,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
265,trades,1782283458159,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
266,trades,1782283458381,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
267,trades,1782283458518,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
268,trades,1782283458651,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
269,trades,1782283458783,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
270,trades,1782283458917,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
271,trades,1782283459050,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
272,trades,1782283459118,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
273,trades,1782283459251,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
274,l2Book,1782283459395,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
275,trades,1782283459465,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
276,trades,1782283459598,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
277,trades,1782283459732,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
278,trades,1782283459868,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
279,trades,1782283460001,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
280,trades,1782283460067,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
281,trades,1782283460201,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
282,trades,1782283460406,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
283,trades,1782283460477,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
284,trades,1782283460554,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
285,trades,1782283460747,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
286,trades,1782283460817,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
287,trades,1782283460875,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
288,trades,1782283461016,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
289,trades,1782283461150,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
290,trades,1782283461218,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
291,trades,1782283461349,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
292,trades,1782283461544,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
293,trades,1782283462025,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
294,trades,1782283462862,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
295,trades,1782283463887,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
296,trades,1782283464021,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
297,trades,1782283464419,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_touch_freshness_or_queue_reset_evidence,False,False,False
298,l2Book,1782283464821,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
299,trades,1782283465006,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
300,trades,1782283465759,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
301,trades,1782283466097,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
302,trades,1782283467125,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
303,trades,1782283468267,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
304,trades,1782283468973,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
305,trades,1782283469041,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
306,trades,1782283469308,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
307,trades,1782283469858,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_touch_freshness_or_queue_reset_evidence,False,False,False
308,l2Book,1782283470193,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
309,trades,1782283470598,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
310,trades,1782283471887,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
311,trades,1782283472154,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
312,trades,1782283472290,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
313,trades,1782283472709,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
314,trades,1782283473024,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
315,trades,1782283474267,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
316,trades,1782283474540,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
317,trades,1782283474810,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
318,l2Book,1782283475554,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
319,trades,1782283476239,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
320,trades,1782283477690,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
321,trades,1782283478029,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
322,trades,1782283478436,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
323,trades,1782283478773,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
324,trades,1782283480094,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
325,l2Book,1782283481023,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
326,trades,1782283481093,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
327,trades,1782283481434,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
328,trades,1782283482241,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
329,trades,1782283482306,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
330,trades,1782283483460,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
331,trades,1782283483527,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
332,trades,1782283483661,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
333,trades,1782283484062,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
334,trades,1782283484534,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
335,trades,1782283485961,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_recent_same_side_at_or_through_throughput,False,False,False
336,l2Book,1782283486488,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
337,trades,1782283487022,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
338,trades,1782283488044,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
339,trades,1782283488194,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
340,trades,1782283489099,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
341,trades,1782283489300,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
342,trades,1782283490106,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
343,trades,1782283490310,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
344,trades,1782283491052,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
345,trades,1782283491454,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
346,l2Book,1782283491856,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
347,trades,1782283492064,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
348,trades,1782283492334,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support,False,False,False
349,trades,1782283492693,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
350,trades,1782283493228,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
351,trades,1782283493726,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
352,trades,1782283495016,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
353,trades,1782283496123,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
354,trades,1782283496191,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,outside_quality_a_b_queue_bands,False,False,False
355,l2Book,1782283497131,False,not_evaluated,,block,fresh_touch_not_allowed,block,edge_signal_missing,block,missing_same_side_strict_through_support;missing_touch_freshness_or_queue_reset_evidence,False,False,False
