join_seq,timestamp_clock_policy,hyperliquid_decision_ts,binance_source_found,binance_source_age_ms,binance_source_age_bucket,cross_exchange_future_join,cross_exchange_missing_binance_join,binance_lead_quality,hyperliquid_lag_quality,joined_row_quality,basis_mid_px,basis_mid_ticks,basis_microprice_px,basis_contract_caveat,lead_lag_statistical_conclusion,binance_feature_seq,binance_source_raw_seq,binance_event_type,binance_local_ts,binance_exch_ts,binance_last_u,binance_prev_u,binance_sync_aligned,binance_sync_gap,binance_startup_excluded,binance_first_valid_update_aligned,binance_best_bid_px,binance_best_ask_px,binance_mid_px,binance_spread_ticks,binance_bid_top5_px,binance_ask_top5_px,binance_bid_top5_qtys,binance_ask_top5_qtys,binance_top5_bid_qty,binance_top5_ask_qty,binance_top5_imbalance,binance_top5_microprice_px,binance_microprice_minus_mid_ticks,binance_mid_move_ticks_from_prev,binance_rolling_abs_mid_move_ticks_5,binance_rolling_rv_ticks_20,binance_bookticker_u,binance_bookticker_local_ts,binance_bookticker_depth_age_ms,binance_bookticker_depth_age_bucket,binance_bookticker_bbo_match,binance_trade_pressure_status,binance_trade_pressure_bucket,hyperliquid_decision_seq,hyperliquid_decision_ts,hyperliquid_joined_raw_seq,hyperliquid_l2book_local_ts,hyperliquid_l2book_event_ts,hyperliquid_join_age_ms,hyperliquid_join_age_bucket,hyperliquid_future_join,hyperliquid_missing_join,hyperliquid_reconnect_recovery_crossed,hyperliquid_coin,hyperliquid_best_bid_px,hyperliquid_best_ask_px,hyperliquid_mid_px,hyperliquid_spread_ticks,hyperliquid_bid_topn_px,hyperliquid_ask_topn_px,hyperliquid_bid_topn_qtys,hyperliquid_ask_topn_qtys,hyperliquid_bid_topn_order_count,hyperliquid_ask_topn_order_count,hyperliquid_top5_bid_qty,hyperliquid_top5_ask_qty,hyperliquid_top5_imbalance,hyperliquid_top5_microprice_px,hyperliquid_microprice_minus_mid_ticks,hyperliquid_context_quality,hyperliquid_trade_pressure_status,hyperliquid_trade_pressure_bucket
2064,local_controller_capture_ts_ns,1780379338038146252,true,13.044186,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-24.35,-243.5,-24.39313323,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38516,594463,depthUpdate,1780379338025102066,1780379337965000000,10685860668056,10685860665331,True,False,False,,70376.1,70376.2,70376.15,1,70376.1|70376|70375.9|70375.6|70375.5,70376.2|70376.3|70376.5|70376.7|70376.8,1.147|0.002|0.001|0.001|0.002,15.581|0.008|0.001|0.043|0.005,1.153,15.638,-0.86266452,70376.10686677,-0.43133226,0,0,0,10685860667128,1780379338011526349,13.575717,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2064,1780379338038146252,3784,1780379337675671098,1780379337377000000,362.475154,watch_250ms_to_stale_limit,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70403.0|70404.0|70405.0,1.99934|0.00017|0.67456|0.15832|1.68817,8.09166|1.644|1.42871|1.79675|2.17618,17|1|2|4|3,33|7|5|7|10,4.52056,15.1373,-0.54007608,70400.22996196,-2.70038041,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2065,local_controller_capture_ts_ns,1780379338538146252,true,26.362417,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-24.35,-243.5,-24.38619584,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38534,594543,depthUpdate,1780379338511783835,1780379338453000000,10685860704811,10685860703422,True,False,False,,70376.1,70376.2,70376.15,1,70376.1|70376|70375.9|70375.6|70375.5,70376.2|70376.3|70376.4|70376.5|70376.7,2.468|0.004|0.001|0.001|0.024,15.546|0.007|0.001|0.001|0.043,2.498,15.598,-0.72391689,70376.11380416,-0.36195844,0,0,0,10685860704304,1780379338502075464,9.708371,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2065,1780379338538146252,3786,1780379338240333261,1780379337934000000,297.812991,watch_250ms_to_stale_limit,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70403.0|70404.0|70405.0,2.00037|0.00017|2.09666|0.15832|1.68817,8.09118|1.644|1.42871|1.79675|2.17618,18|1|3|4|3,33|7|5|7|10,5.94369,15.13682,-0.43609619,70400.28195191,-2.18048093,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2066,local_controller_capture_ts_ns,1780379339038146252,true,23.398186,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-26.75,-267.5,-26.76418425,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38553,596121,depthUpdate,1780379339014748066,1780379338956000000,10685860779203,10685860776479,True,False,False,,70373.7,70373.8,70373.75,1,70373.7|70373.6|70373.5|70372.6|70372.5,70373.8|70373.9|70374|70374.2|70374.3,3.043|0.002|0.001|0.07|0.313,6.133|0.006|0.002|0.002|0.002,3.429,6.145,-0.28368498,70373.73581575,-0.14184249,0,13.4,22.94068438,10685860779174,1780379339012609713,2.138353,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2066,1780379339038146252,3790,1780379338819305643,1780379338493000000,218.840609,warm_50_250ms,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70403.0|70404.0|70405.0,2.00037|0.00017|0.88763|0.15832|1.68817,8.07701|2.71051|0.3622|1.79675|2.17565,18|1|3|4|3,33|8|4|7|9,4.73466,15.12212,-0.52311906,70400.23844047,-2.61559528,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2067,local_controller_capture_ts_ns,1780379339538146252,true,18.798995,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-21.35,-213.5,-21.33808983,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38572,596801,depthUpdate,1780379339519347257,1780379339457000000,10685860837129,10685860827578,True,False,False,,70379.1,70379.2,70379.15,1,70379.1|70379|70378.6|70378.5|70378.1,70379.2|70379.3|70379.4|70379.5|70379.6,8.166|0.002|0.002|0.512|0.043,5.359|0.004|0.001|0.002|0.002,8.725,5.368,0.23820336,70379.16191017,0.11910168,30,10.8,8.11171992,10685860835457,1780379339506823321,12.523936,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2067,1780379339538146252,3791,1780379339474230503,1780379339043000000,63.915749,warm_50_250ms,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70403.0|70404.0|70405.0,0.77429|0.00017|0.00017|0.00339|1.43817,3.55954|0.32247|0.02557|1.62882|1.60024,5|1|1|3|2,23|5|5|7|8,2.21619,7.13664,-0.5260921,70400.23695395,-2.63046051,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2068,local_controller_capture_ts_ns,1780379340038146252,true,3.953313,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-21.35,-213.5,-21.33880608,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38591,596887,depthUpdate,1780379340034192939,1780379339973000000,10685860885240,10685860884265,True,False,False,,70379.1,70379.2,70379.15,1,70379.1|70379|70378.7|70378.6|70378.5,70379.2|70379.3|70379.4|70379.6|70379.9,7.911|0.003|0.002|0.193|0.512,5.244|0.003|0.001|0.002|0.217,8.621,5.467,0.22387848,70379.16119392,0.11193924,0,0,6.70820393,10685860881541,1780379339959150390,75.042549,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2068,1780379340038146252,3792,1780379339922424916,1780379339575000000,115.721336,warm_50_250ms,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70403.0|70404.0|70405.0,8.0018|1.61569|0.2554|0.51849|11.36731,2.05006|0.07247|0.02257|0.3002|1.58865,23|5|2|4|10,16|4|4|2|8,21.75869,4.03395,0.68720147,70400.84360073,3.43600733,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2069,local_controller_capture_ts_ns,1780379340538146252,true,20.548658,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-21.35,-213.5,-21.33467566,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38609,596938,depthUpdate,1780379340517597594,1780379340458000000,10685860934196,10685860932228,True,False,False,,70379.1,70379.2,70379.15,1,70379.1|70379|70378.7|70378.6|70378.5,70379.2|70379.3|70379.4|70379.5|70379.6,5.55|0.005|0.002|0.193|0.544,3.292|0.003|0.001|0.043|0.002,6.294,3.341,0.30648677,70379.16532434,0.15324338,0,0,0,10685860929365,1780379340459242235,58.355359,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2069,1780379340538146252,3793,1780379340514748071,1780379340106000000,23.398181,fresh_0_50ms,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70403.0|70404.0|70405.0,6.83325|3.7275|2.25062|0.51849|8.2373,0.6126|0.00045|0.0112|0.1002|1.17236,28|8|6|4|6,7|2|2|2|6,21.56716,1.89681,0.83832148,70400.91916074,4.19160739,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2070,local_controller_capture_ts_ns,1780379341038146252,true,10.341352,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-21.35,-213.5,-21.34523851,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38628,597007,depthUpdate,1780379341027804900,1780379340970000000,10685860999955,10685860997589,True,False,False,,70379.1,70379.2,70379.15,1,70379.1|70379|70378.7|70378.6|70378.5,70379.2|70379.3|70379.4|70379.6|70379.7,5.59|0.005|0.002|0.196|0.544,3.88|0.009|0.149|0.002|1.195,6.337,5.235,0.09522987,70379.15476149,0.04761493,0,0,0,10685860997491,1780379341002556190,25.248710,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2070,1780379341038146252,3795,1780379340991494517,1780379340663000000,46.651735,fresh_0_50ms,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70403.0|70404.0|70405.0,8.52174|2.02102|1.62428|0.51849|9.21424,0.6126|0.00045|0.0112|0.1002|1.17236,26|7|5|4|7,7|2|2|2|6,21.89977,1.89681,0.84058129,70400.92029065,4.20290647,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2071,local_controller_capture_ts_ns,1780379341538146252,true,2.275129,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-21.35,-213.5,-21.34851057,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38647,597045,depthUpdate,1780379341535871123,1780379341477000000,10685861043677,10685861041764,True,False,False,,70379.1,70379.2,70379.15,1,70379.1|70379|70378.7|70378.6|70378.5,70379.2|70379.3|70379.4|70379.6|70379.7,5.564|0.005|0.002|0.194|0.544,4.538|0.009|0.149|0.15|1.098,6.309,5.944,0.02978862,70379.15148943,0.01489431,0,0,0,10685861042354,1780379341513316487,22.554636,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2071,1780379341538146252,3795,1780379340991494517,1780379340663000000,546.651735,watch_250ms_to_stale_limit,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70403.0|70404.0|70405.0,8.52174|2.02102|1.62428|0.51849|9.21424,0.6126|0.00045|0.0112|0.1002|1.17236,26|7|5|4|7,7|2|2|2|6,21.89977,1.89681,0.84058129,70400.92029065,4.20290647,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2072,local_controller_capture_ts_ns,1780379342038146252,true,0.211693,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.59733369,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38666,597483,depthUpdate,1780379342037934559,1780379341978000000,10685861111291,10685861109285,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.3,70380|70380.1|70380.2|70380.3|70380.4,7.418|0.374|0.221|0.099|0.021,296.883|0.005|0.003|0.003|0.001,8.133,296.895,-0.94667375,70379.90266631,-0.47333687,0,0,1.78885438,10685861108486,1780379342001642456,36.292103,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2072,1780379342038146252,3796,1780379341702884971,1780379341262000000,335.261281,watch_250ms_to_stale_limit,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70403.0|70404.0|70405.0,8.53077|2.02102|1.62428|0.51849|8.14764,0.6126|0.00045|0.0112|0.1002|1.23908,29|7|5|4|6,7|2|2|2|7,20.8422,1.96353,0.8278038,70400.9139019,4.13901901,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2073,local_controller_capture_ts_ns,1780379342538146252,true,14.103606,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.59904731,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38684,597574,depthUpdate,1780379342524042646,1780379342465000000,10685861154449,10685861153160,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.3,70380|70380.1|70380.2|70380.3|70380.4,2.71|0.003|0.004|0.119|0.021,297.019|0.006|0.003|0.003|0.001,2.857,297.032,-0.98094628,70379.90095269,-0.49047314,0,0,0,10685861150493,1780379342452307611,71.735035,stale_over_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2073,1780379342538146252,3797,1780379342060832507,1780379341764000000,477.313745,watch_250ms_to_stale_limit,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70403.0|70404.0|70405.0,6.82431|2.02102|3.33079|0.51849|8.14764,0.6126|0.0115|0.00015|0.1002|1.24582,28|7|6|4|6,7|3|1|2|8,20.84225,1.97027,0.82726415,70400.91363208,4.13632076,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2074,local_controller_capture_ts_ns,1780379343038146252,true,23.401753,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.59882384,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38702,597619,depthUpdate,1780379343014744499,1780379342953000000,10685861190456,10685861188250,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.2,70380|70380.1|70380.2|70380.3|70380.4,2.915|0.003|0.004|0.098|0.512,296.754|0.006|0.003|0.003|0.001,3.532,296.767,-0.97647678,70379.90117616,-0.48823839,0,0,0,10685861190246,1780379343009543633,5.200866,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2074,1780379343038146252,3800,1780379342617471877,1780379342271000000,420.674375,watch_250ms_to_stale_limit,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70403.0|70404.0|70405.0,7.28436|2.02102|6.17155|0.51849|8.14764,0.76368|0.0115|0.00015|0.0002|1.06784,30|7|7|4|6,6|3|1|1|4,24.14306,1.84337,0.85812826,70400.92906413,4.29064131,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2075,local_controller_capture_ts_ns,1780379343538146252,true,17.995854,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.59881271,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38721,597673,depthUpdate,1780379343520150398,1780379343461000000,10685861233332,10685861230998,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.2,70380|70380.1|70380.2|70380.3|70380.4,2.952|0.003|0.004|0.098|0.512,297.018|0.007|0.003|0.003|0.001,3.569,297.032,-0.97625424,70379.90118729,-0.48812712,0,0,0,10685861232723,1780379343512590589,7.559809,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2075,1780379343538146252,3803,1780379343148610418,1780379342820000000,389.535834,watch_250ms_to_stale_limit,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70404.0|70405.0|70406.0,6.08581|2.02102|1.62087|0.51849|8.14764,0.39417|0.00045|0.0002|0.3823|1.06815,30|7|4|4|6,3|2|1|4|4,18.39383,1.84527,0.81765296,70400.90882648,4.08826479,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2076,local_controller_capture_ts_ns,1780379344038146252,true,5.356276,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.59841059,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38740,597766,depthUpdate,1780379344032789976,1780379343969000000,10685861282908,10685861280717,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.3,70380|70380.1|70380.2|70380.3|70380.4,4.351|0.046|0.004|0.098|0.294,296.753|0.006|0.003|0.003|0.001,4.793,296.766,-0.96821186,70379.90158941,-0.48410593,0,0,0,10685861281110,1780379344017557448,15.232528,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2076,1780379344038146252,3804,1780379343690387800,1780379343386000000,347.758452,watch_250ms_to_stale_limit,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70404.0|70405.0|70406.0,6.69799|2.02102|4.67622|0.51849|8.14764,0.61417|0.00045|0.0002|0.3823|1.06815,30|7|6|4|6,4|2|1|4|4,22.06136,2.06527,0.82879747,70400.91439874,4.14398737,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2077,local_controller_capture_ts_ns,1780379344538146252,true,22.102173,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.59781024,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38758,597829,depthUpdate,1780379344516044079,1780379344457000000,10685861326639,10685861324068,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.3,70380|70380.1|70380.2|70380.3|70380.4,6.201|0.046|0.004|0.098|0.294,296.711|0.006|0.003|0.003|0.001,6.643,296.724,-0.95620486,70379.90218976,-0.47810243,0,0,0,10685861324639,1780379344491141419,24.902660,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2077,1780379344538146252,3805,1780379344248069011,1780379343928000000,290.077241,watch_250ms_to_stale_limit,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70404.0|70405.0|70406.0,8.93411|7.45008|4.03629|6.55222|8.14764,0.62201|0.00045|0.0002|0.00137|0.00137,33|10|6|7|6,5|2|1|3|3,35.12034,0.6254,0.96500842,70400.98250421,4.82504209,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2078,local_controller_capture_ts_ns,1780379345038146252,true,12.435369,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.59787053,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38777,597899,depthUpdate,1780379345025710883,1780379344965000000,10685861366150,10685861364356,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.3,70380|70380.1|70380.2|70380.3|70380.4,6.015|0.046|0.004|0.098|0.294,296.751|0.006|0.003|0.003|0.001,6.457,296.764,-0.9574106,70379.90212947,-0.4787053,0,0,0,10685861366016,1780379345019796086,5.914797,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2078,1780379345038146252,3809,1780379344734915998,1780379344464000000,303.230254,watch_250ms_to_stale_limit,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70404.0|70405.0|70406.0,8.97636|7.45008|3.40442|2.92583|9.21423,0.62201|0.00045|0.0002|0.00137|0.00137,34|10|6|5|7,4|2|1|3|3,31.97092,0.6254,0.96162757,70400.98081379,4.80813785,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2079,local_controller_capture_ts_ns,1780379345538146252,true,5.163858,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.59776113,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38796,597947,depthUpdate,1780379345532982394,1780379345473000000,10685861404276,10685861402668,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.3,70380|70380.1|70380.2|70380.3|70380.4,6.349|0.046|0.004|0.098|0.294,296.518|0.006|0.003|0.003|0.001,6.791,296.531,-0.9552225,70379.90223887,-0.47761125,0,0,0,10685861404276,1780379345532628093,0.354301,fresh_0_1ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2079,1780379345538146252,3810,1780379345434178537,1780379345043000000,103.967715,warm_50_250ms,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70404.0|70405.0|70406.0,9.85267|7.45008|5.0235|2.92583|8.14764,0.4996|0.00045|0.0002|0.00137|0.00137,35|10|6|5|6,4|2|1|3|3,33.39972,0.50299,0.97032745,70400.98516372,4.85163723,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2080,local_controller_capture_ts_ns,1780379346038146252,true,22.559857,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.59777316,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38814,597999,depthUpdate,1780379346015586395,1780379345957000000,10685861437026,10685861434947,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.3,70380|70380.1|70380.2|70380.3|70380.4,6.294|0.046|0.004|0.098|0.294,295.742|0.006|0.003|0.003|0.001,6.736,295.755,-0.95546314,70379.90222684,-0.47773157,0,0,0,10685861435059,1780379345989298334,26.288061,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2080,1780379346038146252,3812,1780379345939461905,1780379345607000000,98.684347,warm_50_250ms,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70404.0|70405.0|70406.0,7.26944|9.01442|3.61677|2.92583|8.14764,0.46903|0.00045|0.0002|0.00137|0.00137,33|11|5|5|6,4|2|1|3|3,30.9741,0.47242,0.96995407,70400.98497703,4.84977034,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2081,local_controller_capture_ts_ns,1780379346538146252,true,25.69011,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.59786528,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38832,598043,depthUpdate,1780379346512456142,1780379346453000000,10685861471437,10685861469414,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.3,70380|70380.1|70380.2|70380.3|70380.4,6.009|0.046|0.004|0.098|0.294,295.729|0.007|0.003|0.003|0.001,6.451,295.743,-0.95730557,70379.90213472,-0.47865279,0,0,0,10685861470753,1780379346510827500,1.628642,warm_1_10ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2081,1780379346538146252,3812,1780379345939461905,1780379345607000000,598.684347,watch_250ms_to_stale_limit,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70404.0|70405.0|70406.0,7.26944|9.01442|3.61677|2.92583|8.14764,0.46903|0.00045|0.0002|0.00137|0.00137,33|11|5|5|6,4|2|1|3|3,30.9741,0.47242,0.96995407,70400.98497703,4.84977034,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2082,local_controller_capture_ts_ns,1780379347038146252,true,13.059244,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.59770917,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38851,598105,depthUpdate,1780379347025087008,1780379346965000000,10685861507044,10685861505492,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.3,70380|70380.1|70380.2|70380.3|70380.4,6.489|0.046|0.004|0.098|0.294,295.609|0.007|0.003|0.003|0.001,6.931,295.623,-0.95418339,70379.90229083,-0.47709169,0,0,0,10685861506085,1780379347004278364,20.808644,watch_10_50ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2082,1780379347038146252,3816,1780379346987799665,1780379346666000000,50.346587,warm_50_250ms,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70403.0|70404.0|70405.0,12.02018|9.01442|3.61677|2.92583|8.14764,0.46863|0.00045|0.00015|0.0002|0.00137,33|11|5|5|6,4|2|1|1|3,35.72484,0.4708,0.97398582,70400.98699291,4.86992909,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
2083,local_controller_capture_ts_ns,1780379347538146252,true,3.746461,fresh_0_50ms,false,false,primary_usable,primary_usable,primary_usable,-20.55,-205.5,-20.5975962,diagnostic_only_binance_usdm_futures_BTCUSDT_vs_hyperliquid_BTC_contract_basis,not_calculated_in_0601T002,38870,598171,depthUpdate,1780379347534399791,1780379347476000000,10685861535531,10685861534351,True,False,False,,70379.9,70380,70379.95,1,70379.9|70379.8|70379.7|70379.6|70379.3,70380|70380.1|70380.2|70380.3|70380.4,6.836|0.046|0.004|0.098|0.294,295.478|0.007|0.003|0.003|0.001,7.278,295.492,-0.9519239,70379.9024038,-0.47596195,0,0,0,10685861535495,1780379347534203251,0.196540,fresh_0_1ms,true,disabled_unverified_side_semantics,disabled_diagnostic_only,2083,1780379347538146252,3818,1780379347535402842,1780379347229000000,2.743410,fresh_0_50ms,false,false,false,BTC,70400,70401,70400.5,10,70400.0|70399.0|70398.0|70397.0|70396.0,70401.0|70402.0|70404.0|70405.0|70406.0,12.02018|9.01442|3.61678|2.92583|8.14764,0.46847|0.00045|0.0002|0.00137|0.28552,33|11|5|5|6,4|2|1|3|4,35.72485,0.75601,0.95855306,70400.97927653,4.7927653,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
