hyperliquid_decision_seq,hyperliquid_decision_ts,hyperliquid_joined_raw_seq,hyperliquid_l2book_local_ts,hyperliquid_l2book_event_ts,hyperliquid_join_age_ms,hyperliquid_join_age_bucket,hyperliquid_future_join,hyperliquid_missing_join,hyperliquid_reconnect_recovery_crossed,hyperliquid_coin,hyperliquid_best_bid_px,hyperliquid_best_ask_px,hyperliquid_mid_px,hyperliquid_spread_ticks,hyperliquid_bid_topn_px,hyperliquid_ask_topn_px,hyperliquid_bid_topn_qtys,hyperliquid_ask_topn_qtys,hyperliquid_bid_topn_order_count,hyperliquid_ask_topn_order_count,hyperliquid_top5_bid_qty,hyperliquid_top5_ask_qty,hyperliquid_top5_imbalance,hyperliquid_top5_microprice_px,hyperliquid_microprice_minus_mid_ticks,hyperliquid_context_quality,hyperliquid_trade_pressure_status,hyperliquid_trade_pressure_bucket
816,1780378714038146252,1401,1780378713973566996,1780378713613000000,64.579256,warm_50_250ms,false,false,false,BTC,70614,70615,70614.5,10,70614.0|70613.0|70612.0|70611.0|70610.0,70615.0|70616.0|70617.0|70618.0|70619.0,9.94107|4.31935|0.70861|1.68937|7.01471,0.71052|0.09789|0.04825|0.34137|0.15379,51|12|6|9|14,5|9|4|5|6,23.67311,1.35182,0.89196214,70614.94598107,4.45981068,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
817,1780378714538146252,1403,1780378714483013480,1780378714152000000,55.132772,warm_50_250ms,false,false,false,BTC,70614,70615,70614.5,10,70614.0|70613.0|70612.0|70611.0|70610.0,70615.0|70616.0|70617.0|70618.0|70619.0,8.66751|3.16593|1.11998|0.58037|6.99208,0.75714|0.09789|0.0484|0.34137|0.07443,49|8|5|4|13,6|9|5|5|5,20.52587,1.31923,0.8792196,70614.9396098,4.39609798,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
818,1780378715038146252,1404,1780378715000288203,1780378714660000000,37.858049,fresh_0_50ms,false,false,false,BTC,70614,70615,70614.5,10,70614.0|70613.0|70612.0|70611.0|70610.0,70615.0|70616.0|70617.0|70618.0|70619.0,18.97032|2.41573|2.29852|4.83372|0.74878,0.757|0.02361|0.00032|0.00369|0.00017,56|6|5|6|7,5|6|2|4|1,29.26707,0.78479,0.94777095,70614.97388548,4.73885477,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
819,1780378715538146252,1404,1780378715000288203,1780378714660000000,537.858049,watch_250ms_to_stale_limit,false,false,false,BTC,70614,70615,70614.5,10,70614.0|70613.0|70612.0|70611.0|70610.0,70615.0|70616.0|70617.0|70618.0|70619.0,18.97032|2.41573|2.29852|4.83372|0.74878,0.757|0.02361|0.00032|0.00369|0.00017,56|6|5|6|7,5|6|2|4|1,29.26707,0.78479,0.94777095,70614.97388548,4.73885477,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
820,1780378716038146252,1407,1780378716018302493,1780378715698000000,19.843759,fresh_0_50ms,false,false,false,BTC,70614,70615,70614.5,10,70614.0|70613.0|70612.0|70611.0|70610.0,70615.0|70616.0|70617.0|70618.0|70619.0,4.96424|2.23931|2.29517|0.16726|1.75891,1.23501|0.22376|0.01171|0.00369|0.00017,36|7|5|2|5,8|6|3|4|1,11.42489,1.47434,0.77140651,70614.88570326,3.85703255,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
821,1780378716538146252,1407,1780378716018302493,1780378715698000000,519.843759,watch_250ms_to_stale_limit,false,false,false,BTC,70614,70615,70614.5,10,70614.0|70613.0|70612.0|70611.0|70610.0,70615.0|70616.0|70617.0|70618.0|70619.0,4.96424|2.23931|2.29517|0.16726|1.75891,1.23501|0.22376|0.01171|0.00369|0.00017,36|7|5|2|5,8|6|3|4|1,11.42489,1.47434,0.77140651,70614.88570326,3.85703255,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
822,1780378717038146252,1410,1780378716608515631,1780378716246000000,429.630621,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,9.5874|12.50726|3.43316|4.2875|0.74353,7.34228|1.66484|1.24258|2.31999|0.6484,45|94|26|27|4,17|6|9|7|5,30.55885,13.21809,0.39611631,70618.69805816,1.98058156,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
823,1780378717538146252,1411,1780378717228282023,1780378716785000000,309.864229,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,3.55678|0.73267|0.50883|0.42486|0.74279,6.87099|0.77937|0.52236|3.73762|0.6484,20|2|9|6|3,27|5|6|8|5,5.96593,12.55874,-0.35589352,70618.32205324,-1.7794676,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
824,1780378718038146252,1414,1780378717654170256,1780378717311000000,383.975996,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,2.85565|0.73267|0.50883|0.42486|1.80644,8.17822|0.77937|0.52236|3.73762|0.6484,15|2|9|6|4,28|5|6|8|5,6.32845,13.86597,-0.37324766,70618.31337617,-1.8662383,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
825,1780378718538146252,1416,1780378718186453362,1780378717817000000,351.692890,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,3.6997|0.89098|0.87708|1.41775|2.51501,2.65666|0.00147|0.00717|1.58434|0.02193,21|4|6|1|4,14|3|4|7|3,9.40052,4.27157,0.37514016,70618.68757008,1.87570079,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
826,1780378719038146252,1419,1780378718706549815,1780378718364000000,331.596437,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,3.99616|2.90814|0.16823|1.41775|2.61501,1.68706|0.00147|0.00117|0.73394|0.00117,23|6|5|1|5,12|3|2|5|2,11.10529,2.42481,0.64156806,70618.82078403,3.2078403,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
827,1780378719538146252,1420,1780378719214909397,1780378718896000000,323.236855,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,4.08358|2.94176|0.14806|1.41775|3.25389,1.67513|0.00147|0.08859|0.76756|0.33809,26|7|3|1|5,11|3|5|6|3,11.84504,2.87084,0.60983101,70618.80491551,3.04915506,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
828,1780378720038146252,1421,1780378719755135541,1780378719420000000,283.010711,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,3.02032|2.94176|0.48498|2.48104|3.2536,1.67513|0.00147|0.15943|0.76756|0.33809,25|7|4|2|4,11|3|6|6|3,12.1817,2.94168,0.61097585,70618.80548793,3.05487927,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
829,1780378720538146252,1423,1780378720295950443,1780378719968000000,242.195809,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,4.08308|3.39986|0.48498|4.53674|1.83583,1.67513|0.00147|0.08859|0.76756|0.33809,26|7|4|3|3,11|3|5|6|3,14.34049,2.87084,0.66640114,70618.83320057,3.33200572,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
830,1780378721038146252,1425,1780378720849828038,1780378720525000000,188.318214,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,4.07883|3.39986|0.48498|4.53674|1.83583,1.67513|0.00147|0.08859|0.76756|0.33809,25|7|4|3|3,11|3|5|6|3,14.33624,2.87084,0.66631875,70618.83315937,3.33159374,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
831,1780378721538146252,1429,1780378721464791238,1780378721073000000,73.355014,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,4.4891|3.39986|0.48498|4.53695|1.83583,1.67492|0.00147|0.08859|0.76756|0.33809,28|7|4|4|3,11|3|5|6|3,14.74672,2.87063,0.6741133,70618.83705665,3.37056652,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
832,1780378722038146252,1430,1780378721978776880,1780378721605000000,59.369372,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,5.63797|3.39986|0.48498|3.11923|1.83583,1.67492|0.00147|0.08859|0.76756|0.33809,29|7|4|3|3,11|3|5|6|3,14.47787,2.87063,0.66906303,70618.83453152,3.34531516,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
833,1780378722538146252,1431,1780378722527056557,1780378722140000000,11.089695,fresh_0_50ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,7.33919|3.39986|0.48498|1.41797|1.83583,1.67492|0.00147|0.08859|0.76756|0.33809,30|7|4|2|3,11|3|5|6|3,14.47783,2.87063,0.66906227,70618.83453113,3.34531134,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
834,1780378723038146252,1432,1780378723035722553,1780378722660000000,2.423699,fresh_0_50ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,4.22028|3.39986|0.48498|4.53697|1.83583,1.67492|0.00147|0.08859|0.76756|0.33809,28|7|4|4|3,11|3|5|6|3,14.47792,2.87063,0.66906399,70618.83453199,3.34531993,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
835,1780378723538146252,1432,1780378723035722553,1780378722660000000,502.423699,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,4.22028|3.39986|0.48498|4.53697|1.83583,1.67492|0.00147|0.08859|0.76756|0.33809,28|7|4|4|3,11|3|5|6|3,14.47792,2.87063,0.66906399,70618.83453199,3.34531993,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
836,1780378724038146252,1434,1780378723549821701,1780378723189000000,488.324551,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,7.40094|3.39986|0.48498|1.41797|1.83583,1.67367|0.00147|0.08859|0.76756|0.33809,31|7|4|2|3,11|3|5|6|3,14.53958,2.86938,0.67035595,70618.83517798,3.35177977,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
837,1780378724538146252,1436,1780378724081830934,1780378723754000000,456.315318,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,2.76141|1.26555|2.57541|0.00022|0.7725,3.01076|0.00147|0.08859|0.76756|0.33809,21|5|5|1|2,13|3|5|6|3,7.37509,4.20647,0.27359181,70618.63679591,1.36795907,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
838,1780378725038146252,1438,1780378724693674099,1780378724300000000,344.472153,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,2.25261|1.26555|2.57541|0.00022|0.6725,3.68973|0.00147|0.08859|1.47637|1.78247,21|5|5|1|1,19|3|5|7|4,6.76629,7.03863,-0.01972775,70618.49013613,-0.09863875,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
839,1780378725538146252,1440,1780378725176514864,1780378724833000000,361.631388,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,2.25261|1.26555|1.96797|0.50781|0.6725,2.20874|0.00147|0.08859|1.47636|0.33809,21|5|5|2|1,16|3|5|7|3,6.66644,4.11325,0.23685189,70618.61842595,1.18425947,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
840,1780378726038146252,1441,1780378725717801257,1780378725362000000,320.344995,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,1.54348|1.9744|1.96797|0.50781|0.6725,4.31643|0.00147|2.21506|1.47637|1.7557,19|6|5|2|1,21|3|7|7|4,6.66616,9.76503,-0.18859681,70618.4057016,-0.94298404,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
841,1780378726538146252,1442,1780378726262821479,1780378725913000000,275.324773,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,2.25232|1.47796|5.08697|2.98887|0.7725,2.0672|0.00147|0.08859|0.76756|0.33809,20|6|7|4|2,14|3|5|6|3,12.57862,3.26291,0.5880562,70618.7940281,2.94028102,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
842,1780378727038146252,1445,1780378726848728953,1780378726451000000,189.417299,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,2.05802|1.26555|1.12303|0.50781|2.37381,4.27312|0.71029|0.30144|4.24072|1.75909,15|5|4|2|2,21|4|6|9|5,7.32822,11.28466,-0.21256463,70618.39371768,-1.06282316,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
843,1780378727538146252,1446,1780378727347590195,1780378726972000000,190.556057,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,0.70354|0.04462|1.52636|1.21668|0.6725,5.25645|0.00359|2.45464|3.53191|1.75569,11|3|5|3|1,22|4|8|8|4,4.1637,13.00228,-0.51488933,70618.24255533,-2.57444667,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
844,1780378728038146252,1447,1780378727772857901,1780378727482000000,265.288351,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,0.1176|0.04379|0.41434|0.08779|1.38155,11.25782|0.00359|3.56468|2.34132|0.34449,5|3|4|5|3,33|4|9|9|5,2.04507,17.5119,-0.79086024,70618.10456988,-3.9543012,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
845,1780378728538146252,1449,1780378728416653787,1780378728010000000,121.492465,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,0.3517|0.04379|0.41434|0.52308|2.4452,7.60687|0.71242|4.01386|1.2781|3.51636,8|3|4|6|4,31|5|8|8|8,3.77811,17.12761,-0.63855729,70618.18072135,-3.19278647,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
846,1780378729038146252,1450,1780378728865844991,1780378728518000000,172.301261,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,0.62164|0.04379|0.41434|0.43568|2.4452,8.31572|0.00359|3.49779|1.58757|4.57957,10|3|4|3|4,32|4|8|11|9,3.96065,17.98424,-0.6390367,70618.18048165,-3.19518348,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
847,1780378729538146252,1454,1780378729453016561,1780378729055000000,85.129691,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,0.52164|0.13118|0.41434|0.43568|2.4452,8.31016|0.00359|3.49779|1.58757|4.59024,6|6|4|3|4,32|4|8|11|10,3.94804,17.98935,-0.64006292,70618.17996854,-3.20031462,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
848,1780378730038146252,1456,1780378729927039878,1780378729594000000,111.106374,warm_50_250ms,false,false,false,BTC,70617,70618,70617.5,10,70617.0|70616.0|70615.0|70614.0|70613.0,70618.0|70619.0|70620.0|70621.0|70622.0,0.10286|0.41434|0.43568|2.4452|0.25747,23.98171|8.65519|0.00359|2.08014|1.58757,5|4|3|4|6,157|27|4|7|11,3.65555,36.3082,-0.81705671,70617.09147165,-4.08528354,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
849,1780378730538146252,1457,1780378730525915537,1780378730149000000,12.230715,fresh_0_50ms,false,false,false,BTC,70617,70618,70617.5,10,70617.0|70616.0|70615.0|70614.0|70613.0,70618.0|70619.0|70620.0|70621.0|70622.0,1.72738|1.47764|0.86065|3.15424|5.92889,1.84079|0.02105|0.00147|0.08187|1.28575,21|5|6|5|8,13|3|3|4|8,13.1488,3.23093,0.60549655,70617.80274827,3.02748275,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
850,1780378731038146252,1459,1780378731023991971,1780378730664000000,14.154281,fresh_0_50ms,false,false,false,BTC,70617,70618,70617.5,10,70617.0|70616.0|70615.0|70614.0|70613.0,70618.0|70619.0|70620.0|70621.0|70622.0,2.03258|1.47896|6.82291|1.83647|4.7408,0.88305|0.02105|0.00147|0.08187|0.77821,25|6|10|5|8,5|3|3|4|7,16.91172,1.76565,0.81093162,70617.90546581,4.05465812,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
851,1780378731538146252,1461,1780378731507696917,1780378731197000000,30.449335,fresh_0_50ms,false,false,false,BTC,70617,70618,70617.5,10,70617.0|70616.0|70615.0|70614.0|70613.0,70618.0|70619.0|70620.0|70621.0|70622.0,4.10377|4.30107|3.62716|1.83647|5.80414,0.88236|0.02105|0.00047|0.08087|0.76656,29|7|6|5|9,5|3|2|3|5,19.67261,1.75131,0.83650891,70617.91825446,4.18254456,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
852,1780378732038146252,1461,1780378731507696917,1780378731197000000,530.449335,watch_250ms_to_stale_limit,false,false,false,BTC,70617,70618,70617.5,10,70617.0|70616.0|70615.0|70614.0|70613.0,70618.0|70619.0|70620.0|70621.0|70622.0,4.10377|4.30107|3.62716|1.83647|5.80414,0.88236|0.02105|0.00047|0.08087|0.76656,29|7|6|5|9,5|3|2|3|5,19.67261,1.75131,0.83650891,70617.91825446,4.18254456,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
853,1780378732538146252,1463,1780378732174911504,1780378731707000000,363.234748,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,46.92714|0.10746|0.41534|0.50813|2.44535,8.7902|0.00117|0.00017|3.57462|0.3717,271|7|5|4|5,17|2|1|6|4,50.40342,12.73786,0.59652829,70618.79826415,2.98264147,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
854,1780378733038146252,1465,1780378732652964954,1780378732316000000,385.181298,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,1.34889|0.10286|1.47896|1.54563|2.44535,16.45808|0.004|0.00017|4.43216|0.51629,15|5|6|4|5,44|3|1|8|6,6.92169,21.4107,-0.51139385,70618.24430308,-2.55696925,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
855,1780378733538146252,1466,1780378733243766686,1780378732872000000,294.379566,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,0.24578|0.00032|0.01117|0.00039|2.44535,12.52203|0.01001|5.28724|1.44479|1.58946,5|2|3|2|5,42|4|6|3|8,2.70301,20.85353,-0.77050874,70618.11474563,-3.85254371,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
856,1780378734038146252,1468,1780378733735208478,1780378733408000000,302.937774,watch_250ms_to_stale_limit,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,0.14744|0.00017|0.01117|0.96069|1.73647,11.6686|0.01001|4.64965|1.55948|3.29059,4|1|3|5|4,42|4|6|4|9,2.85594,21.17833,-0.76234435,70618.11882782,-3.81172176,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
857,1780378734538146252,1469,1780378734290042379,1780378733963000000,248.103873,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,0.71792|0.00017|0.01117|1.15236|1.73647,13.0863|0.07724|3.23197|1.45597|3.29059,11|1|3|6|4,43|5|5|4|9,3.61809,21.14207,-0.70774906,70618.14612547,-3.53874531,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
858,1780378735038146252,1470,1780378734827429263,1780378734508000000,210.716989,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,0.33964|0.00104|0.01117|1.86123|1.73647,8.31955|0.07724|1.43126|1.45597|2.22739,10|3|3|7|4,37|5|3|4|8,3.94955,13.51141,-0.54761365,70618.22619318,-2.73806824,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
859,1780378735538146252,1471,1780378735455707124,1780378735046000000,82.439128,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,7.16006|1.06819|4.48905|2.45324|8.14868,0.00017|0.00017|0.00047|0.01157|0.00117,31|4|6|5|9,1|1|2|3|2,23.31922,0.01355,0.99883854,70618.99941927,4.99419272,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
860,1780378736038146252,1472,1780378735908457607,1780378735592000000,129.688645,warm_50_250ms,false,false,false,BTC,70618,70619,70618.5,10,70618.0|70617.0|70616.0|70615.0|70614.0,70619.0|70620.0|70621.0|70622.0|70623.0,8.70356|4.61335|6.19032|0.58085|7.08535,0.36834|0.00017|0.00017|0.00039|0.00147,35|6|7|4|8,3|1|1|2|3,27.17343,0.37054,0.97309466,70618.98654733,4.86547328,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
861,1780378736538146252,1475,1780378736502152939,1780378736151000000,35.993313,fresh_0_50ms,false,false,false,BTC,70620,70621,70620.5,10,70620.0|70619.0|70618.0|70617.0|70616.0,70621.0|70622.0|70623.0|70624.0|70625.0,38.50344|37.82042|9.303|4.6135|5.55235,0.00017|0.00039|0.00819|0.11548|0.52105,180|189|41|7|7,1|2|4|6|8,95.79271,0.64528,0.98661772,70620.99330886,4.93308861,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
862,1780378737038146252,1476,1780378736988647024,1780378736689000000,49.499228,fresh_0_50ms,false,false,false,BTC,70620,70621,70620.5,10,70620.0|70619.0|70618.0|70617.0|70616.0,70621.0|70622.0|70623.0|70624.0|70625.0,20.61513|4.76523|3.77794|0.10494|7.59803,0.56641|0.00039|0.00819|0.11548|0.69467,87|14|17|6|7,2|2|4|6|9,36.86127,1.38514,0.92756758,70620.96378379,4.6378379,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
863,1780378737538146252,1476,1780378736988647024,1780378736689000000,549.499228,watch_250ms_to_stale_limit,false,false,false,BTC,70620,70621,70620.5,10,70620.0|70619.0|70618.0|70617.0|70616.0,70621.0|70622.0|70623.0|70624.0|70625.0,20.61513|4.76523|3.77794|0.10494|7.59803,0.56641|0.00039|0.00819|0.11548|0.69467,87|14|17|6|7,2|2|4|6|9,36.86127,1.38514,0.92756758,70620.96378379,4.6378379,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
864,1780378738038146252,1477,1780378737609239120,1780378737228000000,428.907132,watch_250ms_to_stale_limit,false,false,false,BTC,70620,70621,70620.5,10,70620.0|70619.0|70618.0|70617.0|70616.0,70621.0|70622.0|70623.0|70624.0|70625.0,16.12005|3.17982|2.67908|1.16804|7.59803,0.56658|0.00039|0.00819|0.11548|0.69967,72|7|14|6|7,3|2|4|6|9,30.74502,1.39031,0.91347156,70620.95673578,4.5673578,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
865,1780378738538146252,1478,1780378738147531750,1780378737762000000,390.614502,watch_250ms_to_stale_limit,false,false,false,BTC,70620,70621,70620.5,10,70620.0|70619.0|70618.0|70617.0|70616.0,70621.0|70622.0|70623.0|70624.0|70625.0,20.33572|3.17982|2.67908|1.16819|7.03096,0.56658|0.00039|0.00819|0.11548|0.61843,76|7|14|7|6,3|2|4|6|8,34.39377,1.30907,0.92666858,70620.96333429,4.63334289,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
866,1780378739038146252,1480,1780378738643000094,1780378738307000000,395.146158,watch_250ms_to_stale_limit,false,false,false,BTC,70620,70621,70620.5,10,70620.0|70619.0|70618.0|70617.0|70616.0,70621.0|70622.0|70623.0|70624.0|70625.0,21.30422|3.17982|4.38029|1.16819|7.03096,0.56642|0.00039|0.00819|0.11548|0.61843,75|7|15|7|6,3|2|4|6|8,37.06348,1.30891,0.93177855,70620.96588928,4.65889276,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
867,1780378739538146252,1482,1780378739215046097,1780378738826000000,323.100155,watch_250ms_to_stale_limit,false,false,false,BTC,70620,70621,70620.5,10,70620.0|70619.0|70618.0|70617.0|70616.0,70621.0|70622.0|70623.0|70624.0|70625.0,21.30422|3.17982|2.53748|1.16819|7.03096,0.31601|0.00039|0.00819|0.11548|0.61843,75|7|13|7|6,2|2|4|6|8,35.22067,1.0585,0.94164696,70620.97082348,4.70823478,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
868,1780378740038146252,1485,1780378739740490272,1780378739396000000,297.655980,watch_250ms_to_stale_limit,false,false,false,BTC,70625,70626,70625.5,10,70625.0|70624.0|70623.0|70622.0|70621.0,70626.0|70627.0|70628.0|70629.0|70630.0,22.08865|22.18895|22.82259|22.78753|22.49818,0.00481|0.00339|0.50867|0.89013|2.10132,139|131|172|161|154,1|4|3|6|5,112.3859,3.50832,0.93945651,70625.96972826,4.69728257,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
869,1780378740538146252,1486,1780378740285211694,1780378739935000000,252.934558,watch_250ms_to_stale_limit,false,false,false,BTC,70626,70627,70626.5,10,70626.0|70625.0|70624.0|70623.0|70622.0,70627.0|70628.0|70629.0|70630.0|70631.0,19.08402|3.79926|0.88483|1.76759|1.28231,8.32216|0.25417|1.56246|1.8982|2.24803,82|6|5|12|13,19|4|7|6|10,26.81801,14.28502,0.30491645,70626.65245823,1.52458225,primary_usable,disabled_unverified_side_semantics,disabled_diagnostic_only
