feature,outcome,horizon_ms,regime_bucket,row_count,eligible_min_rows,pearson_corr,high_z_minus_low_z_mean_effect,dominant_sign,threshold_met,outcome_unit,effective_future_age_ms_min,effective_future_age_ms_mean,effective_future_age_ms_max,contract_status,contract_role,runner_use
binance_top5_imbalance,hyperliquid_top5_imbalance_change,10000,binance_vol_positive_high,453,true,-0.00280905,0.01713766,positive,false,unitless,10000,10000,10000,primary_allowlist,lead_pricing_pressure,primary_allowlist_signal_conditioning
binance_top5_imbalance,hyperliquid_top5_imbalance_change,10000,binance_vol_positive_low,453,true,-0.16736025,-0.38690431,negative,true,unitless,10000,10001.10375276,10500,primary_allowlist,lead_pricing_pressure,primary_allowlist_signal_conditioning
binance_top5_imbalance,hyperliquid_top5_imbalance_change,10000,binance_vol_zero,2669,true,-0.22884345,-0.62953621,negative,true,unitless,10000,10000.18733608,10500,primary_allowlist,lead_pricing_pressure,primary_allowlist_signal_conditioning
binance_top5_imbalance,hyperliquid_top5_imbalance_change,10000,vol_missing,1,false,0,0,none,false,unitless,10000,10000,10000,primary_allowlist,lead_pricing_pressure,primary_allowlist_signal_conditioning
binance_top5_imbalance,hyperliquid_microprice_minus_mid_change_ticks,10000,binance_vol_positive_high,453,true,-0.01338976,-0.27853441,negative,false,ticks,10000,10000,10000,primary_allowlist,lead_pricing_pressure,primary_allowlist_signal_conditioning
binance_top5_imbalance,hyperliquid_microprice_minus_mid_change_ticks,10000,binance_vol_positive_low,453,true,-0.10171336,-2.07982669,negative,true,ticks,10000,10001.10375276,10500,primary_allowlist,lead_pricing_pressure,primary_allowlist_signal_conditioning
binance_top5_imbalance,hyperliquid_microprice_minus_mid_change_ticks,10000,binance_vol_zero,2669,true,-0.16252377,-3.24238695,negative,true,ticks,10000,10000.18733608,10500,primary_allowlist,lead_pricing_pressure,primary_allowlist_signal_conditioning
binance_top5_imbalance,hyperliquid_microprice_minus_mid_change_ticks,10000,vol_missing,1,false,0,0,none,false,ticks,10000,10000,10000,primary_allowlist,lead_pricing_pressure,primary_allowlist_signal_conditioning
binance_top5_imbalance,basis_mid_response_ticks,10000,binance_vol_positive_high,453,true,-0.17390119,-77.9602655,negative,true,ticks,10000,10000,10000,primary_allowlist,lead_pricing_pressure,primary_allowlist_signal_conditioning
binance_top5_imbalance,basis_mid_response_ticks,10000,binance_vol_positive_low,453,true,-0.23931743,-71.61574207,negative,true,ticks,10000,10001.10375276,10500,primary_allowlist,lead_pricing_pressure,primary_allowlist_signal_conditioning
binance_top5_imbalance,basis_mid_response_ticks,10000,binance_vol_zero,2669,true,-0.08981481,-24.15556255,negative,true,ticks,10000,10000.18733608,10500,primary_allowlist,lead_pricing_pressure,primary_allowlist_signal_conditioning
binance_top5_imbalance,basis_mid_response_ticks,10000,vol_missing,1,false,0,0,none,false,ticks,10000,10000,10000,primary_allowlist,lead_pricing_pressure,primary_allowlist_signal_conditioning
binance_top5_imbalance,basis_microprice_response_ticks,10000,binance_vol_positive_high,453,true,-0.17652085,-79.52212196,negative,true,ticks,10000,10000,10000,primary_allowlist,lead_pricing_pressure,primary_allowlist_signal_conditioning
binance_top5_imbalance,basis_microprice_response_ticks,10000,binance_vol_positive_low,453,true,-0.24182802,-72.48535541,negative,true,ticks,10000,10001.10375276,10500,primary_allowlist,lead_pricing_pressure,primary_allowlist_signal_conditioning
binance_top5_imbalance,basis_microprice_response_ticks,10000,binance_vol_zero,2669,true,-0.09232151,-24.82317289,negative,true,ticks,10000,10000.18733608,10500,primary_allowlist,lead_pricing_pressure,primary_allowlist_signal_conditioning
binance_top5_imbalance,basis_microprice_response_ticks,10000,vol_missing,1,false,0,0,none,false,ticks,10000,10000,10000,primary_allowlist,lead_pricing_pressure,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,100,binance_vol_positive_high,455,true,0.00762231,10,positive,false,ticks,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,100,binance_vol_positive_low,456,true,0.12010021,0,positive,false,ticks,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,100,binance_vol_zero,2683,true,0.11206684,0,positive,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,100,vol_missing,1,false,0,0,none,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,100,binance_vol_positive_high,455,true,-0.00111224,0,negative,false,ticks,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,100,binance_vol_positive_low,456,true,-0.05710487,0,negative,false,ticks,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,100,binance_vol_zero,2683,true,0.00890731,0,positive,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,100,vol_missing,1,false,0,0,none,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,100,binance_vol_positive_high,455,true,0.03002826,0.22754454,positive,false,unitless,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,100,binance_vol_positive_low,456,true,0.32170681,0,positive,false,unitless,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,100,binance_vol_zero,2683,true,0.12310755,0,positive,false,unitless,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,100,vol_missing,1,false,0,0,none,false,unitless,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,100,binance_vol_positive_high,455,true,0.01495626,1.1377227,positive,false,ticks,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,100,binance_vol_positive_low,456,true,0.09731202,0,positive,false,ticks,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,100,binance_vol_zero,2683,true,0.04899572,0,positive,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,100,vol_missing,1,false,0,0,none,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,100,binance_vol_positive_high,455,true,0.03112047,107.93333333,positive,false,ticks,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,100,binance_vol_positive_low,456,true,0.10576815,0,positive,false,ticks,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,100,binance_vol_zero,2683,true,0.0991708,0,positive,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,100,vol_missing,1,false,0,0,none,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,100,binance_vol_positive_high,455,true,-0.00394568,87.82794281,positive,false,ticks,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,100,binance_vol_positive_low,456,true,0.10362336,0,positive,false,ticks,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,100,binance_vol_zero,2683,true,0.09687848,0,positive,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,100,vol_missing,1,false,0,0,none,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,250,binance_vol_positive_high,455,true,0.00762231,10,positive,false,ticks,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,250,binance_vol_positive_low,456,true,0.12010021,0,positive,false,ticks,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,250,binance_vol_zero,2683,true,0.11206684,0,positive,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,250,vol_missing,1,false,0,0,none,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,250,binance_vol_positive_high,455,true,-0.00111224,0,negative,false,ticks,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,250,binance_vol_positive_low,456,true,-0.05710487,0,negative,false,ticks,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,250,binance_vol_zero,2683,true,0.00890731,0,positive,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,250,vol_missing,1,false,0,0,none,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,250,binance_vol_positive_high,455,true,0.03002826,0.22754454,positive,false,unitless,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,250,binance_vol_positive_low,456,true,0.32170681,0,positive,false,unitless,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,250,binance_vol_zero,2683,true,0.12310755,0,positive,false,unitless,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,250,vol_missing,1,false,0,0,none,false,unitless,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,250,binance_vol_positive_high,455,true,0.01495626,1.1377227,positive,false,ticks,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,250,binance_vol_positive_low,456,true,0.09731202,0,positive,false,ticks,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,250,binance_vol_zero,2683,true,0.04899572,0,positive,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,250,vol_missing,1,false,0,0,none,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,250,binance_vol_positive_high,455,true,0.03112047,107.93333333,positive,false,ticks,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,250,binance_vol_positive_low,456,true,0.10576815,0,positive,false,ticks,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,250,binance_vol_zero,2683,true,0.0991708,0,positive,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,250,vol_missing,1,false,0,0,none,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,250,binance_vol_positive_high,455,true,-0.00394568,87.82794281,positive,false,ticks,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,250,binance_vol_positive_low,456,true,0.10362336,0,positive,false,ticks,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,250,binance_vol_zero,2683,true,0.09687848,0,positive,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,250,vol_missing,1,false,0,0,none,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,500,binance_vol_positive_high,455,true,0.00762231,10,positive,false,ticks,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,500,binance_vol_positive_low,456,true,0.12010021,0,positive,false,ticks,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,500,binance_vol_zero,2683,true,0.11206684,0,positive,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,500,vol_missing,1,false,0,0,none,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,500,binance_vol_positive_high,455,true,-0.00111224,0,negative,false,ticks,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,500,binance_vol_positive_low,456,true,-0.05710487,0,negative,false,ticks,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,500,binance_vol_zero,2683,true,0.00890731,0,positive,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,500,vol_missing,1,false,0,0,none,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,500,binance_vol_positive_high,455,true,0.03002826,0.22754454,positive,false,unitless,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,500,binance_vol_positive_low,456,true,0.32170681,0,positive,false,unitless,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,500,binance_vol_zero,2683,true,0.12310755,0,positive,false,unitless,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,500,vol_missing,1,false,0,0,none,false,unitless,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,500,binance_vol_positive_high,455,true,0.01495626,1.1377227,positive,false,ticks,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,500,binance_vol_positive_low,456,true,0.09731202,0,positive,false,ticks,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,500,binance_vol_zero,2683,true,0.04899572,0,positive,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,500,vol_missing,1,false,0,0,none,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,500,binance_vol_positive_high,455,true,0.03112047,107.93333333,positive,false,ticks,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,500,binance_vol_positive_low,456,true,0.10576815,0,positive,false,ticks,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,500,binance_vol_zero,2683,true,0.0991708,0,positive,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,500,vol_missing,1,false,0,0,none,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,500,binance_vol_positive_high,455,true,-0.00394568,87.82794281,positive,false,ticks,500,502.1978022,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,500,binance_vol_positive_low,456,true,0.10362336,0,positive,false,ticks,500,501.09649123,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,500,binance_vol_zero,2683,true,0.09687848,0,positive,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,500,vol_missing,1,false,0,0,none,false,ticks,500,500,500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,1000,binance_vol_positive_high,455,true,-0.01326252,-48.66666667,negative,false,ticks,1000,1003.2967033,2000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,1000,binance_vol_positive_low,456,true,0.23062158,0,positive,false,ticks,1000,1000,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,1000,binance_vol_zero,2682,true,0.15401683,0,positive,false,ticks,1000,1000.18642804,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,1000,vol_missing,1,false,0,0,none,false,ticks,1000,1000,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,1000,binance_vol_positive_high,455,true,0.09911782,106.66666667,positive,true,ticks,1000,1003.2967033,2000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,1000,binance_vol_positive_low,456,true,-0.06488771,0,negative,false,ticks,1000,1000,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,1000,binance_vol_zero,2682,true,-0.00593365,0,negative,false,ticks,1000,1000.18642804,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,1000,vol_missing,1,false,0,0,none,false,ticks,1000,1000,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,1000,binance_vol_positive_high,455,true,0.10996318,2.12067323,positive,true,unitless,1000,1003.2967033,2000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,1000,binance_vol_positive_low,456,true,0.48531464,0,positive,false,unitless,1000,1000,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,1000,binance_vol_zero,2682,true,0.16013414,0,positive,false,unitless,1000,1000.18642804,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,1000,vol_missing,1,false,0,0,none,false,unitless,1000,1000,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,1000,binance_vol_positive_high,455,true,0.13903652,71.48015251,positive,true,ticks,1000,1003.2967033,2000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,1000,binance_vol_positive_low,456,true,0.30628295,0,positive,false,ticks,1000,1000,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,1000,binance_vol_zero,2682,true,0.08456434,0,positive,false,ticks,1000,1000.18642804,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,1000,vol_missing,1,false,0,0,none,false,ticks,1000,1000,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,1000,binance_vol_positive_high,455,true,0.03936463,157.2,positive,false,ticks,1000,1003.2967033,2000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,1000,binance_vol_positive_low,456,true,0.03829472,0,positive,false,ticks,1000,1000,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,1000,binance_vol_zero,2682,true,0.09915545,0,positive,false,ticks,1000,1000.18642804,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,1000,vol_missing,1,false,0,0,none,false,ticks,1000,1000,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,1000,binance_vol_positive_high,455,true,0.01578181,138.97900839,positive,false,ticks,1000,1003.2967033,2000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,1000,binance_vol_positive_low,456,true,0.03611509,0,positive,false,ticks,1000,1000,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,1000,binance_vol_zero,2682,true,0.09691005,0,positive,false,ticks,1000,1000.18642804,1500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,1000,vol_missing,1,false,0,0,none,false,ticks,1000,1000,1000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,5000,binance_vol_positive_high,455,true,0.06960364,314.66666667,positive,true,ticks,5000,5003.2967033,6000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,5000,binance_vol_positive_low,454,true,0.28070325,0,positive,false,ticks,5000,5000,5000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,5000,binance_vol_zero,2676,true,0.15957923,0,positive,false,ticks,5000,5000.18684604,5500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,5000,vol_missing,1,false,0,0,none,false,ticks,5000,5000,5000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,5000,binance_vol_positive_high,455,true,0.00121739,0,positive,false,ticks,5000,5003.2967033,6000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,5000,binance_vol_positive_low,454,true,-0.02563863,0,negative,false,ticks,5000,5000,5000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,5000,binance_vol_zero,2676,true,0.01053937,0,positive,false,ticks,5000,5000.18684604,5500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,5000,vol_missing,1,false,0,0,none,false,ticks,5000,5000,5000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,5000,binance_vol_positive_high,455,true,-0.01671406,1.41893375,positive,false,unitless,5000,5003.2967033,6000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,5000,binance_vol_positive_low,454,true,-0.05407588,0,negative,false,unitless,5000,5000,5000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,5000,binance_vol_zero,2676,true,-0.15138092,0,negative,false,unitless,5000,5000.18684604,5500,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,5000,vol_missing,1,false,0,0,none,false,unitless,5000,5000,5000,primary_allowlist,lead_microprice_dislocation,primary_allowlist_signal_conditioning
