anchor_id,capture_id,research_date,hypothesis_id,segment_start_ts_ns,segment_id,variant_id,candidate_ts_ns,candidate_event_seq,confirmation_ts_ns,confirmation_event_seq,direction,persistence_exposure_ms,coherence_dwell_ms,exclusive_conflict_family,prior_active_exposure_ms,prior_conflict_exposure_ms,prior_contiguous_conflict_ms,prior_component_conflict_ms,prior_horizon_conflict_ms,dependence_cluster_id
7d7d08fb2a6d87d27d29195629496a168ebfac317d58e053b9d5bc1e23ab1cdd,2026-08-07_46d1e1a74698,2026-08-07,FLOW_COHERENCE_TRANSITION_V1,1786064830960000000,1,V0,1786065701980000000,632518,1786065702120000000,632718,1,120,120,depletion_only,500,260,140,260,100,2026-08-07_46d1e1a74698:59535523
66255e544ae14d48a9cd1a22f6a75538d5363c297096eefe27a8a207a7f46797,2026-08-07_46d1e1a74698,2026-08-07,FLOW_COHERENCE_TRANSITION_V1,1786064830960000000,1,V0,1786065743320000000,670353,1786065743440000000,670543,1,120,40,ofi_only,500,220,140,220,80,2026-08-07_46d1e1a74698:59535524
a91fa1f6791e3ff81a96246fbde4257b68c3576cb30d643655a7ea085c04a22a,2026-08-07_46d1e1a74698,2026-08-07,FLOW_COHERENCE_TRANSITION_V1,1786064830960000000,1,V0,1786067235200000000,1448419,1786067235460000000,1448481,1,120,20,depletion_and_ofi,480,240,200,240,260,2026-08-07_46d1e1a74698:59535574
415ad0a03172e6a73cbc9e7e5c243a2715e7550c3634c31c9351ab437efe0cbf,2026-08-07_46d1e1a74698,2026-08-07,FLOW_COHERENCE_TRANSITION_V1,1786067639320000000,2,V0,1786074980160000000,3559639,1786074980340000000,3559689,1,120,100,depletion_and_ofi,320,260,160,260,180,2026-08-07_46d1e1a74698:59535832
e73dbb1977e3b3314971f1fe0d9287b5f2a8b0267ae138cd503afeed84fe0c62,2026-08-24_aeee94c4bfe5,2026-08-24,FLOW_COHERENCE_TRANSITION_V1,1787532448640000000,0,V0,1787533111800000000,221514,1787533112020000000,221597,-1,120,60,depletion_and_ofi,500,140,120,140,160,2026-08-24_aeee94c4bfe5:59584437
279ff6131dd617c83052cf6b867f498a0ed221f85392ab06e02b1d5384afc860,2026-08-24_aeee94c4bfe5,2026-08-24,FLOW_COHERENCE_TRANSITION_V1,1787534972720000000,1,V0,1787535026620000000,846704,1787535026740000000,846810,1,120,80,ofi_only,400,260,120,260,40,2026-08-24_aeee94c4bfe5:59584500
88bed57079e25ad64b129bd74eb5aa5ddc876609968f66450014ca9918b427a1,2026-08-24_aeee94c4bfe5,2026-08-24,FLOW_COHERENCE_TRANSITION_V1,1787534972720000000,1,V0,1787535303280000000,949781,1787535303400000000,949868,1,120,60,depletion_only,340,180,120,180,60,2026-08-24_aeee94c4bfe5:59584510
1a88cb8394cbcc5c581eb3d4ffb65e3a7b4381e615199c5708d8faab120e2905,2026-08-24_aeee94c4bfe5,2026-08-24,FLOW_COHERENCE_TRANSITION_V1,1787534972720000000,1,V0,1787539372480000000,2199643,1787539372600000000,2199729,1,120,20,depletion_and_ofi,440,240,120,240,20,2026-08-24_aeee94c4bfe5:59584645
fd6d596ed696505c784db890cf564db6843aac93f7a243d1d7162d6aab46bac5,2026-08-25_fd89fc8de22f,2026-08-25,FLOW_COHERENCE_TRANSITION_V1,1787622498900000000,1,V0,1787631049440000000,3480571,1787631049560000000,3480581,-1,120,60,depletion_only,360,140,120,140,140,2026-08-25_fd89fc8de22f:59587701
35f5bdf22bc1a5ab443ff439cfefc4256a62cd075e0e0625ba7a3f010f58b156,2026-08-26_a055aa6c7a87,2026-08-26,FLOW_COHERENCE_TRANSITION_V1,1787744129780000000,0,V0,1787751064240000000,741975,1787751064360000000,742102,-1,120,100,depletion_only,440,220,120,220,20,2026-08-26_a055aa6c7a87:59591702
7f09d34d7ba7990c5bd136b840383263718a935a65434f9ee7b0880290b1e012,2026-08-27_ba5ebc09e758,2026-08-27,FLOW_COHERENCE_TRANSITION_V1,1787791393820000000,0,V0,1787792984760000000,619334,1787792984880000000,619395,-1,120,60,ofi_only,300,160,120,160,60,2026-08-27_ba5ebc09e758:59593099
f7e494b923408c0eaaae23d1503bbaea559ee124c87906629fcc6fc68b0aaea8,2026-08-27_ba5ebc09e758,2026-08-27,FLOW_COHERENCE_TRANSITION_V1,1787791393820000000,0,V0,1787793161700000000,679566,1787793161840000000,679651,1,120,40,depletion_only,400,260,200,260,300,2026-08-27_ba5ebc09e758:59593105
51ec54f93f24c279995b65dcd1882a70a9767a5a273df1f8ea9ea5374db7a646,2026-08-27_ba5ebc09e758,2026-08-27,FLOW_COHERENCE_TRANSITION_V1,1787791393820000000,0,V0,1787795832900000000,1312771,1787795833040000000,1312787,-1,120,40,depletion_and_ofi,300,140,120,140,20,2026-08-27_ba5ebc09e758:59593194
