coarsening_variant,inventory_bucket,side_class,quote_distance_bucket,fair_or_reservation_edge_bucket,latency_stale_bucket,post_only_safety_bucket,reject_throttle_churn_bucket,rows,fills,fills_needed_for_min_clean_fills,samples_needed_for_min_clean_samples,fill_samples_needed_for_min_coverage,sample_count,fill_sample_count,recommendation
identity,large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
identity,large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,21,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
identity,large_skew_or_low_score,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_medium,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
identity,large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,fresh_low_latency,clamped,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
identity,large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_high,clamped,churn_normal,16,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
identity,large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,churn_normal,4,0,40,0,2,3,0,target clean observed fills in this decision-visible regime
identity,large_skew_or_low_score,reduce_side,touch,edge_strong_favorable,stale_latency_medium,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
identity,large_skew_or_low_score,reduce_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,4,0,40,0,2,3,0,target clean observed fills in this decision-visible regime
identity,large_skew_or_low_score,reduce_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
identity,mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,post_only_clean,churn_normal,3,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
identity,mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,31,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
identity,mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,23,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
identity,mild_skew,add_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,8,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
identity,mild_skew,add_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
identity,mild_skew,add_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
identity,mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,fresh_low_latency,guarded_depth_fallback,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
identity,mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_high,clamped,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
identity,mild_skew,reduce_side,step_back_gt1,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,11,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
identity,mild_skew,reduce_side,touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,4,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
identity,mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
identity,mild_skew,reduce_side,touch,edge_strong_favorable,stale_latency_medium,post_only_clean,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
identity,mild_skew,reduce_side,touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
identity,mild_skew,reduce_side,touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,market_view_usable,guarded_depth_fallback,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,8,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,churn_normal,2,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_high,guarded_depth_fallback,churn_normal,31,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_high,post_only_clean,churn_normal,23,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,8,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,guarded_depth_fallback,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,stale_latency_high,guarded_depth_fallback,churn_normal,19,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,flat,flat_side,touch,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,7,0,40,0,2,3,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,guarded_depth_fallback,churn_normal,63,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,post_only_clean,churn_normal,29,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,large_skew_or_low_score,add_side,touch,edge_non_adverse,market_view_usable,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,large_skew_or_low_score,add_side,touch,edge_non_adverse,stale_latency_high,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,large_skew_or_low_score,add_side,touch,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,large_skew_or_low_score,reduce_side,step_back_gt1,edge_non_adverse,market_view_usable,clamped,churn_normal,3,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,large_skew_or_low_score,reduce_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,50,0,40,0,2,7,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,large_skew_or_low_score,reduce_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,large_skew_or_low_score,reduce_side,step_back_gt1,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,21,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,large_skew_or_low_score,reduce_side,touch,edge_non_adverse,market_view_usable,clamped,churn_normal,3,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,large_skew_or_low_score,reduce_side,touch,edge_non_adverse,stale_latency_high,clamped,churn_normal,16,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,large_skew_or_low_score,reduce_side,touch,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,4,0,40,0,2,3,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,3,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,guarded_depth_fallback,churn_normal,31,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,post_only_clean,churn_normal,23,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,8,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,mild_skew,reduce_side,step_back_gt1,edge_non_adverse,market_view_usable,guarded_depth_fallback,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,mild_skew,reduce_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,mild_skew,reduce_side,step_back_gt1,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,11,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,mild_skew,reduce_side,touch,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,5,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
edge_latency_coarsened,mild_skew,reduce_side,touch,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,flat,flat_side,near_touch,edge_strong_favorable,fresh_low_latency,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,flat,flat_side,near_touch,edge_strong_favorable,fresh_low_latency,guarded_depth_fallback,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,flat,flat_side,near_touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,flat,flat_side,near_touch,edge_strong_favorable,stale_latency_high,guarded_depth_fallback,churn_normal,19,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,flat,flat_side,near_touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,flat,flat_side,near_touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,flat,flat_side,passive_step_back,edge_weak_or_neutral,fresh_low_latency,guarded_depth_fallback,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,flat,flat_side,passive_step_back,edge_weak_or_neutral,fresh_low_latency,post_only_clean,churn_normal,8,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,flat,flat_side,passive_step_back,edge_weak_or_neutral,stale_latency_high,clamped,churn_normal,2,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,flat,flat_side,passive_step_back,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,31,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,flat,flat_side,passive_step_back,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,23,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,flat,flat_side,passive_step_back,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,8,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,add_side,near_touch,edge_strong_favorable,fresh_low_latency,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,add_side,near_touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,8,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,add_side,near_touch,edge_strong_favorable,stale_latency_high,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,add_side,near_touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,add_side,near_touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,add_side,near_touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,add_side,passive_step_back,edge_weak_or_neutral,fresh_low_latency,post_only_clean,churn_normal,7,0,40,0,2,3,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,add_side,passive_step_back,edge_weak_or_neutral,stale_latency_high,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,add_side,passive_step_back,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,63,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,add_side,passive_step_back,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,29,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,reduce_side,near_touch,edge_strong_favorable,fresh_low_latency,clamped,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,reduce_side,near_touch,edge_strong_favorable,stale_latency_high,clamped,churn_normal,16,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,reduce_side,near_touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,churn_normal,4,0,40,0,2,3,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,reduce_side,near_touch,edge_strong_favorable,stale_latency_medium,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,reduce_side,near_touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,4,0,40,0,2,3,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,reduce_side,near_touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,reduce_side,passive_step_back,edge_weak_or_neutral,fresh_low_latency,clamped,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,reduce_side,passive_step_back,edge_weak_or_neutral,fresh_low_latency,post_only_clean,churn_normal,50,0,40,0,2,7,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,reduce_side,passive_step_back,edge_weak_or_neutral,stale_latency_high,clamped,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,reduce_side,passive_step_back,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,21,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,large_skew_or_low_score,reduce_side,passive_step_back,edge_weak_or_neutral,stale_latency_medium,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,mild_skew,add_side,near_touch,edge_strong_favorable,stale_latency_medium,post_only_clean,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,mild_skew,add_side,near_touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,mild_skew,add_side,passive_step_back,edge_weak_or_neutral,fresh_low_latency,post_only_clean,churn_normal,3,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,mild_skew,add_side,passive_step_back,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,31,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,mild_skew,add_side,passive_step_back,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,23,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,mild_skew,add_side,passive_step_back,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,8,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,mild_skew,reduce_side,near_touch,edge_strong_favorable,fresh_low_latency,post_only_clean,churn_normal,4,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,mild_skew,reduce_side,near_touch,edge_strong_favorable,stale_latency_join_stale,guarded_depth_fallback,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,mild_skew,reduce_side,near_touch,edge_strong_favorable,stale_latency_medium,post_only_clean,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,mild_skew,reduce_side,near_touch,edge_weak_or_neutral,stale_latency_high,guarded_depth_fallback,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,mild_skew,reduce_side,near_touch,edge_weak_or_neutral,stale_latency_high,post_only_clean,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,mild_skew,reduce_side,passive_step_back,edge_weak_or_neutral,fresh_low_latency,guarded_depth_fallback,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,mild_skew,reduce_side,passive_step_back,edge_weak_or_neutral,stale_latency_high,clamped,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
quote_distance_family_coarsened,mild_skew,reduce_side,passive_step_back,edge_weak_or_neutral,stale_latency_join_stale,guarded_depth_fallback,churn_normal,11,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,step_back_gt1,edge_adverse,market_view_usable,post_only_clean,warning_churn_context,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,market_view_usable,clamped,warning_churn_context,32,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,market_view_usable,guarded_depth_fallback,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,8,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,churn_normal,2,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,warning_churn_context,11,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_high,guarded_depth_fallback,churn_normal,31,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_high,post_only_clean,churn_normal,23,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,step_back_gt1,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,8,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,clamped,warning_churn_context,21,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,guarded_depth_fallback,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,touch,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,touch,edge_non_adverse,stale_latency_high,clamped,warning_churn_context,4,0,40,0,2,3,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,touch,edge_non_adverse,stale_latency_high,guarded_depth_fallback,churn_normal,19,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,touch,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,flat,flat_side,touch,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,warning_churn_context,3,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,market_view_usable,clamped,warning_churn_context,33,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,7,0,40,0,2,3,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,warning_churn_context,22,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,guarded_depth_fallback,churn_normal,63,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,post_only_clean,churn_normal,29,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,add_side,touch,edge_non_adverse,market_view_usable,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,add_side,touch,edge_non_adverse,market_view_usable,clamped,warning_churn_context,26,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,add_side,touch,edge_non_adverse,stale_latency_high,clamped,churn_normal,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,add_side,touch,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,add_side,touch,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,warning_churn_context,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,step_back_gt1,edge_adverse,market_view_usable,post_only_clean,warning_churn_context,3,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,step_back_gt1,edge_non_adverse,market_view_usable,clamped,churn_normal,3,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,50,0,40,0,2,7,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,churn_normal,2,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,step_back_gt1,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,21,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,touch,edge_non_adverse,market_view_usable,clamped,churn_normal,3,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,touch,edge_non_adverse,market_view_usable,clamped,warning_churn_context,52,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,touch,edge_non_adverse,stale_latency_high,clamped,churn_normal,16,0,40,0,2,6,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,touch,edge_non_adverse,stale_latency_high,clamped,warning_churn_context,14,0,40,0,2,3,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,large_skew_or_low_score,reduce_side,touch,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,4,0,40,0,2,3,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_adverse,market_view_usable,guarded_depth_fallback,warning_churn_context,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_adverse,market_view_usable,post_only_clean,warning_churn_context,1,0,40,2,2,1,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,market_view_usable,post_only_clean,churn_normal,3,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,clamped,warning_churn_context,6,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,guarded_depth_fallback,churn_normal,31,0,40,0,2,4,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,stale_latency_high,post_only_clean,churn_normal,23,0,40,0,2,5,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,churn_normal,8,0,40,1,2,2,0,target clean observed fills in this decision-visible regime
churn_warning_coarsened,mild_skew,add_side,step_back_gt1,edge_non_adverse,stale_latency_join_stale,guarded_depth_fallback,warning_churn_context,71,0,40,0,2,7,0,target clean observed fills in this decision-visible regime
