feature,outcome,horizon_ms,regime_bucket,row_count,eligible_min_rows,pearson_corr,high_z_minus_low_z_mean_effect,dominant_sign,threshold_met,outcome_unit
binance_top5_microprice_px,hyperliquid_spread_change_ticks,1000,binance_vol_positive_high,455,true,-0.01842981,-1.16498082,negative,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,1000,binance_vol_positive_low,456,true,0.05767333,1.85118161,positive,true,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,1000,binance_vol_zero,2682,true,-0.00034456,0.0193565,positive,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,1000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,1000,binance_vol_positive_high,455,true,0.03223479,-0.03863231,negative,false,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,1000,binance_vol_positive_low,456,true,-0.07380894,-0.14626277,negative,true,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,1000,binance_vol_zero,2682,true,-0.00333036,0.02052168,positive,false,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,1000,vol_missing,1,false,0,0,none,false,unitless
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,1000,binance_vol_positive_high,455,true,-0.01159074,-0.43302042,negative,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,1000,binance_vol_positive_low,456,true,-0.04626829,-1.28351938,negative,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,1000,binance_vol_zero,2682,true,0.00877404,0.16354374,positive,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,1000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,basis_mid_response_ticks,1000,binance_vol_positive_high,455,true,-0.12784628,-38.9796826,negative,true,ticks
binance_top5_microprice_px,basis_mid_response_ticks,1000,binance_vol_positive_low,456,true,-0.07191161,-18.97503726,negative,true,ticks
binance_top5_microprice_px,basis_mid_response_ticks,1000,binance_vol_zero,2682,true,-0.01188892,-2.42802788,negative,false,ticks
binance_top5_microprice_px,basis_mid_response_ticks,1000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,1000,binance_vol_positive_high,455,true,-0.12778972,-38.90749688,negative,true,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,1000,binance_vol_positive_low,456,true,-0.07193645,-18.99782999,negative,true,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,1000,binance_vol_zero,2682,true,-0.01199359,-2.45100665,negative,false,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,1000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,5000,binance_vol_positive_high,455,true,0.04948261,37.63428671,positive,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,5000,binance_vol_positive_low,454,true,-0.07934727,-30.81594635,negative,true,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,5000,binance_vol_zero,2676,true,-0.02693545,-12.2480332,negative,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,5000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,5000,binance_vol_positive_high,455,true,0.01840027,0.67840949,positive,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,5000,binance_vol_positive_low,454,true,-0.02151573,-0.8271237,negative,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,5000,binance_vol_zero,2676,true,0.01942295,0.82481121,positive,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,5000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,5000,binance_vol_positive_high,455,true,-0.06795881,-0.44050634,negative,true,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,5000,binance_vol_positive_low,454,true,-0.03316215,-0.08433093,negative,false,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,5000,binance_vol_zero,2676,true,-0.04264342,-0.0892032,negative,false,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,5000,vol_missing,1,false,0,0,none,false,unitless
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,5000,binance_vol_positive_high,455,true,-0.08409433,-3.10390303,negative,true,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,5000,binance_vol_positive_low,454,true,-0.00785806,-0.44403579,negative,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,5000,binance_vol_zero,2676,true,-0.02304197,-0.48005315,negative,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,5000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,basis_mid_response_ticks,5000,binance_vol_positive_high,455,true,-0.16013224,-84.96782351,negative,true,ticks
binance_top5_microprice_px,basis_mid_response_ticks,5000,binance_vol_positive_low,454,true,-0.00975063,1.88439429,positive,false,ticks
binance_top5_microprice_px,basis_mid_response_ticks,5000,binance_vol_zero,2676,true,-0.05315028,-15.92334037,negative,true,ticks
binance_top5_microprice_px,basis_mid_response_ticks,5000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,5000,binance_vol_positive_high,455,true,-0.1597025,-84.82695452,negative,true,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,5000,binance_vol_positive_low,454,true,-0.00961315,1.86989823,positive,false,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,5000,binance_vol_zero,2676,true,-0.05330698,-15.96879822,negative,true,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,5000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,10000,binance_vol_positive_high,453,true,-0.03303372,-23.03976282,negative,false,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,10000,binance_vol_positive_low,453,true,-0.11676287,-60.66585054,negative,true,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,10000,binance_vol_zero,2669,true,-0.05753133,-38.51501167,negative,true,ticks
binance_top5_microprice_px,hyperliquid_mid_move_ticks,10000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,10000,binance_vol_positive_high,453,true,0.04110652,2.95081967,positive,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,10000,binance_vol_positive_low,453,true,-0.01667712,-0.43751331,negative,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,10000,binance_vol_zero,2669,true,0.02246055,0.35120002,positive,false,ticks
binance_top5_microprice_px,hyperliquid_spread_change_ticks,10000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,10000,binance_vol_positive_high,453,true,-0.06841895,-0.12885027,negative,true,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,10000,binance_vol_positive_low,453,true,-0.02843417,-0.07966337,negative,false,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,10000,binance_vol_zero,2669,true,-0.04934484,-0.1661788,negative,false,unitless
binance_top5_microprice_px,hyperliquid_top5_imbalance_change,10000,vol_missing,1,false,0,0,none,false,unitless
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,10000,binance_vol_positive_high,453,true,-0.02767271,0.02173371,positive,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,10000,binance_vol_positive_low,453,true,-0.00331647,-0.48991108,negative,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,10000,binance_vol_zero,2669,true,-0.04240965,-1.18752855,negative,false,ticks
binance_top5_microprice_px,hyperliquid_microprice_minus_mid_change_ticks,10000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,basis_mid_response_ticks,10000,binance_vol_positive_high,453,true,-0.14410618,-67.91951517,negative,true,ticks
binance_top5_microprice_px,basis_mid_response_ticks,10000,binance_vol_positive_low,453,true,-0.02999075,-14.8417607,negative,false,ticks
binance_top5_microprice_px,basis_mid_response_ticks,10000,binance_vol_zero,2669,true,-0.0603017,-13.85014912,negative,true,ticks
binance_top5_microprice_px,basis_mid_response_ticks,10000,vol_missing,1,false,0,0,none,false,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,10000,binance_vol_positive_high,453,true,-0.14365006,-67.72487811,negative,true,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,10000,binance_vol_positive_low,453,true,-0.02976322,-14.7918239,negative,false,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,10000,binance_vol_zero,2669,true,-0.06051168,-13.92661862,negative,true,ticks
binance_top5_microprice_px,basis_microprice_response_ticks,10000,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,100,binance_vol_positive_high,455,true,0.00762231,10,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,100,binance_vol_positive_low,456,true,0.12010021,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,100,binance_vol_zero,2683,true,0.11206684,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,100,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,100,binance_vol_positive_high,455,true,-0.00111224,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,100,binance_vol_positive_low,456,true,-0.05710487,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,100,binance_vol_zero,2683,true,0.00890731,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,100,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,100,binance_vol_positive_high,455,true,0.03002826,0.22754454,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,100,binance_vol_positive_low,456,true,0.32170681,0,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,100,binance_vol_zero,2683,true,0.12310755,0,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,100,vol_missing,1,false,0,0,none,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,100,binance_vol_positive_high,455,true,0.01495626,1.1377227,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,100,binance_vol_positive_low,456,true,0.09731202,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,100,binance_vol_zero,2683,true,0.04899572,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,100,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,100,binance_vol_positive_high,455,true,0.03112047,107.93333333,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,100,binance_vol_positive_low,456,true,0.10576815,0,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,100,binance_vol_zero,2683,true,0.0991708,0,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,100,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,100,binance_vol_positive_high,455,true,-0.00394568,87.82794281,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,100,binance_vol_positive_low,456,true,0.10362336,0,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,100,binance_vol_zero,2683,true,0.09687848,0,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,100,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,250,binance_vol_positive_high,455,true,0.00762231,10,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,250,binance_vol_positive_low,456,true,0.12010021,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,250,binance_vol_zero,2683,true,0.11206684,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,250,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,250,binance_vol_positive_high,455,true,-0.00111224,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,250,binance_vol_positive_low,456,true,-0.05710487,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,250,binance_vol_zero,2683,true,0.00890731,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,250,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,250,binance_vol_positive_high,455,true,0.03002826,0.22754454,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,250,binance_vol_positive_low,456,true,0.32170681,0,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,250,binance_vol_zero,2683,true,0.12310755,0,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,250,vol_missing,1,false,0,0,none,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,250,binance_vol_positive_high,455,true,0.01495626,1.1377227,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,250,binance_vol_positive_low,456,true,0.09731202,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,250,binance_vol_zero,2683,true,0.04899572,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,250,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,250,binance_vol_positive_high,455,true,0.03112047,107.93333333,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,250,binance_vol_positive_low,456,true,0.10576815,0,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,250,binance_vol_zero,2683,true,0.0991708,0,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,250,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,250,binance_vol_positive_high,455,true,-0.00394568,87.82794281,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,250,binance_vol_positive_low,456,true,0.10362336,0,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,250,binance_vol_zero,2683,true,0.09687848,0,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,250,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,500,binance_vol_positive_high,455,true,0.00762231,10,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,500,binance_vol_positive_low,456,true,0.12010021,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,500,binance_vol_zero,2683,true,0.11206684,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,500,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,500,binance_vol_positive_high,455,true,-0.00111224,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,500,binance_vol_positive_low,456,true,-0.05710487,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,500,binance_vol_zero,2683,true,0.00890731,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,500,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,500,binance_vol_positive_high,455,true,0.03002826,0.22754454,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,500,binance_vol_positive_low,456,true,0.32170681,0,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,500,binance_vol_zero,2683,true,0.12310755,0,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,500,vol_missing,1,false,0,0,none,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,500,binance_vol_positive_high,455,true,0.01495626,1.1377227,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,500,binance_vol_positive_low,456,true,0.09731202,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,500,binance_vol_zero,2683,true,0.04899572,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,500,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,500,binance_vol_positive_high,455,true,0.03112047,107.93333333,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,500,binance_vol_positive_low,456,true,0.10576815,0,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,500,binance_vol_zero,2683,true,0.0991708,0,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,500,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,500,binance_vol_positive_high,455,true,-0.00394568,87.82794281,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,500,binance_vol_positive_low,456,true,0.10362336,0,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,500,binance_vol_zero,2683,true,0.09687848,0,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,500,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,1000,binance_vol_positive_high,455,true,-0.01326252,-48.66666667,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,1000,binance_vol_positive_low,456,true,0.23062158,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,1000,binance_vol_zero,2682,true,0.15401683,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,1000,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,1000,binance_vol_positive_high,455,true,0.09911782,106.66666667,positive,true,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,1000,binance_vol_positive_low,456,true,-0.06488771,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,1000,binance_vol_zero,2682,true,-0.00593365,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,1000,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,1000,binance_vol_positive_high,455,true,0.10996318,2.12067323,positive,true,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,1000,binance_vol_positive_low,456,true,0.48531464,0,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,1000,binance_vol_zero,2682,true,0.16013414,0,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,1000,vol_missing,1,false,0,0,none,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,1000,binance_vol_positive_high,455,true,0.13903652,71.48015251,positive,true,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,1000,binance_vol_positive_low,456,true,0.30628295,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,1000,binance_vol_zero,2682,true,0.08456434,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,1000,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,1000,binance_vol_positive_high,455,true,0.03936463,157.2,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,1000,binance_vol_positive_low,456,true,0.03829472,0,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,1000,binance_vol_zero,2682,true,0.09915545,0,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,1000,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,1000,binance_vol_positive_high,455,true,0.01578181,138.97900839,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,1000,binance_vol_positive_low,456,true,0.03611509,0,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,1000,binance_vol_zero,2682,true,0.09691005,0,positive,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,1000,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,5000,binance_vol_positive_high,455,true,0.06960364,314.66666667,positive,true,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,5000,binance_vol_positive_low,454,true,0.28070325,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,5000,binance_vol_zero,2676,true,0.15957923,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,5000,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,5000,binance_vol_positive_high,455,true,0.00121739,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,5000,binance_vol_positive_low,454,true,-0.02563863,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,5000,binance_vol_zero,2676,true,0.01053937,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,5000,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,5000,binance_vol_positive_high,455,true,-0.01671406,1.41893375,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,5000,binance_vol_positive_low,454,true,-0.05407588,0,negative,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,5000,binance_vol_zero,2676,true,-0.15138092,0,negative,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,5000,vol_missing,1,false,0,0,none,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,5000,binance_vol_positive_high,455,true,-0.00455763,7.09466875,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,5000,binance_vol_positive_low,454,true,-0.04791456,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,5000,binance_vol_zero,2676,true,-0.08792992,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,5000,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,5000,binance_vol_positive_high,455,true,-0.05303591,-112.8,negative,true,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,5000,binance_vol_positive_low,454,true,-0.2228991,0,negative,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,5000,binance_vol_zero,2676,true,-0.05324956,0,negative,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,5000,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,5000,binance_vol_positive_high,455,true,-0.06917055,-131.03662895,negative,true,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,5000,binance_vol_positive_low,454,true,-0.22558854,0,negative,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,5000,binance_vol_zero,2676,true,-0.05595129,0,negative,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,5000,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,10000,binance_vol_positive_high,453,true,0.07266506,540.66666667,positive,true,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,10000,binance_vol_positive_low,453,true,0.2097487,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,10000,binance_vol_zero,2669,true,0.08264741,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_mid_move_ticks,10000,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,10000,binance_vol_positive_high,453,true,0.00336777,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,10000,binance_vol_positive_low,453,true,0.00347191,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,10000,binance_vol_zero,2669,true,0.002329,0,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_spread_change_ticks,10000,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,10000,binance_vol_positive_high,453,true,0.02798466,1.40736826,positive,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,10000,binance_vol_positive_low,453,true,-0.16274936,0,negative,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,10000,binance_vol_zero,2669,true,-0.22884345,0,negative,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_top5_imbalance_change,10000,vol_missing,1,false,0,0,none,false,unitless
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,10000,binance_vol_positive_high,453,true,0.01646292,7.03684131,positive,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,10000,binance_vol_positive_low,453,true,-0.09902652,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,10000,binance_vol_zero,2669,true,-0.16252377,0,negative,false,ticks
binance_microprice_minus_mid_ticks,hyperliquid_microprice_minus_mid_change_ticks,10000,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,10000,binance_vol_positive_high,453,true,-0.06268843,-218.26666667,negative,true,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,10000,binance_vol_positive_low,453,true,-0.23900819,0,negative,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,10000,binance_vol_zero,2669,true,-0.08981481,0,negative,false,ticks
binance_microprice_minus_mid_ticks,basis_mid_response_ticks,10000,vol_missing,1,false,0,0,none,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,10000,binance_vol_positive_high,453,true,-0.07787305,-236.52106153,negative,true,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,10000,binance_vol_positive_low,453,true,-0.24152793,0,negative,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,10000,binance_vol_zero,2669,true,-0.09232151,0,negative,false,ticks
binance_microprice_minus_mid_ticks,basis_microprice_response_ticks,10000,vol_missing,1,false,0,0,none,false,ticks
