feature,outcome,horizon_ms,scope,row_count,pearson_corr,high_z_minus_low_z_mean_effect,feature_z_mean,outcome_mean,dominant_sign,threshold_met,outcome_unit
binance_rolling_abs_mid_move_ticks_5,hyperliquid_spread_change_ticks,10000,overall,3575,-0.00151589,0,0.00049363,-0.00559441,negative,false,ticks
binance_rolling_abs_mid_move_ticks_5,hyperliquid_top5_imbalance_change,10000,overall,3575,0.01519022,0,0.00049363,-0.00104644,positive,false,unitless
binance_rolling_abs_mid_move_ticks_5,hyperliquid_microprice_minus_mid_change_ticks,10000,overall,3575,0.00175407,0,0.00049363,-0.00802922,positive,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_mid_move_ticks,100,overall,3594,-0.02871742,0,0.00011122,-0.55926544,negative,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_spread_change_ticks,100,overall,3594,0.03465175,0,0.00011122,0,positive,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_top5_imbalance_change,100,overall,3594,0.01593074,0,0.00011122,-0.00048426,positive,false,unitless
binance_rolling_rv_ticks_20,hyperliquid_microprice_minus_mid_change_ticks,100,overall,3594,0.01872071,0,0.00011122,-0.00242132,positive,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_mid_move_ticks,250,overall,3594,-0.02871742,0,0.00011122,-0.55926544,negative,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_spread_change_ticks,250,overall,3594,0.03465175,0,0.00011122,0,positive,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_top5_imbalance_change,250,overall,3594,0.01593074,0,0.00011122,-0.00048426,positive,false,unitless
binance_rolling_rv_ticks_20,hyperliquid_microprice_minus_mid_change_ticks,250,overall,3594,0.01872071,0,0.00011122,-0.00242132,positive,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_mid_move_ticks,500,overall,3594,-0.02871742,0,0.00011122,-0.55926544,negative,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_spread_change_ticks,500,overall,3594,0.03465175,0,0.00011122,0,positive,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_top5_imbalance_change,500,overall,3594,0.01593074,0,0.00011122,-0.00048426,positive,false,unitless
binance_rolling_rv_ticks_20,hyperliquid_microprice_minus_mid_change_ticks,500,overall,3594,0.01872071,0,0.00011122,-0.00242132,positive,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_mid_move_ticks,1000,overall,3593,-0.19300783,0,0.00022251,-1.12301698,negative,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_spread_change_ticks,1000,overall,3593,0.1140015,0,0.00022251,-0.00278319,positive,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_top5_imbalance_change,1000,overall,3593,-0.0061891,0,0.00022251,-0.00096379,negative,false,unitless
binance_rolling_rv_ticks_20,hyperliquid_microprice_minus_mid_change_ticks,1000,overall,3593,-0.03405617,0,0.00022251,-0.00621043,negative,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_mid_move_ticks,5000,overall,3585,-0.15235416,0,0.00067857,-5.90516039,negative,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_spread_change_ticks,5000,overall,3585,-0.01320526,0,0.00067857,-0.0055788,negative,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_top5_imbalance_change,5000,overall,3585,0.03417851,0,0.00067857,-0.00032964,positive,false,unitless
binance_rolling_rv_ticks_20,hyperliquid_microprice_minus_mid_change_ticks,5000,overall,3585,0.0589977,0,0.00067857,-0.00443743,positive,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_mid_move_ticks,10000,overall,3575,-0.06360579,0,0.00068568,-12.14545455,negative,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_spread_change_ticks,10000,overall,3575,-0.02159888,0,0.00068568,-0.00559441,negative,false,ticks
binance_rolling_rv_ticks_20,hyperliquid_top5_imbalance_change,10000,overall,3575,0.02875929,0,0.00068568,-0.00104644,positive,false,unitless
binance_rolling_rv_ticks_20,hyperliquid_microprice_minus_mid_change_ticks,10000,overall,3575,0.04112391,0,0.00068568,-0.00802922,positive,false,ticks
