row_id,sample_id,observed_regime,decision_id,action,block_reason,signal_status,signal_score,signal_abs_z,side,fair_mid_px,quote_px,edge_ticks,required_edge_ticks,quote_type,time_in_force,post_only,future_mid_move_ticks,signed_markout_ticks,adjusted_counterfactual_edge_ticks,source_age_bucket,basis_bucket,warning_bucket,order_endpoint_called,private_endpoint_called,credential_read
2237,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2237,would_submit,,pass,-1.12377136,1.12377136,sell,60116.05049146,60117,9.49508544,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_mid,basis_high,False,False,False,False
2249,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2249,would_submit,,pass,-1.1353981,1.1353981,sell,60101.04584076,60102,9.5415924,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_low,basis_high,False,False,False,False
2258,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2258,would_submit,,pass,-2.12697025,2.12697025,sell,60100.6492119,60102,13.507881,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_high,basis_mid,False,False,False,False
2260,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2260,would_submit,,pass,1.07918711,1.07918711,buy,60101.93167484,60101,9.31674844,1.5,touch,Alo,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False,False
2261,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2261,would_submit,,pass,1.07942618,1.07942618,buy,60093.93177047,60093,9.31770472,1.5,touch,Alo,True,90,90,88.5,binance_source_age_low,basis_high,False,False,False,False
2274,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2274,would_submit,,pass,1.02471526,1.02471526,buy,60129.9098861,60129,9.09886104,1.5,touch,Alo,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False,False
2290,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2290,would_submit,,pass,-1.11323856,1.11323856,sell,60129.05470458,60130,9.45295424,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_mid,basis_high,False,False,False,False
2291,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2291,would_submit,,pass,-1.11368221,1.11368221,sell,60129.05452712,60130,9.45472884,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_low,basis_high,False,False,False,False
2300,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2300,would_submit,,pass,1.00057331,1.00057331,buy,60124.90022932,60124,9.00229324,1.5,touch,Alo,True,-10,-10,-11.5,binance_source_age_high,basis_mid,False,False,False,False
2310,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2310,would_submit,,pass,1.71539169,1.71539169,buy,60124.18615668,60123,11.86156676,1.5,touch,Alo,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False,False
2312,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2312,would_submit,,pass,-4.17905749,4.17905749,sell,60121.828377,60124,21.71622996,1.5,touch,Alo,True,90,-90,-91.5,binance_source_age_high,basis_high,False,False,False,False
2316,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2316,would_submit,,pass,-1.09976631,1.09976631,sell,60126.06009348,60127,9.39906524,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_low,basis_high,False,False,False,False
2317,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2317,would_submit,,pass,-1.09693052,1.09693052,sell,60126.06122779,60127,9.38772208,1.5,touch,Alo,True,-10,10,8.5,binance_source_age_high,basis_high,False,False,False,False
2318,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2318,would_submit,,pass,-1.09274934,1.09274934,sell,60126.06290026,60127,9.37099736,1.5,touch,Alo,True,-10,10,8.5,binance_source_age_high,basis_high,False,False,False,False
2319,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2319,would_submit,,pass,-2.60073655,2.60073655,sell,60124.45970538,60126,15.4029462,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_mid,basis_low,False,False,False,False
2323,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2323,would_submit,,pass,1.01675529,1.01675529,buy,60118.90670212,60118,9.06702116,1.5,touch,Alo,True,-10,-10,-11.5,binance_source_age_low,basis_low,False,False,False,False
2333,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2333,would_submit,,pass,1.02550232,1.02550232,buy,60105.91020093,60105,9.10200928,1.5,touch,Alo,True,20,20,18.5,binance_source_age_low,basis_high,False,False,False,False
2334,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2334,would_submit,,pass,1.0446756,1.0446756,buy,60105.91787024,60105,9.1787024,1.5,touch,Alo,True,90,90,88.5,binance_source_age_low,basis_high,False,False,False,False
2343,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2343,would_submit,,pass,-3.46753777,3.46753777,sell,60121.61298489,60124,23.87015108,1.5,touch,Alo,True,-5,5,3.5,binance_source_age_mid,basis_mid,False,False,False,False
2348,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2348,would_submit,,pass,-1.85154528,1.85154528,sell,60121.75938189,60123,12.40618112,1.5,touch,Alo,True,-20,20,18.5,binance_source_age_mid,basis_low,False,False,False,False
2379,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2379,would_submit,,pass,-1.10705094,1.10705094,sell,60107.05717962,60108,9.42820376,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_high,basis_high,False,False,False,False
2384,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2384,would_submit,,pass,-3.0459908,3.0459908,sell,60105.28160368,60107,17.1839632,1.5,touch,Alo,True,-120,120,118.5,binance_source_age_low,basis_low,False,False,False,False
2396,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2396,would_submit,,pass,1.00763388,1.00763388,buy,60099.40305355,60098,14.03053552,1.5,touch,Alo,True,85,85,83.5,binance_source_age_mid,basis_high,False,False,False,False
2451,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2451,would_submit,,pass,-1.10230756,1.10230756,sell,60100.05907698,60101,9.40923024,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_mid,basis_mid,False,False,False,False
2452,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2452,would_submit,,pass,-1.10038533,1.10038533,sell,60100.05984587,60101,9.40154132,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_low,basis_mid,False,False,False,False
2474,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2474,would_submit,,pass,-1.02574503,1.02574503,sell,60104.08970199,60105,9.10298012,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_high,basis_high,False,False,False,False
2483,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2483,would_submit,,pass,1.04775018,1.04775018,buy,60104.91910007,60104,9.19100072,1.5,touch,Alo,True,20,20,18.5,binance_source_age_mid,basis_high,False,False,False,False
2486,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2486,would_submit,,pass,-1.01742875,1.01742875,sell,60106.0930285,60107,9.069715,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_low,basis_high,False,False,False,False
2487,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2487,would_submit,,pass,-1.01557622,1.01557622,sell,60106.09376951,60107,9.06230488,1.5,touch,Alo,True,-10,10,8.5,binance_source_age_high,basis_high,False,False,False,False
2491,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2491,would_submit,,pass,-1.09346291,1.09346291,sell,60102.06261484,60103,9.37385164,1.5,touch,Alo,True,-50,50,48.5,binance_source_age_high,basis_mid,False,False,False,False
2496,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2496,would_submit,,pass,-1.1144019,1.1144019,sell,60085.05423924,60086,9.4576076,1.5,touch,Alo,True,20,-20,-21.5,binance_source_age_high,basis_high,False,False,False,False
2497,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2497,would_submit,,pass,-1.10990103,1.10990103,sell,60086.05603959,60088,19.43960412,1.5,touch,Alo,True,10,-10,-11.5,binance_source_age_mid,basis_high,False,False,False,False
2504,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2504,would_submit,,pass,-6.15146127,6.15146127,sell,60085.03941549,60088,29.60584508,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_high,basis_low,False,False,False,False
2509,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2509,would_submit,,pass,1.99057659,1.99057659,buy,60081.29623064,60080,12.96230636,1.5,touch,Alo,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False,False
2511,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2511,would_submit,,pass,-1.02057961,1.02057961,sell,60080.09176816,60081,9.08231844,1.5,touch,Alo,True,90,-90,-91.5,binance_source_age_low,basis_high,False,False,False,False
2521,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2521,would_submit,,pass,-1.03434944,1.03434944,sell,60087.08626022,60088,9.13739776,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_high,basis_high,False,False,False,False
2524,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2524,would_submit,,pass,-2.17952984,2.17952984,sell,60080.62818806,60082,13.71811936,1.5,touch,Alo,True,-10,10,8.5,binance_source_age_high,basis_high,False,False,False,False
2534,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2534,would_submit,,pass,3.34117479,3.34117479,buy,60092.83646992,60091,18.36469916,1.5,touch,Alo,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False,False
2542,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2542,would_submit,,pass,2.6072378,2.6072378,buy,60092.54289512,60091,15.4289512,1.5,touch,Alo,True,5,5,3.5,binance_source_age_low,basis_high,False,False,False,False
2549,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2549,would_submit,,pass,1.03578379,1.03578379,buy,60104.91431352,60104,9.14313516,1.5,touch,Alo,True,20,20,18.5,binance_source_age_high,basis_high,False,False,False,False
2561,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2561,would_submit,,pass,1.036871,1.036871,buy,60108.9147484,60108,9.147484,1.5,touch,Alo,True,10,10,8.5,binance_source_age_high,basis_high,False,False,False,False
2563,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2563,would_submit,,pass,-1.08612738,1.08612738,sell,60109.06554905,60110,9.34450952,1.5,touch,Alo,True,70,-70,-71.5,binance_source_age_low,basis_high,False,False,False,False
2569,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2569,would_submit,,pass,1.00849738,1.00849738,buy,60130.90339895,60130,9.03398952,1.5,touch,Alo,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False,False
2570,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2570,would_submit,,pass,3.09440535,3.09440535,buy,60131.73776214,60130,17.3776214,1.5,touch,Alo,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False,False
2588,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2588,would_submit,,pass,1.07696274,1.07696274,buy,60121.9307851,60121,9.30785096,1.5,touch,Alo,True,-40,-40,-41.5,binance_source_age_low,basis_high,False,False,False,False
2591,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2591,would_submit,,pass,-1.00978165,1.00978165,sell,60118.09608734,60119,9.0391266,1.5,touch,Alo,True,30,-30,-31.5,binance_source_age_high,basis_high,False,False,False,False
2593,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2593,would_submit,,pass,-1.15188375,1.15188375,sell,60121.0392465,60122,9.607535,1.5,touch,Alo,True,10,-10,-11.5,binance_source_age_high,basis_high,False,False,False,False
2594,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2594,would_submit,,pass,-1.06043357,1.06043357,sell,60122.07582657,60123,9.24173428,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_high,basis_high,False,False,False,False
2602,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2602,would_submit,,pass,-1.12923529,1.12923529,sell,60122.04830588,60123,9.51694116,1.5,touch,Alo,True,-30,30,28.5,binance_source_age_high,basis_mid,False,False,False,False
2603,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2603,would_submit,,pass,-1.13067198,1.13067198,sell,60122.04773121,60123,9.52268792,1.5,touch,Alo,True,-90,90,88.5,binance_source_age_high,basis_mid,False,False,False,False
2614,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2614,would_submit,,pass,-1.32702233,1.32702233,sell,60112.96919107,60114,10.30808932,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_mid,basis_high,False,False,False,False
2621,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2621,would_submit,,pass,1.01256701,1.01256701,buy,60111.9050268,60111,9.05026804,1.5,touch,Alo,True,0,0,-1.5,binance_source_age_low,basis_mid,False,False,False,False
2631,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2631,would_submit,,pass,-1.10918071,1.10918071,sell,60109.05632772,60110,9.43672284,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_low,basis_mid,False,False,False,False
2636,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2636,would_submit,,pass,-1.15297565,1.15297565,sell,60101.03880974,60102,9.6119026,1.5,touch,Alo,True,-30,30,28.5,binance_source_age_mid,basis_mid,False,False,False,False
2646,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2646,would_submit,,pass,1.02473055,1.02473055,buy,60095.90989222,60095,9.0989222,1.5,touch,Alo,True,40,40,38.5,binance_source_age_mid,basis_high,False,False,False,False
2648,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2648,would_submit,,pass,1.03451975,1.03451975,buy,60099.9138079,60099,9.138079,1.5,touch,Alo,True,160,160,158.5,binance_source_age_high,basis_high,False,False,False,False
2650,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2650,would_submit,,pass,1.06582363,1.06582363,buy,60115.92632945,60115,9.26329452,1.5,touch,Alo,True,120,120,118.5,binance_source_age_high,basis_high,False,False,False,False
2664,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2664,would_submit,,pass,1.4293798,1.4293798,buy,60138.07175192,60137,10.7175192,1.5,touch,Alo,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False,False
2681,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2681,would_submit,,pass,-3.54929355,3.54929355,sell,60163.08028258,60176,129.1971742,1.5,touch,Alo,True,105,-105,-106.5,binance_source_age_mid,basis_high,False,False,False,False
2686,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2686,would_submit,,pass,2.84709729,2.84709729,buy,60182.63883892,60181,16.38838916,1.5,touch,Alo,True,10,10,8.5,binance_source_age_high,basis_high,False,False,False,False
2708,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2708,would_submit,,pass,-1.06199011,1.06199011,sell,60177.07520396,60178,9.24796044,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_mid,basis_high,False,False,False,False
2709,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2709,would_submit,,pass,-1.05929999,1.05929999,sell,60177.07628,60178,9.23719996,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_mid,basis_high,False,False,False,False
2716,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2716,would_submit,,pass,-1.8085162,1.8085162,sell,60173.77659352,60175,12.2340648,1.5,touch,Alo,True,-10,10,8.5,binance_source_age_low,basis_mid,False,False,False,False
2720,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2720,would_submit,,pass,1.70521211,1.70521211,buy,60174.18208484,60173,11.82084844,1.5,touch,Alo,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False,False
2727,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2727,would_submit,,pass,1.0810607,1.0810607,buy,60173.93242428,60173,9.3242428,1.5,touch,Alo,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False,False
2731,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2731,would_submit,,pass,-1.03469914,1.03469914,sell,60181.08612034,60183,19.13879656,1.5,touch,Alo,True,-5,5,3.5,binance_source_age_mid,basis_high,False,False,False,False
2732,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2732,would_submit,,pass,-1.03777725,1.03777725,sell,60180.5848891,60182,14.151109,1.5,touch,Alo,True,25,-25,-26.5,binance_source_age_low,basis_high,False,False,False,False
2736,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2736,would_submit,,pass,-1.13669985,1.13669985,sell,60183.04532006,60184,9.5467994,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_high,basis_mid,False,False,False,False
2768,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2768,would_submit,,pass,-2.72516753,2.72516753,sell,60198.40993299,60200,15.90067012,1.5,touch,Alo,True,10,-10,-11.5,binance_source_age_low,basis_high,False,False,False,False
2773,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2773,would_submit,,pass,-1.11680434,1.11680434,sell,60216.05327826,60217,9.46721736,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_low,basis_high,False,False,False,False
2781,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2781,would_submit,,pass,3.5448662,3.5448662,buy,60211.91794648,60210,19.1794648,1.5,touch,Alo,True,0,0,-1.5,binance_source_age_low,basis_mid,False,False,False,False
2791,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2791,would_submit,,pass,-1.10715455,1.10715455,sell,60221.05713818,60222,9.4286182,1.5,touch,Alo,True,-5,5,3.5,binance_source_age_low,basis_low,False,False,False,False
2802,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2802,would_submit,,pass,18.28032852,18.28032852,buy,60219.81213141,60212,78.12131408,1.5,touch,Alo,True,110,110,108.5,binance_source_age_low,basis_high,False,False,False,False
2814,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2814,would_submit,,pass,-1.10012782,1.10012782,sell,60209.05994887,60210,9.40051128,1.5,touch,Alo,True,-70,70,68.5,binance_source_age_high,basis_low,False,False,False,False
2828,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2828,would_submit,,pass,1.06293301,1.06293301,buy,60203.9251732,60203,9.25173204,1.5,touch,Alo,True,0,0,-1.5,binance_source_age_high,basis_high,False,False,False,False
2838,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2838,would_submit,,pass,3.47915709,3.47915709,buy,60227.89166284,60226,18.91662836,1.5,touch,Alo,True,0,0,-1.5,binance_source_age_low,basis_high,False,False,False,False
2845,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2845,would_submit,,pass,1.0428068,1.0428068,buy,60229.91712272,60229,9.1712272,1.5,touch,Alo,True,0,0,-1.5,binance_source_age_mid,basis_high,False,False,False,False
2884,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2884,would_submit,,pass,1.07056612,1.07056612,buy,60239.92822645,60239,9.28226448,1.5,touch,Alo,True,20,20,18.5,binance_source_age_low,basis_high,False,False,False,False
2898,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2898,would_submit,,pass,-2.68213038,2.68213038,sell,60254.42714785,60256,15.72852152,1.5,touch,Alo,True,-5,5,3.5,binance_source_age_high,basis_mid,False,False,False,False
2899,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2899,would_submit,,pass,-1.08177785,1.08177785,sell,60255.06728886,60256,9.3271114,1.5,touch,Alo,True,-60,60,58.5,binance_source_age_mid,basis_mid,False,False,False,False
2917,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2917,would_submit,,pass,-1.00695668,1.00695668,sell,60250.09721733,60251,9.02782672,1.5,touch,Alo,True,-45,45,43.5,binance_source_age_low,basis_low,False,False,False,False
2932,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2932,would_submit,,pass,-1.93407472,1.93407472,sell,60231.72637011,60233,12.73629888,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_low,basis_high,False,False,False,False
2935,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2935,would_submit,,pass,-2.39015525,2.39015525,sell,60252.5439379,60254,14.560621,1.5,touch,Alo,True,-10,10,8.5,binance_source_age_low,basis_low,False,False,False,False
2947,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2947,would_submit,,pass,1.02985449,1.02985449,buy,60217.4119418,60213,44.11941796,1.5,touch,Alo,True,-115,-115,-116.5,binance_source_age_low,basis_low,False,False,False,False
2978,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2978,would_submit,,pass,-1.16422225,1.16422225,sell,60206.0343111,60207,9.656889,1.5,touch,Alo,True,-70,70,68.5,binance_source_age_high,basis_mid,False,False,False,False
2983,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2983,would_submit,,pass,-1.01349971,1.01349971,sell,60199.09460012,60200,9.05399884,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_high,basis_mid,False,False,False,False
2984,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:2984,would_submit,,pass,-3.42321533,3.42321533,sell,60198.13071387,60200,18.69286132,1.5,touch,Alo,True,-110,110,108.5,binance_source_age_high,basis_low,False,False,False,False
3025,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:3025,would_submit,,pass,-3.12527399,3.12527399,sell,60183.2498904,60185,17.50109596,1.5,touch,Alo,True,0,-0,-1.5,binance_source_age_low,basis_mid,False,False,False,False
3032,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:3032,would_submit,,pass,-3.96133418,3.96133418,sell,60181.91546633,60184,20.84533672,1.5,touch,Alo,True,-5,5,3.5,binance_source_age_low,basis_mid,False,False,False,False
3036,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:3036,would_submit,,pass,1.01214051,1.01214051,buy,60177.9048562,60177,9.04856204,1.5,touch,Alo,True,-60,-60,-61.5,binance_source_age_high,basis_low,False,False,False,False
3037,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:3037,would_submit,,pass,1.00081558,1.00081558,buy,60177.90032623,60177,9.00326232,1.5,touch,Alo,True,-60,-60,-61.5,binance_source_age_mid,basis_low,False,False,False,False
3041,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:3041,would_submit,,pass,1.06668359,1.06668359,buy,60170.92667344,60170,9.26673436,1.5,touch,Alo,True,-30,-30,-31.5,binance_source_age_low,basis_mid,False,False,False,False
3050,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:3050,would_submit,,pass,1.00211878,1.00211878,buy,60177.90084751,60177,9.00847512,1.5,touch,Alo,True,10,10,8.5,binance_source_age_mid,basis_high,False,False,False,False
3055,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:3055,would_submit,,pass,-2.83306836,2.83306836,sell,60188.36677266,60190,16.33227344,1.5,touch,Alo,True,30,-30,-31.5,binance_source_age_mid,basis_high,False,False,False,False
3080,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:3080,would_submit,,pass,1.73258472,1.73258472,buy,60183.19303389,60182,11.93033888,1.5,touch,Alo,True,10,10,8.5,binance_source_age_mid,basis_high,False,False,False,False
3081,xemm_0627_t001_hlfast_utc16_a,high_activity_liquidity,xemm_0627_t001_hlfast_utc16_a:3081,would_submit,,pass,1.28162425,1.28162425,buy,60183.0126497,60182,10.126497,1.5,touch,Alo,True,10,10,8.5,binance_source_age_mid,basis_high,False,False,False,False
